Trs_Id,Agency_Type_Desc,Institution_Type_Desc,Organization_Type_Desc,Fy_Month_Num,Fy_Day_Num,Fy_Year_Num,Company_Nm,Street1_Nm,Street2_Nm,City_Nm,State_Desc,Zip_Cd,Zip_4_Cd,Url_Cd,Ftavc_Cd,Logo_Cd,Service_Area,Service_Area_Population,Waiver_9_Req_Fl,Non_Uza_Served_Fl,Veh_Operated_Comment,Institutional_Structure_Desc,other_Url_Cd,Po_Box,Other_Cap_Use_Comment_Desc,Other_Option_B_Comment_Desc,Voluntary_Reporter_Fl,operate_fgw_mbdo_fl,operate_fgw_mbpt_fl,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
5065,6. Other(Describe),4. Unit of City or Municipal Government,Unit of City Government,6,30,2005,Pekin Municipal Bus Service,1130 Koch Street,,Pekin,IL,61554,,ci.pekin.il.us,2259,,13,33000,Y,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
5066,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Chicago Transit Authority,567 West Lake Street,,Chicago,IL,60680,7565,www.transitchicago.com,1182,CTA,356,3708773,N,,,,,7565,,,Y,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
5088,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Sheboygan Transit System,608 South Commerce Street,,Sheboygan,WI,53081,4356,www.sheboygantransit.com,2059,,23,59490,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
5090,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Richland County Transit,35 North Park Street,,Mansfield,OH,44902,,www.rcrpc.org/RCT/routes.html,1240,RCT,39,68011,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
5091,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Wausau Area Transit System,420 Plumer Street,,Wausau,WI,54403,6276,www.ci.wausau.wi.us/dep_detail.asp?dep=18,2061,WATS,27,45513,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5092,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,City of Rochester Public Transportation,"201 4th Street, S.E.",Room 108,Rochester,MN,55904,,www.ci.rochester.mn.us,1222,,147,104230,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
5093,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Allen County Regional Transit Authority,200 East High Street,Suite 2A,Lima,OH,45801,,www.acrta.com,1230,ACRTA,17,41578,Y,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
5095,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Lorain County Transit,6100 South Broadway,Suite 301,Lorain,OH,44053,,www.LorainCountyTransit.com,1229,LCT,87,193000,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
5096,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,City of Waukesha Transit Commission,2311 Badger Drive,,Waukesha,WI,53188,5932,www.waukeshametro.org,5019,Waukesha Metro Transit,320,540000,N,,,,,,,,Y,Y,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
5098,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Michigan City Municipal Coach,1801 Kentucky Street,,Michigan City,IN,46360,,emichigancity.com,6273,Municipal Coach,20,32564,Y,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
5099,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Eau Claire Transit,910 Forest Street,,Eau Claire,WI,54703,,www.ci.eau-claire.wi.us,1319,ECT,28,69300,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
5102,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Hammond Transit System,425 Sibley Street,,Hammond,IN,46320,,www.hmdin.com,,HTS,25,83048,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
5103,1. Public agency or authority that directly operates all transit service (not a State DOT),8. Other(Describe),,12,31,2005,North Township of Lake County Dial-A-Ride,5947 Hohman Avenue,,Hammond,IN,46320,,,,,55,165656,N,,,Unit of Township Government,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
5104,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Northern Indiana Commuter Transportation District,33 East U.S. Highway 12,,Chesterton,IN,46304,,www.nictd.com,1201,NICTD,1970,958644,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
5107,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,Henderson Area Rapid Transit,,,Henderson,KY,42419,716,www.cityofhendersonky.org/cityservices/rapidtransit.htm,2052,HART,16,27000,Y,,,,,716,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5108,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Janesville Transit System,900 North Parker Drive,,Janesville,WI,53545,710,www.ci.janesville.wi.us,1322,JTS,28,62130,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
5109,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,City of Beloit Transit System,1225 Willowbrook Road,,Beloit,WI,53511,,www.ci.beloit.wi.us,1318,BTS,16,35871,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
5110,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Bloomington Public Transportation Corporation,130 West Grimes Lane,,Bloomington,IN,47403,,www.bloomingtontransit.com,1909,BT,21,69291,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
5113,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Pace - Suburban Bus Division,550 West Algonquin Road,,Arlington Heights,IL,60005,,www.pacebus.com,5118,PACE,1533,4468180,N,N,,,,,,,Y,N,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
5117,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Laketran,555 Lake Shore Blvd,,Grand River,OH,44045,158,www.laketran.com,3039,,295,227511,N,,,,,158,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5118,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Northeast Illinois Regional Commuter Railroad Corporation,547 West Jackson Boulevard,,Chicago,IL,60661,,Metrarail.com,5005,Metra,3721,7261176,N,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
5119,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Detroit Department of Transportation,1301 East Warren,,Detroit,MI,48207,,www.ci.detroit.mi.us/DDOT,2107,DDOT,144,951270,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
5131,6. Other(Describe),5. Unit of County Government,A not-for-profit providing transportation services to disabled individuals in a sheltered workshop setting and the general public in the form of demand response transportation.,6,30,2005,"Opportunity Enterprises, Inc.",2801 Evans Avenue,,Valparaiso,IN,46383,, www.oppent.org,,OE,400,130000,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
5132,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,9,30,2005,Twin Cities Area Transportation Authority,275 East Wall Street,,Benton Harbor,MI,49022,837,,1215,TCATA,14,24700,N,,,,,837,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
5133,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Chippewa Falls General Public Shared-Ride Taxi System,30 West Central Street,,Chippewa Falls,WI,54729,,www.ci.chippewa-falls.wi.us/departments/transit/transit.htm,5254,CFTN,11,13493,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
5138,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,City of Newark Transit Operations,40 West Main Street,Suite 407,Newark,OH,43055,5521,www.newarkohio.net,5130,,30,54806,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
5141,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Detroit Transportation Corporation,1420 Washington Boulevard,Third Floor,Detroit,MI,48226,,www.thepeoplemover.com,5574,Detroit People Mover,3,92477,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
5142,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Steel Valley Regional Transit Authority,555 Adams Street,,Steubenville,OH,43952,,www.bhjmpc.org/Transportation/Transit/svrta.htm,5702,Steel Valley RTA,9,68726,Y,,,,,1177,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
5143,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Brunswick Transit Alternative,4095 Center Road,,Brunswick,OH,44212,,www.brunswick.oh.us,,BTA,37,46638,N,,,,,,,,N,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
5145,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,City of Kokomo,100 South Union Street,,Kokomo,IN,46901,4632,www.ci.kokomo.in.us,5470,,80,69682,N,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
5146,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Madison County Transit District,One Transit Way,,Granite City,IL,62040,7500,www.mct.org/,5622,MCT,189,232298,N,N,,,,7500,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
5147,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Holland Macatawa Area Express,City Hall,270 South River Avenue,Holland,MI,49423,3299,www.ci.holland.mi.us,5554,MAX,42,69764,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
5148,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,9,30,2005,Blue Water Area Transportation Commission,2021 Cleveland Avenue,,Port Huron,MI,48060,,www.bwbus.com,5636,Blue Water Area Transit,700,164235,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
5149,2. Public agency or authority that contracts for some or all transit service (not a State DOT),8. Other(Describe),,12,31,2005,Michiana Area Council of Governments,227 West Jefferson Boulevard,"County-City Building, Room 1120",South Bend,IN,46601,,www.macog.com,1288,MACOG,52,130866,N,,,Metropolitan Planning Organization (MPO),,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
5152,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Onalaska Shared Ride Taxi City of Onalaska,415 Main Street,,Onalaska,WI,54650,2953,www.cityofonalaska.com,5657, ,11,15953,Y,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
5154,6. Other(Describe),8. Other(Describe),Consolidated reporter.,12,31,2005,Metropolitan Council,Mears Park Centre,230 East Fifth Street,St. Paul,MN,55101,1634,www.metrocouncil.org,1305,,2876,2429958,N,N,,Consolidated report.,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
5155,2. Public agency or authority that contracts for some or all transit service (not a State DOT),3. Subsidiary Operating Unit of Regional Agency,,12,31,2005,Metro Mobility,Metropolitan Council,390 North Robert Street,St. Paul,MN,55101,1634,www.metrocouncil.org,1305,,1057,2315548,N,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
5157,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Butler County Regional Transit Authority,3045 Moser Court,Hamilton Enterprise Park,Hamilton,OH,45011,,www.butlercountyshuttle.org,5774,BCRTA,53,332807,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
5158,2. Public agency or authority that contracts for some or all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,6,30,2005,University of Michigan Parking and Transportation Services,508 Thompson Street,,Ann Arbor,MI,48109,2414,www.transportation.umich.edu,,UMTS,5,64000,N,,,,,2414,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
5159,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,River Valley Metro Mass Transit District,288 C South Tec Drive,,Kankakee,IL,60901,,www.rivervalleymetro.com,5809,RVMMTD,24,63686,Y,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
5160,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Washington County Transit,333 East Washington Street,Suite #1000,West Bend,WI,53095,,www.co.washington.wi.us,6195,OOA,435,120429,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
5161,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Ozaukee County Transit Services,P.O. Box 994,410 South Spring Street,Port Washington,WI,53074,,www.ozaukeetransit.com,6155,OCT,235,84516,N,N,,,,994,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
5162,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Transporte,102 L Street,,Laporte,IN,46350,9082,,1193,,13,21692,Y,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
5163,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Licking County Transit Board,763 East Main Street,,Newark,OH,43055,,www.lcounty.com,6332,LCTB,656,90685,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
5164,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Sandusky Transit System,City of Sandusky,222 Meigs Street,Sandusky,OH,44870,,www.ci.sandusky.oh.us,6279,STS,28,47000,N,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
5165,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Greene County Transit Board,245 Valley Road,,Xenia,OH,45385,,,6281,Greene CATS,425,147886,N,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
5166,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Clermont Transportation Connection,4003 Filager Road,,Batavia,OH,45103,8924,www.co.clermont.oh.us/ctc,6278,CTC,452,178000,N,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
5168,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,9,30,2005,Clinton Area Transit System,304 N. Brush,,St. Johns,MI,48879,,,,Clinton Transit,576,74753,N,N,,,,,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
