Trs_Id,Agency_Type_Desc,Organization_Type_Desc,Fy_Month_Num,Fy_Day_Num,Fy_Year_Num,Company_Nm,Street1_Nm,Street2_Nm,City_Nm,State_Desc,Zip_Cd,Zip_4_Cd,Url_Cd,Ftavc_Cd,Logo_Cd,Service_Area,Service_Area_Population,Veh_Operated_Comment,Other_Url_Cd,Po_Box,Other_Cap_Use_Comment_Desc,Other_Option_B_Comment_Desc,Voluntary_Reporter_Fl,Operate_FGW_MBDO_Fl,Operate_FGW_MBPT_Fl,DUNS Number,Small_Systems_Waiver_Fl,Operate_FGW_CBDO_Fl,Operate_FGW_CBPT_Fl
7041,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,6,30,2011,Ames Transit Agency dba CyRide                                                                      ,1700 University Blvd.                                                                               ,                                                                                                    ,Ames                               ,IA                  ,50010,    ,www.cyride.com                                                                                      ,1817,                         ,15,"56,016",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N,N,147809784,N,N,N
7043,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,10,31,2011,City of Jefferson                                                                                   ,320 East McCarty Street                                                                             ,                                                                                                    ,Jefferson City                     ,MO                  ,65101,    ,www.jeffcitymo.org/transit                                                                          ,6309,JEFFTRAN                 ,36,"43,079",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N, ,048127740,Y,N,N
7045,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,6,30,2011,Johnson County SEATS                                                                                ,4810 Melrose Ave.                                                                                   ,                                                                                                    ,Iowa City                          ,IA                  ,52246,    ,http://www.johnson-county.com/dept_seats.aspx?id=581                                                ,    ,SEATS                    ,614,"106,621",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y, , ,075836403,Y,N,N
7046,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,City of Independence Dial-A-Ride Program                                                            ,                                                                                                    ,218 A North Pleasant                                                                                ,Independence                       ,MO                  ,64050,    ,None                                                                                                ,    ,None                     ,78,"110,443",                                                                                                                                                                                                        ,                                                                                                    ,1019      ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,N, , ,076259456,Y,N,N
7047,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,Unified Government Transit Department                                                               ,5033 State Avenue                                                                                   ,                                                                                                    ,Kansas City                        ,KS                  ,66102,    ,www.wycokck.org                                                                                     ,    ,                         ,156,"155,085",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N,N,010652097,Y,N,N
7048,12. Consolidated reporter                                                                                                                             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,City of Lawrence                                                                                    ,933 New Hampshire Street                                                                            ,                                                                                                    ,Lawrence                           ,KS                  ,66044,    ,www.lawrencetransit.org                                                                             ,5757,                         ,30,"90,000",                                                                                                                                                                                                        ,                                                                                                    ,708       ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y, ,N,030692461,N,N,N
8001,1. Independent public agency or authority for transit service                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,Utah Transit Authority                                                                              ,3600 South 700 West                                                                                 ,                                                                                                    ,Salt Lake City                     ,UT                  ,84130,    ,www.rideuta.com                                                                                     ,1167,UTA                      ,"9,042","2,050,088",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,Y, ,069816163,N,N,N
8002,1. Independent public agency or authority for transit service                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,Su Tran LLC dba: Sioux Area Metro                                                                   ,500 East Sixth Street                                                                               ,                                                                                                    ,Sioux Falls                        ,SD                  ,57103,7016,www.siouxareametro.org                                                                              ,1163,SAM                      ,68,"144,000",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N, ,078034683,N,N,N
8003,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,"City of Fargo, DBA:  Metropolitan Area Transit                                                      ",650 23rd St N                                                                                       ,                                                                                                    ,Fargo                              ,ND                  ,58102,    ,www.matbus.com                                                                                      ,1156,MAT                      ,45,"134,149",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y, ,N,070265871,N,N,N
8004,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,6,30,2011,Billings Metropolitan Transit                                                                       ,1705 Monad Road                                                                                     ,                                                                                                    ,Billings                           ,MT                  ,59103,1178,www.mettransit.com                                                                                  ,1150,Billings MET Transit     ,34,"114,773",                                                                                                                                                                                                        ,                                                                                                    ,1178      ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N, ,801334830,N,N,N
8005,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,Mountain Metropolitan Transit                                                                       ,1015 Transit Drive                                                                                  ,                                                                                                    ,Colorado Springs                   ,CO                  ,80903,    ,www.springsgov.com                                                                                  ,1137,MMT                      ,188,"559,409",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y, ,N,025951335,N,N,N
8006,1. Independent public agency or authority for transit service                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,Denver Regional Transportation District                                                             ,1600 Blake Street                                                                                   ,                                                                                                    ,Denver                             ,CO                  ,80202,    ,www.rtd-denver.com                                                                                  ,1136,RTD                      ,"2,326","2,619,000",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,Y,Y,069721371,N,N,N
8007,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,Pueblo Transit System                                                                               ,350 South Grand Avenue                                                                              ,                                                                                                    ,Pueblo                             ,CO                  ,81003,    ,www.pueblo.us                                                                                       ,1140,PT                       ,39,"105,000",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N, ,010620284,N,N,N
8008,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,Cities Area Transit                                                                                 , 867 South 48th Street                                                                              ,                                                                                                    ,Grand Forks                        ,ND                  ,58206,5200,www.grandforksgov.com/bus                                                                           ,1157,CAT                      ,9,"56,534",                                                                                                                                                                                                        ,                                                                                                    ,5200      ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N,N,071347249,N,N,N
8009,1. Independent public agency or authority for transit service                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,6,30,2011,Missoula Urban Transportation District                                                              ,1221 Shakespeare                                                                                    ,                                                                                                    ,Missoula                           ,MT                  ,59802,    ,www.mountainline.com                                                                                ,1149,Mountain Line            ,70,"69,999",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N, ,086705613,N,N,N
8010,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,City of Greeley - Transit Services                                                                  ,1200 A Street                                                                                       ,                                                                                                    ,Greeley                            ,CO                  ,80631,    ,www.GreeleyEvansTransit.com                                                                         ,1143,GET                      ,17,"93,000",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N,N,112066225,N,N,N
8011,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,12,31,2011,Transfort                                                                                           ,6570 Portner Road                                                                                   ,                                                                                                    ,Fort Collins                       ,CO                  ,80525,    ,www.fcgov.com/transfort                                                                             ,1138,                         ,54,"143,986",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N, ,078362597,N,N,N
8012,1. Independent public agency or authority for transit service                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,6,30,2011,Great Falls Transit District                                                                        ,3905 North Star Boulevard                                                                           ,                                                                                                    ,Great Falls                        ,MT                  ,59403,2353,www.gftransit.com                                                                                   ,1148,GFTD                     ,20,"63,000",                                                                                                                                                                                                        ,                                                                                                    ,2353      ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y,N, ,028164515,N,N,N
8013,"3. City, County or Local government unit or department of                                                                                             ",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,6,30,2011,City of Casper                                                                                      ,200 N David                                                                                         ,                                                                                                    ,Casper                             ,WY                  ,82601,    ,www.catcbus.com                                                                                     ,1171,                         ,93,"57,561",                                                                                                                                                                                                        ,                                                                                                    ,          ,                                                                                                                                                                                                        ,                                                                                                                                                                                                        ,Y, ,N,155232234,Y,N,N
