5 digit NTDID,4 digit NTDID,Reporter Name,Reporter Acronym,Reporter Status,Reporter Type,Organization Type,Fy End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,Po Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Mi,Service Area Pop,Primary UZA,UZA Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,VOMS
40159,4159,Regional Transportation Authority,RTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,130 Nestor Street,,Nashville,TN,37210,2124,,4,http://www.rtarelaxandride.com/,5966,127831217,750,"1,583,115",44,"Nashville-Davidson, TN","969,587","1,721",563,Y,,77,77
40160,4160,Municipality of Camuy,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,PO Box  539,,Camuy,PR,00627,,539,4,,5487,091077487,9,"35,000",232,"Arecibo, PR","139,171","1,655",84,Y,8,,8
40161,4161,Cherokee County Board of Commissioners,CATS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,1130 Bluffs Parkway,,Canton,GA,30114,,,4,http://cats.cherokeega.com/,6335,101493158,18,"19,158",9,"Atlanta, GA","4,515,419","1,707","2,645",Y,12,,12
40162,4162,Franklin Transit Authority,FTA,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,708 Columbia Avenue,,Franklin,TN,37064,,,4,http://www.tmagroup.org/franklin-transit/,6417,787058580,22,"62,608",44,"Nashville-Davidson, TN","969,587","1,721",563,Y,,7,7
40164,4164,Municipality of Fajardo,Municipo de Fajardo,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,P.O. Box 865,,Fajardo,PR,00738,0865,865,4,http://www.fajardopr.org/,1976,139121672,1,300,339,"Fajardo, PR","85,225","1,678",51,Y,7,,7
40165,4165,Municipality of Juncos,STJ,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,,,Juncos,PR,00777,,1706,4,,3050,091136168,27,"37,000",21,"San Juan, PR","2,148,346","2,479",867,Y,7,,7
40166,4166,City of Jacksonville,Jacksonville Transit,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,815 New Bridge Street,,Jacksonville,NC,28541,0128,128,4,http://www.jacksonvillenc.gov/,6021,195838776,47,"70,145",294,"Jacksonville, NC","105,419","1,478",71,Y,,11,11
40167,4167,Concord Kannapolis Area Transit,Rider Transit ,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,3600 South Ridge Avenue,,Concord,NC,28025,,,4,http://www.ckrider.com/,6288,079067484,63,"95,043",167,"Concord, NC","214,881","1,192",180,Y,,7,7
40169,4169,Regional Planning Commission of Greater Birmingham,RPCGB,Active,Full Reporter: Operating,"MPO, COG or Other Planning Agency",9/30/2014,1/31/2015,2 20th Street North,Suite 1200,Birmingham,AL,35203,,,4,http://www.rpcgb.org/,,087640785,392,"663,615",55,"Birmingham, AL","749,495","1,414",530,Y,,36,36
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,CUATs Div,Active,Small Systems Reporter,Other Publicly-Owned or Privately Chartered Corporation,6/30/2014,1/31/2015,165 Edwards Street N.E.,,Cleveland,TN,37364,0086,86,4,http://www.sethra.us/,6453,148220317,24,"66,333",414,"Cleveland, TN","66,777","1,223",55,Y,17,,17
40171,4171,Knoxville-Knox County Community Action Committee,Knox County CAC Transit,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,,,Knoxville,TN,37950,1650,51650,4,http://www.knoxcac.org/,5982,139727627,239,"331,989",74,"Knoxville, TN","558,696","1,275",438,Y,41,,41
40172,4172,Western Piedmont Regional Transit Authority ,WPRTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,"1515 4th Street, SW",,Conover,NC,28613,,,4,http://www.wprta.org/,6824,825126746,"1,665","342,142",170,"Hickory, NC","212,195",811,262,Y,53,,53
40173,4173,Piedmont Authority for Regional Transportation,PART,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,107 Arrow Road,,Greensboro,NC,27409,,,4,http://www.PARTnc.org/,5841,042394622,"2,500","1,471,740",120,"Greensboro, NC","311,810","1,684",185,Y,51,23,74
40174,4174,Municipality of Yauco,STC,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,,,Yauco,PR,00698,,1,4,http://STCYauco.com/,6675,131447484,62,"42,043",319,"Yauco, PR","90,899","1,953",47,Y,21,,21
40175,4175,Puerto Rico Maritime Transport Authority ,PRMTA,Active,Full Reporter: Operating,State Government Unit or Department of Transportation,6/30/2014,1/31/2015,,,Puerto Real,PR,00740,4305,4305,4,http://www.dtop.gov.pr/,1495,664174701,77,"2,148,346",21,"San Juan, PR","2,148,346","2,479",867,Y,11,,11
40176,4176,Atlanta Regional Commission,ARC,Active,Planning Reporter,"MPO, COG or Other Planning Agency",12/31/2014,4/30/2015,"40 Courtland Street, NE",,Atlanta,GA,30303,,,4,http://www.atlantaregional.com/,2119,075863845,,,9,"Atlanta, GA","4,515,419","1,707","2,645",N,,,
40177,4177,Buckhead Community Improvement District,BCID,Active,Small Systems Reporter,Other Publicly-Owned or Privately Chartered Corporation,6/30/2014,1/31/2015,"3340 Peachtree Road, NE",Suite 1640,Atlanta,GA,30326,,,4,http://bucride.com/,4158,009919866,4,"171,000",9,"Atlanta, GA","4,515,419","1,707","2,645",Y,,7,7
40178,4178,The Transportation Management Association Group,TMA,Active,Full Reporter: Operating,Private Provider Reporting on Behalf of a Public Entity,6/30/2014,1/31/2015,708 Columbia Avenue,,Franklin,TN,37064,,,4,http://www.tmagroup.org/,,832412787,579,"969,587",44,"Nashville-Davidson, TN","969,587","1,721",563,Y,21,,21
40179,4179,Broward County Community Bus Service,BCT,Active,Full Reporter: Operating,Consolidated Reporter,9/30/2014,1/31/2015,1 N. University Drive,Suite 3100A,Plantation,FL,33324,,,4,http://www.broward.org/bct/,1082,066938358,410,"1,838,844",4,"Miami, FL","5,502,379","4,442","1,239",Y,13,52,65
40180,4180,University of Georgia Transit System,UGA,Active,Full Reporter: Operating,University,6/30/2014,1/31/2015,2505 Riverbend Road,,Athens,GA,30602,5870,,4,http://www.transit.uga.edu/,,619003127,14,"44,000",249,"Athens-Clarke County, GA","128,754","1,309",98,N,49,,49
40181,4181,Henry County Transit,HC,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,530 Industrial Boulevard,,McDonough,GA,30253,,,4,http://www.co.henry.ga.us/,6371,057047581,324,"207,360",9,"Atlanta, GA","4,515,419","1,707","2,645",Y,21,,21
40182,4182,Municipality of Toa Baja,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,Municipality of Toa Baja,,Toa Baja,PR,00951,2359,2359,4,http://www.toabaja.com/,5415,603087248,30,"75,000",21,"San Juan, PR","2,148,346","2,479",867,Y,6,,6
40183,4183,Municipality of San Sebastian,MSS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,P.O. Box 1603,,San Sebastian,PR,00685,1603,1603,4,NONE,2037,805980752,71,"41,947",124,"Aguadilla-Isabela-San Sebasti?n, PR","306,196","1,280",239,Y,3,,3
40184,4184,The City of Bowling Green/Community Action of Southern Kentucky,CASK,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1001 College Street,,Bowling Green,KY,42101,1410,1410,4,http://www.casoky.org/transportation/,6384,074052374,15,"50,000",364,"Bowling Green, KY","78,306","1,725",45,Y,18,,18
40185,4185,Bay County Transportation Planning Organization,BTT,Active,Full Reporter: Operating,"MPO, COG or Other Planning Agency",9/30/2014,1/31/2015,1021 Massalina Drive,,Panama City,FL,32401,,,4,http://www.baytowntrolley.org/,1035,619784523,58,"105,192",229,"Panama City, FL","143,280","1,559",92,Y,,30,30
40186,4186,City of Murfreesboro,Rover Public Transit,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,111 West Vine Street, ,Murfreesboro,TN,37133,1139,1139,4,http://www.murfreesborotn.gov/,6640,089553861,77,"133,228",241,"Murfreesboro, TN","133,228","1,723",77,Y,6,,6
40187,4187,York County Council on Aging,YCCOA,Active,Small Systems Reporter,Private Provider Reporting on Behalf of a Public Entity,6/30/2014,1/31/2015,P. O. Box 11519,,Rock Hill,SC,29731,1519,11519,4,http://www.yccoa.com/,3242,153236864,31,"49,765",295,"Rock Hill, SC","104,996","1,098",96,Y,10,,10
40188,4188,Virgin Islands Department of Public Works,VIDPW,Active,Small Systems Reporter,State Government Unit or Department of Transportation,9/30/2014,1/31/2015,8244 Sub Base,,St. Thomas,VI,00802,5805,,4,,2015,141544143,132,"106,405",600,"Virgin Islands, VI","106,405",794,134,Y,27,,27
40190,4190,"East Tennessee Human Resource Agency, Inc.",ETHRA,Active,Small Systems Reporter,Other Publicly-Owned or Privately Chartered Corporation,6/30/2014,1/31/2015,9111 Cross Park Drive,Suite D100,Knoxville,TN,37923,,,4,http://www.ethra.org/,6498,146757880,"6,563","1,176,033",449,"Morristown, TN","59,036",987,60,Y,134,,134
40191,4191,Transit Authority of Central Kentucky,TACK Transportation,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1209 N. Dixie Hwy,,Elizabethtown,KY,42701,,,4,,,081012197,929,"134,145",379,"Elizabethtown-Radcliff, KY","73,467","1,290",57,Y,62,,62
40192,4192,Martin County,,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,2401 SE Monterey Road,,Stuart,FL,34996,,,4,http://www.martin.fl.us/,6060,071304562,706,"146,000",101,"Port St. Lucie, FL","376,047","1,807",208,Y,,11,11
40193,4193,Liberty Transit,LT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",10/31/2014,4/30/2015,115 Martin Luther King Jr. Drive,,Hinesville,GA,31313,2508,,4,http://www.libertytransit.org/,N/A,026758151,20,"33,437",486,"Hinesville, GA","51,456","1,652",31,N,,3,3
40194,4194,Municipality of Mayaguez,MAYAGUEZ MUN,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,P.O. Box 447,,Mayaguez,PR,00681,,447,4,http://www.mayaguez.pr/,2011,134972710,11,"40,715",284,"Mayag?ez, PR","109,572","2,039",54,Y,11,,11
40195,4195,Municipality of San Lorenzo,MASL,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,Luis Munoz Rivera Station 5,,San Lorenzo,PR,00754,1289,1289,4,http://www.sanlorenzopr.net/,5874,091052621,4,"32,500",21,"San Juan, PR","2,148,346","2,479",867,Y,9,,9
40196,4196,Kentuckiana Regional Planning and Development Agency,KIPDA,Active,Full Reporter: Operating,"MPO, COG or Other Planning Agency",6/30/2014,1/31/2015,11520 Commonwealth Drive,,Louisville,KY,40299,,,4,http://www.kipda.org/,,077861094,"2,446","1,171,346",43,"Louisville/Jefferson County, KY-IN","972,546","2,040",477,Y,84,,84
40197,4197,Municipality of Lares,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,,,Lares,PR,00669,,395,4,,6745,090594631,62,"30,753",124,"Aguadilla-Isabela-San Sebasti?n, PR","306,196","1,280",239,Y,11,,11
40198,4198,Municipality of Dorado,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,P.O. Box 588,,Dorado,PR,00646,,588,4,http://www.doradoparaisodepuertorico.com/,1970,131436677,23,"38,165",21,"San Juan, PR","2,148,346","2,479",867,Y,5,,5
40199,4199,Autonomous Municipality of Vega Alta,MUNVA,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1 Calle Gabriel Hernandez,Centro de Gobierno Irmo Figueroa,Vega Alta,PR,00692,1390,1390,4,http://www.vegaalta.pr.gov,5462,153225995,28,"39,951",21,"San Juan, PR","2,148,346","2,479",867,Y,6,,6
40200,4200,Tampa Bay Area Regional Transportation Authority,TBARTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,4350 W. Cypress Street,Suite 700,Tampa,FL,33607,,,4,http://www.TBARTA.com/,,963243378,"2,554","2,395,997",17,"Tampa-St. Petersburg, FL","2,441,770","2,552",957,Y,,93,93
40201,4201,Municipality of Guaynabo,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,P.O. Box 7885,,Guaynabo,PR,00970,,,4,http://www.guaynabocity.gov.pr/Guaynabo/,1905,091113944,27,"97,950",21,"San Juan, PR","2,148,346","2,479",867,Y,14,,14
40203,4203,Enterprise Rideshare,,Active,Full Reporter: Operating,Private-For-Profit Corporation,6/30/2014,1/31/2015,5909 Peachtree Dunwoody Rd.,,Atlanta,GA,30328,,,4,http://www.vanpool.com/,,048832018,132,"432,247",9,"Atlanta, GA","4,515,419","1,707","2,645",Y,90,,90
40204,4204,Mid-Cumberland Human Resource Agency,MCHRA,Active,Small Systems Reporter,Other,6/30/2014,1/31/2015,1101 Kermit Drive,Suite 300,Nashville,TN,37217,,,4,http://mchratransit.org/,,078222536,"5,415","1,141,280",241,"Murfreesboro, TN","133,228","1,723",77,N,126,6,132
40205,4205,Iredell County Area Transportation Services,ICATS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,P.O. Box 788,,Statesville,NC,28687,,,4,http://www.co.iredell.nc.us/,,074504507,576,"161,202",38,"Charlotte, NC-SC","1,249,442","1,685",741,N,28,,28
40206,4206,Berkeley Charleston Dorchester RTMA,RTMA,Active,Small Systems Reporter,Other,6/30/2014,1/31/2015,305 Heatley Street,,Moncks Corner,SC,29461,,,4,http://www.ridetricountylink.com/,1068,965398753,"2,800","664,607",76,"Charleston-North Charleston, SC","548,404","1,870",293,N,24,,24
40208,4208,City of Clemson/ Clemson Area Transit,CAT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,200 West Lane,,Clemson,SC,29631,,,4,http://www.catbus.com/,1118,051341444,17,"27,883",93,"Greenville, SC","400,492","1,251",320,N,19,,19
40209,4209,Hoke County,HATS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,316 Magnolia Street,,Raeford,NC,28376,,,4,http://www.hokecounty.org/,,091563643,392,"49,928",122,"Fayetteville, NC","310,282","1,567",198,N,11,,11
40210,4210,Craven County,CARTS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,2822 Neuse Boulevard,,New Bern,NC,28561,3605,13605,4,http://www.cravencountync.gov/,,091564294,43,"50,503",495,"New Bern, NC","50,503","1,163",43,N,27,,27
40213,4213,Autauga County Commission,ACRT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,218 North Court Street,Room 104,Prattville,AL,36067,,,4,http://www.autaugaco.com/,5600,830391996,253,"35,229",142,"Montgomery, AL","263,907","1,718",154,N,14,,14
40214,4214,Cabarrus County Transportation Services,CCTS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1303 South Cannon Blvd,,Kannapolis,NC,28083,,,4,http://www.cabarruscounty.us/transportation/,,086861630,365,"181,468",167,"Concord, NC","214,881","1,192",180,Y,29,,29
40215,4215,Union County Transportation ,UCT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,610 Patton Avenue,,Monroe,NC,28110,,,4,http://www.co.union.nc.us/,,079051637,631,"207,896",38,"Charlotte, NC-SC","1,249,442","1,685",741,N,25,1,26
40217,4217,Rowan Transit System,RTS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,2726 Old Concord Rd,,Salisbury,NC,28146,,,4,http://www.rowantransit.com/,,074494014,524,"138,428",167,"Concord, NC","214,881","1,192",180,Y,,17,17
40218,4218,Oldham's Public Bus,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,307 W. Jefferson Street,,LaGrange,KY,40031,,,4,lagrangeky.net,,074047200,7,"8,082",43,"Louisville/Jefferson County, KY-IN","972,546","2,040",477,N,2,,2
40220,4220,Pitt Area Transit System,PATS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1717 West 5th Street,,Greenville,NC,27834,,,4,http://www.pittcountync.gov/,,080889694,652,"174,263",266,"Greenville, NC","117,798","1,807",65,N,16,,16
40221,4221,Gaston County,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,816 W. Mauney Street,,Gastonia,NC,28052,,1578,4,http://www.co.gaston.nc.us/,,071062186,356,"209,420",200,"Gastonia, NC-SC","169,495","1,223",139,N,27,,27
40223,4223,Cumberland County,CTP,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,130 Gillespie Street,,Fayetteville,NC,28301,,,4,http://www.fampo.org/ctp/,,088571690,658,"320,000",122,"Fayetteville, NC","310,282","1,567",198,N,,6,6
40224,4224,Buncombe County,Mountain Mobility,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,c/o Buncombe County Planning and Development,46 Valley Street,Asheville ,NC,28801,,,4,http://www.buncombecounty.org/transportation,,829765754,657,"238,318",133,"Asheville, NC","280,648","1,060",265,Y,,43,43
40225,4225,Alamance County Transportation Authority,ACTA,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1946 Martin Street,Suite C,Burlington,NC,27216,2746,2746,4,http://acta-nc.com/,,832393677,435,"153,033",261,"Burlington, NC","119,911","1,326",90,N,24,,24
40226,4226,"Mountain Projects, Inc.",MPI,Active,Small Systems Reporter,Private-Non-Profit Corporation,6/30/2014,1/31/2015,2251 Old Balsam Road,,Waynesville,NC,28786,7759,,4,http://mountainprojects.org/,,131413353,546,"59,690",133,"Asheville, NC","280,648","1,060",265,N,17,,17
40227,4227,Onslow United Transit System,OUTS,Active,Small Systems Reporter,Private-Non-Profit Corporation,6/30/2014,1/31/2015,PO Box 1548,605 New Bridge Street,Jacksonville,NC,28541,,1548,4,http://www.onslowunitedtransit.org/,,830272782,795,"190,187",294,"Jacksonville, NC","105,419","1,478",71,N,16,,16
40228,4228,Mecklenburg County DSS,MCTS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,301 Billingsley Road,,Charlotte,NC,28211,,,4,http://charmeck.org/mecklenburg/county/dss/admin/pages/mecklenburgtransportationsystem.aspx/,,,31,"962,593",38,"Charlotte, NC-SC","1,249,442","1,685",741,N,27,,27
40229,4229,Henderson County/ Apple Country Public Transit,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,Henderson County Planning Department,100 N. King St.,Hendersonville,NC,28792,,,4,http://www.applecountrytransit.com/,,017056451,39,"71,227",133,"Asheville, NC","280,648","1,060",265,Y,,5,5
40230,4230,City of Atlanta - Department of Public Works - Transit Division,COA DPW,Active,Building Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,55 Trinity Ave SW,Suite 4700,Atlanta,GA,30303,0324,,4,http://www.streetcar.atlantaga.gov/,2879,653725000,,,9,"Atlanta, GA","4,515,419","1,707","2,645",N,,,
40231,4231,Orange Public Transportation,OPT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,131 W. Margaret Lane,,Hillsborough,NC,27278,,8181,4,http://www.co.orange.nc.us/transportation/index.asp/,,091575191,401,"139,738",110,"Durham, NC","347,602","1,913",182,N,8,,8
40232,4232,Central Florida Commuter Rail,SunRail,Active,Full Reporter: Operating,State Government Unit or Department of Transportation,6/30/2014,1/31/2015,801 SunRail Drive,,Sanford,FL,32777,,,4,http://SunRail.com/,1001,809397102,110,"255,483",32,"Orlando, FL","1,510,516","2,527",598,N,,30,30
40233,4233,City of Salisbury - Salisbury,Salisbury Transit,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,Transit Division,,Salisbury,NC,28145,0479,479,4,http://www.salisburync.gov/transit/,,074517020,23,"35,416",167,"Concord, NC","214,881","1,192",180,N,3,,3
40234,4234,Autonomous Municipality of Ponce,MAP,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,P.O. Box 331709,,Ponce,PR,00733,1709,331709,4,http://www.visitponce.com/,3049,091127365,40,"79,650",218,"Ponce, PR","149,539","3,389",44,N,7,,7
40235,4235,"Aiken Area Council on Aging, Inc.",,Active,Small Systems Reporter,Area Agency on Aging,6/30/2014,1/31/2015,Post Office Box 3156,,Aiken,SC,29801,,,4,,,,"1,071","165,000",98,"Augusta-Richmond County, GA-SC","386,787","1,490",260,,16,,16
40236,4236,City of Marietta,,Active,Building Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,205 Lawrence Street,,Marietta,GA,30061,0609,609,4,,,078104403,,,9,"Atlanta, GA","4,515,419","1,707","2,645",,,,
40237,4237,Lancaster County Council on Aging,Lancaster Area Ride Service,Active,Small Systems Reporter,Private-Non-Profit Corporation,6/30/2014,1/31/2015,P.O. Box 1296,,Lancaster,SC,29721,,,4,http://lancastercoa.org,,869074435,555,"76,652",38,"Charlotte, NC-SC","1,249,442","1,685",741,N,16,,16
44929,,City of Fort Lauderdale,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,290 NE 3rd Avenue,,Fort Lauderdale,FL,33301,,,4,http://www.fortlauderdale.gov/departments/transportation-and-mobility,,,33,"176,000",4,"Miami, FL","5,502,379","4,442","1,239",,,3,3
50001,5001,City of Appleton - Valley Transit, ,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,801 S.Whitman Avenue,,Appleton,WI,54914,,,5,http://www.appleton.org/vt/,2564,053090312,117,"216,154",165,"Appleton, WI","216,154","2,083",104,Y,21,54,75
50002,5002,Green Bay Metro,GBM,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,901 University Avenue,,Green Bay,WI,54302,1013,,5,http://www.greenbaymetro.org/,1247,074797028,90,"174,300",176,"Green Bay, WI","206,520","1,967",105,Y,25,15,40
50003,5003,Kenosha Transit,KT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,4303 39th Avenue,,Kenosha,WI,53144,,,5,http://www.kenosha.org/departments/transportation/index.html/,1256,078932589,51,"124,064",256,"Kenosha, WI-IL","124,064","2,423",51,Y,47,11,58
50004,5004,LaCrosse Municipal Transit Utility,La Crosse MTU,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,2000 Marco Drive,,La Crosse,WI,54601,,,5,http://www.cityoflacrosse.org/,1323,078673670,36,"71,201",298,"La Crosse, WI-MN","100,868","1,978",51,Y,14,14,28
50005,5005,Metro Transit System,Metro,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,1245 East Washington Avenue,Suite 201,Madison,WI,53703,,,5,http://www.mymetrobus.com/,1910,076147909,72,"253,075",92,"Madison, WI","401,661","2,660",151,Y,191,60,251
50006,5006,Belle Urban System - Racine,The Bus,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,730 Washington Avenue,Attn: Kathleen Fischer,Racine,WI,53403,1146,,5,http://www.racinetransit.com/,1262,020472601,27,"112,100",239,"Racine, WI","133,700","2,706",49,Y,36,3,39
50008,5008,Milwaukee County Transit System,MCTS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,1942 North 17th Street,,Milwaukee,WI,53205,,,5,http://www.ridemcts.com/,1260,080485402,237,"947,735",35,"Milwaukee, WI","1,376,476","2,523",546,Y,334,91,425
50009,5009,GO Transit,,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,926 Dempsey Trail,,Oshkosh,WI,54902,,,5,http://www.rideGOtransit.com/,1266,048029839,25,"66,083",376,"Oshkosh, WI","74,495","2,418",31,Y,9,25,34
50010,5010,METRO Regional Transit Authority ,METRO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,416 Kenmore Boulevard,,Akron,OH,44301,,,5,http://www.akronmetro.org/,1235,077779239,420,"541,824",71,"Akron, OH","569,499","1,750",325,Y,197,,197
50011,5011,Stark Area Regional Transit Authority,SARTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,"1600 Gateway Boulevard, S.E.",,Canton,OH,44707,3595,,5,http://www.sartaonline.com/,1226,077784890,581,"375,087",135,"Canton, OH","279,245","1,678",166,Y,67,,67
50012,5012,Southwest Ohio Regional Transit Authority,SORTA / Metro,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,602 Main Street,Suite 1100,Cincinnati,OH,45202,2549,,5,http://www.go-metro.com/,2020,071283832,262,"845,303",30,"Cincinnati, OH-KY-IN","1,624,827","2,063",788,Y,297,48,345
50015,5015,The Greater Cleveland Regional Transit Authority,GCRTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,1240 West 6th Street,,Cleveland,OH,44113,1331,,5,http://www.riderta.com/,1237,071136071,458,"1,412,140",25,"Cleveland, OH","1,780,673","2,307",772,Y,470,67,537
50016,5016,Central Ohio Transit Authority,COTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,33 N. High Street,,Columbus,OH,43215,,,5,http://www.cota.com/,1228,065996688,337,"1,081,405",36,"Columbus, OH","1,368,035","2,680",510,Y,275,68,343
50017,5017,Greater Dayton Regional Transit Authority,GDRTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,4 South Main Street,,Dayton,OH,45402,2055, ,5,http://www.greaterdaytonrta.org/,1238,059113589,274,"559,062",59,"Dayton, OH","724,091","2,060",351,Y,174,,174
50019,5019,City of Middletown - Middletown Transit System,MTS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,One Donham Plaza,,Middletown,OH,45042,,,5,http://www.cityofmiddletown.org/,1231,030949903,20,"49,490",308,"Middletown, OH","97,503","1,738",56,Y,5,,5
50020,5020,Springfield City Area Transit,SCAT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,100 Jefferson Street,,Springfield,OH,45501,1265,2239,5,http://www.scatrideline.com/,1242,079426334,25,"62,060",337,"Springfield, OH","85,256","1,741",49,Y,,16,16
50021,5021,Portage Area Regional Transportation Authority,PARTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,2000 Summit Road,,Kent,OH,44240,7140,,5,http://www.partaonline.org/,2113,831949086,492,"161,494",71,"Akron, OH","569,499","1,750",325,Y,58,,58
