Trs_Id,Agency_Type_Desc,Institution_Type_Desc,Organization_Type_Desc,Fy_Month_Num,Fy_Day_Num,Fy_Year_Num,Company_Nm,Street1_Nm,Street2_Nm,City_Nm,State_Desc,Zip_Cd,Zip_4_Cd,Url_Cd,Ftavc_Cd,Logo_Cd,Service_Area,Service_Area_Population,Waiver_9_Req_Fl,Non_Uza_Served_Fl,Veh_Operated_Comment,Institutional_Structure_Desc,other_Url_Cd,Po_Box,Other_Cap_Use_Comment_Desc,Other_Option_B_Comment_Desc,Voluntary_Reporter_Fl,operate_fgw_mbdo_fl,operate_fgw_mbpt_fl,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
4068,1. Public agency or authority that directly operates all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,9,30,2007,Northwest Alabama Council of Local Governments,,,Muscle Shoals,AL,35662,,www.nacolg.com,1000,NACOLG,186,81360,N,N,,,,2603,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
4070,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Puerto Rico Ports Authority,calla limberg 64,Isla Grande,San Juan,PR,936,2829,www.prpa.gobierno.pr,1900,PRPA,198,772332,N,,,,,362829,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
4071,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,9,30,2007,"City of Huntsville, Alabama - Public Transportation Division",500 Church Street,Suite B,Huntsville,AL,35801,4999,www.hsvcity.com,1075,,66,127000,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4073,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,9,30,2007, Lee-Russell Council of Governments,2207 Gateway Drive,,Opelika,AL,36801,,www.lrcog.com,,LRCOG,609,115092,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
4074,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,9,30,2007,Pasco County Public Transportation,8620 Galen Wilson Boulevard,,Port Richey,FL,34668,,www.ridepcpt.com,5318,PCPT,745,434425,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
4077,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,South Florida Regional Transportation Authority,800 Northwest 33rd Street,Suite 100,Pompano Beach,FL,33064,,tri-rail.com,5454,TRI-Rail,5128,5448962,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
4078,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,9,30,2007,Cobb County Department of Transportation Authority,463 Commerce Park Drive,Suite 112,Marietta,GA,30060,2737,www.cobbcounty.org,2874,CCT,210,406069,N,,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
4080,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,9,30,2007,Kingsport Area Transit System,225 West Center Street,109 Clay Street,Kingsport,TN,37660,4237,www.kingsporttransit.org,5097,K.A.T.S.,25,34000,Y,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
4081,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Anderson Transit Authority,401 South Main Street,,Anderson,SC,29624,,cityofandersonsc.com,5441,Electric City Transit,15,25514,Y,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
4082,1. Public agency or authority that directly operates all transit service (not a State DOT),5. Unit of County Government,,12,31,2007,Douglas County Rideshare,Douglas County Transportation Cntr.,8800 Dorris Road,Douglasville,GA,30134,,www.DouglasCountyRideshare.com,5409,Rideshare,201,117000,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
4085,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,9,30,2007,Bay County Council On Aging Bay Coordinated Transportation,1116 Frankford Avenue,,Panama City,FL,32401,,www.baycouncilonaging.org,1035,BCCOA,48,85458,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
4086,1. Public agency or authority that directly operates all transit service (not a State DOT),6. Unit of State Government,,6,30,2007,Metropolitan Bus Authority,,,San Juan,PR,919,5349,www.dtop.gov.pr/AMA/Amahompg.htm,1884,MBA,198,1176968,N,,,,,195349,,,Y,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
4087,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Durham Area Transit Authority,1907 Fay Street,,Durham,NC,27704,,www.durhamnc.gov,1060,DATA,93,187000,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
4088,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,6,30,2007,Spartanburg County Transportation Services,366 North Church Street,Suite 700,Spartanburg,SC,29303,,www.spartanburgcounty.org,5422,sctsb,811,264230,N,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
4089,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,9,30,2007,Phenix City Express,Lee-Russell Council of Governments,2207 Gateway Drive,Opelika,AL,36801,,www.lrcog.com,,PEX,21,28265,Y,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
4090,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Piedmont Wagon Transit System,76 North Center Street,,Hickory,NC,28601,,www.ci.hickory.nc.us,1899,PWTS,48,56386,Y,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
4092,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Clarksville Transit System,430 Boillin Lane,,Clarksville,TN,37040,,www.cityofclarksville.com,1121,CTS,64,90324,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
4093,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Greensboro Transit Authority,300 East Friendly Avenue,,Greensboro,NC,27402,3136,www.greensboro-nc.gov,1062,GTA,118,235262,N,,,,,3136,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
4094,2. Public agency or authority that contracts for some or all transit service (not a State DOT),6. Unit of State Government,,6,30,2007,Puerto Rico Highway and Transportation Authority,,,San Juan,PR,940,2007,www.dtop.gov.pr,5489,PRHTA,198,1050346,N,,,,,42007,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
4095,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Greenville Area Transit,1500 Beatty Street,,Greenville,NC,27834,,www.greenvillenc.gov,3101,GREAT,35,72000,Y,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
4096,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Tar River Transit,331 South Franklin Street,,Rocky Mount,NC,27802,1180,http://www.ci.rocky-mount.nc.us/trt/,5525,TRT,40,60000,Y,,,,,1180,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
4097,5. Private transportation broker reporting on behalf of a public agency or authority,1. Independent Agency with an elected Board of Directors,,6,30,2007,"Council on Aging of St. Lucie, Inc.",1505 Orange Avenue,,Fort Pierce,FL,34950,,www.treasurecoastconnector.com,1024,CT,572,241305,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
4100,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Santee Wateree Regional Transportation Authority,21 Holmes Gardner Road,,Sumter,SC,29151,2462,www.swrta.com/,3241,SWRTA,2408,209919,N,N,,,,2462,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
4101,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Spartanburg Transit System,150 Airflow Drive,,Spartanburg,SC,29304,1607,www.spartabus.com,5509,SPARTA,40,70000,N,,,,,1607,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
4102,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Waccamaw Regional Transportation Authority,1418 Third Avenue,,Conway,SC,29526,,www.coastrta.com,5526,The Coast RTA,1949,252426,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
4103,2. Public agency or authority that contracts for some or all transit service (not a State DOT),3. Subsidiary Operating Unit of Regional Agency,,9,30,2007,Wiregrass Transit Authority,462 North Oates Street,,Dothan,AL,36302,,www.sanman.net/searpdc/searpdc.htm,,,600,90000,N,,,,,1406,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
4104,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,"Senior Resource Association, Inc.",694 14th Street,,Vero Beach,FL,32960,,www.SeniorResourceAssociation.org,5630,SRA,175,128914,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
4105,3. State Department of Transportation,6. Unit of State Government,,6,30,2007,Department of Transportation and Public Works,Minillas Station,,San Juan,PR,940,1269,www.dtop.gov.pr,1885,DTPW,892,2216616,N,N,,,,41269,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
4108,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Research Triangle Regional Public Transportation Authority,68 Alexander Drive ,,Research Triangle Park,NC,27709,,www.ridetta.org,5527,TTA,1525,1002876,N,N,,,,13787,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
4110,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,9,30,2007,Charleston Area Regional Transportation Authority,36 John Street,,Charleston,SC,29403,,www.ridecarta.com,1115,CARTA,73,549033,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4111,1. Public agency or authority that directly operates all transit service (not a State DOT),5. Unit of County Government,,9,30,2007,Morgan County Area Transportation System, ,,Decatur,AL,35602,668,www.co.morgan.al.us,,MCATS,574,111064,N,N,,,,668,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
4112,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of San Juan,Department of Urbanism,,San Juan,PR,902,4100,www.SanJuanCapital.com,1886,MSJ,47,437745,Y,,,,,9024100,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
4113,4. Private transportation provider reporting on behalf of a public agency or authority (not a broker),1. Independent Agency with an elected Board of Directors,,6,30,2007,"Council on Aging of Martin County, Inc.",1071 East 10th Street,,Stuart,FL,34996,,www.COAMC.org,6060,COAMC \ CC - MCBOCC,555,137956,N,N,,,,3029,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
4114,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Municipality of Aguada,Colon Street 206,,Aguada,PR,602,517,www.aguadapuertorico.com,5585,,10,35000,Y,N,,,,517,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
4115,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Municipality of Caguas Planning Office,,,Caguas,PR,726,,www.caguas.gov.pr,2417,,2,50000,Y,,,,,907,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
4117,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Municipality of Vega Baja,#10 Blanco Sosa Street,,Vega Baja,PR,694,4555,www.vegabaja.pr.gov,5414,DDEC,47,61929,Y,,,,,4555,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4120,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,9,30,2007,"City of Ocala, Florida", 121 Southeast Watula Avenue,P.O. Box 1270,Ocala,FL,34478,1270,www.suntran.org,1034,SunTran,55,89638,N,,,,,1270,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
4121,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Municipality of Hormigueros,#1 Mateo Fajardo Street,,Hormigueros,PR,660,97,www.hormiguerospr.net/,1912,,29,16400,Y,,,,,97,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
4122,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Municipality of Cayey,Box 371330,,Cayey,PR,737,,www.gobierno.pr/Cayey/Inicio/,5584,Cayey,100,47370,Y,N,,,,371330,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
4124,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Municipality of Cidra,,,Cidra,PR,739,729,www.cidrapr.com,5654,MACPR,37,2385,Y,,,,,729,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
4125,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Autonomous Municipality of Carolina,,,Carolina,PR,986,8,www.teleserviciogigante.com,2038,GMAC,4,186076,Y,,,,,8,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
4126,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Municipality of Humacao,Centro de Gobierno Municipal,Calle Ulises Mart¡nez Final,Humacao,PR,792,178,,5567,SITRAH,10,25000,Y,,,,,178,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
4127,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,9,30,2007,Polk County Transit Services Division - Polk County Board of County Commissioners,1290 Golfview Avenue,Drawer HS09,Bartow,FL,33831,9005,www.Polk-County.net,5777,PCTS,27,153924,N,,,,,9005,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
4128,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,9,30,2007,Okaloosa County Board of County Commissioners,600 Transit Way ,,Fort Walton Beach,FL,32547,,www.rideoct.org,5435,,200,170498,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
4129,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,9,30,2007,Charlotte County Transit Division,25490 Airport Road,,Punta Gorda,FL,33950,,www.charlottefl.com,5610,,225,154438,N,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
4130,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Macon-Bibb County Transit Authority,815 Riverside Drive,,Macon,GA,31201,7389,www.mta-mac.com,,    ,70,115255,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4131,1. Public agency or authority that directly operates all transit service (not a State DOT),5. Unit of County Government,,6,30,2007,Davidson County Transportation,925 North Main Street,,Lexington,NC,27293,1067,www.co.davidson.nc.us,,DCTS,500,140000,Y,N,,,,1067,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
4132,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Goldsboro-Wayne Transportation Authority,,,Goldsboro,NC,27533,,,5850,GWTA,35,57000,Y,N,,,,227,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
