NTDID,Agency,Abbr,Active,Agency Type,Organization Type,Organization Type Desc,Institutional Structure Desc,Fiscal Year End,NTD Report Due Date,Address,Address Line 2,City,State,Zip,Zip4,P.O. Box,Region,Website,FTA Recipient ID,DUNS Number,Service Area (SQ Mi),Service Area Population,UZA,UZA Name,UZA Population,UZA Density,UZA SQ Mi,SSW,Required to Report,Operates FG/HI MB/DO,Operates FG/HI MB/PT,Operates FG/HI CB/DO,Operates FG/HI CB/PT,Directly Operated Vehicles,Purchased Transportation Vehicles,Total Vehicles of Maximum Service
4174,Municipality of Yauco,STC,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,,,Yauco,PR,698,,1,4,STCYauco.com,6675,131447484,62,"42,043",319,"Yauco, PR","90,899","1,953",47,Y,Y,N,N,N,N,16,0,16
4175,Puerto Rico Maritime Transport Authority ,PRMTA,A,4. State government unit or department of,State Government,,,6/30/2013,10/29/2013,,,Puerto Real,PR,740,4305,4305,4,www.dtop.gov.pr,1495,664174701,77,"2,148,346",21,"San Juan, PR","2,148,346","2,479",867,N,Y,,N,N,N,13,0,13
4176,Atlanta Regional Commission,ARC,A,"7. MPO, COG or other planning agency (Describe)",MPO,ARC is the metropolitan planning organization for the 18-county Atlanta area.,,12/31/2013,4/29/2014,"40 Courtland Street, NE",,Atlanta,GA,30303,,,4,www.atlantaregional.com,2119,75863845,,,9,"Atlanta, GA","4,515,419","1,707","2,645",N,N,N,N,,,,,
4177,Buckhead Community Improvement District,BCID,A,8. Other publicly-owned or publicly-chartered corporation,Semi-Public Corp,,,6/30/2013,10/29/2013,"3340 Peachtree Road, NE",Suite 1640,Atlanta,GA,30326,,,4,bucride.com,4158,9919866,4,"171,000",9,"Atlanta, GA","4,515,419","1,707","2,645",N,Y,,N,N,N,0,7,7
4178,The Transportation Management Association Group,TMA,A,11. Private provider reporting on behalf of a public entity,Contractor,,,6/30/2013,10/29/2013,708 Columbia Avenue,,Franklin,TN,37064,,,4,www.tmagroup.org,,832412787,579,"969,587",44,"Nashville-Davidson, TN","969,587","1,721",563,N,Y,,N,N,N,22,0,22
4179,Broward County Community Bus Service,BCT,A,12. Consolidated reporter,Consolidated,,,9/30/2013,1/31/2014,1 N. University Drive,Suite 3100A,Plantation,FL,33324,,,4,www.broward.org/bct,1082,66938358,410,"1,815,137",4,"Miami, FL","5,502,379","4,442","1,239",N,Y,N,N,N,N,13,50,63
4180,University of Georgia Transit System,UGA,A,5. University,University,,,6/30/2013,10/29/2013,2505 Riverbend Road,,Athens,GA,30602,5870,,4,www.transit.uga.edu,,619003127,14,"44,000",249,"Athens-Clarke County, GA","128,754","1,309",98,N,N,N,N,N,N,53,0,53
4181,Henry County Transit,HC,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,530 Industrial Boulevard,,McDonough,GA,30253,,,4,www.co.henry.ga.us,6371,57047581,324,"207,360",9,"Atlanta, GA","4,515,419","1,707","2,645",Y,Y,,N,N,N,26,0,26
4182,Municipality of Toa Baja,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,Municipality of Toa Baja,,Toa Baja,PR,951,2359,2359,4,www.toabaja.com,5415,603087248,30,"75,000",21,"San Juan, PR","2,148,346","2,479",867,Y,Y,N,N,N,N,7,0,7
4183,Municipality of San Sebastian,MSS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,P.O. Box 1603,,San Sebastian,PR,685,1603,1603,4,NONE,2037,805980752,71,"42,430",124,"Aguadilla-Isabela-San Sebasti†n, PR","306,196","1,280",239,Y,Y,N,N,N,N,3,0,3
4184,The City of Bowling Green/Community Action of Southern Kentucky,CASK,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1001 College Street,,Bowling Green,KY,42101,1410,1410,4,www.casoky.org/transportation,6384,74052374,15,"50,000",364,"Bowling Green, KY","78,306","1,725",45,Y,Y,N,N,N,N,18,0,18
4185,Bay County Transportation Planning Organization,BTT,A,"7. MPO, COG or other planning agency (Describe)",MPO,Bay County Transportation Planning Organization,Transportation (Municipal) Planning Organization.,9/30/2013,1/31/2014,1021 Massalina Drive,,Panama City,FL,32401,,,4,www.baytowntrolley.org,1035,619784523,58,"105,192",229,"Panama City, FL","143,280","1,559",92,N,Y,,N,N,N,0,11,11
4186,City of Murfreesboro,Rover Public Transit,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,111 West Vine Street, ,Murfreesboro,TN,37133,1139,1139,4,www.murfreesborotn.gov,6640,89553861,77,"133,228",241,"Murfreesboro, TN","133,228","1,723",77,Y,Y,N,N,N,N,6,0,6
4187,York County Council on Aging,YCCOA,A,11. Private provider reporting on behalf of a public entity,Contractor,,,6/30/2013,10/29/2013,P. O. Box 11519,,Rock Hill,SC,29731,1519,11519,4,www.yccoa.com,3242,153236864,31,"49,765",295,"Rock Hill, SC","104,996","1,098",96,Y,Y,,N,N,N,10,0,10
4188,Virgin Islands Department of Public Works,VIDPW,A,4. State government unit or department of,State Government,,,9/30/2013,1/31/2014,8244 Sub Base,,St. Thomas,VI,802,5805,,4,,2015,141544143,132,"106,405",600,"Virgin Islands, VI","106,405",794,134,Y,Y,N,N,N,N,29,0,29
4189,Lakeway Area Metropolitan Transportation Planning Organization,LAMTPO,A,"7. MPO, COG or other planning agency (Describe)",MPO,We are an Metropolian Transportation Planning Organization for the Lakeway Area.,,6/30/2013,10/29/2013,100 West 1st North Street,PO Box 1499,Morristown,TN,37816,1499,1499,4,www.lamtpo.org,6498,79026779,,,449,"Morristown, TN","59,036",987,60,N,N,N,N,,,,,
4190,"East Tennessee Human Resource Agency, Inc.",ETHRA,A,8. Other publicly-owned or publicly-chartered corporation,Semi-Public Corp,,,6/30/2013,10/29/2013,9111 Cross Park Drive,Suite D100,Knoxville,TN,37923,,,4,www.ethra.org,6498,146757880,"6,808","1,176,033",449,"Morristown, TN","59,036",987,60,N,Y,,N,N,N,105,0,105
4191,Transit Authority of Central Kentucky,TACK Transportation,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1209 N. Dixie Hwy,,Elizabethtown,KY,42701,,,4,,,81012197,929,"134,145",379,"Elizabethtown-Radcliff, KY","73,467","1,290",57,N,Y,N,N,N,N,58,0,58
4192,Martin County,,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,2401 SE Monterey Road,,Stuart,FL,34996,,,4,www.martin.fl.us,6060,71304562,556,"146,000",101,"Port St. Lucie, FL","376,047","1,807",208,N,Y,,N,N,N,0,10,10
4193,Liberty Transit,LT,A,"3. City, County or Local government unit or department of",City,,,10/31/2013,4/29/2014,115 Martin Luther King Jr. Drive,,Hinesville,GA,31313,2508,,4,www.libertytransit.org,N/A ,26758151,20,"33,437",486,"Hinesville, GA","51,456","1,652",31,Y,N,,N,N,N,0,3,3
4194,Municipality of Mayaguez,MAYAGUEZ MUN,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,P.O. Box 447,,Mayaguez,PR,681,,447,4,www.mayaguez.pr,2011,134972710,11,"40,715",284,"MayagÅez, PR","109,572","2,039",54,Y,Y,N,N,N,N,11,0,11
4195,Municipality of San Lorenzo,MASL,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,Luis Munoz Rivera Station 5,,San Lorenzo,PR,754,1289,1289,4,www.sanlorenzopr.net,5874,91052621,2,"20,000",21,"San Juan, PR","2,148,346","2,479",867,Y,Y,N,N,N,N,4,0,4
4196,Kentuckiana Regional Planning and Development Agency,KIPDA,A,"7. MPO, COG or other planning agency (Describe)",MPO,MPO ,,6/30/2013,10/29/2013,11520 Commonwealth Drive,,Louisville,KY,40299,,,4,www.kipda.org,,77861094,"2,446","1,143,901",43,"Louisville/Jefferson County, KY-IN","972,546","2,040",477,N,Y,,N,N,N,81,0,81
4197,Municipality of Lares,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,,,Lares,PR,669,,395,4,,6745,90594631,62,"30,753",124,"Aguadilla-Isabela-San Sebasti†n, PR","306,196","1,280",239,Y,Y,N,N,N,N,10,0,10
4198,Municipality of Dorado,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,P.O. Box 588,,Dorado,PR,646,,588,4,www.doradoparaisodepuertorico.com,1970,131436677,23,"38,165",21,"San Juan, PR","2,148,346","2,479",867,Y,Y,N,N,N,N,6,0,6
4199,Autonomous Municipality of Vega Alta,MUNVA,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1 Calle Gabriel Hernandez,Centro de Gobierno Irmo Figueroa,Vega Alta,PR,692,,1390,4,,5462,153225995,28,"39,951",21,"San Juan, PR","2,148,346","2,479",867,Y,Y,N,N,N,N,6,0,6
4200,Tampa Bay Area Regional Transportation Authority,TBARTA,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,3802 Spectrum Boulevard,Suite 306,Tampa,FL,33612,,,4,www.TBARTA.com,,963243378,"2,554","2,395,997",17,"Tampa-St. Petersburg, FL","2,441,770","2,552",957,N,Y,,N,N,N,0,91,91
4201,Municipality of Guaynabo,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,P.O. Box 7885,,Guaynabo,PR,970,,,4,http://www.guaynabocity.gov.pr/Guaynabo/,1905,91113944,27,"97,950",21,"San Juan, PR","2,148,346","2,479",867,Y,Y,N,N,N,N,14,0,14
4203,Enterprise Rideshare,,A,9. Private-for-profit corporation,For-Profit,,,6/30/2013,10/29/2013,5909 Peachtree Dunwoody Rd.,,Atlanta,GA,30328,,,4,www.vanpool.com,,48832018,132,"432,247",9,"Atlanta, GA","4,515,419","1,707","2,645",N,Y,,N,N,N,92,0,92
4204,Mid-Cumberland Human Resource Agency,MCHRA,A,13. Other (Describe),Other,Public Not for Profit,,6/30/2013,10/29/2013,1101 Kermit Drive,Suite 300,Nashville,TN,37217,,,4,mchratransit.org,,78222536,"5,415","1,141,280",241,"Murfreesboro, TN","133,228","1,723",77,Y,N,,N,N,N,124,8,132
4205,Iredell County Area Transportation Services,ICATS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,P.O. Box 788,,Statesville,NC,28687,,,4,http://www.co.iredell.nc.us/,,74504507,576,"161,202",38,"Charlotte, NC-SC","1,249,442","1,685",741,Y,N,N,N,N,N,28,0,28
4206,Berkeley Charleston Dorchester RTMA,RTMA,A,13. Other (Describe),Other,Non-Profit Corporation,,6/30/2013,10/29/2013,305 Heatley Street,,Moncks Corner,SC,29461,,,4,www.ridetricountylink.com,1068,965398753,"2,800","664,607",76,"Charleston-North Charleston, SC","548,404","1,870",293,Y,N,N,N,N,N,29,0,29
4207,"Good Wheels, Inc.",Good Wheels,I,10. Private-non-profit corporation,Non-Profit,,,6/30/2013,10/29/2013,10075 Bavaria Road,,Ft. Myers,FL,33913,8515,,4,www.goodwheels.org,,616481073,"2,743","695,847",78,"Cape Coral, FL","530,290","1,605",330,N,N,,N,N,N,,,
4208,City of Clemson/ Clemson Area Transit,CAT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,200 West Lane,,Clemson,SC,29631,,,4,www.catbus.com,1118,51341444,17,"27,883",93,"Greenville, SC","400,492","1,251",320,Y,N,N,,N,N,24,0,24
4209,Hoke County,HATS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,316 Magnolia Street,,Raeford,NC,28376,,,4,www.hokecounty.org,,91563643,392,"49,928",122,"Fayetteville, NC","310,282","1,567",198,Y,N,,N,N,N,19,0,19
4210,Craven County,CARTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,2822 Neuse Boulevard,,New Bern,NC,28561,3605,13605,4,cravencounty.gov,,91564294,43,"5,503",495,"New Bern, NC","50,503","1,163",43,Y,N,,N,N,N,22,0,22
4211,Veolia - Central Florida RPC,,I,,,,,6/30/2013,10/29/2013,1103 US 27 South,,Sebring,FL,33870,,,4,,,,,,439,"Sebring-Avon Park, FL","61,625","1,335",46,N,N,,N,N,N,,,
4212,"HDB Service Group, Inc.",HDB,A,10. Private-non-profit corporation,Non-Profit,,,6/30/2013,10/29/2013,412 East Main St,,LaGrange,KY,40031,,,4,www.hdbservicegroup.com,N/A ,142812507,7,"8,082",43,"Louisville/Jefferson County, KY-IN","972,546","2,040",477,Y,Y,N,N,N,N,2,0,2
4213,Autauga County Commission,ACRT,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,218 North Court Street,Room 104,Prattville,AL,36067,,,4,www.autaugaco.com,5600,830391996,604,"54,571",154,"Montgomery, AL","196,892","1,994",99,Y,N,,N,N,N,14,0,14
4214,Cabarrus County Transportation Services,CCTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1303 South Cannon Blvd,,Kannapolis,NC,28083,,,4,www.cabarruscounty.us/transportation,,86861630,365,"181,468",167,"Concord, NC","214,881","1,192",180,Y,Y,,N,N,N,24,0,24
4215,Union County Transportation ,UCT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,610 Patton Avenue,,Monroe,NC,28110,,,4,www.co.union.nc.us,,79051637,631,"207,896",38,"Charlotte, NC-SC","1,249,442","1,685",741,Y,N,,N,N,N,22,1,23
4216,Durham County,,I,,,,,6/30/2013,10/29/2013,721 Foster Street,,Durham,NC,27701,,,4,,,,,,110,"Durham, NC","347,602","1,913",182,N,N,N,N,N,N,,,
4217,Rowan Transit System,RTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,2726 Old Concord Rd,,Salisbury,NC,28146,,,4,www.rowantransit.com,,74494014,524,"138,428",167,"Concord, NC","214,881","1,192",180,Y,Y,,N,N,N,0,24,24
4219,Orange County,,I,,,,,6/30/2013,10/29/2013,600 Hwy 86 North,,Hillsborough,NC,27278,,8181,4,,,,,,110,"Durham, NC","347,602","1,913",182,N,N,N,N,N,N,,,
4220,Pitt Area Transit System,PATS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1717 West 5th Street,,Greenville,NC,27834,,,4,www.pittcountync.gov,,80889694,652,"174,263",266,"Greenville, NC","117,798","1,807",65,Y,N,,N,N,N,22,0,22
4221,Gaston County,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,816 W. Mauney Street,,Gastonia,NC,28052,,1578,4,www.co.gaston.nc.us,,71062186,356,"208,049",200,"Gastonia, NC-SC","169,495","1,223",139,Y,N,N,N,N,N,27,0,27
4222,Wake County DSS,,A,,,,,6/30/2013,10/29/2013,220 Swimburne Street,,Raleigh,NC,27620,,46833,4,,,,,,50,"Raleigh, NC","884,891","1,708",518,N,N,N,N,N,N,,,
4223,Cumberland County,CTP,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,130 Gillespie Street,,Fayetteville,NC,28301,,,4,www.fampo.org/ctp,,,658,"320,000",122,"Fayetteville, NC","310,282","1,567",198,Y,N,,N,N,N,,,
4224,Buncombe County,Mountain Mobility,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,c/o Buncombe County Planning and Development,46 Valley Street,Asheville ,NC,28801,,,4,www.buncombecounty.org/transportation,,829765754,657,"247,555",133,"Asheville, NC","280,648","1,060",265,N,Y,,N,N,N,0,43,43
4225,Alamance County Transportation Authority,ACTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1946 Martin Street,Suite C,Burlington,NC,27216,2746,2746,4,http://acta-nc.com/,,832393677,435,"153,033",261,"Burlington, NC","119,911","1,326",90,Y,N,,,N,N,24,0,24
4226,"Mountain Projects, Inc.",MPI,A,10. Private-non-profit corporation,Non-Profit,,,6/30/2013,10/29/2013,2251 Old Balsam Road,,Waynesville,NC,28786,7759,,4,mountainprojects.org,,131413353,546,"59,690",133,"Asheville, NC","280,648","1,060",265,Y,N,,N,N,N,17,0,17
4227,Onslow United Transit System,OUTS,A,10. Private-non-profit corporation,Non-Profit,,,6/30/2013,10/29/2013,PO Box 1548,605 New Bridge Street,Jacksonville,NC,28541,,1548,4,www.onslowunitedtransit.org,,830272782,909,"190,187",294,"Jacksonville, NC","105,419","1,478",71,Y,N,,N,N,N,18,0,18
4228,Mecklenburg County DSS,MCTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,301 Billingsley Road,,Charlotte,NC,28211,,,4,http://charmeck.org/mecklenburg/county/dss/admin/pages/mecklenburgtransportationsystem.aspx,,,31,"962,593",38,"Charlotte, NC-SC","1,249,442","1,685",741,N,N,,N,N,N,27,65,92
4229,Henderson County/ Apple Country Public Transit,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,Henderson County Planning Department,100 N. King St.,Hendersonville,NC,28792,,,4,www.applecountrytransit.com,,17056451,39,"71,227",133,"Asheville, NC","280,648","1,060",265,Y,Y,,N,N,N,0,5,5
4230,City of Atlanta - Department of Public Works - Transit Division,COA DPW,A,"3. City, County or Local government unit or department of",City,,,6/30/2014,10/29/2014,55 Trinity Ave SW,Suite 4700,Atlanta,GA,30303,324,,4,www.streetcar.atlantaga.gov,2879,653725000,,,9,"Atlanta, GA","4,515,419","1,707","2,645",N,N,N,N,N,N,,0,
4231,Orange Public Transportation,OPT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,131 W. Margaret Lane,,Hillsborough,NC,27278,,8181,4,www.co.orange.nc.us/transportation/index.asp,,91575191,401,"139,738",110,"Durham, NC","347,602","1,913",182,Y,N,,N,N,N,8,0,8
4232,Central Florida Commuter Rail,SunRail,A,4. State government unit or department of,State Government,,,6/30/2013,10/29/2013,801 SunRail Drive,,Sanford,FL,32777,,,4,SunRail.com,1001,809397102,,,32,"Orlando, FL","1,510,516","2,527",598,N,N,N,N,N,N,0,,
4233,City of Salisbury - Salisbury,Salisbury Transit,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,Transit Division,,Salisbury,NC,28145,479,479,4,www.salisburync.gov/transit,,74517020,23,"35,013",167,"Concord, NC","214,881","1,192",180,Y,N,N,N,N,N,3,0,3
4234,Autonomous Municipality of Ponce,MAP,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,P.O. Box 331709,,Ponce,PR,733,1709,331709,4,www.visitponce.com,3049,91127365,40,"79,650",218,"Ponce, PR","149,539","3,389",44,Y,N,N,N,N,N,11,0,11
5001,City of Appleton - Valley Transit, ,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,801 S.Whitman Avenue,,Appleton,WI,54914,,,5,www.appleton.org/vt,2564,53090312,117,"252,477",165,"Appleton, WI","216,154","2,083",104,N,Y,N,N,N,N,21,54,75
5002,Green Bay Metro,GBM,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,901 University Avenue,,Green Bay,WI,54302,1013,,5,www.greenbaymetro.org,1247,74797028,90,"174,760",176,"Green Bay, WI","206,520","1,967",105,N,Y,N,N,N,N,25,14,39
5003,Kenosha Transit,KT,A,"3. City, County or Local government unit or department of",City,,,12/1/2013,4/29/2014,4303 39th Avenue,,Kenosha,WI,53144,,,5,www.kenosha.org/departments/transportation/index.html,1256,78932589,51,"124,064",256,"Kenosha, WI-IL","124,064","2,423",51,N,Y,N,N,N,N,47,11,58
5004,LaCrosse Municipal Transit Utility,La Crosse MTU,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,2000 Marco Drive,,La Crosse,WI,54601,,,5,www.cityoflacrosse.org,1323,78673670,36,"71,201",298,"La Crosse, WI-MN","100,868","1,978",51,N,Y,N,N,N,N,15,15,30
5005,Metro Transit System,Metro,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,1245 East Washington Avenue,Suite 201,Madison,WI,53703,,,5,www.mymetrobus.com,1910,76147909,72,"253,075",92,"Madison, WI","401,661","2,660",151,N,Y,Y,N,N,N,187,60,247
5006,Belle Urban System - Racine,The Bus,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,730 Washington Avenue,Attn: Kathleen Fischer,Racine,WI,53403,1146,,5,www.racinetransit.com,1262,20472601,27,"112,100",239,"Racine, WI","133,700","2,706",49,N,Y,N,N,N,N,35,3,38
5008,Milwaukee County Transit System,MCTS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,1942 North 17th Street,,Milwaukee,WI,53205,,,5,www.ridemcts.com,1260,80485402,237,"955,205",35,"Milwaukee, WI","1,376,476","2,523",546,N,Y,N,N,N,N,321,92,413
5009,GO Transit,,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,926 Dempsey Trail,,Oshkosh,WI,54902,,,5,www.rideGOtransit.com,1266,48029839,25,"66,083",376,"Oshkosh, WI","74,495","2,418",31,N,Y,N,N,N,N,12,25,37
5010,METRO Regional Transit Authority ,METRO,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,416 Kenmore Boulevard,,Akron,OH,44301,,,5,www.akronmetro.org,1235,77779239,420,"542,899",71,"Akron, OH","569,499","1,750",325,N,Y,N,N,N,N,187,0,187
5011,Stark Area Regional Transit Authority,SARTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,"1600 Gateway Boulevard, S.E.",,Canton,OH,44707,3595,,5,www.sartaonline.com,1226,77784890,567,"375,087",135,"Canton, OH","279,245","1,678",166,N,Y,N,N,N,N,57,0,57
5012,Southwest Ohio Regional Transit Authority,SORTA / Metro,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,602 Main Street,Suite 1100,Cincinnati,OH,45202,2549,,5,www.go-metro.com,2020,71283832,262,"845,303",30,"Cincinnati, OH-KY-IN","1,624,827","2,063",788,N,Y,Y,N,N,N,297,48,345
5015,The Greater Cleveland Regional Transit Authority,GCRTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,1240 West 6th Street,,Cleveland,OH,44113,1331,,5,www.riderta.com,1237,71136071,458,"1,412,140",25,"Cleveland, OH","1,780,673","2,307",772,N,Y,Y,N,N,N,474,57,531
5016,Central Ohio Transit Authority,COTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,33 N. High Street,,Columbus,OH,43215,,,5,www.cota.com,1228,65996688,337,"1,081,405",36,"Columbus, OH","1,368,035","2,680",510,N,Y,N,N,N,N,261,60,321
5017,Greater Dayton Regional Transit Authority,GDRTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,4 South Main Street,,Dayton,OH,45402,2055, ,5,www.greaterdaytonrta.org,1238,59113589,274,"559,062",59,"Dayton, OH","724,091","2,060",351,N,Y,N,N,N,N,173,0,173
5019,City of Middletown - Middletown Transit System,MTS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,One Donham Plaza,,Middletown,OH,45042,,,5,www.cityofmiddletown.org,1231,30949903,20,"49,490",308,"Middletown, OH","97,503","1,738",56,Y,Y,N,N,N,N,6,0,6
5020,Springfield City Area Transit,SCAT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,100 Jefferson Street,,Springfield,OH,45501,1265,2239,5,www.scatrideline.com,1242,79426334,25,"66,162",337,"Springfield, OH","85,256","1,741",49,Y,Y,,N,N,N,0,13,13
5021,Portage Area Regional Transportation Authority,PARTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,2000 Summit Road,,Kent,OH,44240,7140,,5,www.partaonline.org,2113,831949086,492,"161,494",71,"Akron, OH","569,499","1,750",325,N,Y,N,N,N,N,58,0,58
5022,Toledo Area Regional Transit Authority,TARTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,1127 West Central Avenue,,Toledo,OH,43697,792,792,5,www.tarta.com,1243,54170600,149,"407,784",80,"Toledo, OH-MI","507,643","2,111",240,N,Y,Y,N,N,N,145,0,145
5024,Western Reserve Transit Authority,WRTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,604 Mahoning Avenue,,Youngstown,OH,44502,,,5,www.wrtaonline.com,1234,74550203,452,"238,823",97,"Youngstown, OH-PA","387,550","1,608",241,N,Y,N,N,N,N,50,0,50
5025,Duluth Transit Authority,DTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,2402 West Michigan Street,,Duluth,MN,55806,1822,,5,www.duluthtransit.com,1221,809394302,143,"115,000",260,"Duluth, MN-WI","120,378","1,708",70,N,Y,N,N,N,N,50,5,55
5026,"City of Moorhead, DBA: Metropolitan Area Transit",MATBUS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,500 Center Avenue,,Moorhead,MN,56561,,779,5,www.matbus.com,1159,85357507,23,"42,527",194,"Fargo, ND-MN","176,676","2,514",70,N,Y,,N,N,N,0,10,10
5027,Metro Transit ,,A,"2. Subsidiary unit of a transit agency, reporting separately",Subsidiary,,,12/31/2013,4/29/2014,"560 Sixth Avenue, North",,Minneapolis,MN,55411,4398,,5,www.metrotransit.org,1305,175974724,638,"1,844,988",16,"Minneapolis-St. Paul, MN-WI","2,650,890","2,594","1,022",N,Y,Y,N,N,N,808,23,831
5028,St. Cloud Metropolitan Transit Commission,Metro Bus,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,"665 Franklin Avenue, N.E.",,St. Cloud,MN,56304,,,5,www.stcloudmtc.com,1223,135214724,29,"101,206",281,"St. Cloud, MN","110,621","2,202",50,N,Y,N,N,N,N,50,0,50
5029,Bay Metropolitan Transit Authority,Bay Metro,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,1510 North Johnson Street,,Bay City,MI,48708,,,5,www.baymetro.com,1208,20842597,447,"110,000",390,"Bay City, MI","70,585","1,750",40,N,Y,N,N,N,N,59,0,59
5030,Battle Creek Transit,BCT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,339 West Michigan,,Battle Creek,MI,49017,,,5,www.battlecreekmi.gov,1214,20893244,73,"80,259",363,"Battle Creek, MI","78,393","1,479",53,Y,Y,N,N,N,N,21,0,21
5031,Suburban Mobility Authority for Regional Transportation,SMART,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,535 Griswold,Suite 600,Detroit,MI,48226,,,5,www.smartbus.org,1209,101552941,"1,074","3,734,090",11,"Detroit, MI","3,734,090","2,793","1,337",N,Y,N,N,N,N,302,36,338
5032,Mass Transportation Authority ,MTA,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,1401 South Dort Highway,,Flint,MI,48503,,,5,www.mtaflint.org,1216,20839320,640,"418,408",106,"Flint, MI","356,218","1,510",236,N,Y,N,N,N,N,174,2,176
5033,Interurban Transit Partnership,The Rapid,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,"300 Ellsworth Avenue, S.W.",,Grand Rapids,MI,49503,4005,,5,www.ridetherapid.org,1210,136563322,185,"482,740",70,"Grand Rapids, MI","569,935","2,031",281,N,Y,N,N,N,N,156,108,264
5034,City of Jackson Transportation Authority,JTA,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,2350 East High Street,,Jackson,MI,49203,3490,,5,www.jacksontransit.com,1217,602971053,86,"160,248",324,"Jackson, MI","90,057","1,562",58,N,Y,N,N,N,N,23,4,27
5035,Kalamazoo Metro Transit System,Metro Transit,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,530 North Rose Street,,Kalamazoo,MI,49007,,,5,www.kalamazoocity.org/portal/metro.php,1211,38616249,69,"209,703",173,"Kalamazoo, MI","209,703","1,593",132,N,Y,N,N,N,N,35,43,78
