State,Agency,AgencyID,OrgType,SSW,UZA Size,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,TotalEmployeeHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,TotalEmployeeCount
MI,Interurban Transit Partnership(The Rapid),5033,Authority,N,"200,000 - 1 million",MB,Part Time,126,"20,816.00",0,0,"2,527.00","23,343.00",0,"23,343.00",15,0,0,1,16,0,16
MI,Interurban Transit Partnership(The Rapid),5033,Authority,N,"200,000 - 1 million",Total,,156,"513,404.00","55,970.00","12,814.00","61,041.00","643,229.00",0,"643,229.00",271.5,32.4,6.6,30.8,341.3,0,341.3
MI,Kalamazoo Metro Transit System(Metro Transit),5035,City,N,"200,000 - 1 million",VP,Full Time,7,0,620,176,184,980,0,980,0,0.3,0.1,0.1,0.5,0,0.5
MI,Kalamazoo Metro Transit System(Metro Transit),5035,City,N,"200,000 - 1 million",VP,Part Time,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Kalamazoo Metro Transit System(Metro Transit),5035,City,N,"200,000 - 1 million",MB,Full Time,28,"126,953.00","38,865.00","1,584.00","13,011.00","180,413.00",0,"180,413.00",66,22.7,0.9,8.9,98.5,0,98.5
MI,Kalamazoo Metro Transit System(Metro Transit),5035,City,N,"200,000 - 1 million",MB,Part Time,28,"9,976.00",0,0,"1,889.00","11,865.00",0,"11,865.00",15,0,0,2,17,0,17
MI,Kalamazoo Metro Transit System(Metro Transit),5035,City,N,"200,000 - 1 million",Total,,35,"136,929.00","39,485.00","1,760.00","15,084.00","193,258.00",0,"193,258.00",81,23,1,11,116,0,116
MI,Macatawa Area Express Transportation Authority(MAX),5184,Authority,N,"Under 200,000",MB,Full Time,8,"43,164.00","1,135.00","1,135.00","7,903.00","53,337.00",0,"53,337.00",21,0.5,0.5,4,26,0,26
MI,Macatawa Area Express Transportation Authority(MAX),5184,Authority,N,"Under 200,000",MB,Part Time,8,"10,955.00",529,529,"1,421.00","13,434.00",0,"13,434.00",10,0.5,0.5,2,13,0,13
MI,Macatawa Area Express Transportation Authority(MAX),5184,Authority,N,"Under 200,000",DR,Full Time,13,"39,541.00","1,040.00","1,040.00","7,239.00","48,860.00",0,"48,860.00",19,0.5,0.5,3,23,0,23
MI,Macatawa Area Express Transportation Authority(MAX),5184,Authority,N,"Under 200,000",DR,Part Time,13,"10,036.00",485,485,"1,302.00","12,308.00",0,"12,308.00",10,0.5,0.5,2,13,0,13
MI,Macatawa Area Express Transportation Authority(MAX),5184,Authority,N,"Under 200,000",Total,,21,"103,696.00","3,189.00","3,189.00","17,865.00","127,939.00",0,"127,939.00",60,2,2,11,75,0,75
MI,Mass Transportation Authority(MTA),5032,Authority,N,"200,000 - 1 million",MB,Full Time,93,"162,614.00","71,330.00","12,689.00","25,393.00","272,026.00",850,"272,876.00",81,37.3,6,13.6,137.9,0.4,138.3
MI,Mass Transportation Authority(MTA),5032,Authority,N,"200,000 - 1 million",MB,Part Time,93,"78,550.00",0,"2,628.00","3,253.00","84,431.00",0,"84,431.00",65,0,4.5,4.1,73.6,0,73.6
MI,Mass Transportation Authority(MTA),5032,Authority,N,"200,000 - 1 million",DR,Full Time,81,"282,606.00","26,687.00","2,707.00","30,948.00","342,948.00","1,036.00","343,984.00",142,14,1.7,16.5,174.2,0.5,174.7
MI,Mass Transportation Authority(MTA),5032,Authority,N,"200,000 - 1 million",DR,Part Time,81,"56,512.00",0,560,"3,964.00","61,036.00",0,"61,036.00",54,0,0.5,4.9,59.4,0,59.4
MI,Mass Transportation Authority(MTA),5032,Authority,N,"200,000 - 1 million",Total,,174,"580,282.00","98,017.00","18,584.00","63,558.00","760,441.00","1,886.00","762,327.00",342,51.3,12.7,39.1,445.1,0.9,446
MI,Saginaw Transit Authority Regional Service(STARS),5039,Authority,N,"Under 200,000",MB,Full Time,28,"68,100.00","16,550.00","5,032.00","22,082.00","111,764.00",0,"111,764.00",37.8,9.2,2.5,10.9,60.4,0,60.4
MI,Saginaw Transit Authority Regional Service(STARS),5039,Authority,N,"Under 200,000",MB,Part Time,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Saginaw Transit Authority Regional Service(STARS),5039,Authority,N,"Under 200,000",DR,Full Time,4,"13,068.00","3,176.00",966,"4,237.00","21,447.00",0,"21,447.00",7.2,1.8,0.5,2.1,11.6,0,11.6
MI,Saginaw Transit Authority Regional Service(STARS),5039,Authority,N,"Under 200,000",DR,Part Time,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Saginaw Transit Authority Regional Service(STARS),5039,Authority,N,"Under 200,000",Total,,32,"81,168.00","19,726.00","5,998.00","26,319.00","133,211.00",0,"133,211.00",45,11,3,13,72,0,72
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,Authority,N,Over 1 million,MB,Full Time,221,"882,070.00","214,211.00","24,902.00","121,079.00","1,242,262.00",0,"1,242,262.00",410,124,15,79,628,0,628
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,Authority,N,Over 1 million,MB,Part Time,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,Authority,N,Over 1 million,DR,Full Time,81,"299,061.00","24,380.00","3,110.00","33,875.00","360,426.00",0,"360,426.00",161,16,2,22,201,0,201
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,Authority,N,Over 1 million,DR,Part Time,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,Authority,N,Over 1 million,Total,,302,"1,181,131.00","238,591.00","28,012.00","154,954.00","1,602,688.00",0,"1,602,688.00",571,140,17,101,829,0,829
MI,University of Michigan Parking and Transportation Services(UMTS),5158,University,N,"200,000 - 1 million",MB,Full Time,38,"120,880.00","14,455.00",0,"7,270.00","142,605.00",0,"142,605.00",59,9,0,4,72,0,72
MI,University of Michigan Parking and Transportation Services(UMTS),5158,University,N,"200,000 - 1 million",MB,Part Time,38,"51,526.00",0,0,0,"51,526.00",0,"51,526.00",89,0,0,0,89,0,89
MI,University of Michigan Parking and Transportation Services(UMTS),5158,University,N,"200,000 - 1 million",Total,,38,"172,406.00","14,455.00",0,"7,270.00","194,131.00",0,"194,131.00",148,9,0,4,161,0,161
MI,"VRide, Inc. - Michigan",5193,Contractor,N,Over 1 million,VP,Full Time,486,0,0,0,"10,492.00","10,492.00",0,"10,492.00",0,0,0,8,8,0,8
MI,"VRide, Inc. - Michigan",5193,Contractor,N,Over 1 million,VP,Part Time,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,"VRide, Inc. - Michigan",5193,Contractor,N,Over 1 million,Total,,486,0,0,0,"10,492.00","10,492.00",0,"10,492.00",0,0,0,8,8,0,8
MN,Duluth Transit Authority(DTA),5025,Authority,N,"Under 200,000",MB,Full Time,50,"170,688.00","25,718.00","12,864.00","28,016.00","237,286.00",0,"237,286.00",91,13,8,15,127,0,127
MN,Duluth Transit Authority(DTA),5025,Authority,N,"Under 200,000",MB,Part Time,50,"10,400.00",0,0,"2,200.00","12,600.00",0,"12,600.00",10,0,0,2,12,0,12
MN,Duluth Transit Authority(DTA),5025,Authority,N,"Under 200,000",Total,,50,"181,088.00","25,718.00","12,864.00","30,216.00","249,886.00",0,"249,886.00",101,13,8,17,139,0,139
MN,Metro Transit,5027,Subsidiary,N,Over 1 million,MB,Full Time,766,"3,145,425.00","730,141.00","193,949.00","347,758.00","4,417,273.00","44,638.00","4,461,911.00","1,747.50",405.6,107.8,193.2,"2,454.10",25,"2,479.10"
MN,Metro Transit,5027,Subsidiary,N,Over 1 million,MB,Part Time,766,"555,388.00",0,0,"7,111.00","562,499.00","6,370.00","568,869.00",308.6,0,0,4,312.6,4,316.6
MN,Metro Transit,5027,Subsidiary,N,Over 1 million,LR,Full Time,42,"175,646.00","88,131.00","103,445.00","83,751.00","450,973.00","215,956.00","666,929.00",97.6,49,57.5,46.5,250.6,120,370.6
MN,Metro Transit,5027,Subsidiary,N,Over 1 million,LR,Part Time,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Metro Transit,5027,Subsidiary,N,Over 1 million,Total,,808,"3,876,459.00","818,272.00","297,394.00","438,620.00","5,430,745.00","266,964.00","5,697,709.00","2,153.70",454.6,165.3,243.7,"3,017.30",149,"3,166.30"
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"Under 200,000",CB,Full Time,3,"4,854.00","1,208.00",170,"1,051.00","7,283.00",0,"7,283.00",3,0.7,0.1,0.6,4.4,0,4.4
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"Under 200,000",CB,Part Time,3,"1,347.00",139,109,101,"1,696.00",0,"1,696.00",1.5,0.2,0.2,0.1,2,0,2
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"Under 200,000",MB,Full Time,27,"97,226.00","10,349.00","1,547.00","9,613.00","118,735.00",0,"118,735.00",56.3,5.5,0.8,5.5,68.1,0,68.1
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"Under 200,000",MB,Part Time,27,"14,316.00","1,274.00","1,963.00",924,"18,477.00",0,"18,477.00",12.5,1.3,2.8,0.6,17.2,0,17.2
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"Under 200,000",DR,Full Time,20,"52,705.00","4,276.00",700,"4,356.00","62,037.00",0,"62,037.00",30.7,2.3,0.4,2.6,36,0,36
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"Under 200,000",DR,Part Time,20,"5,032.00",577,300,418,"6,327.00",0,"6,327.00",6.4,0.6,0.3,0.3,7.6,0,7.6
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"Under 200,000",Total,,50,"175,480.00","17,823.00","4,789.00","16,463.00","214,555.00",0,"214,555.00",110.4,10.6,4.6,9.7,135.3,0,135.3
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,Over 1 million,MB,Full Time,312,"1,851,852.00","424,454.00","127,962.00","253,633.00","2,657,901.00","15,849.00","2,673,750.00",900.7,222.2,68.3,144.4,"1,335.60",7.9,"1,343.50"
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,Over 1 million,MB,Part Time,312,"78,667.00",0,0,"12,405.00","91,072.00",0,"91,072.00",104.8,0,0,16,120.8,0,120.8
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,Over 1 million,LR,Full Time,58,"323,646.00","115,740.00","218,398.00","115,087.00","772,871.00","14,690.00","787,561.00",172.1,56.2,110.3,71.7,410.3,8,418.3
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,Over 1 million,LR,Part Time,58,"30,597.00",0,81,"5,879.00","36,557.00",0,"36,557.00",82.6,0,1,6.7,90.3,0,90.3
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,Over 1 million,DR,Full Time,97,"503,882.00","54,573.00","6,737.00","27,440.00","592,632.00","1,178.00","593,810.00",243.2,26,3.4,16.9,289.5,0.8,290.3
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,Over 1 million,DR,Part Time,97,740,0,0,"1,385.00","2,125.00",0,"2,125.00",1.6,0,0,2.1,3.7,0,3.7
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,Over 1 million,Total,,467,"2,789,384.00","594,767.00","353,178.00","415,829.00","4,153,158.00","31,717.00","4,184,875.00","1,505.00",304.4,183,257.8,"2,250.20",16.7,"2,266.90"
MO,City Utilities of Springfield(CU Transit),7003,City,N,"200,000 - 1 million",MB,Full Time,21,"97,330.00","16,854.00","2,632.00","11,734.00","128,550.00",0,"128,550.00",51.6,9.2,1.4,6.4,68.6,0,68.6
MO,City Utilities of Springfield(CU Transit),7003,City,N,"200,000 - 1 million",MB,Part Time,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,City Utilities of Springfield(CU Transit),7003,City,N,"200,000 - 1 million",DR,Full Time,4,"12,030.00","2,083.00",325,"1,450.00","15,888.00",0,"15,888.00",6.4,1.1,0.2,0.8,8.5,0,8.5
MO,City Utilities of Springfield(CU Transit),7003,City,N,"200,000 - 1 million",DR,Part Time,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,City Utilities of Springfield(CU Transit),7003,City,N,"200,000 - 1 million",Total,,25,"109,360.00","18,937.00","2,957.00","13,184.00","144,438.00",0,"144,438.00",58,10.3,1.6,7.2,77.1,0,77.1
MO,Columbia Transit(CT),7016,City,N,"Under 200,000",MB,Full Time,29,"38,086.00","7,065.00",0,"5,804.00","50,955.00",0,"50,955.00",19.3,3.5,0,2.8,25.6,0,25.6
MO,Columbia Transit(CT),7016,City,N,"Under 200,000",MB,Part Time,29,"72,836.00",0,0,0,"72,836.00",0,"72,836.00",54,0,0,0,54,0,54
MO,Columbia Transit(CT),7016,City,N,"Under 200,000",DR,Full Time,9,"28,836.00","1,735.00",0,437,"31,008.00",0,"31,008.00",15.5,1,0,0.2,16.7,0,16.7
MO,Columbia Transit(CT),7016,City,N,"Under 200,000",DR,Part Time,9,"6,133.00",0,0,0,"6,133.00",0,"6,133.00",9,0,0,0,9,0,9
MO,Columbia Transit(CT),7016,City,N,"Under 200,000",Total,,38,"145,891.00","8,800.00",0,"6,241.00","160,932.00",0,"160,932.00",97.8,4.5,0,3,105.3,0,105.3
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,Over 1 million,RB,Full Time,11,"55,711.00","18,095.00","4,461.00","12,139.00","90,406.00",0,"90,406.00",28,9.5,2.6,6.7,46.8,0,46.8
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,Over 1 million,RB,Part Time,11,"6,082.00",0,0,0,"6,082.00",0,"6,082.00",6,0,0,0,6,0,6
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,Over 1 million,VP,Full Time,30,"1,692.00",0,359,"1,646.00","3,697.00",0,"3,697.00",1,0,0.2,1,2.2,0,2.2
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,Over 1 million,VP,Part Time,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,Over 1 million,MB,Full Time,178,"697,148.00","226,438.00","55,829.00","151,908.00","1,131,323.00","3,674.00","1,134,997.00",332,118,32.5,83.3,565.8,2,567.8
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,Over 1 million,MB,Part Time,178,"76,111.00",0,0,0,"76,111.00",0,"76,111.00",73,0,0,0,73,0,73
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,Over 1 million,DR,Full Time,13,"39,675.00","6,939.00","1,329.00","4,778.00","52,721.00",0,"52,721.00",23,3.7,0.7,2.9,30.3,0,30.3
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,Over 1 million,DR,Part Time,13,743,0,0,0,743,0,743,1,0,0,0,1,0,1
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,Over 1 million,Total,,232,"877,162.00","251,472.00","61,978.00","170,471.00","1,361,083.00","3,674.00","1,364,757.00",464,131.2,36,93.9,725.1,2,727.1
MS,City of Jackson Transit System(JATRAN),4015,City,N,"200,000 - 1 million",MB,Full Time,14,"48,922.00","7,169.00","7,224.00","8,786.00","72,101.00",0,"72,101.00",28.3,3.4,3.4,4.3,39.4,0,39.4
MS,City of Jackson Transit System(JATRAN),4015,City,N,"200,000 - 1 million",MB,Part Time,14,904,0,0,0,904,0,904,1,0,0,0,1,0,1
MS,City of Jackson Transit System(JATRAN),4015,City,N,"200,000 - 1 million",DR,Full Time,16,"52,999.00","7,766.00","7,826.00","9,518.00","78,109.00",0,"78,109.00",30.7,3.6,3.6,4.7,42.6,0,42.6
MS,City of Jackson Transit System(JATRAN),4015,City,N,"200,000 - 1 million",DR,Part Time,16,980,0,0,0,980,0,980,1,0,0,0,1,0,1
MS,City of Jackson Transit System(JATRAN),4015,City,N,"200,000 - 1 million",Total,,30,"103,805.00","14,935.00","15,050.00","18,304.00","152,094.00",0,"152,094.00",61,7,7,9,84,0,84
MS,Coast Transit Authority(CTA),4014,Authority,N,"200,000 - 1 million",MB,Full Time,17,"94,023.00","14,822.00","1,668.00","13,414.00","123,927.00",0,"123,927.00",51.8,7.1,0.8,7.3,67,0,67
MS,Coast Transit Authority(CTA),4014,Authority,N,"200,000 - 1 million",MB,Part Time,17,"7,265.00","3,983.00","1,275.00","5,214.00","17,737.00",0,"17,737.00",3.8,4,0.8,4.6,13.2,0,13.2
MS,Coast Transit Authority(CTA),4014,Authority,N,"200,000 - 1 million",DR,Full Time,15,"30,737.00","3,520.00",443,"3,248.00","37,948.00",0,"37,948.00",16.2,1.9,0.2,1.7,20,0,20
MS,Coast Transit Authority(CTA),4014,Authority,N,"200,000 - 1 million",DR,Part Time,15,660,"1,059.00",339,488,"2,546.00",0,"2,546.00",1,1.1,0.2,0.4,2.7,0,2.7
MS,Coast Transit Authority(CTA),4014,Authority,N,"200,000 - 1 million",Total,,32,"132,685.00","23,384.00","3,725.00","22,364.00","182,158.00",0,"182,158.00",72.8,14.1,2,14,102.9,0,102.9
MT,Billings Metropolitan Transit(Billings MET Transit),8004,City,N,"Under 200,000",MB,Full Time,20,"45,700.00","5,118.00","5,298.00","7,312.00","63,428.00",0,"63,428.00",25,3,2.9,4,34.9,0,34.9
MT,Billings Metropolitan Transit(Billings MET Transit),8004,City,N,"Under 200,000",MB,Part Time,20,"7,775.00",0,0,0,"7,775.00",0,"7,775.00",6,0,0,0,6,0,6
MT,Billings Metropolitan Transit(Billings MET Transit),8004,City,N,"Under 200,000",DR,Full Time,11,"21,936.00","2,193.00",152,"1,208.00","25,489.00",0,"25,489.00",12,1.2,0.1,0.8,14.1,0,14.1
MT,Billings Metropolitan Transit(Billings MET Transit),8004,City,N,"Under 200,000",DR,Part Time,11,"1,535.00",0,0,0,"1,535.00",0,"1,535.00",1,0,0,0,1,0,1
MT,Billings Metropolitan Transit(Billings MET Transit),8004,City,N,"Under 200,000",Total,,31,"76,946.00","7,311.00","5,450.00","8,520.00","98,227.00",0,"98,227.00",44,4.2,3,4.8,56,0,56
MT,Great Falls Transit District(GFTD),8012,Authority,N,"Under 200,000",MB,Full Time,13,"29,499.00","7,942.00","2,461.00","5,268.00","45,170.00",0,"45,170.00",17,4.4,1.5,3,25.9,0,25.9
MT,Great Falls Transit District(GFTD),8012,Authority,N,"Under 200,000",MB,Part Time,13,"17,260.00",0,0,907,"18,167.00",0,"18,167.00",10,0,0,1,11,0,11
MT,Great Falls Transit District(GFTD),8012,Authority,N,"Under 200,000",DR,Full Time,6,"1,840.00",131,13,"1,871.00","3,855.00",0,"3,855.00",1,0.1,0,1,2.1,0,2.1
MT,Great Falls Transit District(GFTD),8012,Authority,N,"Under 200,000",DR,Part Time,6,"19,024.00",0,0,0,"19,024.00",0,"19,024.00",11,0,0,0,11,0,11
MT,Great Falls Transit District(GFTD),8012,Authority,N,"Under 200,000",Total,,19,"67,623.00","8,073.00","2,474.00","8,046.00","86,216.00",0,"86,216.00",39,4.5,1.5,5,50,0,50
MT,Missoula Urban Transportation District(Mountain Line),8009,Authority,N,"Under 200,000",MB,Full Time,18,"42,769.00","8,660.00","1,114.00","15,646.00","68,189.00",0,"68,189.00",24.6,4.1,0.5,9.2,38.4,0,38.4
MT,Missoula Urban Transportation District(Mountain Line),8009,Authority,N,"Under 200,000",MB,Part Time,18,"5,500.00",0,0,0,"5,500.00",0,"5,500.00",4,0,0,0,4,0,4
MT,Missoula Urban Transportation District(Mountain Line),8009,Authority,N,"Under 200,000",DR,Full Time,7,"10,070.00",386,40,"3,691.00","14,187.00",0,"14,187.00",6.3,0.2,0.1,2,8.6,0,8.6
MT,Missoula Urban Transportation District(Mountain Line),8009,Authority,N,"Under 200,000",DR,Part Time,7,"2,118.00",0,0,0,"2,118.00",0,"2,118.00",1.2,0,0,0,1.2,0,1.2
MT,Missoula Urban Transportation District(Mountain Line),8009,Authority,N,"Under 200,000",Total,,25,"60,457.00","9,046.00","1,154.00","19,337.00","89,994.00",0,"89,994.00",36.1,4.3,0.6,11.2,52.2,0,52.2
MT,The University of Montana - ASUM Transportation(ASUM OT),8107,University,N,"Under 200,000",MB,Full Time,6,"1,079.00",900,360,"2,362.00","4,701.00",0,"4,701.00",0.3,0.3,0.1,0.8,1.5,0,1.5
MT,The University of Montana - ASUM Transportation(ASUM OT),8107,University,N,"Under 200,000",MB,Part Time,6,"14,640.00",156,300,467,"15,563.00",0,"15,563.00",0,0,0,0,0,0,0
MT,The University of Montana - ASUM Transportation(ASUM OT),8107,University,N,"Under 200,000",Total,,6,"15,719.00","1,056.00",660,"2,829.00","20,264.00",0,"20,264.00",0.3,0.3,0.1,0.8,1.5,0,1.5
NC,ART (Asheville Redefines Transit)(ART),4005,City,N,"200,000 - 1 million",MB,Full Time,16,"88,560.00","15,237.00","3,316.00","9,465.00","116,578.00",0,"116,578.00",51,7,2,5,65,0,65
NC,ART (Asheville Redefines Transit)(ART),4005,City,N,"200,000 - 1 million",MB,Part Time,16,"2,300.00",0,0,0,"2,300.00",0,"2,300.00",2,0,0,0,2,0,2
NC,ART (Asheville Redefines Transit)(ART),4005,City,N,"200,000 - 1 million",Total,,16,"90,860.00","15,237.00","3,316.00","9,465.00","118,878.00",0,"118,878.00",53,7,2,5,67,0,67
NC,Cape Fear Public Transportation Authority(Wave),4006,Authority,N,"200,000 - 1 million",VP,Full Time,2,0,0,0,40,40,0,40,0,0,0,0.1,0.1,0,0.1
NC,Cape Fear Public Transportation Authority(Wave),4006,Authority,N,"200,000 - 1 million",VP,Part Time,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,Cape Fear Public Transportation Authority(Wave),4006,Authority,N,"200,000 - 1 million",DR,Full Time,19,"9,904.00",0,"5,900.00","5,532.00","21,336.00",0,"21,336.00",5,0,3,3,11,0,11
NC,Cape Fear Public Transportation Authority(Wave),4006,Authority,N,"200,000 - 1 million",DR,Part Time,19,"26,016.00",0,0,0,"26,016.00",0,"26,016.00",29,0,0,0,29,0,29
NC,Cape Fear Public Transportation Authority(Wave),4006,Authority,N,"200,000 - 1 million",Total,,21,"35,920.00",0,"5,900.00","5,572.00","47,392.00",0,"47,392.00",34,0,3,3.1,40.1,0,40.1
NC,Capital Area Transit(CAT),4007,City,N,"200,000 - 1 million",MB,Full Time,65,"311,012.00","53,372.00","3,551.00","27,503.00","395,438.00",0,"395,438.00",147.9,29.4,2,13.7,193,0,193
NC,Capital Area Transit(CAT),4007,City,N,"200,000 - 1 million",MB,Part Time,65,989,0,0,365,"1,354.00",0,"1,354.00",1.1,0,0,0.9,2,0,2
NC,Capital Area Transit(CAT),4007,City,N,"200,000 - 1 million",Total,,65,"312,001.00","53,372.00","3,551.00","27,868.00","396,792.00",0,"396,792.00",149,29.4,2,14.6,195,0,195
NC,Chapel Hill Transit(CHT),4051,City,N,"200,000 - 1 million",MB,Full Time,75,"270,963.00","47,309.00","1,523.00","23,410.00","343,205.00",0,"343,205.00",133,24.4,0.8,11.5,169.7,0,169.7
NC,Chapel Hill Transit(CHT),4051,City,N,"200,000 - 1 million",MB,Part Time,75,"5,821.00","1,379.00",0,957,"8,157.00",0,"8,157.00",3,0.8,0,0.8,4.6,0,4.6
NC,Chapel Hill Transit(CHT),4051,City,N,"200,000 - 1 million",DR,Full Time,14,"45,590.00","9,011.00",290,"4,459.00","59,350.00",0,"59,350.00",23,4.6,0.2,2.5,30.3,0,30.3
NC,Chapel Hill Transit(CHT),4051,City,N,"200,000 - 1 million",DR,Part Time,14,"2,672.00",263,0,182,"3,117.00",0,"3,117.00",2,0.2,0,0.2,2.4,0,2.4
NC,Chapel Hill Transit(CHT),4051,City,N,"200,000 - 1 million",Total,,89,"325,046.00","57,962.00","1,813.00","29,008.00","413,829.00",0,"413,829.00",161,30,1,15,207,0,207
NC,Charlotte Area Transit System(CATS),4008,City,N,Over 1 million,VP,Full Time,79,"3,831.00","1,800.00",0,"4,999.00","10,630.00","5,475.00","16,105.00",2,1,0,3,6,3.4,9.4
NC,Charlotte Area Transit System(CATS),4008,City,N,Over 1 million,VP,Part Time,79,0,0,0,210,210,22,232,0,0,0,0.3,0.3,0.1,0.4
NC,Charlotte Area Transit System(CATS),4008,City,N,Over 1 million,MB,Full Time,268,"1,124,021.00","311,398.00",0,"113,970.00","1,549,389.00","16,875.00","1,566,264.00",624,168,0,68.9,860.9,10.7,871.6
NC,Charlotte Area Transit System(CATS),4008,City,N,Over 1 million,MB,Part Time,268,"16,561.00","1,821.00",0,"2,641.00","21,023.00",259,"21,282.00",31.4,2,0,3.6,37,0.4,37.4
NC,Charlotte Area Transit System(CATS),4008,City,N,Over 1 million,LR,Full Time,14,"84,933.00","58,929.00","35,782.00","32,745.00","212,389.00","24,363.00","236,752.00",49,32,22,21.1,124.1,15.5,139.6
NC,Charlotte Area Transit System(CATS),4008,City,N,Over 1 million,LR,Part Time,14,0,0,0,682,682,108,790,0,0,0,2,2,0.7,2.7
NC,Charlotte Area Transit System(CATS),4008,City,N,Over 1 million,DR,Full Time,67,"158,306.00","5,779.00",0,"8,060.00","172,145.00","2,481.00","174,626.00",89,3.2,0,5.1,97.3,1.6,98.9
NC,Charlotte Area Transit System(CATS),4008,City,N,Over 1 million,DR,Part Time,67,"40,665.00",0,0,"5,008.00","45,673.00",25,"45,698.00",33,0,0,7.3,40.3,0.1,40.4
NC,Charlotte Area Transit System(CATS),4008,City,N,Over 1 million,Total,,428,"1,428,317.00","379,727.00","35,782.00","168,315.00","2,012,141.00","49,608.00","2,061,749.00",828.4,206.2,22,111.3,"1,167.90",32.5,"1,200.40"
NC,Fayetteville Area System of Transit(FAST),4009,City,N,"200,000 - 1 million",MB,Full Time,17,"105,109.00","16,129.00","2,078.00","9,758.00","133,074.00",0,"133,074.00",49.6,9,1.1,5.3,65,0,65
NC,Fayetteville Area System of Transit(FAST),4009,City,N,"200,000 - 1 million",MB,Part Time,17,"6,992.00",0,0,0,"6,992.00",0,"6,992.00",6,0,0,0,6,0,6
NC,Fayetteville Area System of Transit(FAST),4009,City,N,"200,000 - 1 million",DR,Full Time,13,"38,482.00","5,905.00",761,"3,573.00","48,721.00",0,"48,721.00",16.4,3,0.4,1.7,21.5,0,21.5
NC,Fayetteville Area System of Transit(FAST),4009,City,N,"200,000 - 1 million",DR,Part Time,13,"2,560.00",0,0,0,"2,560.00",0,"2,560.00",2,0,0,0,2,0,2
NC,Fayetteville Area System of Transit(FAST),4009,City,N,"200,000 - 1 million",Total,,30,"153,143.00","22,034.00","2,839.00","13,331.00","191,347.00",0,"191,347.00",74,12,1.5,7,94.5,0,94.5
NC,Mecklenburg County DSS(MCTS),4228,City,N,Over 1 million,DR,Full Time,27,"45,760.00",0,0,"10,400.00","56,160.00",0,"56,160.00",23,0,0,5,28,0,28
NC,Mecklenburg County DSS(MCTS),4228,City,N,Over 1 million,DR,Part Time,27,"2,080.00",0,0,0,"2,080.00",0,"2,080.00",2,0,0,0,2,0,2
