Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?,,,,,1
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948",72,MB,DO,17,"99,421",,"17,834",,"3,393",,"31,712",,0,,"152,360",,51.00,,9.20,,1.46,,15.35,,0.00,,77.01,,"$1,442,767",,"$271,754",,"$48,525",,"$495,908",,"$2,258,954",,$14.51,,$15.24,,$0.49,,$15.64,,$14.83,,No,,,,,
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948",72,DR,DO,15,"29,447",,"5,328",,"1,014",,"7,607",,0,,"43,396",,17.00,,2.53,,0.46,,3.00,,0.00,,22.99,,"$453,008",,"$87,920",,"$14,495",,"$139,208",,"$694,631",,$15.38,,$16.50,,$0.49,,$18.30,,$16.01,,No,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",71,DR,DO,66,"141,999",,"6,889",,"1,200",,"19,457",,0,,"169,545",,80.10,,3.60,,0.90,,9.90,,0.00,,94.50,,"$1,914,964",,"$130,320",,"$20,008",,"$538,273",,"$2,603,565",,$13.49,,$18.92,,$0.14,,$27.66,,$15.36,,No,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388",71,MB,DO,49,"232,041",,"57,325",,0,,"27,969",,"1,872",,"319,207",,110.00,,28.70,,0.00,,17.00,,1.00,,156.70,,"$4,919,268",,"$1,324,786",,$0,,"$649,895",,"$6,893,949",,$21.20,,$23.11,,$0.00,,$23.24,,$21.60,,No,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388",71,DR,DO,19,"50,676",,"2,210",,0,,"5,687",,0,,"58,573",,27.00,,1.30,,0.00,,3.00,,0.00,,31.30,,"$938,017",,"$52,202",,$0,,"$114,537",,"$1,104,756",,$18.51,,$23.62,,$0.00,,$20.14,,$18.86,,No,,,,,
Transport of Rockland,Pomona,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",71,DR,DO,19,"41,006",,0,,0,,"8,793",,0,,"49,799",,33.00,,0.00,,0.00,,14.00,,0.00,,47.00,,"$982,177",,$0,,$0,,"$389,154",,"$1,371,331",,$23.95,,,,$0.00,,$44.26,,$27.54,,No,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",71,CB,DO,4,"11,044",,536,,93,,"1,513",,0,,"13,186",,6.23,,0.28,,0.07,,0.77,,0.00,,7.35,,"$148,942",,"$10,136",,"$1,556",,"$41,866",,"$202,500",,$13.49,,$18.91,,$0.14,,$27.67,,$15.36,,No,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388",71,SR,DO,3,"20,103",,"4,002",,0,,"1,035",,0,,"25,140",,10.70,,2.60,,0.00,,0.70,,0.00,,14.00,,"$402,889",,"$84,114",,$0,,"$28,954",,"$515,957",,$20.04,,$21.02,,$0.00,,$27.97,,$20.52,,No,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",71,MB,DO,1,"4,733",,230,,40,,649,,0,,"5,652",,2.67,,0.12,,0.03,,0.33,,0.00,,3.15,,"$63,832",,"$4,344",,$667,,"$17,942",,"$86,785",,$13.49,,$18.89,,$0.14,,$27.65,,$15.35,,No,,,,,
Northern Indiana Commuter Transportation District,Chesterton,IN,5104,50104,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",70,CR,DO,70,"257,535",,"223,744",,"105,982",,"52,971",,"45,116",,"685,348",,123.00,,112.00,,52.00,,30.00,,21.00,,338.00,,"$6,400,628",,"$5,449,792",,"$2,035,152",,"$2,004,041",,"$15,889,613",,$24.85,,$24.36,,$7.90,,$37.83,,$23.18,,No,,,,,
Somerset County Transportation,Somerville,NJ,2209,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",70,DR,DO,60,"129,824",,0,,0,,"12,779",,0,,"142,603",,68.00,,0.00,,0.00,,6.90,,0.00,,74.90,,"$2,514,348",,$0,,$0,,"$423,808",,"$2,938,156",,$19.37,,,,$0.00,,$33.16,,$20.60,,No,,,,,
Somerset County Transportation,Somerville,NJ,2209,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",70,MB,DO,10,"44,001",,0,,0,,"2,163",,0,,"46,164",,22.00,,0.00,,0.00,,1.10,,0.00,,23.10,,"$1,184,016",,$0,,$0,,"$48,126",,"$1,232,142",,$26.91,,,,$0.00,,$22.25,,$26.69,,No,,,,,
Bergen County Community Transportation,Lodi,NJ,2192,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",69,DR,DO,65,"120,221",,"2,158",,0,,"10,263",,0,,"132,642",,82.00,,0.90,,0.00,,6.50,,0.00,,89.40,,"$2,340,208",,"$42,596",,$0,,"$352,788",,"$2,735,592",,$19.47,,$19.74,,$0.00,,$34.37,,$20.62,,No,,,,,
Kalamazoo Metro Transit System,Kalamazoo,MI,5035,50035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"209,703",69,MB,DO,28,"108,049",,"27,603",,"1,173",,"6,330",,"2,008",,"145,163",,78.90,,18.80,,0.00,,5.00,,1.80,,104.50,,"$2,136,509",,"$576,138",,"$27,278",,"$107,301",,"$2,847,226",,$19.77,,$20.87,,$0.25,,$16.95,,$19.61,,No,,,,,
Bergen County Community Transportation,Lodi,NJ,2192,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",69,MB,DO,4,"10,710",,139,,0,,"1,024",,0,,"11,873",,10.00,,0.10,,0.00,,0.50,,0.00,,10.60,,"$370,625",,"$3,985",,$0,,"$11,295",,"$385,905",,$34.61,,$28.67,,$0.00,,$11.03,,$32.50,,No,,,,,
Gold Coast Transit,Oxnard,CA,9035,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260",67,MB,DO,45,"256,994",,"37,569",,"3,774",,"40,743",,"1,950",,"341,030",,145.00,,22.00,,2.00,,26.00,,2.00,,197.00,,"$6,286,428",,"$1,007,539",,"$62,427",,"$1,473,726",,"$8,830,120",,$24.46,,$26.82,,$0.24,,$36.17,,$25.89,,No,,,,,
North Front Range Metropolitan Planning Organization,Fort Collins,CO,8106,80106,"MPO, COG or Other Planning Agency",Full Reporter,"264,465",66,VP,DO,66,0,,0,,0,,"5,466",,0,,"5,466",,0.00,,0.00,,0.00,,9.00,,0.00,,9.00,,$0,,$0,,$0,,"$167,944",,"$167,944",,,,,,,,$30.73,,$30.73,,No,,,,,
Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Winston-Salem,NC,4012,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,"391,024",66,MB,DO,36,"154,544",,"46,294",,"10,102",,"20,527",,0,,"231,467",,79.00,,25.00,,7.00,,11.00,,0.00,,122.00,,"$3,713,904",,"$1,095,079",,"$175,200",,"$593,342",,"$5,577,525",,$24.03,,$23.65,,$1.13,,$28.91,,$24.10,,No,,,,,
Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Winston-Salem,NC,4012,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,"391,024",66,DR,DO,30,"75,278",,"3,510",,"1,400",,"11,350",,0,,"91,538",,46.00,,2.00,,1.00,,8.00,,0.00,,57.00,,"$1,431,248",,"$73,775",,"$27,421",,"$246,794",,"$1,779,238",,$19.01,,$21.02,,$0.36,,$21.74,,$19.44,,No,,,,,
Sonoma County Transit,Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231",66,MB,DO,1,"1,066",,0,,0,,3,,0,,"1,069",,1.00,,0.00,,0.00,,0.01,,0.00,,1.01,,"$33,819",,$0,,$0,,$150,,"$33,969",,$31.73,,,,$0.00,,$50.00,,$31.78,,No,,,,,
Greater Bridgeport Transit Authority,Bridgeport,CT,1050,10050,Independent Public Agency or Authority of Transit Service,Full Reporter,"923,311",64,MB,DO,43,"234,950",,"65,306",,"3,676",,"26,672",,0,,"330,604",,131.00,,36.00,,2.00,,17.00,,0.00,,186.00,,"$6,088,472",,"$1,640,146",,"$99,527",,"$827,327",,"$8,655,472",,$25.91,,$25.11,,$0.42,,$31.02,,$26.18,,No,,,,,
"JAUNT, Inc.",Charlottesville,VA,3045,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"92,359",63,DR,DO,63,"184,879",,"6,022",,177,,"18,708",,0,,"209,786",,106.00,,2.90,,0.10,,9.00,,0.00,,118.00,,"$2,863,502",,"$149,077",,"$8,821",,"$544,607",,"$3,566,007",,$15.49,,$24.76,,$0.05,,$29.11,,$17.00,,No,,,,,
Stark Area Regional Transit Authority,Canton,OH,5011,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,"279,245",63,MB,DO,33,"189,051",,"33,930",,"3,179",,"22,808",,0,,"248,968",,99.00,,18.50,,2.00,,12.50,,0.00,,132.00,,"$3,555,048",,"$692,865",,"$60,570",,"$606,975",,"$4,915,458",,$18.80,,$20.42,,$0.32,,$26.61,,$19.74,,No,,,,,
Stark Area Regional Transit Authority,Canton,OH,5011,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,"279,245",63,DR,DO,30,"116,934",,"17,479",,"1,638",,"11,750",,0,,"147,801",,64.00,,9.50,,1.00,,6.50,,0.00,,81.00,,"$1,931,321",,"$356,853",,"$31,203",,"$312,080",,"$2,631,457",,$16.52,,$20.42,,$0.27,,$26.56,,$17.80,,No,,,,,
Yakima Transit,Yakima,WA,0006,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534",63,MB,DO,19,"93,740",,"11,455",,0,,"12,898",,0,,"118,093",,63.00,,11.00,,0.00,,7.20,,0.00,,81.20,,"$2,061,662",,"$189,985",,$0,,"$316,911",,"$2,568,558",,$21.99,,$16.59,,$0.00,,$24.57,,$21.75,,No,,,,,
Yakima Transit,Yakima,WA,0006,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534",63,VP,DO,16,0,,0,,0,,"1,243",,0,,"1,243",,0.00,,0.00,,0.00,,0.80,,0.00,,0.80,,$0,,$0,,$0,,"$41,083",,"$41,083",,,,,,,,$33.05,,$33.05,,No,,,,,
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,"280,051",62,MB,DO,46,"207,221",,"37,669",,"2,429",,"27,776",,0,,"275,095",,111.00,,21.50,,1.30,,21.40,,0.00,,155.20,,"$4,696,594",,"$995,069",,"$48,865",,"$780,278",,"$6,520,806",,$22.66,,$26.42,,$0.24,,$28.09,,$23.70,,No,,,,,
Tompkins Consolidated Area Transit,Ithaca,NY,2145,20145,Private-Non-Profit Corporation,Full Reporter,"53,661",62,MB,DO,40,"183,558",,"29,359",,"3,940",,"27,512",,0,,"244,369",,91.00,,14.00,,2.00,,13.00,,0.00,,120.00,,"$4,700,966",,"$699,848",,"$120,546",,"$688,691",,"$6,210,051",,$25.61,,$23.84,,$0.66,,$25.03,,$25.41,,No,,,,,
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502",62,DR,DO,29,"59,200",,"1,903",,"1,189",,"12,147",,0,,"74,439",,37.00,,1.00,,1.00,,8.00,,0.00,,47.00,,"$956,407",,"$31,051",,"$20,701",,"$252,666",,"$1,260,825",,$16.16,,$16.32,,$0.35,,$20.80,,$16.94,,No,,,,,
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502",62,MB,DO,26,"92,288",,"16,143",,"8,754",,"19,803",,0,,"136,988",,54.00,,8.00,,6.00,,15.00,,0.00,,83.00,,"$2,939,959",,"$440,156",,"$293,438",,"$573,401",,"$4,246,954",,$31.86,,$27.27,,$3.18,,$28.96,,$31.00,,No,,,,,
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,"280,051",62,DR,DO,9,"18,567",,0,,306,,"3,011",,0,,"21,884",,12.00,,0.00,,0.20,,1.60,,0.00,,13.80,,"$248,478",,$0,,"$6,981",,"$84,796",,"$340,255",,$13.38,,,,$0.38,,$28.16,,$15.55,,No,,,,,
Greater Lafayette Public Transportation Corporation,Lafayette,IN,5051,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,"147,725",61,MB,DO,56,"180,759",,"27,837",,0,,"14,319",,850,,"223,765",,114.00,,15.05,,0.00,,8.47,,0.94,,138.46,,"$3,803,547",,"$572,152",,$0,,"$610,242",,"$4,985,941",,$21.04,,$20.55,,$0.00,,$42.62,,$22.28,,No,,,,,
Lakeland Area Mass Transit District,Lakeland,FL,4031,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,"262,596",61,DR,DO,31,"69,592",,"17,977",,"4,261",,"37,667",,0,,"129,497",,36.00,,10.00,,3.00,,21.00,,0.00,,70.00,,"$1,547,379",,"$262,864",,"$75,065",,"$627,057",,"$2,512,365",,$22.24,,$14.62,,$1.08,,$16.65,,$19.40,,No,,,,,
Lakeland Area Mass Transit District,Lakeland,FL,4031,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,"262,596",61,MB,DO,30,"112,466",,"21,851",,"7,886",,"60,872",,0,,"203,075",,63.00,,15.00,,5.00,,36.00,,0.00,,119.00,,"$2,322,987",,"$428,882",,"$122,474",,"$1,023,094",,"$3,897,437",,$20.66,,$19.63,,$1.09,,$16.81,,$19.19,,No,,,,,
Greater Lafayette Public Transportation Corporation,Lafayette,IN,5051,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,"147,725",61,DR,DO,5,"13,037",,"1,756",,0,,903,,54,,"15,750",,6.00,,0.95,,0.00,,0.53,,0.06,,7.54,,"$283,579",,"$36,101",,$0,,"$38,504",,"$358,184",,$21.75,,$20.56,,$0.00,,$42.64,,$22.74,,No,,,,,
Springfield Mass Transit District,Springfield,IL,5059,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,"161,316",60,MB,DO,48,"163,482",,"38,382",,0,,"15,520",,0,,"217,384",,85.00,,20.10,,0.00,,9.60,,0.00,,114.70,,"$3,906,308",,"$957,522",,$0,,"$439,995",,"$5,303,825",,$23.89,,$24.95,,$0.00,,$28.35,,$24.40,,No,,,,,
Valley Regional Transit,Meridian,ID,0011,00011,Independent Public Agency or Authority of Transit Service,Full Reporter,"349,684",60,MB,DO,40,"131,839",,"38,324",,0,,"11,919",,0,,"182,082",,78.03,,20.79,,0.00,,6.71,,0.00,,105.53,,"$2,792,233",,"$836,741",,$0,,"$250,793",,"$3,879,767",,$21.18,,$21.83,,$0.00,,$21.04,,$21.31,,No,,,,,
Valley Regional Transit,Meridian,ID,0011,00011,Independent Public Agency or Authority of Transit Service,Full Reporter,"349,684",60,DR,DO,20,"40,010",,"3,784",,0,,"1,645",,0,,"45,439",,18.67,,2.12,,0.00,,1.00,,0.00,,21.79,,"$655,354",,"$92,372",,$0,,"$45,888",,"$793,614",,$16.38,,$24.41,,$0.00,,$27.90,,$17.47,,No,,,,,
Springfield Mass Transit District,Springfield,IL,5059,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,"161,316",60,DR,DO,12,"46,645",,"1,811",,0,,"2,520",,0,,"50,976",,27.00,,0.90,,0.00,,1.40,,0.00,,29.30,,"$735,614",,"$43,406",,$0,,"$66,084",,"$845,104",,$15.77,,$23.97,,$0.00,,$26.22,,$16.58,,No,,,,,
"Lakeland Bus Lines, Inc.",Dover,NJ,2163,20163,Private-For-Profit Corporation,Full Reporter,"18,351,295",59,CB,DO,59,"159,358",,"52,863",,"27,551",,"36,345",,0,,"276,117",,90.00,,29.00,,26.00,,28.00,,0.00,,173.00,,"$5,318,096",,"$2,002,049",,"$295,156",,"$1,764,740",,"$9,380,041",,$33.37,,$37.87,,$1.85,,$48.56,,$33.97,,No,,,,,
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467",59,DR,DO,36,"109,465",,"2,345",,"2,167",,"12,345",,0,,"126,322",,92.00,,1.00,,1.00,,6.00,,0.00,,100.00,,"$1,331,919",,"$45,008",,"$15,185",,"$170,109",,"$1,562,221",,$12.17,,$19.19,,$0.14,,$13.78,,$12.37,,No,,,,,
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467",59,VP,DO,18,0,,260,,235,,965,,0,,"1,460",,0.00,,0.15,,0.15,,0.50,,0.00,,0.80,,$0,,"$3,900",,"$3,350",,"$28,153",,"$35,403",,,,$15.00,,,,$29.17,,$24.25,,No,,,,,
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467",59,MB,DO,5,"9,822",,81,,223,,"4,300",,0,,"14,426",,6.00,,0.04,,0.11,,5.00,,0.00,,11.15,,"$118,139",,"$1,040",,"$3,414",,"$48,334",,"$170,927",,$12.03,,$12.84,,$0.35,,$11.24,,$11.85,,No,,,,,
Everett Transit,Everett,WA,0005,00005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,059,393",58,MB,DO,34,"134,544",,"15,357",,"8,104",,"28,818",,0,,"186,823",,76.30,,7.50,,6.60,,13.40,,0.00,,103.80,,"$4,112,853",,"$477,549",,"$209,585",,"$1,032,857",,"$5,832,844",,$30.57,,$31.10,,$1.56,,$35.84,,$31.22,,No,,,,,
Everett Transit,Everett,WA,0005,00005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,059,393",58,DR,DO,24,"74,957",,"9,098",,"4,206",,"16,338",,0,,"104,599",,39.70,,4.50,,3.50,,8.40,,0.00,,56.10,,"$1,951,685",,"$282,690",,"$107,165",,"$574,423",,"$2,915,963",,$26.04,,$31.07,,$1.43,,$35.16,,$27.88,,No,,,,,
DeCamp Bus Lines,Montclair,NJ,2161,20161,Private-For-Profit Corporation,Full Reporter,"18,351,295",57,CB,DO,57,"207,716",,"63,611",,0,,"43,279",,0,,"314,606",,104.00,,32.00,,0.00,,22.00,,0.00,,158.00,,"$4,953,507",,"$1,276,876",,$0,,"$677,069",,"$6,907,452",,$23.85,,$20.07,,$0.00,,$15.64,,$21.96,,No,,,,,
Duluth Transit Authority,Duluth,MN,5025,50025,Independent Public Agency or Authority of Transit Service,Full Reporter,"120,378",57,MB,DO,50,"183,261",,"25,368",,"19,781",,"31,160",,0,,"259,570",,107.00,,14.00,,11.00,,19.00,,0.00,,151.00,,"$4,138,729",,"$507,372",,"$384,195",,"$744,495",,"$5,774,791",,$22.58,,$20.00,,$2.10,,$23.89,,$22.25,,No,,,,,
"Senior Citizens United Community Services of Camden County, Inc.",Audubon,NJ,2204,20204,Private-Non-Profit Corporation,Full Reporter,"5,441,567",56,DR,DO,56,"93,942",,"4,237",,0,,"19,826",,0,,"118,005",,80.00,,2.00,,0.00,,17.00,,0.00,,99.00,,"$1,549,780",,"$102,407",,$0,,"$267,415",,"$1,919,602",,$16.50,,$24.17,,$0.00,,$13.49,,$16.27,,No,,,,,
Kanawha Valley Regional Transportation Authority,Charleston,WV,3001,30001,Independent Public Agency or Authority of Transit Service,Full Reporter,"153,199",54,MB,DO,42,"174,334",,"47,632",,"3,652",,"21,157",,0,,"246,775",,93.00,,24.00,,1.84,,10.20,,0.00,,129.04,,"$3,590,103",,"$992,648",,"$67,564",,"$458,975",,"$5,109,290",,$20.59,,$20.84,,$0.39,,$21.69,,$20.70,,No,,,,,
Broome County Department of Public Transportation,Vestal,NY,2003,20003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"158,084",54,MB,DO,38,"113,181",,"22,709",,"4,964",,"5,193",,0,,"146,047",,61.00,,14.00,,4.00,,3.00,,0.00,,82.00,,"$2,820,430",,"$706,774",,"$92,258",,"$112,995",,"$3,732,457",,$24.92,,$31.12,,$0.82,,$21.76,,$25.56,,No,,,,,
Shreveport Area Transit System,Shreveport,LA,6024,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"298,317",54,MB,DO,36,"205,621",,"32,977",,"23,131",,"13,468",,0,,"275,197",,94.05,,15.30,,10.20,,6.80,,0.00,,126.35,,"$3,673,594",,"$730,408",,"$431,696",,"$271,673",,"$5,107,371",,$17.87,,$22.15,,$2.10,,$20.17,,$18.56,,No,,,,,
"Laredo Transit Management, Inc.",Laredo,TX,6009,60009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"235,730",54,MB,DO,36,"193,912",,"48,202",,"18,590",,"12,398",,0,,"273,102",,103.00,,28.00,,12.00,,8.00,,0.00,,151.00,,"$4,001,413",,"$1,035,862",,"$264,518",,"$228,958",,"$5,530,751",,$20.64,,$21.49,,$1.36,,$18.47,,$20.25,,No,,,,,
Transfort,Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465",54,MB,DO,36,"166,641",,0,,0,,"25,386",,0,,"192,027",,100.45,,0.00,,0.00,,16.62,,0.00,,117.07,,"$4,219,684",,$0,,$0,,"$774,393",,"$4,994,077",,$25.32,,,,$0.00,,$30.50,,$26.01,,No,,,,,
Cambria County Transit Authority,Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,"69,014",54,MB,DO,32,"113,121",,"28,725",,"16,103",,"25,968",,0,,"183,917",,67.56,,14.14,,10.43,,12.19,,0.00,,104.32,,"$2,347,968",,"$565,700",,"$164,134",,"$370,268",,"$3,448,070",,$20.76,,$19.69,,$1.45,,$14.26,,$18.75,,No,,,,,
Cambria County Transit Authority,Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,"69,014",54,DR,DO,20,"28,379",,"5,216",,737,,"3,587",,0,,"37,919",,19.44,,2.86,,0.57,,1.81,,0.00,,24.68,,"$627,182",,"$112,079",,"$8,338",,"$99,382",,"$846,981",,$22.10,,$21.49,,$0.29,,$27.71,,$22.34,,No,,,,,
"Laredo Transit Management, Inc.",Laredo,TX,6009,60009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"235,730",54,DR,DO,18,"42,129",,"6,589",,"4,641",,"3,100",,0,,"56,459",,22.00,,4.00,,3.00,,1.70,,0.00,,30.70,,"$843,353",,"$167,624",,"$66,129",,"$57,239",,"$1,134,345",,$20.02,,$25.44,,$1.57,,$18.46,,$20.09,,No,,,,,
Shreveport Area Transit System,Shreveport,LA,6024,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"298,317",54,DR,DO,18,"43,670",,"5,645",,"4,970",,"7,130",,0,,"61,415",,20.95,,2.70,,2.20,,3.80,,0.00,,29.65,,"$564,553",,"$101,518",,"$68,072",,"$71,531",,"$805,674",,$12.93,,$17.98,,$1.56,,$10.03,,$13.12,,No,,,,,
Kanawha Valley Regional Transportation Authority,Charleston,WV,3001,30001,Independent Public Agency or Authority of Transit Service,Full Reporter,"153,199",54,DR,DO,12,"28,316",,"4,142",,317,,"1,692",,0,,"34,467",,12.00,,2.00,,0.16,,0.80,,0.00,,14.96,,"$312,183",,"$86,317",,"$5,875",,"$39,911",,"$444,286",,$11.03,,$20.84,,$0.21,,$23.59,,$12.89,,No,,,,,
Broome County Department of Public Transportation,Vestal,NY,2003,20003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"158,084",54,DR,DO,6,"17,846",,"4,108",,"1,239",,"4,464",,0,,"27,657",,11.20,,2.50,,0.85,,2.80,,0.00,,17.35,,"$421,531",,"$134,624",,"$17,382",,"$98,252",,"$671,789",,$23.62,,$32.77,,$0.97,,$22.01,,$24.29,,No,,,,,
Transfort,Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"264,465",54,RB,DO,6,"44,056",,0,,0,,"6,711",,0,,"50,767",,26.60,,0.00,,0.00,,4.38,,0.00,,30.98,,"$1,115,610",,$0,,$0,,"$204,736",,"$1,320,346",,$25.32,,,,$0.00,,$30.51,,$26.01,,No,,,,,
Cambria County Transit Authority,Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,"69,014",54,IP,DO,2,"3,372",,666,,999,,"12,346",,0,,"17,383",,5.00,,0.40,,0.60,,17.00,,0.00,,23.00,,"$79,489",,"$13,400",,"$20,100",,"$189,076",,"$302,065",,$23.57,,$20.12,,$5.96,,$15.31,,$17.38,,No,,,,,
Greater Roanoke Transit Company,Roanoke,VA,3007,30007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"210,111",53,MB,DO,35,"147,355",,"24,183",,"8,911",,"24,043",,0,,"204,492",,78.00,,13.00,,4.00,,14.00,,0.00,,109.00,,"$2,440,360",,"$440,131",,"$86,254",,"$357,891",,"$3,324,636",,$16.56,,$18.20,,$0.59,,$14.89,,$16.26,,No,,,,,
Greater Roanoke Transit Company,Roanoke,VA,3007,30007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"210,111",53,CB,DO,1,"4,319",,"2,008",,290,,"1,092",,0,,"7,709",,3.00,,1.00,,0.50,,1.00,,0.00,,5.50,,"$93,958",,"$31,095",,"$3,845",,"$11,515",,"$140,413",,$21.75,,$15.49,,$0.89,,$10.54,,$18.21,,No,,,,,
Douglas County Rideshare,Douglasville,GA,4082,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419",52,VP,DO,49,"2,000",,"1,832",,0,,"6,772",,0,,"10,604",,1.00,,1.00,,0.00,,5.00,,0.00,,7.00,,"$35,000",,"$31,456",,$0,,"$166,310",,"$232,766",,$17.50,,$17.17,,$0.00,,$24.56,,$21.95,,No,,,,,
Bay Metropolitan Transit Authority,Bay City,MI,5029,50029,Independent Public Agency or Authority of Transit Service,Full Reporter,"70,585",52,MB,DO,38,"82,243",,"15,807",,"3,900",,"15,211",,0,,"117,161",,46.00,,9.00,,2.00,,8.00,,0.00,,65.00,,"$1,415,994",,"$331,002",,"$78,460",,"$370,682",,"$2,196,138",,$17.22,,$20.94,,$0.95,,$24.37,,$18.74,,No,,,,,
