Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?,,,,,1
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",88,CB,DO,2,"1,625",,0,,0,,429,,0,,"2,054",,1,,0,,0,,0.25,,0,,1.25,,"$41,701 ",,$0 ,,$0 ,,"$2,200 ",,"$43,901 ",,$25.66 ,,,,,,$5.13 ,,$21.37 ,,No,,,,,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318",88,MB,DO,2,"3,320",,0,,0,,468,,0,,"3,788",,2.5,,0,,0,,0.3,,0,,2.8,,"$45,297 ",,$0 ,,$0 ,,"$17,752 ",,"$63,049 ",,$13.64 ,,,,,,$37.93 ,,$16.64 ,,No,,,,,
Laketran,Grand River,OH,5117,50117,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,780,673",87,DR,DO,64,"169,821",,"13,608",,"3,775",,"20,698",,0,,"207,902",,119,,7,,2,,12,,0,,140,,"$2,969,579 ",,"$405,480 ",,"$41,293 ",,"$397,292 ",,"$3,813,644 ",,$17.49 ,,$29.80 ,,$10.94 ,,$19.19 ,,$18.34 ,,No,,,,,
Laketran,Grand River,OH,5117,50117,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,780,673",87,CB,DO,13,"29,253",,"4,566",,620,,"3,842",,0,,"38,281",,18,,3,,0.5,,2,,0,,23.5,,"$470,823 ",,"$38,006 ",,"$4,667 ",,"$34,229 ",,"$547,725 ",,$16.09 ,,$8.32 ,,$7.53 ,,$8.91 ,,$14.31 ,,No,,,,,
Laketran,Grand River,OH,5117,50117,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,780,673",87,MB,DO,10,"45,255",,"3,920",,580,,"5,689",,0,,"55,444",,26,,2.5,,0.5,,8,,0,,37,,"$1,328,000 ",,"$120,713 ",,"$13,434 ",,"$84,906 ",,"$1,547,053 ",,$29.34 ,,$30.79 ,,$23.16 ,,$14.92 ,,$27.90 ,,No,,,,,
Skagit Transit,Burlington,WA,44,44,Independent Public Agency or Authority of Transit Service,Full Reporter,"62,966",86,VP,DO,50,0,,"1,992",,750,,"1,997",,0,,"4,739",,0,,1.04,,0.42,,1.13,,0,,2.59,,$0 ,,"$52,962 ",,"$18,524 ",,"$50,740 ",,"$122,226 ",,,,$26.59 ,,$24.70 ,,$25.41 ,,$25.79 ,,No,,,,,
Skagit Transit,Burlington,WA,44,44,Independent Public Agency or Authority of Transit Service,Full Reporter,"62,966",86,DR,DO,16,"53,603",,"6,314",,"2,994",,"10,914",,0,,"73,825",,30.63,,3.96,,1.68,,6.35,,0,,42.62,,"$1,084,330 ",,"$140,563 ",,"$64,236 ",,"$301,023 ",,"$1,590,152 ",,$20.23 ,,$22.26 ,,$21.45 ,,$27.58 ,,$21.54 ,,No,,,,,
Skagit Transit,Burlington,WA,44,44,Independent Public Agency or Authority of Transit Service,Full Reporter,"62,966",86,MB,DO,15,"72,437",,"12,581",,"3,953",,"13,154",,0,,"102,125",,43.93,,7.48,,2.24,,7.55,,0,,61.2,,"$1,718,237 ",,"$341,130 ",,"$112,881 ",,"$439,477 ",,"$2,611,725 ",,$23.72 ,,$27.11 ,,$28.56 ,,$33.41 ,,$25.57 ,,No,,,,,
Skagit Transit,Burlington,WA,44,44,Independent Public Agency or Authority of Transit Service,Full Reporter,"62,966",86,CB,DO,5,"17,251",,"3,269",,999,,"3,296",,0,,"24,815",,10.29,,1.94,,0.57,,1.89,,0,,14.69,,"$396,355 ",,"$83,806 ",,"$26,518 ",,"$99,755 ",,"$606,434 ",,$22.98 ,,$25.64 ,,$26.54 ,,$30.27 ,,$24.44 ,,No,,,,,
Greater Peoria Mass Transit District,Peoria,IL,5056,50056,Independent Public Agency or Authority of Transit Service,Full Reporter,"266,921",85,MB,DO,48,"211,120",,"61,272",,"6,191",,"35,727",,0,,"314,310",,137,,37,,3,,18,,0,,195,,"$5,414,642 ",,"$1,805,388 ",,"$111,094 ",,"$771,375 ",,"$8,102,499 ",,$25.65 ,,$29.47 ,,$17.94 ,,$21.59 ,,$25.78 ,,No,,,,,
City of Appleton - Valley Transit,Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"216,154",85,MB,DO,21,"78,472",,"11,291",,0,,"13,509",,0,,"103,272",,43,,8,,0,,7,,0,,58,,"$1,897,386 ",,"$272,348 ",,$0 ,,"$209,467 ",,"$2,379,201 ",,$24.18 ,,$24.12 ,,,,$15.51 ,,$23.04 ,,No,,,,,
City of Tallahassee,Tallahassee,FL,4036,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"240,223",84,MB,DO,65,"282,985",,"46,110",,"14,859",,"16,680",,0,,"360,634",,161,,22,,8.5,,8.4,,0,,199.9,,"$4,675,405 ",,"$1,060,299 ",,"$194,393 ",,"$662,730 ",,"$6,592,827 ",,$16.52 ,,$22.99 ,,$13.08 ,,$39.73 ,,$18.28 ,,No,,,,,
SunLine Transit Agency,Thousand Palms,CA,9079,90079,Independent Public Agency or Authority of Transit Service,Full Reporter,"345,580",84,MB,DO,54,"291,622",,"42,943",,"5,994",,"100,347",,0,,"440,906",,158.4,,22.5,,3.35,,58.29,,0,,242.54,,"$6,030,562 ",,"$1,023,321 ",,"$134,725 ",,"$2,514,308 ",,"$9,702,916 ",,$20.68 ,,$23.83 ,,$22.48 ,,$25.06 ,,$22.01 ,,No,,,,,
Torrance Transit System,Torrance,CA,9010,90010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",84,MB,DO,48,"270,847",,"50,064",,0,,"20,715",,0,,"341,626",,130.21,,24.07,,0,,9.96,,0,,164.24,,"$8,057,370 ",,"$1,718,063 ",,$0 ,,"$1,045,958 ",,"$10,821,391 ",,$29.75 ,,$34.32 ,,,,$50.49 ,,$31.68 ,,No,,,,,
SunLine Transit Agency,Thousand Palms,CA,9079,90079,Independent Public Agency or Authority of Transit Service,Full Reporter,"345,580",84,DR,DO,30,"119,399",,"14,314",,"2,952",,"4,904",,0,,"141,569",,55.6,,7.5,,1.65,,3.01,,0,,67.76,,"$2,072,616 ",,"$341,107 ",,"$66,357 ",,"$127,902 ",,"$2,607,982 ",,$17.36 ,,$23.83 ,,$22.48 ,,$26.08 ,,$18.42 ,,No,,,,,
City of Tallahassee,Tallahassee,FL,4036,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"240,223",84,DR,DO,19,"44,392",,"4,358",,"3,056",,"4,372",,0,,"56,178",,29,,2.2,,1.8,,3,,0,,36,,"$802,427 ",,"$124,012 ",,"$64,581 ",,"$84,830 ",,"$1,075,850 ",,$18.08 ,,$28.46 ,,$21.13 ,,$19.40 ,,$19.15 ,,No,,,,,
Kentuckiana Regional Planning and Development Agency,Louisville,KY,4196,40196,"MPO, COG or Other Planning Agency",Full Reporter,"972,546",81,VP,DO,81,0,,0,,0,,"8,899",,0,,"8,899",,0,,0,,0,,6,,0,,6,,$0 ,,$0 ,,$0 ,,"$237,629 ",,"$237,629 ",,,,,,,,$26.70 ,,$26.70 ,,No,,,,,
Ames Transit Agency dba CyRide,Ames,IA,7041,70041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"60,438",81,MB,DO,74,"194,932",,"23,665",,"1,723",,"15,571",,0,,"235,891",,169,,16.5,,1.5,,8.9,,0,,195.9,,"$3,653,295 ",,"$516,748 ",,"$21,578 ",,"$635,619 ",,"$4,827,240 ",,$18.74 ,,$21.84 ,,$12.52 ,,$40.82 ,,$20.46 ,,No,,,,,
Golden Empire Transit District,Bakersfield,CA,9004,90004,Independent Public Agency or Authority of Transit Service,Full Reporter,"523,994",81,MB,DO,65,"345,166",,"78,827",,"9,206",,"56,390",,0,,"489,589",,198.45,,44,,5,,32.4,,0,,279.85,,"$6,763,802 ",,"$1,901,897 ",,"$220,054 ",,"$1,679,306 ",,"$10,565,059 ",,$19.60 ,,$24.13 ,,$23.90 ,,$29.78 ,,$21.58 ,,No,,,,,
Golden Empire Transit District,Bakersfield,CA,9004,90004,Independent Public Agency or Authority of Transit Service,Full Reporter,"523,994",81,DR,DO,16,"49,116",,"1,916",,0,,"2,714",,0,,"53,746",,27.15,,1,,0,,1,,0,,29.15,,"$855,402 ",,"$32,390 ",,$0 ,,"$61,514 ",,"$949,306 ",,$17.42 ,,$16.91 ,,,,$22.67 ,,$17.66 ,,No,,,,,
Ames Transit Agency dba CyRide,Ames,IA,7041,70041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"60,438",81,DR,DO,3,"4,024",,0,,16,,386,,0,,"4,426",,3.5,,0,,0,,0.3,,0,,3.8,,"$95,924 ",,$0 ,,$229 ,,"$13,426 ",,"$109,579 ",,$23.84 ,,,,$14.31 ,,$34.78 ,,$24.76 ,,No,,,,,
Knoxville Area Transit,Knoxville,TN,4002,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"558,696",80,MB,DO,62,"297,089",,"82,836",,"1,804",,"27,408",,0,,"409,137",,170,,45.6,,0.9,,13.8,,0,,230.3,,"$5,428,002 ",,"$1,604,210 ",,"$29,094 ",,"$650,061 ",,"$7,711,367 ",,$18.27 ,,$19.37 ,,$16.13 ,,$23.72 ,,$18.85 ,,No,,,,,
Knoxville Area Transit,Knoxville,TN,4002,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"558,696",80,DR,DO,18,"43,099",,"7,547",,200,,"2,315",,0,,"53,161",,24.7,,4.6,,0.1,,1.3,,0,,30.7,,"$840,252 ",,"$139,497 ",,"$2,869 ",,"$52,951 ",,"$1,035,569 ",,$19.50 ,,$18.48 ,,$14.35 ,,$22.87 ,,$19.48 ,,No,,,,,
"Hampton Jitney, Inc.",Southampton,NY,2217,20217,Private-For-Profit Corporation,Full Reporter,"18,351,295",79,CB,DO,79,"351,331",,"32,676",,"4,994",,"28,386",,0,,"417,387",,326.5,,21.3,,2.3,,16.1,,0,,366.2,,"$6,174,693 ",,"$810,504 ",,"$83,102 ",,"$1,614,535 ",,"$8,682,834 ",,$17.58 ,,$24.80 ,,$16.64 ,,$56.88 ,,$20.80 ,,No,,,,,
"Rockland Coaches, Inc.",Westwood,NJ,2149,20149,Private-For-Profit Corporation,Full Reporter,"18,351,295",78,CB,DO,78,"287,346",,"45,554",,0,,"3,927",,0,,"336,827",,135,,22,,0,,3,,0,,160,,"$6,123,965 ",,"$1,126,409 ",,$0 ,,"$90,919 ",,"$7,341,293 ",,$21.31 ,,$24.73 ,,,,$23.15 ,,$21.80 ,,No,,,,,
Port Authority Transit Corporation,Lindenwold,NJ,2075,20075,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,441,567",78,HR,DO,78,"163,762",,"104,195",,"189,365",,"64,333",,"58,491",,"580,146",,88,,66,,100,,39,,15,,308,,"$4,860,591 ",,"$3,162,595 ",,"$5,543,610 ",,"$1,756,169 ",,"$15,322,965 ",,$29.68 ,,$30.35 ,,$29.27 ,,$27.30 ,,$26.41 ,,No,,,,,
Capital Area Transit System,Baton Rouge,LA,6022,60022,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,309",77,MB,DO,59,"370,620",,"84,484",,"25,622",,"87,437",,0,,"568,163",,141,,64,,11,,58,,0,,274,,"$7,330,889 ",,"$2,037,544 ",,"$325,254 ",,"$1,280,908 ",,"$10,974,595 ",,$19.78 ,,$24.12 ,,$12.69 ,,$14.65 ,,$19.32 ,,No,,,,,
Central Oklahoma Transportation and Parking Authority,Oklahoma City,OK,6017,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"861,505",77,MB,DO,48,"262,977",,"70,586",,"28,787",,"46,950",,0,,"409,300",,124.2,,37,,12.4,,32.87,,0,,206.47,,"$4,732,532 ",,"$1,459,626 ",,"$520,793 ",,"$2,142,266 ",,"$8,855,217 ",,$18.00 ,,$20.68 ,,$18.09 ,,$45.63 ,,$21.64 ,,No,,,,,
Luzerne County Transportation Authority,Kingston,PA,3015,30015,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502",77,DR,DO,45,"82,199",,"3,686",,364,,"8,476",,0,,"94,725",,53,,2,,0.25,,5,,0,,60.25,,"$1,112,704 ",,"$99,005 ",,"$5,816 ",,"$123,413 ",,"$1,340,938 ",,$13.54 ,,$26.86 ,,$15.98 ,,$14.56 ,,$14.16 ,,No,,,,,
Luzerne County Transportation Authority,Kingston,PA,3015,30015,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502",77,MB,DO,32,"106,801",,"28,775",,"1,560",,"22,126",,0,,"159,262",,64.73,,19.57,,1.52,,13.93,,0,,99.75,,"$2,426,359 ",,"$748,017 ",,"$14,099 ",,"$494,403 ",,"$3,682,878 ",,$22.72 ,,$26.00 ,,$9.04 ,,$22.34 ,,$23.12 ,,No,,,,,
Central Oklahoma Transportation and Parking Authority,Oklahoma City,OK,6017,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"861,505",77,DR,DO,17,"44,690",,"17,440",,"3,820",,"2,189",,0,,"68,139",,20.45,,9.2,,1.7,,1.44,,0,,32.79,,"$728,461 ",,"$363,910 ",,"$72,029 ",,"$74,687 ",,"$1,239,087 ",,$16.30 ,,$20.87 ,,$18.86 ,,$34.12 ,,$18.18 ,,No,,,,,
Chatham Area Transit Authority,Savannah,GA,4025,40025,Independent Public Agency or Authority of Transit Service,Full Reporter,"260,677",76,MB,DO,52,"244,011",,"26,756",,"26,800",,"77,127",,0,,"374,694",,128,,14,,17,,44,,0,,203,,"$5,043,439 ",,"$657,247 ",,"$296,300 ",,"$2,610,243 ",,"$8,607,229 ",,$20.67 ,,$24.56 ,,$11.06 ,,$33.84 ,,$22.97 ,,No,,,,,
Chatham Area Transit Authority,Savannah,GA,4025,40025,Independent Public Agency or Authority of Transit Service,Full Reporter,"260,677",76,DR,DO,20,"71,516",,"3,986",,"3,975",,"7,920",,0,,"87,397",,38,,2,,2,,4,,0,,46,,"$771,556 ",,"$106,319 ",,"$48,946 ",,"$157,259 ",,"$1,084,080 ",,$10.79 ,,$26.67 ,,$12.31 ,,$19.86 ,,$12.40 ,,No,,,,,
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948",76,MB,DO,17,"86,394",,"14,477",,"2,950",,"23,980",,0,,"127,801",,50,,9.88,,1.52,,13.88,,0,,75.28,,"$1,176,550 ",,"$251,304 ",,"$40,606 ",,"$458,304 ",,"$1,926,764 ",,$13.62 ,,$17.36 ,,$13.76 ,,$19.11 ,,$15.08 ,,No,,,,,
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948",76,DR,DO,15,"28,513",,"4,572",,969,,"5,610",,0,,"39,664",,17,,3.12,,0.48,,3.12,,0,,23.72,,"$413,151 ",,"$80,676 ",,"$12,823 ",,"$123,951 ",,"$630,601 ",,$14.49 ,,$17.65 ,,$13.23 ,,$22.09 ,,$15.90 ,,No,,,,,
Chatham Area Transit Authority,Savannah,GA,4025,40025,Independent Public Agency or Authority of Transit Service,Full Reporter,"260,677",76,FB,DO,1,"11,063",,"3,916",,910,,"1,936",,0,,"17,825",,15,,2,,1,,1,,0,,19,,"$226,818 ",,"$88,027 ",,"$12,051 ",,"$76,087 ",,"$402,983 ",,$20.50 ,,$22.48 ,,$13.24 ,,$39.30 ,,$22.61 ,,No,,,,,
North Front Range Metropolitan Planning Organization,Fort Collins,CO,8106,80106,"MPO, COG or Other Planning Agency",Full Reporter,"264,465",75,VP,DO,75,0,,0,,0,,"6,576",,0,,"6,576",,0,,0,,0,,11,,0,,11,,$0 ,,$0 ,,$0 ,,"$224,046 ",,"$224,046 ",,,,,,,,$34.07 ,,$34.07 ,,No,,,,,
StarTran,Lincoln,NE,7001,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"258,719",75,MB,DO,56,"151,996",,"33,788",,0,,"18,191",,0,,"203,975",,76.6,,17.4,,0,,8.8,,0,,102.8,,"$3,158,686 ",,"$768,589 ",,$0 ,,"$524,681 ",,"$4,451,956 ",,$20.78 ,,$22.75 ,,,,$28.84 ,,$21.83 ,,No,,,,,
Lowell Regional Transit Authority,Lowell,MA,1005,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019",75,DR,DO,16,"26,374",,0,,0,,548,,0,,"26,922",,38.3,,0,,0,,0,,0,,38.3,,"$465,731 ",,$0 ,,$0 ,,"$19,212 ",,"$484,943 ",,$17.66 ,,,,,,$35.06 ,,$18.01 ,,No,,,,,
StarTran,Lincoln,NE,7001,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"258,719",75,DR,DO,9,"25,915",,"5,899",,0,,"3,220",,0,,"35,034",,13.1,,3,,0,,1.6,,0,,17.7,,"$509,994 ",,"$130,525 ",,$0 ,,"$62,453 ",,"$702,972 ",,$19.68 ,,$22.13 ,,,,$19.40 ,,$20.07 ,,No,,,,,
The Greater New Haven Transit District,Hamden,CT,1049,10049,Independent Public Agency or Authority of Transit Service,Full Reporter,"562,839",74,DR,DO,72,"242,648",,"13,429",,"4,258",,"36,608",,943,,"297,886",,190,,9,,2,,24,,8,,233,,"$4,005,229 ",,"$338,057 ",,"$69,355 ",,"$841,234 ",,"$5,253,875 ",,$16.51 ,,$25.17 ,,$16.29 ,,$22.98 ,,$17.64 ,,No,,,,,
Piedmont Authority for Regional Transportation,Greensboro,NC,4173,40173,Independent Public Agency or Authority of Transit Service,Full Reporter,"311,810",74,VP,DO,48,0,,0,,0,,"7,822",,0,,"7,822",,0,,0,,0,,5,,0,,5,,$0 ,,$0 ,,$0 ,,"$210,079 ",,"$210,079 ",,,,,,,,$26.86 ,,$26.86 ,,No,,,,,
Chittenden County Transportation Authority,Burlington,VT,1066,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,740",74,MB,DO,40,"133,005",,"25,860",,629,,"25,001",,"2,124",,"186,619",,65,,13.58,,0.33,,14.7,,1.2,,94.81,,"$2,888,047 ",,"$542,915 ",,"$12,958 ",,"$582,014 ",,"$4,025,934 ",,$21.71 ,,$20.99 ,,$20.60 ,,$23.28 ,,$21.57 ,,No,,,,,
Chittenden County Transportation Authority,Burlington,VT,1066,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,740",74,CB,DO,14,"26,700",,"12,436",,118,,"4,998",,402,,"44,654",,15,,7.08,,0.07,,3.3,,0.25,,25.7,,"$546,097 ",,"$251,449 ",,"$2,450 ",,"$110,052 ",,"$910,048 ",,$20.45 ,,$20.22 ,,$20.76 ,,$22.02 ,,$20.38 ,,No,,,,,
The Greater New Haven Transit District,Hamden,CT,1049,10049,Independent Public Agency or Authority of Transit Service,Full Reporter,"562,839",74,MB,DO,2,"1,872",,140,,29,,235,,0,,"2,276",,1,,1,,1,,1,,0,,4,,"$36,371 ",,"$3,676 ",,$725 ,,"$9,415 ",,"$50,187 ",,$19.43 ,,$26.26 ,,$25.00 ,,$40.06 ,,$22.05 ,,No,,,,,
Enterprise Rideshare,Atlanta,GA,4203,40203,Private-For-Profit Corporation,Full Reporter,"4,515,419",72,VP,DO,72,0,,0,,0,,"5,940",,0,,"5,940",,0,,0,,0,,3,,0,,3,,$0 ,,$0 ,,$0 ,,"$133,487 ",,"$133,487 ",,,,,,,,$22.47 ,,$22.47 ,,No,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388",72,MB,DO,49,"225,947",,"54,595",,0,,"26,821",,"1,832",,"309,195",,109.6,,27.1,,0,,16,,1,,153.7,,"$4,695,171 ",,"$1,237,117 ",,$0 ,,"$606,888 ",,"$6,539,176 ",,$20.78 ,,$22.66 ,,,,$22.63 ,,$21.15 ,,No,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388",72,DR,DO,20,"46,627",,"1,974",,0,,"5,617",,0,,"54,218",,24,,1,,0,,3,,0,,28,,"$829,962 ",,"$43,642 ",,$0 ,,"$109,812 ",,"$983,416 ",,$17.80 ,,$22.11 ,,,,$19.55 ,,$18.14 ,,No,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388",72,SR,DO,3,"18,629",,"3,193",,0,,"1,025",,0,,"22,847",,9.7,,1.9,,0,,0.7,,0,,12.3,,"$382,029 ",,"$76,085 ",,$0 ,,"$28,111 ",,"$486,225 ",,$20.51 ,,$23.83 ,,,,$27.43 ,,$21.28 ,,No,,,,,
Somerset County Transportation,Somerville,NJ,2209,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",71,DR,DO,61,"116,112",,0,,0,,"13,579",,0,,"129,691",,59,,0,,0,,6.9,,0,,65.9,,"$2,695,148 ",,$0 ,,$0 ,,"$512,419 ",,"$3,207,567 ",,$23.21 ,,,,,,$37.74 ,,$24.73 ,,No,,,,,
Chattanooga Area Regional Transportation Authority,Chattanooga,TN,4001,40001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"381,112",71,MB,DO,51,"180,240",,"40,663",,"6,856",,"43,093",,605,,"271,457",,92,,24.03,,4,,23.99,,0.3,,144.32,,"$4,155,137 ",,"$1,020,797 ",,"$136,747 ",,"$449,388 ",,"$5,762,069 ",,$23.05 ,,$25.10 ,,$19.95 ,,$10.43 ,,$21.23 ,,No,,,,,
Transport of Rockland,Pomona,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",71,DR,DO,19,"39,986",,0,,0,,"8,585",,0,,"48,571",,29,,0,,0,,13,,0,,42,,"$949,677 ",,$0 ,,$0 ,,"$389,118 ",,"$1,338,795 ",,$23.75 ,,,,,,$45.33 ,,$27.56 ,,No,,,,,
Chattanooga Area Regional Transportation Authority,Chattanooga,TN,4001,40001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"381,112",71,DR,DO,15,"43,075",,"5,026",,0,,"13,435",,605,,"62,141",,37,,2.97,,0,,7.7,,0.3,,47.97,,"$709,172 ",,"$98,311 ",,$0 ,,"$206,159 ",,"$1,013,642 ",,$16.46 ,,$19.56 ,,,,$15.34 ,,$16.31 ,,No,,,,,
Somerset County Transportation,Somerville,NJ,2209,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",71,MB,DO,10,"42,000",,0,,0,,"2,164",,0,,"44,164",,21,,0,,0,,1.1,,0,,22.1,,"$976,642 ",,$0 ,,$0 ,,"$70,229 ",,"$1,046,871 ",,$23.25 ,,,,,,$32.45 ,,$23.70 ,,No,,,,,
Chattanooga Area Regional Transportation Authority,Chattanooga,TN,4001,40001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"381,112",71,IP,DO,2,"14,488",,"3,217",,"1,813",,"5,723",,605,,"25,846",,6,,1,,1,,3.33,,0.3,,11.63,,"$364,108 ",,"$84,128 ",,"$23,167 ",,"$182,260 ",,"$653,663 ",,$25.13 ,,$26.15 ,,$12.78 ,,$31.85 ,,$25.29 ,,No,,,,,
Northern Indiana Commuter Transportation District,Chesterton,IN,5104,50104,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",70,CR,DO,70,"276,789",,"243,530",,"113,711",,"66,321",,"28,988",,"729,339",,129,,117,,58,,27,,14,,345,,"$6,161,226 ",,"$5,520,750 ",,"$1,485,221 ",,"$1,867,204 ",,"$15,034,401 ",,$22.26 ,,$22.67 ,,$13.06 ,,$28.15 ,,$20.61 ,,No,,,,,
Yakima Transit,Yakima,WA,6,6,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534",69,VP,DO,20,0,,0,,0,,"1,268",,0,,"1,268",,0,,0,,0,,0.73,,0,,0.73,,$0 ,,$0 ,,$0 ,,"$29,920 ",,"$29,920 ",,,,,,,,$23.60 ,,$23.60 ,,No,,,,,
Yakima Transit,Yakima,WA,6,6,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534",69,MB,DO,19,"78,599",,"8,730",,0,,"9,079",,0,,"96,408",,60,,11,,0,,5.27,,0,,76.27,,"$2,163,813 ",,"$157,537 ",,$0 ,,"$214,833 ",,"$2,536,183 ",,$27.53 ,,$18.05 ,,,,$23.66 ,,$26.31 ,,No,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",67,DR,DO,62,"220,011",,"9,068",,"1,422",,"16,594",,0,,"247,095",,105.7,,4.75,,0.91,,8.2,,0,,119.56,,"$1,791,474 ",,"$169,270 ",,"$19,890 ",,"$353,184 ",,"$2,333,818 ",,$8.14 ,,$18.67 ,,$13.99 ,,$21.28 ,,$9.45 ,,No,,,,,
Kalamazoo Metro Transit System,Kalamazoo,MI,5035,50035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"209,703",67,MB,DO,26,"133,562",,"36,701",,"1,760",,"8,314",,"1,638",,"181,975",,76.9,,19.8,,1,,5.3,,1.2,,104.2,,"$2,724,288 ",,"$770,262 ",,"$39,412 ",,"$138,140 ",,"$3,672,102 ",,$20.40 ,,$20.99 ,,$22.39 ,,$16.62 ,,$20.18 ,,No,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",67,CB,DO,4,"12,418",,382,,110,,"1,334",,0,,"14,244",,6.82,,0.2,,0.07,,0.66,,0,,7.75,,"$107,663 ",,"$6,447 ",,"$1,269 ",,"$15,093 ",,"$130,472 ",,$8.67 ,,$16.88 ,,$11.54 ,,$11.31 ,,$9.16 ,,No,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892",67,MB,DO,1,"4,171",,95,,28,,268,,0,,"4,562",,2.48,,0.05,,0.02,,0.14,,0,,2.69,,"$35,319 ",,"$1,752 ",,$317 ,,"$8,226 ",,"$45,614 ",,$8.47 ,,$18.44 ,,$11.32 ,,$30.69 ,,$10.00 ,,No,,,,,
