Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?
StarTran,Lincoln,NE,7001,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,258719,78,DR,DO,9,24309,,5274,,0,,4363,,0,,33946,,13.9,,3,,0,,2.5,,0,,19.4,,533043,,137222,,0,,57024,,727289,,21.9278,,26.0186,,0,,13.0699,,21.4249,,No
Port Authority Transit Corporation,Lindenwold,NJ,2075,20075,Independent Public Agency or Authority of Transit Service,Full Reporter,5441567,78,HR,DO,78,293494,,109418,,208600,,64446,,25062,,701020,,137,,65,,101,,39,,15,,357,,8068021,,3390356,,6813689,,1767047,,20039113,,27.4896,,30.9854,,23.2158,,27.419,,28.5857,,No
StarTran,Lincoln,NE,7001,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,258719,78,MB,DO,56,160478,,30854,,0,,26932,,0,,218264,,91.6,,18,,0,,15,,0,,124.6,,3711878,,779885,,0,,543314,,5035077,,23.1301,,25.2766,,0,,20.1735,,23.0687,,No
Kentuckiana Regional Planning and Development Agency,Louisville,KY,4196,40196,"MPO, COG or Other Planning Agency",Full Reporter,972546,77,VP,DO,77,790,,0,,0,,7903,,0,,8693,,0.5,,0,,0,,5,,0,,5.5,,18170,,0,,0,,222002,,240172,,23,,,,0,,28.0909,,27.6282,,No
City of Appleton - Valley Transit,Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,216154,76,MB,DO,21,82153,,11272,,0,,14984,,0,,108409,,49,,8,,0,,7,,0,,64,,1884689,,303223,,0,,176042,,2363954,,22.9412,,26.9006,,0,,11.7487,,21.8059,,No
Knoxville Area Transit,Knoxville,TN,4002,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,558696,75,MB,DO,55,330059,,86224,,1900,,31790,,0,,449973,,163.8,,47,,1,,16.6,,0,,228.4,,5641585,,1725416,,34508,,700454,,8101963,,17.0927,,20.0109,,0.1046,,22.0338,,18.0054,,No
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,171345,75,DR,DO,48,47158,,10348,,1290,,12789,,0,,71585,,32,,5,,1,,6,,0,,44,,536457,,129695,,26136,,393512,,1085800,,11.3757,,12.5333,,0.5542,,30.7696,,15.168,,No
Chittenden County Transportation Authority,Burlington,VT,1066,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,108740,75,MB,DO,40,138424,,27717,,591,,25778,,1237,,193747,,69.87,,14.9,,0.33,,14.9,,0.7,,100.7,,3381840,,602301,,14533,,588463,,4587137,,24.431,,21.7304,,0.105,,22.8281,,23.6759,,No
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,171345,75,MB,DO,27,81711,,20087,,1252,,24826,,0,,127876,,37,,11,,1,,13,,0,,62,,1041358,,279761,,22734,,763876,,2107729,,12.7444,,13.9275,,0.2782,,30.7692,,16.4826,,No
Knoxville Area Transit,Knoxville,TN,4002,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,558696,75,DR,DO,20,59146,,7498,,200,,2604,,0,,69448,,29,,4.1,,0.1,,1.4,,0,,34.6,,1297981,,150036,,3062,,60909,,1511988,,21.9454,,20.0101,,0.0518,,23.3906,,21.7715,,No
Chittenden County Transportation Authority,Burlington,VT,1066,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,108740,75,CB,DO,14,32460,,14081,,115,,5358,,256,,52270,,17.55,,7.42,,0.07,,3.1,,0.15,,28.29,,700629,,302050,,3011,,121914,,1127604,,21.5844,,21.4509,,0.0928,,22.7536,,21.5727,,No
"Audubon Area Community Services, Inc.",Owensboro,KY,4R04-020,41105,Private-Non-Profit Corporation,Full Reporter,70543,74,DR,DO,74,206005,,9968,,4285,,15623,,0,,235881,,104,,5,,3,,8,,0,,120,,1963026,,150311,,38500,,335235,,2487072,,9.529,,15.0794,,0.1869,,21.4578,,10.5438,,No
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5121892,74,DR,DO,66,112690,,4494,,0,,14995,,0,,132179,,77.8,,2.4,,0,,8.1,,0,,88.3,,1851671,,98804,,0,,484998,,2435473,,16.4315,,21.9858,,0,,32.344,,18.4256,,No
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5121892,74,CB,DO,6,22260,,888,,0,,2962,,0,,26110,,15.36,,0.5,,0,,1.6,,0,,17.46,,365762,,19517,,0,,95802,,481081,,16.4314,,21.9786,,0,,32.3437,,18.4252,,No
Capital Area Transit System,Baton Rouge,LA,6022,60022,Independent Public Agency or Authority of Transit Service,Full Reporter,594309,74,MB,DO,56,366998,,86228,,32908,,78935,,0,,565069,,191,,39,,16,,46,,0,,292,,8064651,,2093523,,326127,,1650743,,12135044,,21.9746,,24.2789,,0.8886,,20.9127,,21.4753,,No
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5121892,74,MB,DO,2,4174,,166,,0,,555,,0,,4895,,2.87,,0.1,,0,,0.26,,0,,3.23,,68582,,3659,,0,,17963,,90204,,16.4308,,22.0422,,0,,32.3658,,18.4278,,No
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,431388,73,MB,DO,49,228272,,57761,,0,,28029,,1850,,315912,,110,,29.3,,0,,18,,1,,158.3,,4935235,,1361436,,0,,667875,,6964546,,21.62,,23.5702,,0,,23.828,,22.0458,,No
Luzerne County Transportation Authority,Kingston,PA,3015,30015,Independent Public Agency or Authority of Transit Service,Full Reporter,381502,73,DR,DO,41,88455,,3518,,697,,11886,,0,,104556,,44,,3,,0.5,,8,,0,,55.5,,1353732,,108569,,11443,,136370,,1610114,,15.3042,,30.861,,0.1294,,11.4732,,15.3995,,No
Luzerne County Transportation Authority,Kingston,PA,3015,30015,Independent Public Agency or Authority of Transit Service,Full Reporter,381502,73,MB,DO,32,115185,,33331,,2125,,25142,,0,,175783,,65.73,,20.57,,1.27,,21.93,,0,,109.5,,2714157,,868518,,55281,,549701,,4187657,,23.5635,,26.0574,,0.4799,,21.8639,,23.8229,,No
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,431388,73,SR,DO,3,19099,,3371,,0,,1035,,0,,23505,,11.1,,2.2,,0,,0.7,,0,,14,,387465,,72990,,0,,29823,,490278,,20.2872,,21.6523,,0,,28.8145,,20.8585,,No
Central County Transportation Authority,Kalamazoo,MI,5035,50035,Independent Public Agency or Authority of Transit Service,Full Reporter,209703,73,MB,DO,29,163212,,35929,,979,,9450,,2807,,212377,,93.9,,19.8,,0.6,,6.2,,1.9,,122.4,,3337362,,797593,,17484,,300595,,4453034,,20.448,,22.1991,,0.1071,,31.809,,20.9676,,No
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,431388,73,DR,DO,21,51683,,1230,,0,,5552,,0,,58465,,27,,0.7,,0,,3,,0,,30.7,,994898,,29919,,0,,115148,,1139965,,19.25,,24.3244,,0,,20.7399,,19.4982,,No
"JAUNT, Inc.",Charlottesville,VA,3045,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,92359,71,DR,DO,71,184315,,5816,,2001,,21770,,0,,213902,,108,,3,,1,,11,,0,,123,,3225238,,143795,,32436,,620589,,4022058,,17.4985,,24.724,,0.176,,28.5066,,18.8033,,No
Port Imperial Ferry Corporation dba NY Waterway,Weehawken,NJ,2190,20190,Private-For-Profit Corporation,Full Reporter,18351295,71,MB,DO,57,149624,,17685,,7800,,14725,,0,,189834,,83,,9,,4,,8,,0,,104,,3172840,,659940,,233245,,1256235,,5322260,,21.2054,,37.3164,,1.5589,,85.3131,,28.0364,,No
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,208948,71,MB,DO,20,98056,,17625,,3290,,32172,,0,,151143,,46.5,,8.5,,2,,19,,0,,76,,1477044,,303112,,48000,,506362,,2334518,,15.0633,,17.1978,,0.4895,,15.7392,,15.4458,,No
Transport of Rockland,Pomona,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,71,DR,DO,19,41344,,0,,0,,9314,,0,,50658,,34,,0,,0,,14,,0,,48,,1012314,,0,,0,,423994,,1436308,,24.4851,,,,0,,45.5222,,28.353,,No
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,208948,71,DR,DO,15,25895,,5265,,982,,7353,,0,,39495,,16.5,,2.5,,0.5,,3,,0,,22.5,,444216,,91067,,14278,,141681,,691242,,17.1545,,17.2967,,0.5514,,19.2685,,17.502,,No
Port Imperial Ferry Corporation dba NY Waterway,Weehawken,NJ,2190,20190,Private-For-Profit Corporation,Full Reporter,18351295,71,FB,DO,14,103930,,19480,,9980,,79960,,0,,213350,,56,,10,,5,,45,,0,,116,,3275468,,765221,,219657,,4536510,,8796856,,31.5161,,39.2824,,2.1135,,56.7347,,41.232,,No
Northern Indiana Commuter Transportation District,Chesterton,IN,5104,50104,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208,70,CR,DO,70,236204,,212682,,106673,,51691,,56778,,664028,,125.4,,114.5,,52.2,,26.5,,27.4,,346,,6787394,,5569315,,1940986,,2068698,,16366393,,28.7353,,26.1861,,8.2174,,40.0205,,24.6471,,No
Gold Coast Transit,Oxnard,CA,9035,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,367260,70,MB,DO,47,263436,,41170,,3689,,39479,,1796,,349570,,146,,24.61,,2,,23,,1.39,,197,,6571318,,1070922,,83875,,1542326,,9268441,,24.9446,,26.0122,,0.3184,,39.067,,26.5138,,No
Bergen County Community Transportation,Lodi,NJ,2192,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,68,DR,DO,65,122003,,2063,,0,,9939,,0,,134005,,81,,0.8,,0,,6.5,,0,,88.3,,2465658,,52716,,0,,361859,,2880233,,20.2098,,25.5531,,0,,36.408,,21.4935,,No
Somerset County Transportation,Somerville,NJ,2209,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,68,DR,DO,58,125476,,0,,0,,9979,,0,,135455,,64,,0,,0,,6.9,,0,,70.9,,2482345,,0,,0,,444794,,2927139,,19.7834,,,,0,,44.573,,21.6097,,No
Kenosha Transit,Kenosha,WI,5003,50003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,124064,68,MB,DO,48,92623,,15169,,2371,,14256,,0,,124419,,62,,8.5,,1.7,,7.7,,0,,79.9,,2053253,,439687,,64247,,197546,,2754733,,22.1679,,28.9859,,0.6936,,13.857,,22.1408,,No
Lakeland Area Mass Transit District ,Lakeland,FL,4031,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,262596,68,DR,DO,34,78804,,18984,,8505,,48603,,0,,154896,,42,,12,,5,,24,,0,,83,,1876072,,338036,,111191,,930773,,3256072,,23.8068,,17.8064,,1.411,,19.1505,,21.021,,No
Lakeland Area Mass Transit District ,Lakeland,FL,4031,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,262596,68,MB,DO,32,118783,,20757,,8708,,79300,,0,,227548,,56,,14,,6,,37,,0,,113,,2302790,,381189,,125386,,1049643,,3859008,,19.3865,,18.3644,,1.0556,,13.2364,,16.9591,,No
Kenosha Transit,Kenosha,WI,5003,50003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,124064,68,SR,DO,3,2507,,2528,,342,,576,,0,,5953,,1.5,,2,,0.3,,0.3,,0,,4.1,,87692,,49789,,3762,,14517,,155760,,34.9789,,19.695,,1.5006,,25.2031,,26.165,,No
Bergen County Community Transportation,Lodi,NJ,2192,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,68,MB,DO,3,9201,,255,,0,,1084,,0,,10540,,6.5,,0.2,,0,,0.5,,0,,7.2,,309141,,6515,,0,,40327,,355983,,33.5986,,25.549,,0,,37.202,,33.7745,,No
Somerset County Transportation,Somerville,NJ,2209,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,68,MB,DO,10,39520,,0,,0,,2164,,0,,41684,,20,,0,,0,,1.1,,0,,21.1,,1060823,,0,,0,,50632,,1111455,,26.8427,,,,0,,23.3974,,26.6638,,No
Middlesex County Area Transit,New Brunswick,NJ,2196,20196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,66,DR,DO,53,76440,,0,,0,,8350,,0,,84790,,39,,0,,0,,5,,0,,44,,1781212,,0,,0,,211864,,1993076,,23.3021,,,,0,,25.3729,,23.506,,No
Wichita Transit,Wichita,KS,7015,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,472870,66,MB,DO,42,147737,,26754,,5631,,24142,,0,,204264,,72,,12.25,,2.75,,14.02,,0,,101.02,,3096038,,730034,,103430,,821498,,4751000,,20.9564,,27.2869,,0.7001,,34.0278,,23.2591,,No
Stark Area Regional Transit Authority,Canton,OH,5011,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,279245,66,MB,DO,36,193130,,34501,,3853,,22902,,0,,254386,,99,,20.5,,2.6,,12.5,,0,,134.6,,3721151,,726852,,74295,,648656,,5170954,,19.2676,,21.0676,,0.3847,,28.3231,,20.3272,,No
Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Winston-Salem,NC,4012,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,391024,66,MB,DO,36,165446,,45928,,0,,25336,,0,,236710,,103,,27,,0,,16,,0,,146,,3426081,,989850,,0,,551292,,4967223,,20.7082,,21.5522,,0,,21.7592,,20.9844,,No
Stark Area Regional Transit Authority,Canton,OH,5011,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,279245,66,DR,DO,30,120426,,17773,,1985,,11798,,0,,151982,,63,,10.5,,1.4,,6.5,,0,,81.4,,2009727,,374385,,38273,,329095,,2751480,,16.6885,,21.0648,,0.3178,,27.8941,,18.104,,No
Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Winston-Salem,NC,4012,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,391024,66,DR,DO,30,81736,,13656,,0,,5272,,0,,100664,,58,,8,,0,,3,,0,,69,,1834746,,295669,,0,,89199,,2219614,,22.4472,,21.6512,,0,,16.9194,,22.0497,,No
Wichita Transit,Wichita,KS,7015,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,472870,66,DR,DO,23,44761,,5295,,1779,,7520,,0,,59355,,22,,3.5,,1,,3.79,,0,,30.29,,947169,,77089,,24985,,246718,,1295961,,21.1606,,14.5588,,0.5582,,32.8082,,21.8341,,No
Middlesex County Area Transit,New Brunswick,NJ,2196,20196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,66,MB,DO,13,37344,,0,,0,,6678,,0,,44022,,20,,0,,0,,4,,0,,24,,887441,,0,,0,,140576,,1028017,,23.764,,,,0,,21.0506,,23.3523,,No
Duluth Transit Authority,Duluth,MN,5025,50025,Independent Public Agency or Authority of Transit Service,Full Reporter,120378,64,MB,DO,57,203556,,28475,,13910,,29115,,0,,275056,,122,,15,,8,,19,,0,,164,,4489928,,701686,,286823,,718693,,6197130,,22.0575,,24.6422,,1.4091,,24.6846,,22.5304,,No
Greater Bridgeport Transit Authority,Bridgeport,CT,1050,10050,Independent Public Agency or Authority of Transit Service,Full Reporter,923311,64,MB,DO,43,220178,,60102,,3205,,24401,,0,,307886,,117,,38,,2,,17,,0,,174,,5946338,,1556018,,94262,,824840,,8421458,,27.007,,25.8896,,0.4281,,33.8035,,27.3525,,No
Tompkins Consolidated Area Transit,Ithaca,NY,2145,20145,Private-Non-Profit Corporation,Full Reporter,53661,64,MB,DO,42,188885,,29106,,4343,,29080,,0,,251414,,91,,14,,2,,15,,0,,122,,4601447,,731756,,87999,,830268,,6251470,,24.3611,,25.1411,,0.4659,,28.5512,,24.8652,,No
Valley Regional Transit,Meridian,ID,11,11,Independent Public Agency or Authority of Transit Service,Full Reporter,349684,63,MB,DO,40,149619,,31365,,0,,11627,,0,,192611,,81.92,,18.17,,0,,5.72,,0,,105.81,,3149909,,906775,,0,,256735,,4313419,,21.0529,,28.9104,,0,,22.0809,,22.3945,,No
Valley Regional Transit,Meridian,ID,11,11,Independent Public Agency or Authority of Transit Service,Full Reporter,349684,63,DR,DO,23,40936,,3627,,0,,1989,,0,,46552,,22.08,,2.05,,0,,1.08,,0,,25.21,,779903,,98421,,0,,45273,,923597,,19.0518,,27.1356,,0,,22.7617,,19.8401,,No
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,280051,62,DR,DO,9,18102,,0,,235,,3044,,0,,21381,,11,,0,,0.2,,1.7,,0,,12.9,,265104,,0,,8097,,93568,,366769,,14.645,,,,0.4473,,30.7385,,17.154,,No
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,280051,62,MB,DO,46,210558,,38664,,1297,,22926,,0,,273445,,112,,20.8,,1,,18.3,,0,,152.1,,4814036,,968347,,38049,,758771,,6579203,,22.8632,,25.0452,,0.1807,,33.0965,,24.0604,,No
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,381502,62,DR,DO,29,60387,,1944,,1203,,15184,,0,,78718,,35,,1,,1,,10,,0,,47,,975197,,34851,,23234,,283587,,1316869,,16.1491,,17.9275,,0.3848,,18.6767,,16.7289,,No
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,381502,62,MB,DO,26,98487,,16489,,10643,,23144,,0,,148763,,54,,9,,7,,15,,0,,85,,2820168,,448959,,199279,,539448,,4007854,,28.6349,,27.2278,,2.0234,,23.3083,,26.9412,,No
"Senior Citizens United Community Services of Camden County, Inc.",Audubon,NJ,2204,20204,Private-Non-Profit Corporation,Full Reporter,5441567,61,DR,DO,61,97615,,4226,,0,,5418,,0,,107259,,81,,2,,0,,3,,0,,86,,1616626,,107118,,0,,270924,,1994668,,16.5612,,25.3474,,0,,50.0044,,18.5967,,No
Greater Lafayette Public Transportation Corporation,Lafayette,IN,5051,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,147725,61,MB,DO,56,181862,,26885,,0,,16360,,789,,225896,,108,,14.12,,0,,9.42,,0.94,,132.48,,3894868,,572335,,0,,577645,,5044848,,21.4166,,21.2883,,0,,35.3084,,22.3326,,No
Greater Lafayette Public Transportation Corporation,Lafayette,IN,5051,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,147725,61,DR,DO,5,12706,,1669,,0,,1016,,49,,15440,,6,,0.88,,0,,0.58,,0.06,,7.52,,285546,,35535,,0,,35865,,356946,,22.4733,,21.2912,,0,,35.3002,,23.1183,,No
Yakima Transit,Yakima,WA,6,6,"City, County or Local Government Unit or Department of Transportation",Full Reporter,129534,61,MB,DO,18,91064,,10912,,0,,11929,,0,,113905,,55,,8,,0,,5.6,,0,,68.6,,2003314,,196311,,0,,277509,,2477134,,21.999,,17.9904,,0,,23.2634,,21.7474,,No
Yakima Transit,Yakima,WA,6,6,"City, County or Local Government Unit or Department of Transportation",Full Reporter,129534,61,VP,DO,15,0,,0,,106,,741,,0,,847,,0,,0,,0.05,,0.35,,0,,0.4,,0,,0,,2084,,14587,,16671,,,,,,,,19.6856,,19.6824,,No
North Front Range Metropolitan Planning Organization,Fort Collins,CO,8106,80106,"MPO, COG or Other Planning Agency",Full Reporter,264465,60,VP,DO,60,0,,0,,0,,3736,,0,,3736,,0,,0,,0,,9,,0,,9,,0,,0,,0,,129208,,129208,,,,,,,,34.5846,,34.5846,,No
University of Georgia Transit System,Athens,GA,4180,40180,University,Full Reporter,128754,58,DR,DO,7,18084,,2277,,0,,1172,,0,,21533,,21.64,,1.6,,0,,0.67,,0,,23.91,,178394,,39713,,0,,22861,,240968,,9.8647,,17.4409,,0,,19.506,,11.1906,,No
University of Georgia Transit System,Athens,GA,4180,40180,University,Full Reporter,128754,58,MB,DO,51,234486,,23338,,0,,12012,,0,,269836,,237.36,,16.4,,0,,6.83,,0,,260.59,,2897176,,434389,,0,,234626,,3566191,,12.3554,,18.6129,,0,,19.5326,,13.2161,,No
Springfield Mass Transit District,Springfield,IL,5059,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,161316,58,MB,DO,46,165976,,37808,,0,,16571,,0,,220355,,86,,20.2,,0,,9.6,,0,,115.8,,4122400,,948330,,0,,470841,,5541571,,24.8373,,25.0828,,0,,28.4136,,25.1484,,No
Shreveport Area Transit System,Shreveport,LA,6024,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,298317,58,MB,DO,40,196225,,33227,,23528,,15149,,0,,268129,,100.5,,15.2,,11.05,,8,,0,,134.75,,3751963,,727707,,430578,,321546,,5231794,,19.1207,,21.9011,,2.1943,,21.2256,,19.5122,,No
Shreveport Area Transit System,Shreveport,LA,6024,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,298317,58,DR,DO,18,46534,,4513,,4152,,5314,,0,,60513,,23,,1.8,,1.95,,2.5,,0,,29.25,,617458,,100904,,70613,,58347,,847322,,13.269,,22.3585,,1.5174,,10.9799,,14.0023,,No
Springfield Mass Transit District,Springfield,IL,5059,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,161316,58,DR,DO,12,46972,,1709,,0,,2377,,0,,51058,,25,,0.8,,0,,1.4,,0,,27.2,,705601,,43834,,0,,62845,,812280,,15.0217,,25.6489,,0,,26.4388,,15.909,,No
DeCamp Bus Lines,Montclair,NJ,2161,20161,Private-For-Profit Corporation,Full Reporter,18351295,57,CB,DO,57,202327,,60487,,0,,43851,,0,,306665,,103,,31,,0,,22,,0,,156,,4960197,,1256309,,0,,729142,,6945648,,24.5157,,20.7699,,0,,16.6277,,22.649,,No
Everett Transit,Everett,WA,5,5,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3059393,57,MB,DO,33,138038,,16843,,7570,,29114,,0,,191565,,75.7,,9.9,,3.9,,13.3,,0,,102.8,,4335920,,540748,,225436,,1161952,,6264056,,31.4111,,32.1052,,1.6331,,39.9104,,32.6994,,No
Everett Transit,Everett,WA,5,5,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3059393,57,DR,DO,24,75782,,9815,,4307,,16357,,0,,106261,,41.6,,5.6,,2.4,,8.6,,0,,58.2,,2081779,,310982,,122927,,625754,,3141442,,27.4706,,31.6844,,1.6221,,38.256,,29.5635,,No
River Bend Transit,Davenport,IA,7049,70049,Private-Non-Profit Corporation,Full Reporter,280051,56,DR,DO,45,61857,,2545,,137,,5093,,0,,69632,,60.85,,1.21,,0.07,,2.56,,0,,64.69,,773997,,59147,,3249,,136062,,972455,,12.5127,,23.2405,,0.0525,,26.7155,,13.9656,,No
Broome County Department of Public Transportation,Vestal,NY,2003,20003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,158084,55,DR,DO,7,16665,,4620,,1303,,3547,,0,,26135,,10,,3,,1.25,,2,,0,,16.25,,329605,,126498,,22272,,106743,,585118,,19.7783,,27.3805,,1.3365,,30.0939,,22.3883,,No
Broome County Department of Public Transportation,Vestal,NY,2003,20003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,158084,55,MB,DO,38,118669,,24255,,3135,,4269,,0,,150328,,59,,16,,2.45,,2.8,,0,,80.25,,2870480,,664115,,78215,,78146,,3690956,,24.189,,27.3805,,0.6591,,18.3055,,24.5527,,No
"Lakeland Bus Lines, Inc.",Dover,NJ,2163,20163,Private-For-Profit Corporation,Full Reporter,18351295,54,CB,DO,54,159437,,51517,,25182,,37761,,0,,273897,,89,,28,,25,,27,,0,,169,,5575086,,1902965,,311456,,1862192,,9651699,,34.9673,,36.9386,,1.9535,,49.3152,,35.2384,,No
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,73467,54,MB,DO,5,9618,,75,,230,,1076,,0,,10999,,6,,0.04,,0.11,,0.5,,0,,6.65,,111869,,983,,2336,,12751,,127939,,11.6312,,13.1067,,0.2429,,11.8504,,11.6319,,No
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,73467,54,DR,DO,36,108096,,1899,,1886,,11689,,0,,123570,,79,,1,,1,,6,,0,,87,,1443064,,28323,,21404,,212818,,1705609,,13.3498,,14.9147,,0.198,,18.2067,,13.8028,,No
Transit Authority of Central Kentucky,Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,73467,54,VP,DO,13,0,,265,,179,,975,,0,,1419,,0,,0.15,,0.1,,0.5,,0,,0.75,,0,,3650,,2548,,26507,,32705,,,,13.7736,,,,27.1867,,23.0479,,No
St. Cloud Metropolitan Transit Commission,St. Cloud,MN,5028,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,110621,53,CB,DO,4,9266,,1610,,235,,2202,,0,,13313,,6.32,,0.96,,0.2,,1.27,,0,,8.75,,341967,,46658,,3914,,50333,,442872,,36.9056,,28.9801,,0.4224,,22.8579,,33.2661,,No
Concho Valley Transit District,San Angelo,TX,6102,60102,Independent Public Agency or Authority of Transit Service,Full Reporter,92984,53,DR,DO,38,58816,,0,,1008,,14543,,0,,74367,,30,,0,,1,,7,,0,,38,,826073,,0,,11083,,369068,,1206224,,14.045,,,,0.1884,,25.3777,,16.2199,,No
Greater Roanoke Transit Company,Roanoke,VA,3007,30007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,210111,53,MB,DO,35,146875,,24907,,8712,,25043,,0,,205537,,78,,13,,4,,14.5,,0,,109.5,,2489288,,467655,,86837,,392364,,3436144,,16.9483,,18.776,,0.5912,,15.6676,,16.7179,,No
Cambria County Transit Authority,Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,69014,53,MB,DO,32,137411,,31436,,15421,,23414,,0,,207682,,78.36,,16.36,,7.86,,13.69,,0,,116.27,,2417703,,571141,,147414,,407341,,3543599,,17.5947,,18.1684,,1.0728,,17.3973,,17.0626,,No
