5 Digit NTD ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"71,304",,,,,,,,,,
40028,4028,Lee County Transit,Full Reporter,Urban,VP,PT,,,,,,,,,"13,534",,,,,,
40028,4028,Lee County Transit,Full Reporter,Urban,DR,DO,0,,,,"110,414",,,,"12,245",,,,"89,529",,
40028,4028,Lee County Transit,Full Reporter,Urban,MB,DO,0,,,,"611,896",,,,,,,,,,
40029,4029,Broward County Transit Division,Full Reporter,Urban,DR,PT,0,,,,0,,,,"233,899",,,,"1,383,512",,
40029,4029,Broward County Transit Division,Full Reporter,Urban,MB,DO,0,,,,"4,969,222",,,,,,,,,,
40029,4029,Broward County Transit Division,Full Reporter,Urban,MB,PT,0,,,,"63,203",,,,,,,,,,
40030,4030,Gainesville Regional Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,"95,373",,,,,,
40030,4030,Gainesville Regional Transit System,Full Reporter,Urban,MB,DO,0,,,,"1,044,938",,,,,,,,,,
40031,4031,Lakeland Area Mass Transit District,Full Reporter,Urban,DR,DO,0,,,,"38,658",,,,"101,885",,,,,,
40031,4031,Lakeland Area Mass Transit District,Full Reporter,Urban,MB,DO,0,,,,"258,570",,,,,,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Urban,DR,DO,0,,,,"66,361",,,,"185,417",,,,"27,356",,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Urban,DR,PT,,,,,,,,,"73,960",,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Urban,VP,PT,,,,,,,,,"4,496",,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Urban,MB,DO,0,,,,"656,929",,,,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"1,220,240",,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,CB,PT,0,,,,"196,387",,,,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,HR,DO,,,,,,,"80,415,450",,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,MB,DO,0,,,,"9,254,393",,,,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,MG,DO,,,,,,,"11,846,800",,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"1,179,098",,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"162,012",,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,"130,173",,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"18,452",,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO,"3,408,022",,"421,090",,"538,760",,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,RB,DO,"89,411",,,,0,,,,,,,,,,
40036,4036,City of Tallahassee,Full Reporter,Urban,DR,DO,,,"27,096",,,,,,"74,825",,,,,,
40036,4036,City of Tallahassee,Full Reporter,Urban,MB,DO,0,,"29,271",,"586,723","240,220",,,,,,,,,
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter,Urban,DR,PT,0,,,,"12,453",,,,"1,158,809",,,"418,732",,,
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter,Urban,MB,DO,0,,,,"1,867,189",,,,,,,,,,
40038,4038,Escambia County Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"112,807",,,,,,
40038,4038,Escambia County Area Transit,Full Reporter,Urban,MB,PT,0,,,,"339,051",,,,,,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"35,543",,,,"559,128",,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Urban,FB,PT,0,,,,"39,268",,,,,,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,DO,0,,"256,179",,"2,030,636",,,,,,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Urban,MG,DO,,,,,,,"767,234",,,,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,"138,634",,"21,128",,,,"52,260",,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,"407,143",,"2,127,009",,,,,,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,SR,DO,,,,,,,"620,640",,,,,,,,
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,DR,DO,,,"172,410",,,,,,,,,,,,
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,MB,DO,0,,"757,385",,"200,641",,,,,,,,,,
40043,4043,The Wave Transit System,Full Reporter,Urban,DR,DO,,,,,,,,,"127,172",,,,,,
40043,4043,The Wave Transit System,Full Reporter,Urban,MB,DO,0,,,,"272,697",,,,"11,550",,,,,,
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter,Urban,MB,DO,0,,,,"92,514",,,,"69,752",,,,,,
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter,Urban,DR,DO,0,,,,"6,383",,,,"41,620",,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,DR,PT,0,,,,"18,622",,,,"188,161",,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,DR,DO,0,,,,"25,490",,,,"7,342",,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,CB,DO,0,,,,"39,200",,,,,,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,MB,DO,0,,,,"604,618",,,,,,,,,,
40047,4047,Athens Transit System,Full Reporter,Urban,DR,DO,0,,,,"5,863",,,,"5,842",,,,,,
40047,4047,Athens Transit System,Full Reporter,Urban,MB,DO,0,,,,"254,393",,,,,,,,,,
40051,4051,Chapel Hill Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"48,391",,,,,,
40051,4051,Chapel Hill Transit,Full Reporter,Urban,MB,DO,0,,,,"564,987",,,,,,,,,,
40053,4053,Greenville Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"22,466",,,,,,
40053,4053,Greenville Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"241,503",,,,"16,506",,,,,,
40057,4057,Jackson Transit Authority,Full Reporter,Urban,DR,DO,"4,924",,,,0,,,,"32,052",,,,,,
40057,4057,Jackson Transit Authority,Full Reporter,Urban,MB,DO,"110,702",,,,0,,,,,,,,,,
40058,4058,City of Rome Transit Department,Full Reporter,Urban,DR,DO,0,,,,"9,893",,,,"8,031",,,,,,
40058,4058,City of Rome Transit Department,Full Reporter,Urban,MB,DO,0,,,,"114,267",,,,,,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"91,696",,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Urban,VP,PT,,,,,,,,,"61,550",,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Urban,DR,DO,0,,,,"252,804",,,,"14,078",,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Urban,MB,DO,0,,,,"297,009",,,,,,,,,,
40068,4068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO,0,,,,"8,349",,,,"62,629",,,,,,
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Urban,DR,DO,,,,,,,,"71,451",,,,,,,
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Urban,MB,DO,0,,,,"116,018",,,,,,,,,,
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,DR,DO,0,,,,"6,536",,,,"11,100",,,,,,
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,MB,DO,0,,,,"296,273",,,,,,,,,,
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"158,415",,,,"104,811",,,,,,
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Urban,CR,PT,0,,,,"3,371,055",,,,,,,,,,
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,CB,PT,0,,,,"399,473",,,,,,,,,,
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,DR,PT,0,,,,"105,469",,,,,,,,,,
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,MB,PT,0,,"43,192",,"538,577",,,,,,,,,,
40082,4082,Douglas County Rideshare,Full Reporter,Urban,VP,DO,,,,,,,,,"58,890",,,,,,
40082,4082,Douglas County Rideshare,Full Reporter,Urban,DR,DO,,,,,,,,,"10,135",,,,,,
40086,4086,Metropolitan Bus Authority,Full Reporter,Urban,DR,DO,0,,,,"70,482",,,,"9,611",,,,,,
40086,4086,Metropolitan Bus Authority,Full Reporter,Urban,MB,DO,0,,,,"1,070,971",,,,,,,,,,
40087,4087,Durham Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"251,705",,,,,,
40087,4087,Durham Area Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"742,291",,,,,,,,,,
40093,4093,Greensboro Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"121,618",,,,"114,362",,,,,,
40093,4093,Greensboro Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"543,280",,,,,,,,,,
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,HR,PT,,,,,,,"5,681,407",,,,,,,,
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,MB,PT,0,,,,"236,555",,,,,,,,,,
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,DR,DO,0,,,,"80,563",,,,0,,,,,,
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,MB,DO,0,,,,"76,864",,,,,,,,,,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"26,765",,,,"27,617",,,,"3,731",,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"4,423",,,,"17,113",,,,"1,948",,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,CB,DO,0,,,,"11,713",,,,"16,799",,,,"2,133",,
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"53,285",,,,,,
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"35,578",,,,"1,678",,,,,,
40104,4104,Indian River County,Full Reporter,Urban,MB,PT,0,,,,"134,225",,,,"83,023",,,,,,
40104,4104,Indian River County,Full Reporter,Urban,DR,PT,,,,,,,,,"56,358",,,,,,
40105,4105,Puerto Rico Highway and Transportation Authority - Publico,Full Reporter,Urban,PB,PT,,,,,,,,0,0,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"85,134",,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"74,649",,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"604,520",,,,,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"153,382",,,,,,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"40,120",,,,"56,168",,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"522,346",,,,"21,222",,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"49,672",,,,,,,,,,
40120,4120,"City of Ocala, Florida",Full Reporter,Urban,DR,PT,,,,,,,,,"8,664",,,,,,
40120,4120,"City of Ocala, Florida",Full Reporter,Urban,MB,PT,0,,,,"126,605",,,,,,,,,,
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,DR,PT,0,,,,"3,917",,,,"80,398",,,,,,
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,MB,PT,0,,,,"1,305",,,,"47,291",,,,,,
40129,4129,Charlotte County Transit Division,Full Reporter,Urban,DR,PT,0,,,,"79,126",,,,"13,592",,,,,,
40129,4129,Charlotte County Transit Division,Full Reporter,Urban,VP,DO,,,,,,,,,"4,971",,,,,,
40135,4135,Georgia Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,263,,"985,618",,,,,,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,DR,PT,0,,,,"26,716",,,,"9,793",,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,CB,PT,0,,0,,"337,869",,,,,,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,MB,PT,0,,"549,657",,"36,214",,,,,,,,,,
40140,4140,Collier Area Transit,Full Reporter,Urban,DR,PT,0,,,,"113,505",,,,"1,923",,,,,,
40140,4140,Collier Area Transit,Full Reporter,Urban,MB,PT,0,,,,"292,378",,,,,,,,,,
40141,4141,Central Midlands Transit,Full Reporter,Urban,DR,PT,0,,,,"70,311",,,,,,,,,,
40141,4141,Central Midlands Transit,Full Reporter,Urban,MB,PT,0,,,,"469,750",,,,,,,,"72,301",,
40147,4147,North Carolina State University Transportation Department,Full Reporter,Urban,MB,PT,"222,973",,,,0,,,,,,,,,,
40152,4152,"Miami Lakes - vRide, Inc.",Full Reporter,Urban,VP,DO,,,,,,,,,"202,715",,,,,,
40153,4153,"vRide, Inc. - Atlanta",Full Reporter,Urban,VP,DO,,,,,,,,,"340,758",,,,,,
40158,4158,Lake County Board of County Commissioners,Full Reporter,Urban,DR,PT,0,,,,"4,927",,,,"194,526",,,,,,
40158,4158,Lake County Board of County Commissioners,Full Reporter,Urban,MB,PT,0,,,,"92,772",,,,997,,,,,,
40159,4159,Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"46,424",,,,,,
40159,4159,Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"122,568",,,,,,,,,,
40159,4159,Regional Transportation Authority,Full Reporter,Urban,CR,PT,0,,,,"218,923",,,,,,,,,,
40169,4169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,VP,PT,,,,,,,,,"49,805",,,,,,
40171,4171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,DR,DO,,,,,,,,,"205,198",,,,0,,
40172,4172,Western Piedmont Regional Transit Authority,Full Reporter,Urban,DR,DO,"3,124",,,,"17,476",,,,"62,507",,,,,,
40172,4172,Western Piedmont Regional Transit Authority,Full Reporter,Urban,MB,DO,"31,253",,,,"27,729",,,,725,,,,,,
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,VP,DO,,,,,,,,,"98,498",,,,,,
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,CB,PT,0,,,,"248,405",,,,,,,,,,
40175,4175,Puerto Rico Maritime Transport Authority,Full Reporter,Urban,FB,DO,0,,,,"1,709,403",,,,0,,,,,,
40178,4178,The Transportation Management Association Group,Full Reporter,Urban,VP,DO,,,,,,,,,"31,455",,,,,,
40180,4180,University of Georgia Transit System,Full Reporter,Urban,DR,DO,,,,,,,,,"7,397",,,,,,
40180,4180,University of Georgia Transit System,Full Reporter,Urban,MB,DO,0,,,,"357,769",,,,,,,,,,
40185,4185,Bay County Transportation Planning Organization,Full Reporter,Urban,DR,PT,0,,,,"67,762",,,,"9,749",,,,,,
40185,4185,Bay County Transportation Planning Organization,Full Reporter,Urban,MB,PT,0,,,,"147,912",,,,,,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,DR,DO,,,,,,,,,"122,027",,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,VP,DO,,,,,,,,,"22,696",,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,MB,DO,0,,,,"7,208",,,,,,,,,,
40192,4192,Martin County,Full Reporter,Urban,MB,PT,0,,,,"14,135",,,,"21,803",,,,,,
40192,4192,Martin County,Full Reporter,Urban,CB,PT,,,,,,,,,"14,369",,,,,,
40192,4192,Martin County,Full Reporter,Urban,DR,PT,,,,,,,,,"11,946",,,,,,
40196,4196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,VP,DO,,,,,,,,"1,304","100,842",,,,,,
40200,4200,Tampa Bay Area Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"77,898",,,,,,
40203,4203,Enterprise Rideshare,Full Reporter,Urban,VP,DO,,,,,,,,,"59,590",,,,,,
40208,4208,City of Clemson/ Clemson Area Transit,Full Reporter,Urban,MB,DO,0,,,,"74,392","371,120",,,,,,,,,
40222,4R06-094,Wake County DSS,Full Reporter,Urban,DR,PT,,,,,,,,,"157,685",,,,,,
40224,4224,Buncombe County,Full Reporter,Urban,DR,PT,0,,"5,517",,0,,,,"113,359",,,,"25,248",,
40224,4224,Buncombe County,Full Reporter,Urban,MB,PT,0,,"2,508",,"5,614",,,,"14,182",,,,0,,
40230,4230,City of Atlanta - Department of Public Works - Transit Division,Full Reporter,Urban,SR,DO,,,,,,,"1,011,910",,,,,,,,
40232,4232,Central Florida Commuter Rail,Full Reporter,Urban,CR,PT,0,,,,"525,065",,,,,,,,,,
40244,,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"252,139",,,,"23,317",,
40245,,"Clay County Council on Aging, Inc., dba Clay Transit",Full Reporter,Urban,DR,DO,0,,,,"12,147",,,,"109,231",,,,,,
40245,,"Clay County Council on Aging, Inc., dba Clay Transit",Full Reporter,Urban,MB,DO,0,,,,"12,248",,,,"11,248",,,,,,
40258,,"The Looper Group, Inc.",Full Reporter,Urban,MB,DO,0,,,,"6,268",,,,"2,489",,,,,,
40259,,"Jolley Trolley Transportation of Clearwater, Inc.",Full Reporter,Urban,MB,DO,0,,624,,"5,513",,,,"25,056",,,,,,
40928,4R01-005,Baldwin County Commission,Full Reporter,Urban,CB,DO,0,,,,0,,,,0,,,,,,
40928,4R01-005,Baldwin County Commission,Full Reporter,Urban,DR,DO,0,,,,0,,,,0,,,,,,
41068,4R02-028,Flagler Co. Public Transportation,Full Reporter,Urban,DR,DO,,,,,,,,,"95,065",,,,,,
41105,4R04-020,"Audubon Area Community Services, Inc.",Full Reporter,Urban,DR,DO,0,,,,59,,,,"217,436",,,,,,
44929,,City of Fort Lauderdale,Full Reporter,Urban,MB,PT,0,,,,"64,303",,,,"6,238",,,,,,
44929,,City of Fort Lauderdale,Full Reporter,Urban,FB,PT,0,,,,"24,032",,,,,,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"108,816",,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter,Urban,MB,DO,0,,,,"193,949",,,,"7,038",,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter,Urban,MB,PT,0,,,,"6,759",,,,"3,463",,,,,,
50002,5002,Green Bay Metro,Full Reporter,Urban,DR,PT,,,,,,,,,"46,729",,,,,,
50002,5002,Green Bay Metro,Full Reporter,Urban,MB,DO,0,,,,"249,216",,,,,,,,,,
50003,5003,Kenosha Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"26,233",,,,,,
50003,5003,Kenosha Transit,Full Reporter,Urban,MB,DO,0,,,,"193,021",,,,,,,,,,
50003,5003,Kenosha Transit,Full Reporter,Urban,SR,DO,,,,,,,"208,800",,,,,,,,
50004,5004,LaCrosse Municipal Transit Utility,Full Reporter,Urban,DR,PT,0,,,,"4,695",,,,"25,385",,,,,,
50004,5004,LaCrosse Municipal Transit Utility,Full Reporter,Urban,MB,DO,0,,,,"155,526",,,,,,,,,,
50005,5005,Metro Transit System,Full Reporter,Urban,DR,PT,0,,,,"1,730",,,,"165,317",,,,"14,049",,
50005,5005,Metro Transit System,Full Reporter,Urban,DR,DO,0,,,,"38,296",,,,,,,,,,
50005,5005,Metro Transit System,Full Reporter,Urban,MB,DO,0,,,,"1,282,199",,,,,,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter,Urban,DR,DO,,,,,,,,,"18,825",,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter,Urban,CB,PT,0,,,,"55,241",,,,,,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter,Urban,MB,DO,0,,,,"236,996",,,,,,,,,,
50008,5008,Milwaukee County Transit System,Full Reporter,Urban,DR,PT,"38,755",,"15,167",,"210,725",,,,"113,631",,,,,,
50008,5008,Milwaukee County Transit System,Full Reporter,Urban,MB,DO,0,,,,"3,937,488",,,,,,,,,,
50009,5009,GO Transit,Full Reporter,Urban,MB,DO,0,,,,"114,117",,,,,,,,,,
50009,5009,GO Transit,Full Reporter,Urban,MB,PT,0,,,,"8,779",,,,,,,,,,
50010,5010,METRO Regional Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"70,229",,,,,,,,,,
50010,5010,METRO Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,"97,098",,"111,105",,,,,,,,,,
50010,5010,METRO Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,"712,984",,"426,388",,,,,,,,,,
50011,5011,Stark Area Regional Transit Authority,Full Reporter,Urban,DR,DO,"1,441",,"61,650",,"132,598",,,,,,,,,,
50011,5011,Stark Area Regional Transit Authority,Full Reporter,Urban,MB,DO,"2,796",,"119,674",,"257,396",,,,,,,,,,
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"184,334",,,,,,,,,,
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"2,716,596",,,,,,,,,,
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,SR,PT,,,,,,,"118,000",,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"388,747",,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"200,849",,,,"28,676",,,,"118,639",,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,HR,DO,,,,,,,"19,905,880",,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,LR,DO,,,,,,,"15,490,840",,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,"1,112,257",,"2,716,311",,,,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,RB,DO,0,,,,"277,183",,,,,,,,,,
50016,5016,Central Ohio Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"339,456",,,,"34,699",,,,,,
50016,5016,Central Ohio Transit Authority,Full Reporter,Urban,MB,DO,0,,"1,502,884",,"2,009,395",,,,,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"262,137",,,,0,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"1,389,023",,,,,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,TB,DO,,,,,,,"3,647,132",,,,,,,,
50021,5021,Portage Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"81,032",,,,"6,316",,,,,,
50021,5021,Portage Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"169,402",,,,"2,540",,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"17,321",,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,DO,"193,949",,,,0,,,,,,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,MB,DO,"919,011",,,,0,,,,,,,,,,
50024,5024,Western Reserve Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"16,433",,,,"46,091",,,,,,
50024,5024,Western Reserve Transit Authority,Full Reporter,Urban,MB,DO,"12,254",,,,"255,575",,,,,,,,,,
50025,5025,Duluth Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"31,335",,,,,,
50025,5025,Duluth Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"404,429",,,,,,,,,,
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter,Urban,DR,PT,,,,,,,,,"5,387",,,,,,
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter,Urban,MB,PT,"40,819",,,,"54,704",,,,,,,,,,
50027,5027,Metro Transit,Full Reporter,Urban,CR,PT,"425,520",,,,0,,,,,,,,,,
50027,5027,Metro Transit,Full Reporter,Urban,LR,DO,,,,,,,"39,470,340",,,,,,,,
50027,5027,Metro Transit,Full Reporter,Urban,MB,DO,"6,800,116",,,,0,,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,CB,DO,0,,,,"35,526",,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,DR,DO,0,,,,"63,218",,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,MB,DO,0,,"220,170",,"63,619",,,,,,,,,,
50029,5029,Bay Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"40,622",,,,,,,,,,
50029,5029,Bay Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"129,486",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,DO,0,,,,"185,269",,,,,,,,"280,268",,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,PT,0,,,,"85,962",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,DO,0,,,,"2,208,852",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,PT,0,,,,"75,733",,,,,,,,,,
50032,5032,Mass Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"23,132",,,,"14,174",,,0,"745,123",,
50032,5032,Mass Transportation Authority,Full Reporter,Urban,MB,DO,0,,"76,642",,"655,517",,,,0,"2,966",,,"81,189",,
50032,5032,Mass Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"5,988",,,,,,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,DR,PT,0,,,,"69,703",,,,"190,255",,,,"167,987",,
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,VP,DO,,,,,,,,,"33,219",,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,MB,DO,0,,,,"1,310,619",,,,,,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,RB,DO,0,,,,"77,757",,,,,,,,,,
50034,5034,City of Jackson Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"24,799",,,,"10,598",,,,,,
50034,5034,City of Jackson Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"74,972",,,,,,,,,,
50035,5035,Kalamazoo Metro Transit System,Full Reporter,Urban,DR,PT,0,,,,"41,067",,,,"79,694",,,,,,
50035,5035,Kalamazoo Metro Transit System,Full Reporter,Urban,MB,DO,0,,,,"273,280",,,,,,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"93,141",,,,"239,494",,,,,,
