5 Digit NTD ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Vehicle Operations Hours Worked,Full Time Vehicle Maintenance Hours Worked,Full Time Non-Vehicle Maintenance Hours Worked,Full Time General Administration Maintenance Hours Worked,Total Full Time Operating Labor Hours Worked,Total Full Time Capital Labor Hours Worked,Total Full Time Hours Worked,Full Time Vehicle Operations Employee Count,Full Time Vehicle Maintenance Employee Count,Full Time Non-Vehicle Maintenance Employee Count,Full Time General Administration Employee Count,Total Full Time Operating Employee Count,Total Full Time Capital Employee Count,Total Full Time Employee Count,Part Time Vehicle Operations Hours Worked,Part Time Vehicle Maintenance Hours Worked,Part Time Non-Vehicle Maintenance Hours Worked,Part Time General Administration Hours Worked,Total Part Time Operating Labor Hours Worked,Total Part Time Capital Labor Hours Worked,Total Part Time Hours Worked,Part Time Vehicle Operations Employee Count,Part Time Vehicle Maintenance Employee Count,Part Time Non-Vehicle Maintenance Employee Count,Part Time General Administration Employee Count,Total Part Time Operating Employee Count,Total Part Time Capital Employee Count,Total Part Time Employee Count
30051,3051,Ride-On Montgomery County Transit,Full Reporter,Urban,MB,DO,"1,409,800","139,274",,"221,235","1,770,309",,"1,770,309",660.0,84.0,,127.0,871.0,,871.0,"24,095",,449,"1,873","26,417",,"26,417",34.0,,1.0,2.0,37.0,,37.0
30054,3054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,"233,576","34,393","4,826","18,072","290,867",,"290,867",139.3,20.2,2.6,12.3,174.4,,174.4,"1,167",,,"1,182","2,349",,"2,349",1.0,,,1.8,2.7,,2.7
30054,3054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,"2,831","4,760",668,"2,501","10,760",,"10,760",1.7,2.8,0.4,1.7,6.6,,6.6,162,,,164,326,,326,0.1,,,0.2,0.4,,0.4
30055,3055,Shenango Valley Shuttle Service,Full Reporter,Urban,DR,DO,"13,641","2,239",527,"4,452","20,859",,"20,859",8.0,1.3,0.3,2.5,12.0,,12.0,"37,404",,,,"37,404",,"37,404",38.0,,,,38.0,,38.0
30055,3055,Shenango Valley Shuttle Service,Full Reporter,Urban,MB,DO,"7,748","5,169",527,"2,644","16,088",,"16,088",4.0,2.8,0.3,1.5,8.5,,8.5,"6,362","3,949",,,"10,311",,"10,311",5.0,3.0,,,8.0,,8.0
30058,3058,City of Fairfax CUE Bus,Full Reporter,Urban,MB,DO,"40,788","3,950",,"6,265","51,003",,"51,003",23.7,2.2,,43.9,69.8,,69.8,"11,031",75,,,"11,106",,"11,106",15.0,0.0,,,15.0,,15.0
30071,3071,City of Alexandria,Full Reporter,Urban,MB,DO,"267,017","42,321","2,010","22,988","334,336",,"334,336",123.0,23.0,1.0,11.0,158.0,,158.0,"14,555","2,060",,467,"17,082",,"17,082",18.0,3.0,0.0,1.0,22.0,,22.0
30072,3072,Transit Services of Frederick County,Full Reporter,Urban,MB,DO,"63,416","1,053",,"18,725","83,194",,"83,194",30.8,0.7,,11.8,43.3,,43.3,"13,644",,,311,"13,955",,"13,955",16.5,,,0.3,16.8,,16.8
30072,3072,Transit Services of Frederick County,Full Reporter,Urban,DR,DO,"24,841",473,,"10,200","35,514",,"35,514",13.2,0.3,,6.0,19.5,,19.5,"6,397",,,632,"7,029",,"7,029",8.3,,,0.7,8.9,,8.9
30075,3075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO,"800,654","82,960","11,270","135,687","1,030,571",,"1,030,571",375.0,44.0,7.0,85.0,511.0,,511.0,"19,535",,,"2,185","21,720",,"21,720",16.0,,,2.0,18.0,,18.0
30075,3075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,"627,280","157,279","7,468","89,919","881,946",,"881,946",284.0,84.0,6.0,56.0,430.0,,430.0,"7,112",,,"1,448","8,560",,"8,560",4.0,,,1.0,5.0,,5.0
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO,"73,094",,,"8,465","81,559",,"81,559",41.0,,,5.0,46.0,,46.0,"20,232",,,"1,515","21,747",,"21,747",37.0,,,2.0,39.0,,39.0
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO,"7,166",,,"1,826","8,992",,"8,992",5.0,,,1.0,6.0,,6.0,"1,759",,,0,"1,759",,"1,759",1.0,,,0.0,1.0,,1.0
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO,"974,006","322,852","28,911","248,556","1,574,325",,"1,574,325",626.5,181.8,17.3,144.4,969.9,,969.9,"79,067","4,219",653,"4,868","88,807",,"88,807",120.4,4.0,0.9,9.7,134.9,,134.9
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO,"87,982","48,183","20,144","27,029","183,338",,"183,338",48.4,26.3,10.2,15.2,100.0,,100.0,"2,709",,61,457,"3,227",,"3,227",6.2,,0.1,0.9,7.2,,7.2
30085,3085,Prince George's County Transit,Full Reporter,Urban,DR,DO,"52,291","3,219","2,972","12,922","71,404",,"71,404",27.8,2.0,1.8,7.8,39.3,,39.3,,,,,0,,0,,,,,0.0,,0.0
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Urban,DR,DO,"40,437","4,222","1,028","5,420","51,107",208,"51,315",21.0,2.1,0.7,2.8,26.6,0.1,26.7,"3,000",,,,"3,000",,"3,000",3.0,,,,3.0,,3.0
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Urban,MB,DO,"17,127","2,587",605,"4,024","24,343",106,"24,449",9.0,1.3,0.6,2.0,12.9,0.1,13.0,"3,200",,,,"3,200",,"3,200",3.2,,,,3.2,,3.2
30091,3091,Blacksburg Transit,Full Reporter,Urban,MB,DO,"33,518","18,776",418,"27,649","80,361",,"80,361",18.5,10.0,0.2,14.0,42.7,,42.7,"73,692",813,,"9,631","84,136",,"84,136",157.0,2.7,,7.0,166.7,,166.7
30091,3091,Blacksburg Transit,Full Reporter,Urban,DR,DO,910,"2,086",46,"3,072","6,114",,"6,114",0.5,1.3,0.0,1.5,3.4,,3.4,"19,968",90,,"1,070","21,128",,"21,128",13.0,0.3,,1.3,14.6,,14.6
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter,Urban,MB,DO,"33,889","10,669","1,729","6,997","53,284",750,"54,034",19.6,5.0,1.1,4.4,30.1,0.5,30.6,"56,997","1,889",187,445,"59,518",,"59,518",78.3,5.3,0.3,0.9,84.8,,84.8
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter,Urban,DR,DO,"11,129","1,737",379,"1,139","14,384",270,"14,654",5.4,1.1,0.4,0.5,7.4,0.9,8.3,"4,430",264,,72,"4,766",,"4,766",21.0,0.9,,0.1,22.0,,22.0
30095,3095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO,"30,068","6,183","1,733","5,879","43,863",,"43,863",14.4,3.5,1.0,3.7,22.6,,22.6,,,,792,792,,792,,,,0.7,0.7,,0.7
30095,3095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO,"19,521","4,065",,"1,540","25,126",,"25,126",10.5,2.2,,1.0,13.7,,13.7,"5,245",,,116,"5,361",,"5,361",4.0,,,0.1,4.1,,4.1
30095,3095,County of Lebanon Transit Authority,Full Reporter,Urban,CB,DO,"6,908","1,581",433,"2,068","10,990",,"10,990",3.4,0.8,0.2,1.3,5.7,,5.7,,,,253,253,,253,,,,0.2,0.2,,0.2
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO,"106,731","7,985","1,070","7,823","123,609",,"123,609",63.5,4.0,0.5,4.5,72.5,,72.5,"15,085",,,760,"15,845",,"15,845",16.0,,,0.5,16.5,,16.5
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,DR,DO,"61,288","6,550",958,"20,194","88,990",,"88,990",25.5,3.0,0.5,9.5,38.5,,38.5,,,,622,622,,622,,,,0.5,0.5,,0.5
30102,3102,Martz Trailways,Full Reporter,Urban,CB,DO,"133,404","22,932","9,484","83,219","249,039",,"249,039",68.0,11.0,5.0,51.0,135.0,,135.0,"15,510",846,"7,267","12,124","35,747",,"35,747",23.0,1.0,9.0,12.0,45.0,,45.0
30103,3103,"Martz Group, National Coach Works of Virginia",Full Reporter,Urban,CB,DO,"12,191",283,665,"1,058","14,197",,"14,197",4.9,0.3,0.3,0.5,6.1,,6.1,"2,468",0,351,0,"2,819",,"2,819",1.9,0.0,0.3,0.0,2.2,,2.2
30107,3107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,MG,DO,"14,198","22,850","18,967","18,350","74,365",,"74,365",8.0,14.0,13.0,11.0,46.0,,46.0,,"1,725",,810,"2,535",,"2,535",,2.0,,1.0,3.0,,3.0
30129,3R03-018,Anne Arundel County,Full Reporter,Urban,DR,DO,"59,788","6,228",,"3,900","69,916",,"69,916",30.0,3.0,,2.0,35.0,,35.0,"6,343",,,,"6,343",,"6,343",8.0,,,,8.0,,8.0
30137,3R04-012,Monroe County Transportation Authority,Full Reporter,Urban,MB,DO,"37,554","8,946","2,775","21,928","71,203",,"71,203",17.0,4.0,1.5,10.0,32.5,,32.5,"6,406",,,"2,393","8,799",,"8,799",10.0,,,6.0,16.0,,16.0
30137,3R04-012,Monroe County Transportation Authority,Full Reporter,Urban,DR,DO,"14,655","7,879","1,711","19,445","43,690",,"43,690",7.0,3.0,1.5,10.0,21.5,,21.5,"33,607",,,"2,122","35,729",,"35,729",38.0,,,6.0,44.0,,44.0
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,"191,878","43,320","3,620","43,927","282,745",572,"283,317",89.0,22.6,2.0,23.9,137.5,0.3,137.8,"1,448",367,"1,567",,"3,382",,"3,382",1.0,0.9,1.0,,2.9,,2.9
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,IP,DO,"15,090","2,891",,"5,959","23,940",572,"24,512",6.0,1.0,,3.3,10.3,0.3,10.7,,,"1,819",,"1,819",,"1,819",,,1.0,,1.0,,1.0
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,"12,313","5,190",,"15,118","32,621",572,"33,193",7.0,2.4,,8.8,18.2,0.3,18.6,"29,752",41,,,"29,793",,"29,793",26.0,0.1,,,26.1,,26.1
40002,4002,Knoxville Area Transit,Full Reporter,Urban,MB,DO,"303,135","76,628","1,850","32,036","413,649",,"413,649",170.0,41.0,0.9,15.1,227.0,,227.0,0,"3,442",0,,"3,442",,"3,442",,3.7,,,3.7,,3.7
40002,4002,Knoxville Area Transit,Full Reporter,Urban,DR,DO,"44,381","6,663",200,"2,786","54,030",,"54,030",24.7,3.6,0.1,1.0,29.4,,29.4,0,299,0,0,299,,299,,0.3,,,0.3,,0.3
40003,4003,Memphis Area Transit Authority,Full Reporter,Urban,MB,DO,"499,016","113,508","10,070","91,288","713,882",,"713,882",241.0,71.0,6.0,43.5,361.5,,361.5,"1,197",,,,"1,197",,"1,197",1.0,,,,1.0,,1.0
40003,4003,Memphis Area Transit Authority,Full Reporter,Urban,DR,DO,"133,017","5,967",43,"4,320","143,347",,"143,347",71.0,4.0,,2.5,77.5,,77.5,,,,,0,,0,,,,,0.0,,0.0
40003,4003,Memphis Area Transit Authority,Full Reporter,Urban,SR,DO,,"32,857",,"9,867","42,724",,"42,724",,15.0,0.0,5.0,20.0,,20.0,,,,,0,,0,,,,,0.0,,0.0
40004,4004,Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,"695,039","102,471","64,029","47,218","908,757",,"908,757",349.3,50.2,26.9,25.0,451.4,,451.4,,,,"1,796","1,796",,"1,796",,,,4.3,4.3,,4.3
40004,4004,Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,"232,600","59,755","37,338","27,534","357,227",,"357,227",116.9,30.0,15.6,14.6,177.1,,177.1,"5,195",,,"1,048","6,243",,"6,243",9.0,,,2.5,11.5,,11.5
40004,4004,Metropolitan Transit Authority,Full Reporter,Urban,CB,DO,"39,436","5,814","3,633","2,679","51,562",,"51,562",19.8,2.8,1.5,1.4,25.5,,25.5,,,,102,102,,102,,,,0.2,0.2,,0.2
40005,4005,ART (Asheville Redefines Transit),Full Reporter,Urban,MB,DO,"98,876","14,967","4,294","6,408","124,545",,"124,545",51.0,7.0,2.0,3.0,63.0,,63.0,"1,999","1,184",,442,"3,625",,"3,625",2.0,1.0,,2.0,5.0,,5.0
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Urban,DR,DO,"22,508",,941,"4,699","28,148",0,"28,148",8.0,,0.5,3.0,11.5,,11.5,"18,157",,,,"18,157",,"18,157",17.0,,,,17.0,0.0,17.0
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Urban,VP,DO,,,80,75,155,,155,,,0.1,0.1,0.1,,0.1,,,,,0,,0,,,,,0.0,,0.0
40007,4007,Capital Area Transit,Full Reporter,Urban,MB,DO,"379,054","65,025","7,673","23,497","475,249",,"475,249",178.0,36.0,4.0,13.0,231.0,,231.0,,,,"1,460","1,460",,"1,460",,,,2.0,2.0,,2.0
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,MB,DO,"994,770","290,950",,"30,130","1,315,850",,"1,315,850",537.0,154.0,,16.0,707.0,,707.0,"48,798","1,924",,,"50,722",,"50,722",54.5,1.5,,,56.0,,56.0
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,DR,DO,"182,173",,,"5,481","187,654",,"187,654",101.0,0.0,,3.0,104.0,,104.0,"44,314",,,,"44,314",,"44,314",32.0,,,,32.0,,32.0
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,CB,DO,"151,278","44,246",,"4,582","200,106",,"200,106",82.0,23.0,,3.0,108.0,,108.0,"7,420",293,,,"7,713",,"7,713",9.0,0.5,,,9.5,,9.5
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,LR,DO,"96,705","68,736","42,308","20,026","227,775",,"227,775",55.0,51.0,25.0,12.0,143.0,,143.0,,,,,0,,0,,,,,0.0,,0.0
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,SR,DO,"17,232","4,540",,"5,120","26,892",,"26,892",9.0,3.0,,3.0,15.0,,15.0,,,,,0,,0,,,,,0.0,,0.0
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,VP,DO,"3,722","1,018",,"3,035","7,775",,"7,775",2.0,1.0,,2.0,5.0,,5.0,,,,,0,,0,,,,,0.0,,0.0
40009,4009,Fayetteville Area System of Transit,Full Reporter,Urban,MB,DO,"122,045","17,491","1,919","13,695","155,150",,"155,150",61.6,8.0,1.1,7.9,78.6,,78.6,"6,723",,,,"6,723",,"6,723",8.7,,,,8.7,,8.7
40009,4009,Fayetteville Area System of Transit,Full Reporter,Urban,DR,DO,"46,479","6,661",731,"5,215","59,086",,"59,086",23.5,3.0,0.4,3.0,29.9,,29.9,"2,560",,,,"2,560",,"2,560",3.3,,,,3.3,,3.3
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter,Urban,MB,DO,"150,810","41,494",,"18,100","210,404",,"210,404",76.0,22.0,,9.0,107.0,,107.0,"3,734","4,800","10,102","2,427","21,063",,"21,063",3.0,3.0,7.0,2.0,15.0,,15.0
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter,Urban,DR,DO,"55,418","1,910",,"9,100","66,428",,"66,428",28.0,1.0,,6.0,35.0,,35.0,"19,860","1,600","1,400","2,250","25,110",,"25,110",18.0,1.0,1.0,2.0,22.0,,22.0
40014,4014,Ms Coast Transportation Authority,Full Reporter,Urban,MB,DO,"93,612","16,055","3,393","30,849","143,909",,"143,909",48.0,7.7,1.5,15.4,72.5,,72.5,"5,809","1,779",,863,"8,451",,"8,451",3.0,1.5,,,4.5,,4.5
40014,4014,Ms Coast Transportation Authority,Full Reporter,Urban,DR,DO,"27,466","4,796","1,014","7,607","40,883",,"40,883",15.0,2.1,0.5,3.0,20.5,,20.5,"1,981",532,,,"2,513",,"2,513",2.0,0.5,,,2.5,,2.5
40017,4017,Lexington Transit Authority,Full Reporter,Urban,MB,DO,"240,118","72,093","7,724","25,603","345,538",,"345,538",121.0,44.0,4.0,13.0,182.0,,182.0,"2,636",,,,"2,636",,"2,636",5.0,,,,5.0,,5.0
40018,4018,Transit Authority of River City,Full Reporter,Urban,MB,DO,"757,798","200,059","21,865","119,433","1,099,155",,"1,099,155",392.0,103.5,11.9,69.7,577.1,,577.1,"19,430",,,"2,437","21,867",,"21,867",16.0,,,3.0,19.0,,19.0
40018,4018,Transit Authority of River City,Full Reporter,Urban,DR,DO,"1,714","1,005",110,520,"3,349",,"3,349",1.0,0.5,0.1,0.3,1.9,,1.9,,,,,0,,0,,,,,0.0,,0.0
40019,4019,Transit Authority of Northern Kentucky,Full Reporter,Urban,MB,DO,"318,253","75,065","6,397","30,774","430,489",,"430,489",155.0,38.3,3.0,15.3,211.6,,211.6,"25,666","2,453","2,665","3,037","33,821",,"33,821",20.0,2.0,1.8,2.4,26.2,,26.2
40019,4019,Transit Authority of Northern Kentucky,Full Reporter,Urban,DR,DO,"62,842","2,666","1,546","7,440","74,494",,"74,494",32.0,1.5,0.6,3.7,37.8,,37.8,"7,364","1,111",645,734,"9,854",,"9,854",6.0,1.0,0.4,0.6,8.0,,8.0
40021,4021,Albany Transit System,Full Reporter,Urban,MB,DO,"41,640","8,795","2,603","5,592","58,630",,"58,630",21.0,4.0,1.7,3.0,29.7,,29.7,"29,095","1,059",,,"30,154",,"30,154",19.0,1.0,,,20.0,,20.0
40021,4021,Albany Transit System,Full Reporter,Urban,DR,DO,"13,518","4,145",566,"1,554","19,783",,"19,783",9.0,2.0,0.3,1.0,12.3,,12.3,844,232,,,"1,076",,"1,076",2.0,1.0,0.0,,3.0,,3.0
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,MB,DO,"2,794,636","711,449","211,795","679,422","4,397,302",128,"4,397,430","1,506.1",327.0,109.5,311.1,"2,253.7",0.1,"2,253.8","222,142",,,,"222,142",,"222,142",179.3,,,,179.3,,179.3
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,HR,DO,"1,575,677","608,719","923,524","782,093","3,890,013","35,519","3,925,532",687.8,256.0,453.3,356.3,"1,753.4",16.3,"1,769.6","60,959",,,,"60,959",,"60,959",45.7,,,,45.7,,45.7
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,DR,DO,"542,849","128,335","6,199","46,314","723,697",,"723,697",293.2,59.0,3.2,22.6,378.0,,378.0,"46,966",,,,"46,966",,"46,966",34.0,,,,34.0,,34.0
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,MB,DO,"225,680","32,160","21,943","65,636","345,419",,"345,419",117.0,17.0,12.0,34.0,180.0,,180.0,"11,710",,"6,557","4,036","22,303",,"22,303",10.0,,6.0,4.0,20.0,,20.0
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,DR,DO,"62,336","3,922","3,935","7,848","78,041",,"78,041",32.0,2.0,2.0,4.0,40.0,,40.0,"2,347",,,,"2,347",,"2,347",3.0,,,,3.0,,3.0
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,FB,DO,"9,633","3,896",,"1,920","15,449",,"15,449",5.0,2.0,,1.0,8.0,,8.0,"1,250",,970,,"2,220",,"2,220",3.0,,1.0,,4.0,,4.0
40026,4026,Manatee County Area Transit,Full Reporter,Urban,MB,DO,"134,673","8,926","1,649","16,052","161,300",,"161,300",65.0,4.0,1.0,10.3,80.3,,80.3,"3,902",,,,"3,902",,"3,902",4.0,,,,4.0,,4.0
40026,4026,Manatee County Area Transit,Full Reporter,Urban,DR,DO,"67,204","2,551",,"4,180","73,935",,"73,935",38.0,1.0,0.0,2.7,41.7,,41.7,"1,833",,,,"1,833",,"1,833",1.0,,,,1.0,,1.0
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,DO,"821,983","121,947","61,407","146,090","1,151,427",,"1,151,427",407.0,61.0,29.0,78.0,575.0,,575.0,82,0,49,358,489,,489,1.0,,1.0,4.0,6.0,,6.0
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,CB,DO,"22,276","5,433","2,736","6,509","36,954",,"36,954",10.0,3.0,1.0,4.0,18.0,,18.0,,,0,,0,,0,,,0.0,,0.0,,0.0
40028,4028,Lee County Transit,Full Reporter,Urban,MB,DO,"289,235","46,610","11,347","23,437","370,629",,"370,629",146.0,23.0,6.0,12.0,187.0,,187.0,"3,051",,,,"3,051",,"3,051",3.0,,,,3.0,,3.0
40028,4028,Lee County Transit,Full Reporter,Urban,DR,DO,"119,449","7,433",,"12,057","138,939",,"138,939",57.0,4.0,0.0,6.5,67.5,,67.5,,,,,0,,0,,,,,0.0,,0.0
40029,4029,Broward County Transit Division,Full Reporter,Urban,MB,DO,"1,619,766","369,000","19,299","190,986","2,199,051",,"2,199,051",751.0,180.0,13.0,107.0,"1,051.0",,"1,051.0","1,052",,,"1,958","3,010",,"3,010",1.0,,,3.0,4.0,,4.0
40030,4030,Gainesville Regional Transit System,Full Reporter,Urban,MB,DO,"455,226","76,411","8,402","79,776","619,815",,"619,815",230.0,43.0,5.0,43.0,321.0,,321.0,,,,587,587,,587,,,,1.0,1.0,,1.0
40031,4031,Lakeland Area Mass Transit District,Full Reporter,Urban,MB,DO,"110,174","17,336","6,638","59,022","193,170",,"193,170",59.0,9.0,4.0,32.0,104.0,,104.0,"2,292","4,515","1,248","1,850","9,905",,"9,905",4.0,6.0,1.0,4.0,15.0,,15.0
40031,4031,Lakeland Area Mass Transit District,Full Reporter,Urban,DR,DO,"69,264","14,262","3,489","36,522","123,537",,"123,537",34.0,6.0,2.0,19.0,61.0,,61.0,328,"3,715",772,"1,145","5,960",,"5,960",2.0,4.0,1.0,2.0,9.0,,9.0
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Urban,MB,DO,"222,912","42,227","19,105","41,862","326,106",,"326,106",112.0,21.0,9.0,25.0,167.0,,167.0,,,,"3,367","3,367",,"3,367",,,,3.0,3.0,,3.0
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Urban,DR,DO,"123,571","18,497","1,498","34,305","177,871",,"177,871",71.0,12.0,0.9,19.0,102.9,,102.9,,,561,"5,616","6,177",,"6,177",,,0.4,4.0,4.4,,4.4
40034,4034,Miami-Dade Transit,Full Reporter,Urban,MB,DO,"3,135,155","963,411","161,392","437,660","4,697,618","4,078","4,701,696","1,883.0",475.0,81.0,199.0,"2,638.0",2.0,"2,640.0","477,104",,,229,"477,333",,"477,333",331.0,0.0,,1.0,332.0,,332.0
40034,4034,Miami-Dade Transit,Full Reporter,Urban,HR,DO,"260,713","389,999","340,353","178,005","1,169,070","34,014","1,203,084",126.0,198.0,165.0,98.0,587.0,15.0,602.0,"3,018",,"35,658",,"38,676",,"38,676",5.0,,52.0,,57.0,,57.0
40034,4034,Miami-Dade Transit,Full Reporter,Urban,MG,DO,"56,219","168,833","104,241","51,649","380,942",,"380,942",34.0,76.0,47.0,27.0,184.0,,184.0,,,,,0,,0,,,,,0.0,,0.0
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO,"1,448,956","280,408","67,131","191,736","1,988,231",,"1,988,231",690.0,128.0,36.0,94.0,948.0,,948.0,"30,554","2,434",,"3,821","36,809",,"36,809",28.0,2.0,,3.0,33.0,,33.0
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,RB,DO,"61,947","7,810","3,491","9,970","83,218",,"83,218",29.0,4.0,2.0,5.0,40.0,,40.0,"1,306",,,268,"1,574",,"1,574",1.0,,,1.0,2.0,,2.0
40036,4036,City of Tallahassee,Full Reporter,Urban,MB,DO,"240,115","31,605","20,783","12,594","305,097",,"305,097",111.0,15.0,10.0,6.0,142.0,,142.0,"39,392","7,426",,"2,958","49,776",,"49,776",33.0,5.0,,9.0,47.0,,47.0
40036,4036,City of Tallahassee,Full Reporter,Urban,DR,DO,"27,564","4,350","26,280","8,164","66,358",,"66,358",13.0,2.0,12.0,6.0,33.0,,33.0,"28,196","1,118","1,284","1,854","32,452",,"32,452",18.5,1.0,1.0,9.0,29.5,,29.5
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter,Urban,MB,DO,"705,548","178,881","6,683","126,376","1,017,488",,"1,017,488",355.0,90.0,3.0,70.0,518.0,,518.0,,,,,0,,0,,,,,0.0,,0.0
40040,4040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,DO,"798,339","196,284","35,914","225,918","1,256,455",,"1,256,455",408.0,99.0,18.0,119.0,644.0,,644.0,"62,512","1,457",0,"30,903","94,872",,"94,872",44.0,1.0,0.0,24.0,69.0,,69.0
40040,4040,Jacksonville Transportation Authority,Full Reporter,Urban,MG,DO,"23,740","26,568","14,902","3,217","68,427",,"68,427",13.0,15.0,7.0,2.0,37.0,,37.0,"3,563",0,0,0,"3,563",,"3,563",2.0,0.0,0.0,0.0,2.0,,2.0
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,MB,DO,"874,783","167,017","96,478","156,936","1,295,214","29,873","1,325,087",455.0,100.0,49.0,92.0,696.0,15.0,711.0,"8,524","1,705","1,900","1,346","13,475",,"13,475",9.0,2.0,3.0,2.0,16.0,,16.0
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,DR,DO,"131,475","3,616","10,720","28,599","174,410",,"174,410",72.0,2.0,6.0,16.0,96.0,,96.0,,,,,0,,0,,,,,0.0,,0.0
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,SR,DO,"18,854","15,165","8,529",0,"42,548",,"42,548",9.0,8.0,5.0,,22.0,,22.0,,,,"1,177","1,177",,"1,177",,,,37.0,37.0,,37.0
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,MB,DO,"258,611","107,867","21,699","73,665","461,842",,"461,842",153.0,56.0,11.0,41.0,261.0,,261.0,"2,212",,,,"2,212",,"2,212",2.0,,,,2.0,,2.0
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,DR,DO,"97,040","13,332","5,425","10,045","125,842",,"125,842",49.0,7.0,3.0,6.0,65.0,,65.0,"1,745",,,,"1,745",,"1,745",2.0,,,,2.0,,2.0
40043,4043,The Wave Transit System,Full Reporter,Urban,MB,DO,"113,003","32,075",949,"11,185","157,212",,"157,212",54.0,16.0,0.5,6.0,76.5,,76.5,,,,,0,,0,,,,,0.0,,0.0
40043,4043,The Wave Transit System,Full Reporter,Urban,DR,DO,"56,342","8,035",949,"13,033","78,359",,"78,359",29.0,4.0,0.5,7.0,40.5,,40.5,,,,,0,,0,,,,,0.0,,0.0
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter,Urban,MB,DO,"99,908","16,670","3,303","10,697","130,578",,"130,578",57.0,9.0,1.8,6.0,73.8,,73.8,"12,410","3,104",,"3,411","18,925",,"18,925",9.0,2.3,,3.0,14.3,,14.3
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter,Urban,DR,DO,"21,230","5,088",460,"4,252","31,030",,"31,030",12.0,2.8,0.3,2.5,17.6,,17.6,"1,680","1,035",,,"2,715",,"2,715",2.8,0.8,,,3.6,,3.6
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,MB,DO,"327,030","26,511","6,419","18,577","378,537",,"378,537",175.7,12.1,2.9,8.5,199.2,,199.2,,,,,0,,0,,,,,0.0,,0.0
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,DR,DO,"23,056","6,361",564,787,"30,768",,"30,768",10.5,2.8,0.2,3.2,16.7,,16.7,,,,,0,,0,,,,,0.0,,0.0
