Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,55310,5R02-035,Kankakee-Iroquois Regional Planning Commission,Active,Rural Reporter,Monon,IN,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,"6,640",,,,,,,,,,
2016,55311,,City of Cincinnati,Inactive,Building Reporter,Cincinnati,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Pre 2017,SR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2017,55312,,City of Milwaukee,Active,Building Reporter,Milwaukee,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2017,SR,DO,Building,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
2017,55313,,Marshall County,Active,Rural Reporter,Lacon,IL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"5,844","5,848","5,552"
2017,55314,,Central Community Transit,Active,Rural Reporter,Wilmar,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"21,429","23,186","40,095"
2017,55314,,Central Community Transit,Active,Rural Reporter,Wilmar,MN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"4,014","8,341","8,122"
2017,55315,,Douglas County (Illinois),Active,Rural Reporter,Tuscola,IL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"2,156","3,885"
2017,55316,,Jersey County,Active,Rural Reporter,Jerseyville,IL,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,410,"7,830"
2017,55316,,Jersey County,Active,Rural Reporter,Jerseyville,IL,2010,,,,,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,200"
2017,55318,,County of Walworth,Active,Rural Reporter,Elkhorn,WI,2010,,,,,New in 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,495"
2017,55319,,Oneida-Vilas Transit Commission,Active,Rural Reporter,Rhinelander,WI,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"1,594","15,761"
2017,55320,,Faribault-Martin Counties Joint Powers,Active,Rural Reporter,Fairmont,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"11,572","19,546"
2017,55320,,Faribault-Martin Counties Joint Powers,Active,Rural Reporter,Fairmont,MN,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"5,893","9,369"
2017,55321,,Peoples Express,Active,Rural Reporter,Whitmore Lake,MI,2010,,,,,New in 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,426"
2017,55322,,Western-Washtenaw Area Value Express,Active,Rural Reporter,Chelsea,MI,2010,,,,,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,119"
2017,55323,,Pioneer Resources - Muskegon,Active,Rural Reporter,Muskegon,MI,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"1,800","5,889"
2017,55324,3098,Washington County Commissioners(CABL Bus lines),Active,Rural Reporter,Marietta,OH,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"2,554","2,837"
2017,55324,3098,Washington County Commissioners(CABL Bus lines),Active,Rural Reporter,Marietta,OH,2010,,,,,Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"5,735","6,237"
2017,55325,,Minnesota River Valley Transit,Active,Rural Reporter,Le Sueur,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,361"
2017,55325,,Minnesota River Valley Transit,Active,Rural Reporter,Le Sueur,MN,2010,,,,,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,550"
2017,55326,,"United Community Action Partnership, Inc.",Active,Rural Reporter,Marshall,MN,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,607"
2017,55326,,"United Community Action Partnership, Inc.",Active,Rural Reporter,Marshall,MN,2010,,,,,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,007"
2017,55327,,County of Clark,Active,Rural Reporter,Neillsville,WI,2010,,,,,New in 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,454"
2017,55328,,Horizons of Tuscarawas & Carroll Counties,Active,Rural Reporter,Dover,OH,2010,,,,,New in 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,275"
2017,60001,6001,Amarillo City Transit(ACT),Active,Reduced Reporter,Amarillo,TX,2010,"Amarillo, TX",182,81,"196,651",Existing 2017,DR,DO,Operating,"6,754","6,776","10,065","10,131","9,919","9,923","10,131","10,131","10,131","13,508","12,848","12,848","14,211","14,831","15,851","17,497","16,183","15,762","16,836","19,705","22,204","23,958","22,849","21,235","18,739","18,968","23,544"
2017,60001,6001,Amarillo City Transit(ACT),Active,Reduced Reporter,Amarillo,TX,2010,"Amarillo, TX",182,81,"196,651",Existing 2017,MB,DO,Operating,"48,600","48,513","44,277","44,822","42,980","44,822","44,515","46,050","40,885","40,885","39,029","39,865","40,096","40,064","39,849","42,689","39,911","39,538","40,222","39,627","40,603","41,191","41,022","39,334","38,706","36,152","38,266"
2017,60002,6T02,Chickasaw Nation,Active,Reduced Reporter,Ada,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,46,"7,013","5,352","5,747","1,146","1,009","1,232",162
2017,60002,6T02,Chickasaw Nation,Active,Reduced Reporter,Ada,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"1,040","27,986","16,411","21,427","22,454","23,190","27,035","34,430","33,888","36,767","37,319"
2017,60002,6T02,Chickasaw Nation,Active,Reduced Reporter,Ada,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,"1,160","3,569",,,,,,,,
2017,60003,6T03,Choctaw Nation of Oklahoma,Active,Reduced Reporter,Hugo,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,"4,176",,"14,598","5,636","5,790","6,422","9,016",,,,
2017,60003,6T03,Choctaw Nation of Oklahoma,Active,Reduced Reporter,Hugo,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,"4,160","15,265","6,652","7,688","7,456","6,954","21,678","17,562","22,110","24,394"
2017,60004,6T04,Citizen Potawatomi Nation(CPN),Active,Reduced Reporter,Shawnee,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,"2,000","4,254","1,737","3,960","5,969","6,749","12,195","13,714","15,934","14,852"
2017,60005,6T05,Comanche Nation,Active,Reduced Reporter,Lawton,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,"13,965","16,947","15,816","15,208","17,640","10,982","12,086","12,665"
2017,60006,6006,Mass Transit Department - City of El Paso(Sun Metro),Active,Full Reporter,El Paso,TX,2010,"El Paso, TX-NM",53,251,"803,086",Existing 2017,DR,DO,Discontinued,,,"20,528","68,244","81,123","105,631","106,599","102,647","106,590","97,502","107,441","89,300","110,544","123,156","108,115","125,958","124,083","117,047","109,118","115,513","111,053","106,011","22,663",0,,,
2017,60006,6006,Mass Transit Department - City of El Paso(Sun Metro),Active,Full Reporter,El Paso,TX,2010,"El Paso, TX-NM",53,251,"803,086",Existing 2017,DR,PT,Operating,"49,527","54,132","40,835","10,546","10,496","9,361","9,906","8,960","8,925","7,998","7,650","7,395","7,112","7,680","6,170","5,705","6,356","6,287","6,135",,0,0,"111,725","134,191","137,976","148,887","153,489"
2017,60006,6006,Mass Transit Department - City of El Paso(Sun Metro),Active,Full Reporter,El Paso,TX,2010,"El Paso, TX-NM",53,251,"803,086",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,"5,436","4,112","24,611","4,195",0,,,
2017,60006,6006,Mass Transit Department - City of El Paso(Sun Metro),Active,Full Reporter,El Paso,TX,2010,"El Paso, TX-NM",53,251,"803,086",Existing 2017,MB,DO,Operating,"350,159","371,708","404,149","446,544","460,803","469,783","448,282","445,684","493,682","514,530","501,546","534,548","546,015","533,450","529,640","515,990","503,092","517,055","535,846","556,849","559,949","569,598","574,349","577,362","578,396","596,114","585,977"
2017,60007,6007,Fort Worth Transportation Authority(FWTA),Active,Full Reporter,Fort Worth,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,CR,PT,Separate,,,,,,,,,,644,"6,004","17,772","23,785","17,712","22,626","22,867","22,463","26,964","31,788",,0,0,0,0,,0,0
2017,60007,6007,Fort Worth Transportation Authority(FWTA),Active,Full Reporter,Fort Worth,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,DR,DO,Operating,"48,070","54,216","60,255","65,381","69,344","78,128","81,749","85,458","86,333","81,675","84,852","93,583","91,856","89,394","85,551","83,884","78,884","88,130","75,453","78,716","78,736","79,168","82,124","81,927","78,482","81,216","82,610"
2017,60007,6007,Fort Worth Transportation Authority(FWTA),Active,Full Reporter,Fort Worth,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,DR,PT,Operating,,,,"115,880","57,387","55,459","62,661","73,174","80,865","80,996","91,419","93,039","61,763","53,966","78,332","94,469","84,710","86,686","108,250","111,120","112,912","118,446","123,411","131,935","115,223","115,508","118,066"
2017,60007,6007,Fort Worth Transportation Authority(FWTA),Active,Full Reporter,Fort Worth,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,MB,DO,Operating,"318,232","335,307","356,250","359,499","329,022","313,831","334,943","355,658","379,087","357,007","391,256","398,001","352,494","323,005","355,774","344,054","358,675","356,828","356,894","347,042","336,632","349,441","384,306","368,495","340,407","342,012","359,621"
2017,60007,6007,Fort Worth Transportation Authority(FWTA),Active,Full Reporter,Fort Worth,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,MB,PT,Operating,,,,,"25,406","27,052","28,226","8,457",,68,"1,524",977,"1,403","1,554","2,750","2,816","3,524","4,920","5,692","4,581","4,389","4,531","4,937","5,929","5,914","6,131","6,156"
2017,60007,6007,Fort Worth Transportation Authority(FWTA),Active,Full Reporter,Fort Worth,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,VP,PT,Separate,,,,,,"58,360","34,794",,,,,,,,,,,,,,0,0,0,0,,0,0
2017,60008,6008,"Metropolitan Transit Authority of Harris County, Texas (Metro)",Active,Full Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"229,337","233,768","237,583","241,411","246,025","254,179"
2017,60008,6008,"Metropolitan Transit Authority of Harris County, Texas (Metro)",Active,Full Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,"69,841","72,048","73,252","73,614","74,399","73,842"
2017,60008,6008,"Metropolitan Transit Authority of Harris County, Texas (Metro)",Active,Full Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,60008,6008,"Metropolitan Transit Authority of Harris County, Texas (Metro)",Active,Full Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,DR,PT,Operating,"225,320","300,997","334,639","420,153","417,221","412,842","198,353","202,684","232,797","251,393","273,276","314,107","347,726","752,008","738,162","748,714","785,682","792,644","805,354","799,759","859,171","878,875","930,340","975,438","1,025,600","1,054,607","1,034,654"
2017,60008,6008,"Metropolitan Transit Authority of Harris County, Texas (Metro)",Active,Full Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"28,491","30,204","35,932","41,166","65,051","77,746","77,309","73,660"
2017,60008,6008,"Metropolitan Transit Authority of Harris County, Texas (Metro)",Active,Full Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,LR,DO,Operating,,,,,,,,,,,,,,"41,176","58,456","62,301","63,550","70,528","74,640","74,336","74,235","76,596","83,260","126,171","197,970","302,455","287,042"
2017,60008,6008,"Metropolitan Transit Authority of Harris County, Texas (Metro)",Active,Full Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,MB,DO,Operating,"2,286,323","2,268,118","2,321,540","2,333,873","2,413,844","2,507,235","2,485,753","2,413,451","2,468,882","2,613,096","2,695,547","2,678,958","2,624,482","2,527,087","2,299,653","2,196,847","2,159,516","2,175,893","2,221,944","2,248,759","2,268,395","2,006,088","1,989,245","1,977,341","2,042,857","2,350,943","2,361,682"
2017,60008,6008,"Metropolitan Transit Authority of Harris County, Texas (Metro)",Active,Full Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,MB,PT,Operating,"83,395","103,961","75,512","60,926","64,555","65,861","5,790","5,054","1,317",,,,,"524,054","548,785","557,005","561,362","569,048","572,542","579,166","580,559","522,965","537,117","559,988","557,621","501,029","482,350"
2017,60008,6008,"Metropolitan Transit Authority of Harris County, Texas (Metro)",Active,Full Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,"84,316","133,744","179,874","236,239","289,529","323,573","304,672","298,068","300,921","278,284","263,236","283,194","258,720","231,285"
2017,60009,6009,"Laredo Transit Management, Inc.(El Metro)",Active,Full Reporter,Laredo,TX,2010,"Laredo, TX",157,66,"235,730",Existing 2017,DR,DO,Operating,"6,520","3,629","6,884","10,016","17,291","24,450","25,230","24,960","25,828","27,012","24,960","26,260","24,263","24,002","26,714","29,693","30,600","36,630","27,226","28,953","29,415","26,280","27,418","28,307","26,878","27,020","27,192"
2017,60009,6009,"Laredo Transit Management, Inc.(El Metro)",Active,Full Reporter,Laredo,TX,2010,"Laredo, TX",157,66,"235,730",Existing 2017,MB,DO,Operating,"83,648","96,350","118,898","117,923","120,316","124,328","120,674","120,815","146,680","142,438","147,799","154,492","154,385","154,437","165,129","165,859","161,557","147,618","149,253","150,323","150,915","149,655","148,192","148,764","149,464","147,586","148,263"
2017,60009,6009,"Laredo Transit Management, Inc.(El Metro)",Active,Full Reporter,Laredo,TX,2010,"Laredo, TX",157,66,"235,730",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,60010,6010,"City Transit Management Company, Inc.(Citibus)",Active,Full Reporter,Lubbock,TX,2010,"Lubbock, TX",155,96,"237,356",Existing 2017,DR,DO,Operating,"14,025","16,120","18,092","19,240","17,634","17,417","22,267","32,092","30,764","28,779","29,647","30,337","27,979","33,337","36,256","36,902","34,935","34,529","45,171","46,838","40,418","39,171","40,197","40,187","39,357","42,602","42,633"
2017,60010,6010,"City Transit Management Company, Inc.(Citibus)",Active,Full Reporter,Lubbock,TX,2010,"Lubbock, TX",155,96,"237,356",Existing 2017,MB,DO,Operating,"84,328","86,499","88,130","83,182","83,677","85,786","91,671","96,256","126,364","96,111","128,168","107,937","113,323","108,030","109,238","104,190","124,535","123,819","115,214","128,211","130,473","135,930","142,232","142,202","141,033","139,048","141,806"
2017,60011,6011,VIA Metropolitan Transit(VIA),Active,Full Reporter,San Antonio,TX,2010,"San Antonio, TX",26,597,"1,758,210",Existing 2017,DR,DO,Operating,"188,527","262,074","313,051","326,879","432,234","307,666","256,526","251,108","247,166","229,860","231,796","233,756","221,551","226,685","210,240","218,756","243,434","249,502","244,554","245,405","247,042","242,643","223,016","211,121","222,245","238,048","243,496"
2017,60011,6011,VIA Metropolitan Transit(VIA),Active,Full Reporter,San Antonio,TX,2010,"San Antonio, TX",26,597,"1,758,210",Existing 2017,DR,PT,Operating,"12,874","67,430","121,047","138,666","150,948","109,549","152,707","176,934","192,952","203,535","209,948","204,437","185,469","191,129","168,822","207,198","220,551","229,929","236,406","229,657","236,455","259,454","262,959","285,060","305,396","308,007","299,812"
2017,60011,6011,VIA Metropolitan Transit(VIA),Active,Full Reporter,San Antonio,TX,2010,"San Antonio, TX",26,597,"1,758,210",Existing 2017,MB,DO,Operating,"1,274,107","1,286,097","1,306,358","1,356,129","1,429,430","1,332,019","1,273,138","1,334,877","1,421,146","1,434,063","1,387,368","1,383,075","1,362,378","1,328,343","1,323,533","1,339,626","1,402,226","1,476,240","1,504,307","1,505,095","1,527,506","1,526,542","1,528,435","1,538,539","1,587,059","1,626,694","1,653,348"
2017,60011,6011,VIA Metropolitan Transit(VIA),Active,Full Reporter,San Antonio,TX,2010,"San Antonio, TX",26,597,"1,758,210",Existing 2017,RB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,0,,0,,,
2017,60011,6011,VIA Metropolitan Transit(VIA),Active,Full Reporter,San Antonio,TX,2010,"San Antonio, TX",26,597,"1,758,210",Existing 2017,SR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,0,,0,,,
2017,60011,6011,VIA Metropolitan Transit(VIA),Active,Full Reporter,San Antonio,TX,2010,"San Antonio, TX",26,597,"1,758,210",Existing 2017,VP,DO,Discontinued,"2,075","6,771",,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,60011,6011,VIA Metropolitan Transit(VIA),Active,Full Reporter,San Antonio,TX,2010,"San Antonio, TX",26,597,"1,758,210",Existing 2017,VP,PT,Operating,,0,,,,,,,,,,,,,,"4,566","12,182","25,313","24,220","28,175","45,862","65,763","62,534","72,253","77,227","88,424","90,707"
2017,60012,6012,"Waco Transit System, Inc.(WTS)",Active,Full Reporter,Waco,TX,2010,"Waco, TX",196,90,"172,378",Existing 2017,DR,DO,Operating,"1,785","2,080","3,925","5,470","6,887","8,466","8,700","9,768","10,148","9,556","10,530","11,001","9,466","9,996","10,382","12,991","13,429","14,710","16,007","16,591","18,097","16,106","16,287","16,642","16,715","20,474","24,779"
2017,60012,6012,"Waco Transit System, Inc.(WTS)",Active,Full Reporter,Waco,TX,2010,"Waco, TX",196,90,"172,378",Existing 2017,MB,DO,Operating,"27,251","27,276","27,355","34,374","32,133","36,639","36,396","37,412","39,912","45,954","40,063","42,872","40,497","41,572","44,080","43,888","44,508","45,812","46,139","48,068","49,530","49,692","50,004","49,775","55,420","56,513","50,674"
2017,60013,6013,Port Arthur Transit(PAT),Active,Reduced Reporter,Port Arthur,TX,2010,"Port Arthur, TX",215,106,"153,150",Existing 2017,DR,DO,Operating,"5,271","6,250","6,109","6,322","6,260","6,024","5,976","6,048","4,769","4,788","4,750","4,769","5,296","6,810","6,427","6,215","7,707","7,230","7,781","9,036","10,570","9,985","11,367","10,418","10,018","9,538","8,674"
2017,60013,6013,Port Arthur Transit(PAT),Active,Reduced Reporter,Port Arthur,TX,2010,"Port Arthur, TX",215,106,"153,150",Existing 2017,MB,DO,Operating,"20,084","20,016","20,084","20,104","20,016","14,558","14,442","14,616","14,558","14,616","16,000","16,201","15,911","13,613","14,232","13,638","14,440","13,735","14,556","14,558","14,376","14,087","14,996","16,116","15,070","15,798","14,936"
2017,60014,6014,City of Brownsville - Brownsville Metro(BMetro),Active,Full Reporter,Brownsville,TX,2010,"Brownsville, TX",164,82,"217,585",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,"17,639","20,307","20,144","20,003"
2017,60014,6014,City of Brownsville - Brownsville Metro(BMetro),Active,Full Reporter,Brownsville,TX,2010,"Brownsville, TX",164,82,"217,585",Existing 2017,DR,DO,Operating,"4,660",,,"17,992","15,697","20,085","23,188","13,299","16,414",,"17,858","19,165","20,313","22,291","20,208","18,053","19,301","16,558","15,524","13,926","16,012","13,054","11,260","11,630","13,103","14,292","14,556"
2017,60014,6014,City of Brownsville - Brownsville Metro(BMetro),Active,Full Reporter,Brownsville,TX,2010,"Brownsville, TX",164,82,"217,585",Existing 2017,DR,PT,Discontinued,"12,160","12,789","3,000",,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,60014,6014,City of Brownsville - Brownsville Metro(BMetro),Active,Full Reporter,Brownsville,TX,2010,"Brownsville, TX",164,82,"217,585",Existing 2017,MB,DO,Operating,"49,452","50,220","50,058","47,432","46,050","48,204","40,863","47,073","43,878",,"53,457","62,727","53,797","55,070","55,347","62,158","66,329","67,130","67,972","63,614","69,442","72,558","69,346","66,136","70,612","60,722","58,713"
2017,60015,6015,Island Transit(I T),Active,Reduced Reporter,Galveston,TX,2010,Texas Non-UZA,0,0,0,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,"3,922","6,584","9,310","10,704","12,266","9,637","13,324"
2017,60015,6015,Island Transit(I T),Active,Reduced Reporter,Galveston,TX,2010,Texas Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,"6,130","5,985","5,927","4,424","6,232","13,655","10,666","13,132",,,"14,036","12,888","10,539","12,542","11,777","10,255","8,656",0,"5,168","6,850","7,373","10,117","10,812","11,977","11,732","12,479","13,134"
2017,60015,6015,Island Transit(I T),Active,Reduced Reporter,Galveston,TX,2010,Texas Non-UZA,0,0,0,Existing 2017,DR,PT,Discontinued,"1,196",624,"1,846","1,028","13,621",,,,,,,,,,,,,,,,0,0,,0,,,
2017,60015,6015,Island Transit(I T),Active,Reduced Reporter,Galveston,TX,2010,Texas Non-UZA,0,0,0,Existing 2017,LR,DO,Discontinued,,,"4,190","4,224","4,211","4,332","8,650","7,424",,,"9,022","6,672","1,426","5,840","5,824","5,182","5,497",0,,,0,0,,0,,,
2017,60015,6015,Island Transit(I T),Active,Reduced Reporter,Galveston,TX,2010,Texas Non-UZA,0,0,0,Existing 2017,LR,PT,Discontinued,"7,046","4,190",,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,60015,6015,Island Transit(I T),Active,Reduced Reporter,Galveston,TX,2010,Texas Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,"31,923","33,960","37,856","36,848","31,711","31,711","32,154","37,497",,,"50,079","42,222","47,272","44,829","62,934","51,879","48,527",0,"33,854","41,957","38,829","37,269","37,902","37,896","36,645","32,608","31,194"
2017,60015,6015,Island Transit(I T),Active,Reduced Reporter,Galveston,TX,2010,Texas Non-UZA,0,0,0,Existing 2017,MB,PT,Discontinued,,"11,090",,,,"13,621","5,806",,,,,,,,,,,,,,0,0,,0,,,
2017,60015,6015,Island Transit(I T),Active,Reduced Reporter,Galveston,TX,2010,Texas Non-UZA,0,0,0,Existing 2017,SR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,0,,0,,,
2017,60016,6016,Beaumont Municipal Transit System(BMT),Active,Full Reporter,Beaumont,TX,2010,"Beaumont, TX",222,92,"147,922",Existing 2017,DR,DO,Discontinued,"5,823","5,667","6,504","6,918","7,585","11,149","11,164","9,962","10,047","10,560","10,985","10,434","9,995","10,612","10,483","10,290","10,332","10,119","10,615","11,979","8,440","8,370",,0,,,
2017,60016,6016,Beaumont Municipal Transit System(BMT),Active,Full Reporter,Beaumont,TX,2010,"Beaumont, TX",222,92,"147,922",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,"8,656","8,388","8,330","8,365","7,982"
2017,60016,6016,Beaumont Municipal Transit System(BMT),Active,Full Reporter,Beaumont,TX,2010,"Beaumont, TX",222,92,"147,922",Existing 2017,MB,DO,Discontinued,"39,006","39,281","41,601","41,658","41,547","41,650","41,519","42,334","49,822","49,730","49,254","45,972","44,463","51,709","50,361","49,407","51,166","49,369","52,292","52,231","52,202","52,065",,0,,,
2017,60016,6016,Beaumont Municipal Transit System(BMT),Active,Full Reporter,Beaumont,TX,2010,"Beaumont, TX",222,92,"147,922",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,"52,137","52,128","52,190","52,485","50,088"
2017,60017,6017,Central Oklahoma Transportation and Parking Authority(COTPA),Active,Full Reporter,Oklahoma City,OK,2010,"Oklahoma City, OK",51,411,"861,505",Existing 2017,DR,DO,Operating,"10,448","12,500","15,220","18,852","19,000","20,410","21,274","21,764","14,220","14,555","15,013","21,940","24,093","25,863","24,604","25,552","24,572","28,546","27,467","28,647","27,657","28,108","28,563","29,268","29,411","30,035","31,151"
2017,60017,6017,Central Oklahoma Transportation and Parking Authority(COTPA),Active,Full Reporter,Oklahoma City,OK,2010,"Oklahoma City, OK",51,411,"861,505",Existing 2017,DR,PT,Discontinued,"27,789","29,384","27,975","24,517","28,441","26,451","29,154","14,979","16,856","17,742","66,164","8,994","22,904","22,372","8,760","3,043","4,732","4,703","4,308",,0,0,,0,,,
2017,60017,6017,Central Oklahoma Transportation and Parking Authority(COTPA),Active,Full Reporter,Oklahoma City,OK,2010,"Oklahoma City, OK",51,411,"861,505",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"4,429","3,617","3,549","3,253","2,961","2,556","2,444","2,047"
2017,60017,6017,Central Oklahoma Transportation and Parking Authority(COTPA),Active,Full Reporter,Oklahoma City,OK,2010,"Oklahoma City, OK",51,411,"861,505",Existing 2017,FB,PT,Operating,,,,,,,,,,,,,,,,,,,,,"1,330","1,198","1,403","1,641","1,080","1,143","1,046"
2017,60017,6017,Central Oklahoma Transportation and Parking Authority(COTPA),Active,Full Reporter,Oklahoma City,OK,2010,"Oklahoma City, OK",51,411,"861,505",Existing 2017,MB,DO,Operating,"133,790","144,730","146,680","138,287","132,080","129,810","131,784","135,076","140,776","152,785","158,165","159,006","185,616","189,159","178,796","175,261","168,982","155,086","162,639","152,861","149,701","152,177","156,309","159,159","174,955","184,202","188,090"
2017,60017,6017,Central Oklahoma Transportation and Parking Authority(COTPA),Active,Full Reporter,Oklahoma City,OK,2010,"Oklahoma City, OK",51,411,"861,505",Existing 2017,MB,PT,Discontinued,"27,549","34,063","30,910","26,410","27,545","23,538","23,622","27,432","23,250","24,250","36,000","54,044","50,619","54,166","18,049","17,704","16,677","9,495","9,928","9,485","7,714","7,540","7,604","7,601","7,596","7,636",540
2017,60017,6017,Central Oklahoma Transportation and Parking Authority(COTPA),Active,Full Reporter,Oklahoma City,OK,2010,"Oklahoma City, OK",51,411,"861,505",Existing 2017,SR,PT,Building,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
2017,60017,6017,Central Oklahoma Transportation and Parking Authority(COTPA),Active,Full Reporter,Oklahoma City,OK,2010,"Oklahoma City, OK",51,411,"861,505",New in 2017,VP,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,351
2017,60018,6018,Metropolitan Tulsa Transit Authority(MTTA),Active,Full Reporter,Tulsa,OK,2010,"Tulsa, OK",62,336,"655,479",Existing 2017,DR,DO,Discontinued,"2,283","1,865","1,561",,,,,,,,,,,,,,,,,,"3,563",0,,0,,,
