Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,50448,5R04-047,Watonwan County(TMT),Active,Rural Reporter,St. James,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$300,121 ","$262,468 ","$313,074 ","$300,430 ","$285,917 ","$352,790 ","$384,330 ","$464,001 ","$450,089 ","$373,504 ","$415,837 "
2015,50449,5R06-058,County of Sauk,Inactive,Rural Reporter,,WI,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$55,888 ","$194,873 ","$293,445 ","$330,862 ","$338,822 ","$160,939 ",,
2017,50450,5R04-030,"Cedar Valley Services, Inc.",Active,Rural Reporter,Albert Lea,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$213,428 ","$253,206 ","$262,625 ","$390,338 ","$267,561 ","$338,884 ","$1,038,793 ","$1,416,281 ","$1,865,881 ","$2,263,249 ","$2,866,047 "
2017,50451,5R04-022,"Benson, City of",Active,Rural Reporter,Benson,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$144,684 ","$147,395 ","$214,130 ","$216,310 ","$167,332 ","$234,422 ","$190,656 ","$179,138 ","$182,162 ","$236,227 ","$83,218 "
2017,50452,5R03-007,Antrim County Transportation(ACT),Active,Rural Reporter,Bellaire,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$712,893 ","$766,988 ","$682,153 ","$1,121,271 ","$947,499 ","$765,951 ","$984,115 ","$801,560 ","$809,492 ","$724,324 ","$896,946 "
2017,50453,5R03-022,Clare County Transit (CCTC),Active,Rural Reporter,Harrison,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,436,774 ","$1,312,037 ","$1,645,236 ","$4,919,637 ","$1,576,021 ","$1,601,342 ","$2,054,506 ","$1,823,988 ","$1,575,786 ","$1,856,515 ","$2,042,300 "
2017,50454,5R02-023,Y Miami Go,Active,Rural Reporter,Peru,IN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$328,156 ","$349,645 ","$429,329 ","$400,871 ","$385,769 ","$509,756 ","$370,997 ","$478,806 ","$438,309 ","$448,114 ","$497,011 "
2017,50455,5R03-031,Gogebic County Transit(GCT),Active,Rural Reporter,Ironwood,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$548,863 ","$578,881 ","$451,867 ","$622,957 ","$494,656 ","$574,255 ","$509,003 ","$547,566 ","$610,483 ","$664,241 ","$539,546 "
2017,50456,5R03-003,Allegan County Transportation Services,Active,Rural Reporter,Allegan,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$967,921 ","$1,375,673 ","$1,184,107 ","$3,173,887 ","$1,384,868 ","$1,004,696 ","$1,075,427 ","$1,135,782 ","$1,544,108 ","$1,235,786 ","$1,545,115 "
2017,50457,5R03-072,Benzie Transportation Authority,Active,Rural Reporter,Beulah,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$820,101 ","$1,607,919 ","$1,600,173 ","$3,004,444 ","$2,630,263 ","$1,499,599 ","$1,555,615 ","$1,554,975 ","$1,479,481 ","$1,547,432 ","$1,738,532 "
2017,50458,5R01-050,Whiteside County(WCSC (Whiteside County Senior Center)),Active,Rural Reporter,Morrison,IL,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$397,438 ","$541,898 ","$553,687 ","$597,309 ","$661,066 ","$782,281 ","$776,425 ","$839,703 "
2017,50459,5R03-047,Ludington Mass Transportation Authority(LMTA),Active,Rural Reporter,Ludington,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,352,629 ","$1,946,477 ","$1,430,013 ","$1,664,485 ","$1,449,994 ","$1,776,439 ","$1,959,875 ","$1,992,684 ","$1,785,447 ","$2,201,548 ","$2,659,407 "
2017,50460,5R04-041,"Le Sueur, City of",Active,Rural Reporter,Le Sueur,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$169,812 ","$188,406 ","$254,051 ","$278,414 ","$221,792 ","$207,813 ","$208,371 ","$219,844 ","$286,217 ","$217,880 ","$131,806 "
2017,50461,5R06-021,City of Manitowoc,Active,Rural Reporter,Manitowoc,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,143,210 ","$1,936,781 ","$2,034,792 ","$2,105,403 ","$2,235,362 ","$2,229,881 ","$1,843,536 ","$1,920,458 ","$2,145,199 ","$2,004,703 ","$2,045,700 "
2017,50462,5R05-055,Harrison County Rural Transit(HCRT),Active,Rural Reporter,Cadiz,OH,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$542,487 ","$578,664 ","$916,843 ","$701,209 ","$684,673 ","$738,982 ","$620,922 ","$537,328 ","$573,403 ","$740,334 ","$670,251 "
2017,50463,5R03-012,Berrien County Public Transportation,Active,Rural Reporter,St. Joseph,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,511,963 ","$1,288,877 ","$1,099,370 ","$1,698,016 ","$1,136,430 ","$1,212,200 ","$1,045,235 ","$1,320,947 ","$1,156,619 ","$856,135 ","$834,542 "
2017,50464,5R05-068,Pike County/Community Action Transit System(CATS),Active,Rural Reporter,Piketon,OH,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$408,315 ","$465,401 ","$452,874 ","$677,325 ","$1,499,240 ","$647,689 ","$573,289 ","$490,079 ","$510,178 ","$545,351 ","$618,877 "
2017,50466,5R06-010,City of Beaver Dam,Active,Rural Reporter,Beaver Dam,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$789,891 ","$760,795 ","$912,486 ","$963,930 ","$897,119 ","$999,577 ","$968,672 ","$970,542 ","$1,037,171 ","$1,042,911 ","$968,815 "
2014,50467,5R04-016,"Pine River, City of",Inactive,Rural Reporter,,MN,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$64,082 ","$77,826 ","$64,937 ","$66,469 ","$71,688 ","$71,499 ","$72,585 ","$17,319 ",,,
2017,50468,5R02-039,Whitley County Transit,Active,Rural Reporter,Columbia City,IN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$226,777 ","$365,661 ","$343,010 ","$512,448 ","$388,492 ","$455,332 ","$447,804 ","$464,853 ","$536,038 ","$480,954 ","$563,079 "
2017,50470,5R06-032,City of Portage,Active,Rural Reporter,Portage,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$890,320 ","$1,026,842 ","$1,027,165 ","$1,455,993 ","$1,008,288 ","$1,037,916 ","$1,125,362 ","$1,186,600 ","$1,200,739 ","$1,259,037 ","$1,419,776 "
2017,50471,5R04-046,"Southwestern MN Opportunity Council, Inc.(SMOC)",Active,Rural Reporter,Worthington,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$281,261 ","$298,241 ","$316,481 ","$378,119 ","$338,379 ","$333,491 ","$394,188 ","$783,301 ","$405,192 ","$336,447 ","$422,953 "
2017,50473,5R03-046,Lenawee Transportation Corporation,Active,Rural Reporter,Adrian,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$449,318 ","$508,282 ","$521,217 ","$1,058,728 ","$470,870 ","$770,628 ","$526,804 ","$757,057 ","$491,463 ","$568,766 ","$592,833 "
2017,50474,5R04-019,"Tri-County Action Program, Inc.(Tri-CAP)",Active,Rural Reporter,Waite Park,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$870,147 ","$1,098,522 ","$1,379,066 ","$1,383,174 ","$1,242,201 ","$1,532,933 ","$1,460,701 ","$1,486,343 ","$2,275,053 ","$2,023,859 ","$2,410,120 "
2017,50476,5R03-070,Yates Township Transportation System,Active,Rural Reporter,Idlewild,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,329,691 ","$1,528,199 ","$1,390,508 ","$1,732,635 ","$2,374,098 ","$1,390,438 ","$1,653,771 ","$1,577,451 ","$1,585,330 ","$1,720,806 ","$1,625,073 "
2017,50477,5R04-059,"Western Community Action, Inc.",Active,Rural Reporter,Marshall,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,281,964 ","$1,299,347 ","$1,500,833 ","$1,810,161 ","$1,766,802 ","$1,928,898 ","$1,922,140 ","$2,239,430 ","$2,046,985 ","$2,622,627 ","$1,597,301 "
2017,50478,5R06-022,City of Marinette,Active,Rural Reporter,Minneapolis,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$294,137 ","$296,431 ","$304,519 ","$318,687 ","$330,148 ","$351,537 ","$358,997 ","$401,907 ","$455,409 ","$457,280 ","$448,111 "
2016,50479,5R04-055,Pipestone County,Inactive,Rural Reporter,,MN,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$305,279 ","$420,471 ","$381,408 ","$396,233 ","$379,250 ","$375,829 ","$472,298 ","$490,950 ","$495,485 ","$204,652 ",
2017,50481,5R05-048,Columbiana County/Community Action Rural Transit System(CARTS),Active,Rural Reporter,Lisbon,OH,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,263,171 ","$1,403,765 ","$1,365,251 ","$1,953,032 ","$2,168,124 ","$2,469,264 ","$3,069,161 ","$2,500,104 ","$1,743,443 ","$2,457,049 ","$3,035,749 "
2017,50482,5R06-034,City of Prairie du Chien,Active,Rural Reporter,Prairie du Chien,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$226,487 ","$306,692 ","$271,027 ","$382,214 ","$364,086 ","$332,683 ","$495,237 ","$304,637 ","$636,399 ","$649,574 ","$722,304 "
2017,50483,5R02-005,Franklin County Public Transportation,Active,Rural Reporter,Brookville,IN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$500,139 ","$560,646 ","$645,751 ","$723,085 ","$514,322 ","$484,397 ","$445,265 ","$479,795 ","$460,810 ","$567,412 ","$458,980 "
2017,50484,5R02-006,Fulton County Council on Aging,Active,Rural Reporter,Rochester,IN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$324,379 ","$366,470 ","$411,599 ","$623,857 ","$496,257 ","$1,517,470 ","$537,038 ","$454,087 ","$550,100 ","$505,657 ","$488,761 "
2017,50485,5R02-027,City of Marion(Marion Transit),Active,Rural Reporter,Marion,IN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$927,407 ","$1,012,223 ","$1,493,085 ","$1,009,991 ","$1,534,065 ","$1,568,757 ","$1,016,960 ","$1,201,398 ","$1,218,437 ","$1,303,563 ","$1,454,950 "
2017,50487,5R03-063,"Sault Sainte Marie, City of",Active,Rural Reporter,Sault Sainte Marie,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$353,350 ","$437,729 ","$341,416 ","$511,311 ","$377,298 ","$375,543 ","$371,511 ","$381,250 ","$390,885 ","$434,002 ","$483,999 "
2017,50489,5R04-007,Paul Bunyan Transit,Active,Rural Reporter,Bemidji,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$722,519 ","$937,948 ","$918,743 ","$1,063,668 ","$974,145 ","$1,185,843 ","$1,039,247 ","$1,194,298 ","$1,098,703 ","$1,442,611 ","$1,590,387 "
2017,50490,5R06-036,City of Reedsburg,Active,Rural Reporter,Reedsburg,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$304,589 ","$359,611 ","$323,479 ","$304,228 ","$319,017 ","$333,937 ","$325,521 ","$330,171 ","$313,915 ","$311,816 ","$382,220 "
2017,50491,5R06-025,City of Medford,Active,Rural Reporter,Medford,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$120,682 ","$119,367 ","$118,252 ","$126,787 ","$133,450 ","$139,620 ","$133,393 ","$138,362 ","$144,447 ","$146,047 ","$147,399 "
2017,50492,5R03-004,Alma-Dial-A-Ride,Active,Rural Reporter,Alma,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$611,067 ","$520,436 ","$1,257,633 ","$1,123,385 ","$782,165 ","$734,014 ","$470,512 ","$610,107 ","$605,908 ","$617,374 ","$700,501 "
2017,50493,5R02-040,Area 7 Agency on Aging - Vigo Co.,Active,Rural Reporter,Terre Haute,IN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$141,812 ","$215,599 ","$238,031 ","$249,658 ","$296,668 ","$279,016 ","$215,281 ","$233,041 ","$263,208 ","$317,249 ","$314,283 "
2017,50494,5R03-026,Dowagiac Dial-A--Ride(DART),Active,Rural Reporter,Dowagiac,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$184,007 ","$201,946 ","$213,591 ","$212,536 ","$196,558 ","$193,616 ","$193,872 ","$192,343 ","$207,200 ","$343,102 ","$208,278 "
2017,50495,5R03-038,Interurban Transit Authority,Active,Rural Reporter,Douglas,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$634,675 ","$629,791 ","$629,533 ","$846,924 ","$730,051 ","$691,409 ","$709,089 ","$813,172 ","$732,528 ","$688,599 ","$812,754 "
2017,50496,5R01-021,Shelby County ,Active,Rural Reporter,Shelbyville,IL,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$454,671 ","$778,444 ","$694,486 ","$1,087,510 ","$1,027,620 ","$1,298,201 ","$1,512,728 ","$1,493,275 ","$1,892,078 ","$1,930,681 ","$1,613,428 "
2017,50497,5R05-073,Shelby Public Transit,Active,Rural Reporter,Sidney,OH,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$773,554 ","$693,114 ","$714,128 ","$953,000 ","$821,928 ","$724,699 ","$849,589 ","$864,829 ","$938,937 ","$991,850 ","$911,334 "
2017,50499,5R02-003,Clinton County Commissioners,Active,Rural Reporter,FRANKFORT,IN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$239,258 ","$372,695 ","$406,875 ","$778,168 ","$441,897 ","$438,179 ","$370,248 ","$412,753 ","$490,383 ","$492,443 ","$580,970 "
2017,50500,5R06-037,City of Rhinelander,Active,Rural Reporter,Rhinelander,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$628,933 ","$515,801 ","$462,686 ","$633,560 ","$616,584 ","$552,875 ","$663,438 ","$643,347 ","$640,727 ","$699,098 ","$671,877 "
2017,50501,5R02-018,City of Seymour,Active,Rural Reporter,Seymour,IN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$227,519 ","$305,978 ","$219,201 ","$238,345 ","$325,777 ","$255,220 ","$273,526 ","$275,284 ","$464,706 ","$437,223 ","$311,608 "
2017,50502,5R01-008,City of Galesburg,Active,Rural Reporter,Galesburg,IL,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$926,437 ","$1,123,243 ","$1,044,629 ","$1,154,192 ","$1,605,845 ","$1,847,669 ","$1,684,924 ","$1,644,991 ","$3,751,452 ","$4,445,707 ","$1,530,725 "
2017,50503,5R03-024,Crawford County Transportation Authority,Active,Rural Reporter,Grayling,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,364,681 ","$1,464,459 ","$1,458,482 ","$1,684,210 ","$2,359,426 ","$1,398,755 ","$1,607,765 ","$1,598,549 ","$1,515,830 ","$1,422,411 ","$1,695,750 "
2017,50504,5R04-064,Productive Alternatives,Active,Rural Reporter,Fergus Falls,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$759,252 ","$723,458 ","$1,130,635 ","$1,048,676 ","$1,156,610 ","$1,200,874 ","$1,402,058 ","$1,512,926 ","$1,655,125 ","$1,804,790 "
2017,50505,5R06-026,City of Merrill,Active,Rural Reporter,Merrill,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$450,221 ","$454,801 ","$472,769 ","$488,228 ","$510,294 ","$514,087 ","$566,947 ","$541,781 ","$504,620 ","$538,036 ","$755,756 "
2017,50506,5R06-011,City of Berlin,Active,Rural Reporter,Berlin,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$183,947 ","$289,574 ","$274,136 ","$285,741 ","$262,131 ","$240,355 ","$227,000 ","$249,587 ","$265,658 ","$262,878 ","$225,139 "
2017,50507,5R06-007,Sawyer County/LCO Transit Commission,Active,Rural Reporter,Hayward,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$637,592 ","$447,726 ","$585,788 ","$1,681,497 ","$1,560,352 ","$2,344,047 ","$1,950,236 ","$2,185,218 ","$1,623,184 ","$1,749,801 ","$1,780,141 "
2014,50508,5R01-023,Stark County,Inactive,Rural Reporter,,IL,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$97,434 ","$123,709 ","$139,978 ","$131,095 ","$105,401 ","$111,398 ","$148,867 ","$189,378 ",,,
2016,50509,5R05-049,Crawford County Transportation Program,Inactive,Rural Reporter,,OH,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$462,542 ","$461,344 ","$489,725 ","$628,986 ","$563,573 ","$545,651 ","$512,028 ","$551,221 ","$532,729 ","$635,458 ",
2017,50510,5R04-036,"Three Rivers Community Action, Inc.",Active,Rural Reporter,Plainview,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$894,589 ","$965,178 ","$975,613 ","$1,116,308 ","$1,015,071 ","$1,688,855 ","$2,580,082 ","$2,252,377 ","$2,441,564 ","$2,819,795 ","$3,182,625 "
2017,50511,5R03-001,ALTRAN Transit Authority(ALTRAN),Active,Rural Reporter,Munising,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,060,909 ","$891,184 ","$873,532 ","$1,181,059 ","$1,664,143 ","$1,184,683 ","$1,058,316 ","$1,262,598 ","$915,933 ","$1,734,337 ","$1,649,020 "
2017,50512,5R04-044,Rock County,Active,Rural Reporter,Luverne,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$325,740 ","$289,678 ","$358,390 ","$400,683 ","$350,750 ","$354,844 ","$403,941 ","$324,252 ","$381,952 ","$379,148 ","$199,040 "
2017,50513,5R06-024,City of Mauston,Active,Rural Reporter,Mauston,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$163,286 ","$190,128 ","$167,468 ","$203,298 ","$182,471 ","$207,663 ","$180,751 ","$201,220 ","$248,593 ","$204,468 ","$264,966 "
2017,50514,5R03-040,Ionia Dial-A-Ride,Active,Rural Reporter,Ionia,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$777,333 ","$620,066 ","$441,903 ","$1,009,002 ","$614,995 ","$698,457 ","$486,701 ","$500,995 ","$502,492 ","$638,417 ","$730,828 "
2017,50515,5218,University of Minnesota Transit,Active,Full Reporter,Minneapolis,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,"$5,864,587 ","$6,307,203 ","$6,406,835 "
2017,50516,5219,City of Plymouth(Plymouth Metrolink),Active,Full Reporter,City of Plymouth,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,"$3,807,297 ","$5,081,039 ","$4,699,426 "
2017,50517,5220,City of Maple Grove,Active,Full Reporter,Maple Grove,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,"$4,604,614 ","$4,835,254 ","$5,394,721 "
2017,50518,5221,SouthWest Transit(SWT),Active,Full Reporter,Eden Prairie,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,"$14,771,987 ","$12,345,171 ","$12,164,671 "
2017,50519,5222,Minnesota Valley Transit Authority(MVTA),Active,Full Reporter,Burnsville,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,"$27,861,248 ","$29,533,992 ","$29,293,276 "
2017,50520,5R04-001,"Arrowhead Economic Opportunity Agency, Inc.",Active,Rural Reporter,Virginia,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$3,980,603 ","$4,572,147 ","$5,436,386 ","$5,668,180 ","$5,864,523 ","$6,130,760 ","$7,616,990 ","$9,340,691 ","$8,069,177 ","$8,983,590 ","$9,245,329 "
2017,50521,,Chicago Water Taxi (Wendella)(CWT),Active,Full Reporter,Chicago,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$1,171,162 "
2017,50522,,Lake Erie Transit(LET),Active,Full Reporter,Monroe,MI,2010,"Detroit, MI",11,"1,337","3,734,090",New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$4,347,189 "
2017,50523,,Sault Ste. Marie Tribe of Chippewa Indians(SSMTCI),Active,Reduced Reporter,Sault Ste. Marie,MI,2010,Michigan Non-UZA,0,0,0,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$224,695 "
2017,55222,5T01,Grand Portage Reservation Tribal Council(na),Active,Reduced Reporter,Grand Portage,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$275,000 ",$0 ,"$390,440 ","$285,000 ","$280,000 ","$110,000 ","$252,650 ","$265,500 ","$248,245 ","$555,467 ","$279,821 "
2017,55228,5T03,Menominee Indian Tribe of Wisconsin,Active,Reduced Reporter,Keshena,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$2,292,096 ","$2,266,044 ","$7,539,383 ","$5,415,831 ","$3,979,644 ","$5,057,361 ","$4,923,095 ","$5,683,206 ","$5,299,151 ","$5,538,213 "
2017,55234,5T04,Red Lake Band of the Chippewa(RLT),Active,Reduced Reporter,Red Lake,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$166,029 ","$575,535 ",$0 ,"$744,070 ","$811,199 ","$675,279 ","$754,026 ","$881,957 ","$968,042 ","$579,247 ","$561,316 "
2017,55240,5T02,Lac Courte Oreilles Band of Ojibwe(LCO),Active,Reduced Reporter,Hayward,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$214,630 ","$355,879 ","$152,176 ","$142,805 ","$165,000 ","$280,357 ","$264,855 ","$381,931 "
2017,55246,5T05,Fond du Lac Reservation(FDL),Active,Reduced Reporter,Cloquet,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$423,312 ","$592,108 ","$765,724 ","$922,915 ","$946,715 ","$1,052,232 ","$970,924 ","$1,062,569 "
2017,55252,5T06,Bois Forte Reservation Tribal Council(BFRTC),Active,Reduced Reporter,Nett Lake,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$101,292 ","$349,511 ","$384,478 ","$379,315 ","$374,202 ","$716,805 "
2017,55258,5T08,Leech Lake Band of Ojibwe,Active,Reduced Reporter,Cass Lake,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$220,111 ","$209,891 ","$299,229 ","$257,930 ","$274,795 ","$242,000 "
2017,55270,5T10,White Earth Band of Chippewa(WEPT),Active,Reduced Reporter,White Earth,MN,2010,Minnesota Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$774,742 ","$772,756 ","$426,639 ","$1,477,854 ","$997,562 ","$1,069,537 "
2017,55276,5T11,Oneida Tribe of Indians of Wisconsin,Active,Reduced Reporter,Oneida,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$646,719 ","$1,255,468 ","$1,031,547 ","$953,867 ","$876,694 ","$1,170,342 ","$1,455,645 ","$1,235,138 ","$1,224,728 ","$942,955 ","$1,070,245 "
2017,55282,5T12,Bad River Band of Lake Superior Tribe of Chippewa(BRT),Active,Reduced Reporter,Odanah,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$201,236 ","$165,109 ","$240,589 ","$151,326 ","$57,664 ","$468,539 ","$1,646,647 ","$334,659 ","$357,139 ","$413,721 ","$693,655 "
2017,55300,5T17,Lac du Flambeau Band of Lake Superior Chippewa Indians,Active,Reduced Reporter,Lac Du Flambeau,WI,2010,Wisconsin Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$399,221 ","$219,440 ","$264,270 ","$187,925 "
2017,55307,,Sangamon County(SMART),Active,Rural Reporter,Springfield,IL,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$72,749 ","$237,628 ","$281,656 ","$508,328 "
2017,55308,5217,City of Stoughton,Active,Reduced Reporter,Stoughton,WI,2010,"Madison, WI",92,151,"401,661",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,"$239,895 ","$260,182 ","$261,919 ","$325,095 "
2017,55310,5R02-035,Kankakee-Iroquois Regional Planning Commission,Active,Rural Reporter,Monon,IN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,144,775 ","$914,026 ","$1,165,460 ","$1,297,108 ","$1,250,679 ","$1,172,116 ","$1,225,784 ","$1,190,072 ","$1,231,445 ","$1,164,409 ","$1,160,323 "
2016,55311,,City of Cincinnati,Inactive,Building Reporter,Cincinnati,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Pre 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,"$26,344,782 ","$64,868,913 ","$24,959,726 ",
2017,55312,,City of Milwaukee,Active,Building Reporter,Milwaukee,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,"$6,654,000 ","$18,896,949 ","$43,908,838 "
2017,55313,,Marshall County,Active,Rural Reporter,Lacon,IL,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$218,458 ","$288,440 ","$354,510 "
2017,55314,,Central Community Transit,Active,Rural Reporter,Wilmar,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,792,979 ","$2,098,189 ","$2,965,486 "
2017,55315,,Douglas County (Illinois),Active,Rural Reporter,Tuscola,IL,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,"$313,514 ","$230,577 "
2017,55316,,Jersey County,Active,Rural Reporter,Jerseyville,IL,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,"$84,817 ","$427,820 "
2017,55318,,County of Walworth,Active,Rural Reporter,Elkhorn,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,"$1,457 ","$288,198 "
