Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1994,50128,5128,"Gary Neighborhood Services, Inc.",Inactive,Full Reporter,Gary,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,DR,DO,Discontinued,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,
1994,50129,5129,Hammond Yellow Coach Lines,Inactive,Full Reporter,Hammond,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,DR,DO,Discontinued,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1994,50129,5129,Hammond Yellow Coach Lines,Inactive,Full Reporter,Hammond,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,MB,DO,Discontinued,19,,14,7,,,,,,,,,,,,,,,,,,,,,,,
2017,50131,5131,"Opportunity Enterprises, Inc.(OE)",Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2017,DR,DO,Operating,18,18,18,18,18,,,20,20,22,30,26,29,29,29,15,15,15,15,15,15,15,15,15,15,15,15
2017,50131,5131,"Opportunity Enterprises, Inc.(OE)",Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,50132,5132,Twin Cities Area Transportation Authority(TCATA),Active,Reduced Reporter,Benton Harbor,MI,2010,"Benton Harbor-St. Joseph-Fair Plain, MI",443,47,"61,022",Existing 2017,DR,DO,Operating,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,16,16,16,19,22,22,23,21,21,21,21
2017,50132,5132,Twin Cities Area Transportation Authority(TCATA),Active,Reduced Reporter,Benton Harbor,MI,2010,"Benton Harbor-St. Joseph-Fair Plain, MI",443,47,"61,022",Existing 2017,MB,DO,Operating,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4
2017,50133,5133,Chippewa Falls General Public Shared-Ride Taxi System(CFTN),Active,Reduced Reporter,Chippewa Falls,WI,2010,"Eau Claire, WI",297,69,"102,852",Existing 2017,DR,PT,Operating,10,10,12,12,12,7,7,7,7,7,8,8,8,8,8,8,8,8,,,8,8,8,8,8,8,8
1997,50134,5134,"Cook-Dupage Transportation Company, Inc.",Inactive,Full Reporter,Chicago,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,DR,DO,Discontinued,,,,123,120,122,137,,,,,,,,,,,,,,,,,,,,
1999,50135,5135,City of Kankakee TaxiVan Program City Hall,Inactive,Full Reporter,Kankakee,IL,1990,"Kankakee, IL",337,24,"59,695",Pre 2017,DR,PT,Discontinued,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,
1997,50136,5136,Northwestern IndianaRegional Planning Commission,Inactive,Full Reporter,Portage,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,DR,DO,Discontinued,,,,,,37,38,,,,,,,,,,,,,,,,,,,,
2012,50138,5138,City of Newark Transit Operations(Earthworks),Inactive,Reduced Reporter,Newark,OH,2010,"Newark, OH",369,42,"76,068",Pre 2017,DR,PT,Discontinued,26,26,28,30,28,26,32,32,28,29,35,33,33,38,20,20,23,17,13,11,12,13,,,,,
2012,50138,5138,City of Newark Transit Operations(Earthworks),Inactive,Reduced Reporter,Newark,OH,2010,"Newark, OH",369,42,"76,068",Pre 2017,MB,PT,Discontinued,,,,,,2,2,2,2,3,3,,,,,,,,,,0,0,,,,,
1995,50139,5139,Tri-City Community Mental Health Center,Inactive,Full Reporter,East Chicago,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,DR,DO,Discontinued,6,6,7,6,6,,,,,,,,,,,,,,,,,,,,,,
2017,50141,5141,Detroit Transportation Corporation(Detroit People Mover),Active,Full Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090",Existing 2017,MG,DO,Operating,10,10,8,8,6,8,8,8,6,7,8,8,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10
2017,50142,5142,Steel Valley Regional Transit Authority(Steel Valley RTA),Active,Reduced Reporter,Steubenville,OH,2010,"Weirton-Steubenville, WV-OH-PA",389,51,"70,889",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
2017,50142,5142,Steel Valley Regional Transit Authority(Steel Valley RTA),Active,Reduced Reporter,Steubenville,OH,2010,"Weirton-Steubenville, WV-OH-PA",389,51,"70,889",Existing 2017,MB,DO,Operating,4,4,4,4,,7,,,,,,,,,,,,,,,6,6,6,6,6,6,7
2016,50143,5143,Brunswick Transit Alternative(BTA),Inactive,Full Reporter,Brunswick,OH,2010,"Cleveland, OH",25,772,"1,780,673",Pre 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,
2015,50143,5143,Brunswick Transit Alternative(BTA),Inactive,Full Reporter,Brunswick,OH,2010,"Cleveland, OH",25,772,"1,780,673",Pre 2017,MB,PT,Discontinued,,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,3,0,,0,,,
2017,50145,5145,City of Kokomo(COK),Active,Full Reporter,Kokomo,IN,2010,"Kokomo, IN",437,36,"62,182",Existing 2017,DR,DO,Operating,,7,8,8,,10,10,12,12,12,12,12,12,12,10,10,11,12,15,12,16,16,15,19,25,25,25
2017,50145,5145,City of Kokomo(COK),Active,Full Reporter,Kokomo,IN,2010,"Kokomo, IN",437,36,"62,182",Existing 2017,DR,PT,Discontinued,,24,14,14,,27,22,17,15,15,15,15,12,14,13,13,14,14,16,,0,0,,0,,,
2017,50145,5145,City of Kokomo(COK),Active,Full Reporter,Kokomo,IN,2010,"Kokomo, IN",437,36,"62,182",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,32,16,14,15,15,,,
2017,50145,5145,City of Kokomo(COK),Active,Full Reporter,Kokomo,IN,2010,"Kokomo, IN",437,36,"62,182",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,2,3,3,4,4,4,5,4
2017,50146,5146,Madison County Transit District(MCT),Active,Full Reporter,Granite City,IL,2010,"St. Louis, MO-IL",20,924,"2,150,706",Existing 2017,DR,PT,Operating,,,30,30,31,31,31,30,30,33,33,33,36,41,41,47,36,35,52,25,23,22,21,21,19,19,18
2017,50146,5146,Madison County Transit District(MCT),Active,Full Reporter,Granite City,IL,2010,"St. Louis, MO-IL",20,924,"2,150,706",Existing 2017,MB,PT,Operating,,,24,28,28,30,30,47,59,59,59,59,57,60,59,62,62,64,67,68,67,68,69,74,74,74,75
2017,50146,5146,Madison County Transit District(MCT),Active,Full Reporter,Granite City,IL,2010,"St. Louis, MO-IL",20,924,"2,150,706",Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,,,95,90,74,64,52,51
2017,50146,5146,Madison County Transit District(MCT),Active,Full Reporter,Granite City,IL,2010,"St. Louis, MO-IL",20,924,"2,150,706",Existing 2017,VP,PT,Discontinued,,,15,28,26,22,28,41,44,37,39,45,48,113,102,103,91,90,98,98,98,0,,0,,,
2007,50147,5147,City of Holland Macatawa Area Express(MAX),Inactive,Full Reporter,Holland,MI,2000,"Holland, MI",278,48,"91,921",Pre 2017,DR,PT,Discontinued,,,,9,9,,,10,10,10,10,11,11,11,12,15,15,,,,,,,,,,
2007,50147,5147,City of Holland Macatawa Area Express(MAX),Inactive,Full Reporter,Holland,MI,2000,"Holland, MI",278,48,"91,921",Pre 2017,MB,PT,Discontinued,,,,,,,,,,6,6,6,6,6,6,6,6,,,,,,,,,,
2017,50148,5148,Blue Water Area Transportation Commission(Blue Water Area Transit),Active,Full Reporter,Port Huron,MI,2010,"Port Huron, MI",336,60,"87,106",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3
2017,50148,5148,Blue Water Area Transportation Commission(Blue Water Area Transit),Active,Full Reporter,Port Huron,MI,2010,"Port Huron, MI",336,60,"87,106",Existing 2017,DR,DO,Operating,,,,,6,6,7,9,9,10,13,13,24,24,27,28,29,29,36,38,38,38,38,42,43,43,44
2017,50148,5148,Blue Water Area Transportation Commission(Blue Water Area Transit),Active,Full Reporter,Port Huron,MI,2010,"Port Huron, MI",336,60,"87,106",Existing 2017,DR,PT,Operating,,,,,,,,61,61,61,69,69,61,87,83,96,98,107,100,119,133,153,151,152,154,150,146
2017,50148,5148,Blue Water Area Transportation Commission(Blue Water Area Transit),Active,Full Reporter,Port Huron,MI,2010,"Port Huron, MI",336,60,"87,106",Existing 2017,FB,PT,Discontinued,,,,,,,,4,4,,,,,,,,,,,,0,0,,0,,,
2017,50148,5148,Blue Water Area Transportation Commission(Blue Water Area Transit),Active,Full Reporter,Port Huron,MI,2010,"Port Huron, MI",336,60,"87,106",Existing 2017,MB,DO,Operating,,,,,7,8,8,8,8,8,12,12,12,12,12,12,13,13,13,13,13,10,10,9,9,9,9
2017,50149,5149,Michiana Area Council of Governments(MACOG),Active,Full Reporter,South Bend,IN,2010,"Elkhart, IN-MI",227,92,"143,592",Existing 2017,DR,PT,Operating,,,,35,35,35,35,28,28,28,28,37,40,38,27,25,31,33,17,11,11,0,4,7,8,8,8
2017,50149,5149,Michiana Area Council of Governments(MACOG),Active,Full Reporter,South Bend,IN,2010,"Elkhart, IN-MI",227,92,"143,592",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,17,14,0,,,
2017,50149,5149,Michiana Area Council of Governments(MACOG),Active,Full Reporter,South Bend,IN,2010,"Elkhart, IN-MI",227,92,"143,592",Existing 2017,MB,PT,Operating,,,,,,,,,6,6,6,7,7,7,7,7,7,7,8,9,9,9,8,8,8,8,8
1995,50150,5150,"Vancom Transportation, Inc.",Inactive,Full Reporter,Oakbrook Terrace,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,DR,DO,Discontinued,,,,61,57,,,,,,,,,,,,,,,,,,,,,,
1995,50150,5150,"Vancom Transportation, Inc.",Inactive,Full Reporter,Oakbrook Terrace,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,MB,DO,Discontinued,,,,89,90,,,,,,,,,,,,,,,,,,,,,,
1995,50151,5151,"In-Pact, Inc.",Inactive,Full Reporter,Crown Point,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,DR,DO,Discontinued,,,,,7,,,,,,,,,,,,,,,,,,,,,,
2017,50152,5152,Onalaska Shared Ride Taxi City of Onalaska( ),Active,Reduced Reporter,Onalaska,WI,2010,"La Crosse, WI-MN",298,51,"100,868",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9
2001,50153,5153,"Laidlaw Transit, Inc.",Inactive,Full Reporter,Schaumburg,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,DR,DO,Discontinued,,,,,,,,,117,140,104,,,,,,,,,,,,,,,,
2017,50154,5154,Metropolitan Council,Active,Full Reporter,St. Paul,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,CB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,21,,,
2017,50154,5154,Metropolitan Council,Active,Full Reporter,St. Paul,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,DR,PT,Operating,,,,,,,,,138,148,160,173,169,202,194,108,159,150,148,158,123,117,117,126,84,75,78
2017,50154,5154,Metropolitan Council,Active,Full Reporter,St. Paul,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,MB,PT,Operating,,,,,,,,,141,154,159,172,213,250,261,295,306,275,291,306,311,313,313,286,64,68,70
2017,50154,5154,Metropolitan Council,Active,Full Reporter,St. Paul,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,VP,PT,Operating,,,,,,,,,,,,,47,55,59,61,68,71,66,60,65,69,78,80,75,76,72
2017,50155,5155,Metro Mobility,Active,Full Reporter,St. Paul,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,DR,PT,Operating,,,,,,,,,190,218,243,244,229,245,257,264,262,265,274,314,336,336,375,404,446,469,499
2017,50157,5157,Butler County Regional Transit Authority(BCRTA),Active,Full Reporter,Hamilton,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,6,7
2017,50157,5157,Butler County Regional Transit Authority(BCRTA),Active,Full Reporter,Hamilton,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2017,DR,DO,Operating,,,,,,,,,,,39,27,,1,4,9,9,10,10,16,23,22,24,24,22,24,24
2017,50157,5157,Butler County Regional Transit Authority(BCRTA),Active,Full Reporter,Hamilton,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,50157,5157,Butler County Regional Transit Authority(BCRTA),Active,Full Reporter,Hamilton,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2017,MB,DO,Operating,,,,,,,,,,,10,9,5,5,6,,,,,,0,0,11,11,11,11,11
2017,50157,5157,Butler County Regional Transit Authority(BCRTA),Active,Full Reporter,Hamilton,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2017,MB,PT,Separate,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
2017,50158,5158,University of Michigan Parking and Transportation Services(UMTS),Active,Full Reporter,Ann Arbor,MI,2010,"Ann Arbor, MI",125,160,"306,022",Existing 2017,MB,DO,Operating,,,,,,,,,,30,32,32,31,31,35,34,34,34,34,34,36,36,38,39,40,38,38
2017,50158,5158,University of Michigan Parking and Transportation Services(UMTS),Active,Full Reporter,Ann Arbor,MI,2010,"Ann Arbor, MI",125,160,"306,022",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,50159,5159,River Valley Metro Mass Transit District(RVMMTD),Active,Full Reporter,Bourbonnais,IL,2010,"Kankakee, IL",350,37,"81,926",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2
2017,50159,5159,River Valley Metro Mass Transit District(RVMMTD),Active,Full Reporter,Bourbonnais,IL,2010,"Kankakee, IL",350,37,"81,926",Existing 2017,DR,PT,Operating,,,,,,,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,2,2
2017,50159,5159,River Valley Metro Mass Transit District(RVMMTD),Active,Full Reporter,Bourbonnais,IL,2010,"Kankakee, IL",350,37,"81,926",Existing 2017,MB,PT,Operating,,,,,,,,,,6,,,,,,9,9,9,11,12,12,12,12,13,13,13,13
2017,50160,5160,Washington County Transit,Active,Full Reporter,West Bend,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8
2017,50160,5160,Washington County Transit,Active,Full Reporter,West Bend,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2017,DR,PT,Operating,,,,,,,,,,12,12,12,14,14,17,19,19,20,23,23,24,24,24,26,25,25,25
2017,50160,5160,Washington County Transit,Active,Full Reporter,West Bend,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,5,6,6,6,7,7,8,8,8,0,0,,0,,,
2017,50161,5161,Ozaukee County Transit Services(OCTS),Active,Full Reporter,Port Washington,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,5,5,5,7,7,7
2017,50161,5161,Ozaukee County Transit Services(OCTS),Active,Full Reporter,Port Washington,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2017,DR,PT,Operating,,,,,,,,,,13,14,13,13,13,19,18,20,24,20,20,20,22,22,25,23,23,24
2017,50161,5161,Ozaukee County Transit Services(OCTS),Active,Full Reporter,Port Washington,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,5,5,5,5,5,0,,0,,,
2017,50161,5161,Ozaukee County Transit Services(OCTS),Active,Full Reporter,Port Washington,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,6,5,5,5,5,5,,,,,0,0,,0,,,
2017,50162,5162,TransPorte(Our Citys Wheels),Active,Reduced Reporter,Laporte,IN,2010,"Michigan City-La Porte, IN-MI",418,39,"66,025",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,7,8,7,5,5,5,5
2017,50163,5163,Licking County Transit Board(LCTB),Active,Full Reporter,Newark,OH,2010,"Newark, OH",369,42,"76,068",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,14,13,14,16,20,24,32,33,40,39,38,38,36
2017,50163,5163,Licking County Transit Board(LCTB),Active,Full Reporter,Newark,OH,2010,"Newark, OH",369,42,"76,068",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,2,,,,,,0,0,,0,,,
2017,50164,5R05-082,Sandusky Transit System(STS),Active,Rural Reporter,Sandusky,OH,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,15,6,16,16,14,14,14,14,14,,,34,15,23,21
2017,50165,5165,Greene County Transit Board(Greene CATS),Active,Full Reporter,Xenia,OH,2010,"Dayton, OH",59,351,"724,091",Existing 2017,DR,PT,Operating,,,,,,,,,,,,20,22,24,26,24,26,26,26,28,28,29,35,35,37,41,41
2017,50166,5166,Clermont Transportation Connection(CTC),Active,Full Reporter,Batavia,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2017,DR,DO,Operating,,,,,,,,,,,,23,18,12,11,13,16,15,18,18,16,16,16,16,16,16,16
2017,50166,5166,Clermont Transportation Connection(CTC),Active,Full Reporter,Batavia,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2017,DR,PT,Operating,,,,,,,,,,,,15,12,17,17,20,25,23,21,21,21,21,20,19,18,18,19
2017,50166,5166,Clermont Transportation Connection(CTC),Active,Full Reporter,Batavia,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,3,7,9,9,9,9,9,9,9,9,9
2017,50166,5166,Clermont Transportation Connection(CTC),Active,Full Reporter,Batavia,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2017,MB,PT,Separate,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
2017,50167,5167,"South Lake County Community Services, Inc.(SLCCS)",Active,Full Reporter,Crown Point,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,4,4,4,7,8,8,14,14,14,14,14,14
2017,50169,5169,Miami County Public Transit(MCPT),Active,Full Reporter,Troy,OH,2010,"Dayton, OH",59,351,"724,091",Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,16,,,,,,,,,0,0,,0,,,
2017,50169,5169,Miami County Public Transit(MCPT),Active,Full Reporter,Troy,OH,2010,"Dayton, OH",59,351,"724,091",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,13,16,18,15,16,17,17,17,17,18,17,17,17,17
2017,50171,5171,Fond du Lac Area Transit(Fond du Lac Area Transit),Active,Reduced Reporter,Fond du Lac,WI,2010,"Fond du Lac, WI",468,29,"54,901",Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,6,5,6,,0,,,
2017,50171,5171,Fond du Lac Area Transit(Fond du Lac Area Transit),Active,Reduced Reporter,Fond du Lac,WI,2010,"Fond du Lac, WI",468,29,"54,901",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,10,12,13,14,14,8,,0,0,6,11,13,12,13
2017,50171,5171,Fond du Lac Area Transit(Fond du Lac Area Transit),Active,Reduced Reporter,Fond du Lac,WI,2010,"Fond du Lac, WI",468,29,"54,901",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,6,6,6,6,7,7,7,7
2017,50171,5171,Fond du Lac Area Transit(Fond du Lac Area Transit),Active,Reduced Reporter,Fond du Lac,WI,2010,"Fond du Lac, WI",468,29,"54,901",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,3,4,5,5,5,5,5,5,5,7,7,7,7,7
2017,50171,5171,Fond du Lac Area Transit(Fond du Lac Area Transit),Active,Reduced Reporter,Fond du Lac,WI,2010,"Fond du Lac, WI",468,29,"54,901",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1
2017,50174,5174,City of Danville/Danville Mass Transit(DMT),Active,Reduced Reporter,Danville,IL,2010,"Danville, IL-IN",492,30,"50,996",Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,1,1,0,,0,,,
2017,50174,5174,City of Danville/Danville Mass Transit(DMT),Active,Reduced Reporter,Danville,IL,2010,"Danville, IL-IN",492,30,"50,996",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2
2017,50174,5174,City of Danville/Danville Mass Transit(DMT),Active,Reduced Reporter,Danville,IL,2010,"Danville, IL-IN",492,30,"50,996",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,8,8,9,9,10,10,10,10,10,11,11,11,11
2017,50174,5174,City of Danville/Danville Mass Transit(DMT),Active,Reduced Reporter,Danville,IL,2010,"Danville, IL-IN",492,30,"50,996",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,1,2,,,,0,0,,0,,,
2011,50175,5175,Niles Trumbull Transit(NiTTS),Inactive,Reduced Reporter,Niles,OH,2010,"Youngstown, OH-PA",97,241,"387,550",Pre 2017,DR,PT,Discontinued,,,,,,,,,,,,,,,,,,18,21,24,24,,,,,,
2017,50176,5176,City of DeKalb(City of DeKalb),Active,Separate Service,DeKalb,IL,2010,"DeKalb, IL",404,26,"68,545",Existing 2017,DR,PT,Separate,,,,,,,,,,,,,,,,21,20,22,22,22,22,22,0,0,,0,0
2017,50176,5176,City of DeKalb(City of DeKalb),Active,Separate Service,DeKalb,IL,2010,"DeKalb, IL",404,26,"68,545",Existing 2017,MB,PT,Separate,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
2017,50177,5177,ColumBUS Transit(ColumBUS),Active,Reduced Reporter,Columbus,IN,2010,"Columbus, IN",467,27,"54,933",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,4,4
2017,50177,5177,ColumBUS Transit(ColumBUS),Active,Reduced Reporter,Columbus,IN,2010,"Columbus, IN",467,27,"54,933",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,5,5
2017,50179,5179,"Porter County Aging and Community Services, Inc.(PCACS)",Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,6,6,6,7,7,7,7,7,7,7,7
2017,50180,5180,Livingston Essential Transportation Service(LETS),Active,Reduced Reporter,Howell,MI,2010,"South Lyon-Howell, MI",262,103,"119,509",Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,25,20,20,20,21,21,21,23,23,23,23
2011,50181,5181,City of Grand Haven Harbor Transit(Harbor Transit),Inactive,Reduced Reporter,Grand Haven,MI,2010,"Muskegon, MI",207,112,"161,280",Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,15,15,11,11,12,,,,,,
2017,50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",Active,Full Reporter,Arlington Heights,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,705,863,754,696,773,757,818,971,853,919,943
2017,50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",Active,Full Reporter,Arlington Heights,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,89,10,10,10,19,20,21,153
2017,50183,5183,City of Valparaiso,Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,4
2017,50183,5183,City of Valparaiso,Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,7,7,7,4,4,4,4,4,4
2017,50184,5184,Macatawa Area Express Transportation Authority(MAX),Active,Full Reporter,Holland,MI,2010,"Holland, MI",299,59,"99,941",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,12,13,13,13,13,13,13,14
2017,50184,5184,Macatawa Area Express Transportation Authority(MAX),Active,Full Reporter,Holland,MI,2010,"Holland, MI",299,59,"99,941",Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,,,,,,14,12,12,0,0,,0,,,
2017,50184,5184,Macatawa Area Express Transportation Authority(MAX),Active,Full Reporter,Holland,MI,2010,"Holland, MI",299,59,"99,941",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8
2017,50184,5184,Macatawa Area Express Transportation Authority(MAX),Active,Full Reporter,Holland,MI,2010,"Holland, MI",299,59,"99,941",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,7,8,8,0,0,,0,,,
2017,50186,5186,Lawrence County Port Authority(LCPA),Active,Reduced Reporter,Ironton,OH,2010,"Huntington, WV-KY-OH",178,130,"202,637",Existing 2017,CB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,2,,,
2017,50186,5186,Lawrence County Port Authority(LCPA),Active,Reduced Reporter,Ironton,OH,2010,"Huntington, WV-KY-OH",178,130,"202,637",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,6,7,7,11,7,9,11,11,9
2017,50186,5186,Lawrence County Port Authority(LCPA),Active,Reduced Reporter,Ironton,OH,2010,"Huntington, WV-KY-OH",178,130,"202,637",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,5,5,5,3,,0,4
2011,50189,5189,Michigan Department of Transportation(MDOT),Inactive,Full Reporter,Lansing,MI,2010,"Detroit, MI",11,"1,337","3,734,090",Pre 2017,VP,PT,Discontinued,,,,,,,,,,,,,,,,,,,337,353,392,,,,,,
2013,50190,5190,City of Chicago Department of Transportation(CDOT),Inactive,Building Reporter,Chicago,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Pre 2017,FB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,
2013,50190,5190,City of Chicago Department of Transportation(CDOT),Inactive,Building Reporter,Chicago,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Pre 2017,LR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,0,,,,,
