5 digit NTDID,AgencyID,Reporter Name,Reporter Type,Mode,TOS,Bio Diesel,Bunker Fuel,C Nat Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquefied Nat Gas,Liquefied Petroleum Gas,Other Fuel,Other Energy Desc
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,Full Reporter: Operating,MB,PT,0,,,,"69,923",,,,,,,,,,
30078,3078,Southwestern Pennsylvania Commission,Full Reporter: Operating,VP,PT,,,,,,,,,"74,229",,,,,,
30079,3079,Fredericksburg Regional Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
30080,3080,Arlington Transit - Arlington County,Full Reporter: Operating,DR,PT,,,,,,,,,"8,295",,,,,,
30080,3080,Arlington Transit - Arlington County,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
30080,3080,Arlington Transit - Arlington County,Full Reporter: Operating,MB,PT,0,,"501,362",,0,,,,,,,,,,
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Full Reporter: Operating,CB,PT,0,,,,"639,245",,,,,,,,,,
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Full Reporter: Operating,MB,PT,0,,,,0,,,,"120,842",,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,DR,PT,,,,,,,,,"468,487",,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,FB,PT,0,,,,"29,730",,,,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,LR,DO,,,,,,,"4,368,975",,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,MB,DO,0,,,,"2,586,519",,,,0,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,VP,DO,,,,,,,,,"55,337",,,,,,
30085,3085,Prince George's County Transit,Full Reporter: Operating,DR,DO,0,,,,"145,213",,,,,,,,,,
30085,3085,Prince George's County Transit,Full Reporter: Operating,MB,PT,0,,,,"1,782,222",,,,,,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter: Operating,DR,DO,0,,,,"21,752",,,,"95,111",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter: Operating,DR,PT,0,,,,"1,278",,,,"1,126",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter: Operating,MB,DO,0,,,,"38,152",,,,"11,811",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter: Operating,MB,PT,0,,,,"24,198",,,,,,,,,,
30088,3088,"County Commissioners of Charles County, MD",Full Reporter: Operating,DR,PT,,,,,,,,,"46,232",,,,,,
30088,3088,"County Commissioners of Charles County, MD",Full Reporter: Operating,MB,PT,0,,,,"70,828",,,,"106,242",,,,,,
30089,3089,Monongalia County Urban Mass Transit Authority,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
30089,3089,Monongalia County Urban Mass Transit Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
30090,3090,Eastern Panhandle Transit Authority,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
30090,3090,Eastern Panhandle Transit Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
30091,3091,Blacksburg Transit,Full Reporter: Operating,DR,DO,0,,,,"8,938",,,,"16,425",,,,,,
30091,3091,Blacksburg Transit,Full Reporter: Operating,MB,DO,0,,,,"223,809",,,,"6,187",,,,,,
30092,3092,Carroll County Department of Public Works,Small Systems Reporter,DR,PT,0,,,,0,,,,0,,,,,,
30092,3092,Carroll County Department of Public Works,Small Systems Reporter,MB,PT,0,,,,0,,,,0,,,,,,
30093,3093,City of Hazleton -- Hazleton Public Transit,Small Systems Reporter,DR,PT,0,,,,0,,,,0,,,,,,
30093,3093,City of Hazleton -- Hazleton Public Transit,Small Systems Reporter,MB,PT,0,,,,0,,,,,,,,,,
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter: Operating,DR,DO,0,,,,"2,541",,,,"17,530",,,,,,
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter: Operating,MB,DO,0,,,,"160,528",,,,0,,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter: Operating,CB,DO,0,,,,"23,792",,,,,,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter: Operating,DR,DO,,,,,,,,,"40,616",,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"68,814",,,,,,,,,,
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter: Operating,DR,DO,0,,,,"31,291",,,,"73,506",,,,,,
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter: Operating,MB,DO,"68,998",,,0,"134,187",,,,,,,,,,
30098,3098,Washington County Commissioners,Small Systems Reporter,DR,PT,0,,,,0,,,,,,,,,,
30098,3098,Washington County Commissioners,Small Systems Reporter,MB,PT,0,,,,0,,,,0,,,,,,
30099,3099,City of Winchester,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
30099,3099,City of Winchester,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
30101,3101,City of Washington,Full Reporter: Operating,DR,PT,,,,,,,,,"3,780",,,,,,
30101,3101,City of Washington,Full Reporter: Operating,MB,PT,0,,,,"44,812",,,,,,,,,,
30102,3102,Martz Trailways,Full Reporter: Operating,CB,DO,0,,,,"621,444",,,,,,,,,,
30103,3103,"Martz Group, National Coach Works of Virginia",Full Reporter: Operating,CB,DO,0,,,,"140,372",,,,,,,,,,
30106,3106,National Capital Region Transportation Planning Board,Small Systems Reporter,VP,PT,,,,,,,,,0,,,,,,
30107,3107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter: Operating,MG,DO,,,,,,,"3,589,180",,,,,,,,
30108,3108,Cecil County Government - SSCT,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
30108,3108,Cecil County Government - SSCT,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
30109,3109,St. Mary's Transit System -Dept. of Public Works and Transit,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
30109,3109,St. Mary's Transit System -Dept. of Public Works and Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
30111,3111,Washington Rides,Full Reporter: Operating,DR,PT,"19,203",,,,0,,,,"331,765",,,,,,
30111,3111,Washington Rides,Full Reporter: Operating,MB,PT,0,,,,"12,647",,,,,,,,,,
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter: Operating,DR,DO,0,,,,"23,898",,,,"105,841",,,,,,
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter: Operating,MB,DO,0,,,,"92,715",,,,,,,,,,
30989,3113,Central Shenandoah Planning District Commission,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
30989,3113,Central Shenandoah Planning District Commission,Small Systems Reporter,MB,PT,0,,,,0,,,,0,,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter: Operating,DR,DO,0,,,,"14,614",,,,"64,091",,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter: Operating,DR,PT,,,,,,,,,"2,615",,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter: Operating,IP,DO,,,,,,,"87,840",,,,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"458,487","284,260",,,,,,,,,
40002,4002,Knoxville Area Transit,Full Reporter: Operating,DR,DO,0,,,,"6,067",,,,"79,851",,,,,,
40002,4002,Knoxville Area Transit,Full Reporter: Operating,MB,DO,0,,,,"562,193",,,,"78,941",,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"421,406",,,,"11,743",,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"1,438,693",,,,,,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter: Operating,SR,DO,,,,,,,"1,340,700",,,,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"2,548",,,,"459,146",,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"2,142,729",,,,0,,,,,,
40005,4005,ART (Asheville Redefines Transit),Full Reporter: Operating,MB,DO,"208,325",,,0,0,,0,,,,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter: Operating,DR,DO,,,,,,,,,0,,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter: Operating,MB,PT,0,,,,"275,945",,,,,,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter: Operating,VP,DO,,,,,,,,,0,,,,,,
40007,4007,Capital Area Transit,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
40007,4007,Capital Area Transit,Full Reporter: Operating,MB,DO,"917,389",,,,0,,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter: Operating,CB,DO,0,,,,"465,033",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter: Operating,DR,DO,0,,,,"305,363",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter: Operating,LR,DO,,,,,,,"8,165,040",,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter: Operating,MB,DO,0,,,,"2,722,308",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter: Operating,VP,DO,,,,,,,,,"123,580",,,,,,
40009,4009,Fayetteville Area System of Transit,Full Reporter: Operating,DR,DO,0,,,,"8,196",,,,"44,145",,,,,,
40009,4009,Fayetteville Area System of Transit,Full Reporter: Operating,MB,DO,0,,,,"216,699",,,,"4,257",,,,,,
40010,4R06-082,City of Gastonia,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40010,4R06-082,City of Gastonia,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40011,4011,High Point Transit,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40011,4011,High Point Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter: Operating,DR,DO,0,,,,"25,762",,,,"119,360",,,,,,
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter: Operating,MB,DO,0,,,,"401,333",,,,,,,,,,
40014,4014,Ms Coast Transportation Authority,Full Reporter: Operating,DR,DO,0,,,,"29,780",,,,"3,128",,,,"18,974",,
40014,4014,Ms Coast Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"158,236",,,,,,,,,,
40014,4014,Ms Coast Transportation Authority,Full Reporter: Operating,VP,PT,,,,,,,,,"59,531",,,,,,
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",Full Reporter: Operating,DR,DO,0,,,,"48,863",,,,,,,,,,
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",Full Reporter: Operating,MB,DO,0,,,,"197,947",,,,,,,,,,
40016,4016,Ashland Bus System,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40016,4016,Ashland Bus System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40017,4017,Lexington Transit Authority,Full Reporter: Operating,DR,PT,0,,,,"227,236",,,,"18,511",,,,,,
40017,4017,Lexington Transit Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
40017,4017,Lexington Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"527,523",,,,"40,806",,,,,,
40017,4017,Lexington Transit Authority,Full Reporter: Operating,VP,PT,,,,,,,,,"15,801",,,,,,
40018,4018,Transit Authority of River City,Full Reporter: Operating,DR,DO,0,,,,"18,168",,,,,,,,,,
40018,4018,Transit Authority of River City,Full Reporter: Operating,DR,PT,0,,,,"72,220",,,,"312,594",,,,,,
40018,4018,Transit Authority of River City,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
40018,4018,Transit Authority of River City,Full Reporter: Operating,MB,DO,0,,,,"1,798,673",,,,,,,,,,
40018,4018,Transit Authority of River City,Full Reporter: Operating,MB,PT,0,,,,"3,801",,,,,,,,,,
40019,4019,Transit Authority of Northern Kentucky,Full Reporter: Operating,DR,DO,0,,,,"100,477",,,,,,,,,,
40019,4019,Transit Authority of Northern Kentucky,Full Reporter: Operating,MB,DO,0,,,,"777,089",,,,,,,,,,
40020,4020,Owensboro Transit System,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40020,4020,Owensboro Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40021,4021,Albany Transit System,Full Reporter: Operating,DR,DO,0,,,,"11,131",,,,,,,,,,
40021,4021,Albany Transit System,Full Reporter: Operating,MB,DO,0,,,,"137,039",,,,,,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"998,381",,,,,,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,HR,DO,,,,,,,"85,296,863",,,,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,MB,DO,0,,"5,347,735",,"2,216,341",,,,,,,,,,
40023,4023,Augusta Richmond County Transit Department,Full Reporter: Operating,DR,PT,0,,,,"20,296",,,,,,,,,,
40023,4023,Augusta Richmond County Transit Department,Full Reporter: Operating,MB,PT,0,,,,"141,502",,,,,,,,,,
40024,4024,"Metra Transit System (Columbus, GA)",Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
40024,4024,"Metra Transit System (Columbus, GA)",Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter: Operating,DR,DO,"56,258",,,,0,,,,"27,847",,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter: Operating,FB,DO,0,,,,"35,277",,,,,,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter: Operating,MB,DO,"555,424",,,,0,,,,,,,,,,
40026,4026,Manatee County Area Transit,Full Reporter: Operating,DR,DO,0,,,,"67,472",,,,843,,,,,,
40026,4026,Manatee County Area Transit,Full Reporter: Operating,MB,DO,0,,,,"308,943",,,,,,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter: Operating,CB,DO,0,,,,"73,869",,,,,,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter: Operating,DR,PT,,,,,,,,,"122,657",,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"2,296,761",,,,"44,908",,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter: Operating,MB,PT,0,,"2,215",,"12,209",,,,"63,130",,,,,,
40028,4028,Lee County Transit,Full Reporter: Operating,DR,DO,0,,,,"152,698",,,,"8,270",,,,,,
40028,4028,Lee County Transit,Full Reporter: Operating,MB,DO,0,,,,"576,410",,,,,,,,,,
40028,4028,Lee County Transit,Full Reporter: Operating,VP,PT,,,,,,,,,"17,697",,,,,,
40029,4029,Broward County Transit Division,Full Reporter: Operating,DR,PT,0,,,,"16,370",,,,"775,362",,,,,0,
40029,4029,Broward County Transit Division,Full Reporter: Operating,MB,DO,0,,,,"4,805,572",,,,,,,,,,
40029,4029,Broward County Transit Division,Full Reporter: Operating,MB,PT,0,,,,"36,132",,,,,,,,,,
40030,4030,Gainesville Regional Transit System,Full Reporter: Operating,DR,PT,,,,,,,,,"128,831",,,,,,
40030,4030,Gainesville Regional Transit System,Full Reporter: Operating,MB,DO,"108,845",,,,"900,097",,,,,,,,,,
40031,4031,Lakeland Area Mass Transit District ,Full Reporter: Operating,DR,DO,0,,,,"73,254",,,,"29,673",,,,,,
40031,4031,Lakeland Area Mass Transit District ,Full Reporter: Operating,MB,DO,0,,,,"170,925",,,,"29,673",,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter: Operating,DR,DO,0,,,,0,,,,0,,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter: Operating,DR,PT,,,,,,,,,"82,366",,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter: Operating,MB,DO,0,,,,"630,903",,,,,,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter: Operating,VP,DO,,,,,,,,,"7,767",,,,,,
40034,4034,Miami-Dade Transit,Full Reporter: Operating,DR,PT,,,,,,,,,0,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter: Operating,HR,DO,,,,,,,"79,354,230",,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter: Operating,MB,DO,0,,,,"10,511,604",,,,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter: Operating,MB,PT,0,,,,"186,038",,,,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter: Operating,MG,DO,,,,,,,"11,985,400",,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,CB,PT,0,,,,"7,754",,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,DR,PT,,,,,,,,,"1,227,272",,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,MB,DO,"3,525,619",,,,"606,380",,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,MB,PT,,,,,,,,,"94,803",,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,RB,DO,,,,,"40,580",,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,VP,PT,,,,,,,,,"142,157",,,,,,
40036,4036,City of Tallahassee,Full Reporter: Operating,DR,DO,,,,,,,,,"108,748",,,,,,
40036,4036,City of Tallahassee,Full Reporter: Operating,MB,DO,0,,,,"495,406","164,640",,,,,,,,,
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter: Operating,DR,PT,0,,,,"16,911",,,,"762,559",,,,,,
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter: Operating,MB,DO,0,,,,"1,990,075",,,,,,,,,,
40038,4038,Escambia County Area Transit,Full Reporter: Operating,DR,PT,0,,"2,035",,"39,265",,,,"87,779",,,,,,
40038,4038,Escambia County Area Transit,Full Reporter: Operating,MB,PT,0,,,,"346,035",,,,,,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter: Operating,DR,PT,0,,,,"105,700",,,,"406,653",,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"2,136,448",,,,,,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter: Operating,MG,DO,,,,,,,"660,901",,,,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter: Operating,DR,DO,0,,"45,489",,"112,844",,,,"50,788",,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter: Operating,MB,DO,0,,"15,548",,"2,361,401",,,,,,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter: Operating,SR,DO,,,,,,,"553,000",,,,,,,,
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter: Operating,DR,DO,,,"195,916",,,,,,,,,,,,
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter: Operating,MB,DO,0,,"804,907",,"150,451",,,,,,,,,,
40043,4043,The Wave Transit System,Full Reporter: Operating,DR,DO,0,,,,"7,140",,,,"109,555",,,,,,
40043,4043,The Wave Transit System,Full Reporter: Operating,MB,DO,0,,,,"304,886",,,,,,,,,,
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter: Operating,DR,DO,0,,,,"28,948",,,,,,,,,,
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter: Operating,MB,DO,0,,,,"165,536",,,,,,,,,,
40045,4045,Tuscaloosa County Parking and Transit Authority,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40045,4045,Tuscaloosa County Parking and Transit Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter: Operating,DR,DO,0,,,,"58,315",,,,"44,356",,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter: Operating,DR,PT,,,,,,,,,"318,118",,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter: Operating,MB,DO,0,,,,"587,137",,,,,,,,,,
40047,4047,Athens Transit System,Full Reporter: Operating,DR,DO,0,,,,"8,034",,,,"1,841",,,,,,
40047,4047,Athens Transit System,Full Reporter: Operating,MB,DO,0,,,,"226,127",,,,,,,,,,
40049,4049,Gadsden Transportation Services - City of Gadsden,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
40049,4049,Gadsden Transportation Services - City of Gadsden,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40051,4051,Chapel Hill Transit,Full Reporter: Operating,DR,DO,,,,,,,,,"50,960",,,,,,
40051,4051,Chapel Hill Transit,Full Reporter: Operating,MB,DO,0,,,,"511,550",,,,,,,,,,
40051,4051,Chapel Hill Transit,Full Reporter: Operating,MB,PT,,,,,,,,,0,,,,,,
40053,4053,Greenville Transit Authority,Full Reporter: Operating,DR,DO,,,,,,,,,"14,522",,,,,,
40053,4053,Greenville Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"223,688",,,,"3,307",,,,,,
40054,4054,Johnson City Transit System,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40054,4054,Johnson City Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40055,4055,Bristol Tennessee Transit System,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40055,4055,Bristol Tennessee Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40056,4056,Pee Dee Regional Transportation Authority,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40056,4056,Pee Dee Regional Transportation Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40057,4057,Jackson Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"14,997",,,,"16,912",,,,,,
40057,4057,Jackson Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"118,252",,,,,,,,,,
40058,4058,City of Rome Transit Department,Full Reporter: Operating,DR,DO,0,,,,"11,723",,,,"6,114",,,,,,
40058,4058,City of Rome Transit Department,Full Reporter: Operating,MB,DO,0,,,,"103,665",,,,,,,,,,
40060,4060,Hub City Transit,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40060,4060,Hub City Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40063,4063,Space Coast Area Transit,Full Reporter: Operating,DR,DO,0,,,,"576,237",,,,"4,499",,,,,,
40063,4063,Space Coast Area Transit,Full Reporter: Operating,DR,PT,,,,,,,,,"69,764",,,,,,
40063,4063,Space Coast Area Transit,Full Reporter: Operating,MB,DO,0,,,,"576,237",,,,,,,,,,
40063,4063,Space Coast Area Transit,Full Reporter: Operating,VP,PT,,,,,,,,,"69,764",,,,,,
40064,4064,East Alabama Regional Planning and Development Commission,Small Systems Reporter,DR,PT,0,,,,0,,,,0,,,,,,
40064,4064,East Alabama Regional Planning and Development Commission,Small Systems Reporter,MB,PT,,,,,,,,,0,,,,,,
40068,4068,Northwest Alabama Council of Local Governments,Full Reporter: Operating,DR,DO,0,,,,"1,301",,,,"56,103",,,,,,
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter: Operating,DR,DO,,,,,,,,0,"72,787",,,,,,
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter: Operating,MB,DO,0,,,,"113,879",,,,,,,,,,
40073,4073,Lee-Russell Council of Governments,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40073,4073,Lee-Russell Council of Governments,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40074,4074,Pasco County Public Transportation,Full Reporter: Operating,DR,DO,0,,,,"22,719",,,,"6,217",,,,,,
40074,4074,Pasco County Public Transportation,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
40074,4074,Pasco County Public Transportation,Full Reporter: Operating,MB,DO,0,,,,"271,209",,,,,,,,,,
40077,4077,South Florida Regional Transportation Authority,Full Reporter: Operating,CR,PT,0,,,,0,,,,,,,,,,
40077,4077,South Florida Regional Transportation Authority,Full Reporter: Operating,MB,PT,,,,,"102,337",,,,"47,084",,,,,,
40078,4078,Cobb County Department of Transportation Authority,Full Reporter: Operating,CB,PT,0,,,,"399,330",,,,,,,,,,
40078,4078,Cobb County Department of Transportation Authority,Full Reporter: Operating,DR,PT,0,,,,"144,542",,,,,,,,,,
40078,4078,Cobb County Department of Transportation Authority,Full Reporter: Operating,MB,PT,0,,"18,204",,"574,459",,,,,,,,,,
40080,4080,Kingsport Area Transit System,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40080,4080,Kingsport Area Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40081,4081,Anderson Transit Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40082,4082,Douglas County Rideshare,Full Reporter: Operating,VP,DO,,,,,,,,,"78,569",,,,,,
40086,4086,Metropolitan Bus Authority,Full Reporter: Operating,DR,DO,0,,,,"85,090",,,,"11,226",,,,,,
40086,4086,Metropolitan Bus Authority,Full Reporter: Operating,MB,DO,0,,,,"1,287,904",,,,,,,,,,
40087,4087,Durham Area Transit Authority,Full Reporter: Operating,DR,PT,,,,,,,,,"219,878",,,,,,
40087,4087,Durham Area Transit Authority,Full Reporter: Operating,MB,PT,0,,,,"665,466",,,,,,,,,,
40088,4088,Spartanburg County Transportation Services,Full Reporter: Operating,DR,PT,,,,,"8,857",,,,"192,130",,,,,,
40092,4092,Clarksville Transit System,Full Reporter: Operating/Building,DR,DO,,,,,,,,,"39,930",,,,,,
40092,4092,Clarksville Transit System,Full Reporter: Operating/Building,MB,DO,0,,,,"238,914",,,,,,,,,,
40093,4093,Greensboro Transit Authority,Full Reporter: Operating,DR,PT,0,,,,"168,556",,,,"55,833",,,,,,
40093,4093,Greensboro Transit Authority,Full Reporter: Operating,MB,PT,0,,,,"561,184",,,,,,,,,,
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter: Operating,HR,PT,,,,,,,"38,778,567",,,,,,,,
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter: Operating,MB,PT,0,,,,"325,056",,,,,,,,,,
40095,4095,Greenville Area Transit,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40095,4095,Greenville Area Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40096,4096,Tar River Transit,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40096,4096,Tar River Transit,Small Systems Reporter,MB,PT,0,,,,0,,,,0,,,,,,
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter: Operating,DR,DO,0,,,,"72,860",,,,,,,,,,
