NTD ID,AgencyID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
40030,4030,Gainesville Regional Transit System,Full Reporter,Urban,MB,DO,0,,,,"1,028,412",,,,,,,,,,
40030,4030,Gainesville Regional Transit System,Full Reporter,Urban,VP,PT,,,,,,,,,"17,564",,,,,,
40031,4031,Lakeland Area Mass Transit District ,Full Reporter,Urban,DR,DO,0,,,,"15,878",,,,"134,051",,,,,,
40031,4031,Lakeland Area Mass Transit District ,Full Reporter,Urban,DR,PT,,,,,,,,,599,,,,,,
40031,4031,Lakeland Area Mass Transit District ,Full Reporter,Urban,MB,DO,0,,,,"278,815",,,,"2,392",,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Urban,DR,DO,0,,,,"64,397",,,,"213,441",,,,"18,301",,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Urban,DR,PT,,,,,,,,,"71,647",,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Urban,MB,DO,0,,,,"674,098",,,,,,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Urban,VP,PT,,,,,,,,,"6,253",,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,CB,PT,0,,,,"207,458",,,,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"1,157,128",,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,HR,DO,,,,,,,"74,669,168",,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,MB,DO,0,,,,"9,388,580",,,,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,MB,PT,0,,,,"6,075",,,,"6,213",,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Urban,MG,DO,,,,,,,"11,535,544",,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,CB,PT,"10,764",,,,0,,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"1,280,543",,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO,"3,186,756",,"1,103,461",,0,,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,"125,084",,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,RB,DO,"105,926",,,,0,,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"187,599",,,,,,
40036,4036,City of Tallahassee,Full Reporter,Urban,DR,DO,,,"82,246",,,,,,"3,988",,,,,,
40036,4036,City of Tallahassee,Full Reporter,Urban,MB,DO,0,,"30,499",,"531,921","146,999",,,,,,,,,
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter,Urban,DR,PT,0,,,,"7,702",,,,"1,158,022",,,"427,802",,,
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter,Urban,MB,DO,0,,,,"1,807,829",,,,,,,,,,
40038,4038,Escambia County Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"114,505",,,,,,
40038,4038,Escambia County Area Transit,Full Reporter,Urban,MB,PT,0,,,,"331,426",,,,,,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"677,601",,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Urban,FB,PT,0,,,,"110,550",,,,,,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,DO,0,,"625,427",,"1,769,210",,,,,,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Urban,MG,DO,,,,,,,"767,115",,,,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,"128,059",,"18,712",,,,"31,243",,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,"596,747",,"1,895,360",,,,,,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,SR,DO,,,,,,,"595,000",,,,,,,,
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,DR,DO,,,"161,399",,,,,,,,,,,,
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,MB,DO,0,,"795,654",,"129,703",,,,,,,,,,
40043,4043,The Wave Transit System,Full Reporter,Urban,DR,DO,,,,,,,,,"123,179",,,,,,
40043,4043,The Wave Transit System,Full Reporter,Urban,MB,DO,0,,,,"214,955",,,,"29,877",,,,,,
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter,Urban,DR,DO,0,,,,174,,,,"39,185",,,,,,
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter,Urban,MB,DO,0,,,,"82,050",,,,"93,108",,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,CB,DO,0,,,,"40,078",,,,,,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,DR,PT,0,,,,"54,960",,,,"155,887",,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,MB,DO,0,,,,"660,911",,,,,,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,MB,PT,0,,,,"14,823",,,,,,,,,,
40047,4047,Athens Transit System,Full Reporter,Urban,DR,DO,0,,,,"5,439",,,,"6,589",,,,,,
40047,4047,Athens Transit System,Full Reporter,Urban,MB,DO,0,,,,"262,570",,,,,,,,,,
40051,4051,Chapel Hill Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"74,692",,,,,,
40051,4051,Chapel Hill Transit,Full Reporter,Urban,MB,DO,0,,,,"558,852",,,,,,,,,,
40053,4053,Greenville Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"16,799",,,,,,
40053,4053,Greenville Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"190,818",,,,"22,287",,,,,,
40057,4057,Jackson Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"1,297",,,,"35,184",,,,,,
40057,4057,Jackson Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"111,889",,,,"4,601",,,,,,
40058,4058,City of Rome Transit Department,Full Reporter,Urban,DR,DO,0,,,,"3,995",,,,"13,349",,,,,,
40058,4058,City of Rome Transit Department,Full Reporter,Urban,MB,DO,0,,,,"109,324",,,,,,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Urban,DR,DO,0,,,,"249,843",,,,"13,661",,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"32,081",,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Urban,MB,DO,0,,,,"293,293",,,,,,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Urban,VP,PT,,,,,,,,,"52,648",,,,,,
40068,4068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO,0,,,,"3,655",,,,"63,624",,,,,,
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Urban,DR,DO,,,,,,,,,"75,205",,,,,,
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Urban,MB,DO,0,,,,"119,825",,,,,,,,,,
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,DR,DO,0,,,,"13,906",,,,"18,273",,,,,,
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,MB,DO,0,,,,"323,152",,,,,,,,,,
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Urban,CR,PT,0,,,,"3,372,312",,,,,,,,,,
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"157,793",,,,"34,469",,,,,,
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,CB,PT,0,,,,"325,071",,,,,,,,,,
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,DR,PT,0,,,,"92,432",,,,,,,,,,
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,MB,PT,0,,"17,821",,"564,326",,,,,,,,,,
40082,4082,Douglas County Rideshare,Full Reporter,Urban,DR,DO,,,,,,,,,"11,291",,,,,,
40082,4082,Douglas County Rideshare,Full Reporter,Urban,VP,DO,,,,,,,,,"48,732",,,,,,
40086,4086,Metropolitan Bus Authority,Full Reporter,Urban,DR,DO,0,,,,"56,328",,,,"43,959",,,,,,
40086,4086,Metropolitan Bus Authority,Full Reporter,Urban,MB,DO,0,,,,"1,003,367",,,,,,,,,,
40087,4087,Durham Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"265,416",,,,,,
40087,4087,Durham Area Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"760,463",,,,,,,,,,
40093,4093,Greensboro Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"127,595",,,,"149,730",,,,,,
40093,4093,Greensboro Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"502,749",,,,,,,,,,
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,HR,PT,,,,,,,"5,905,168",,,,,,,,
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,MB,PT,0,,,,"234,969",,,,,,,,,,
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,DR,DO,0,,,,"83,526",,,,40,,,,,,
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,MB,DO,0,,,,"89,873",,,,,,,,,,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,CB,DO,0,,,,"6,532",,,,"8,712",,,,"4,614",,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"8,626",,,,"11,505",,,,"6,093",,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"20,526",,,,"27,378",,,,"14,498",,
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"30,822",,,,"2,116",,,,,,
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"47,571",,,,,,
40104,4104,Indian River County,Full Reporter,Urban,DR,PT,,,,,,,,,"69,673",,,,,,
40104,4104,Indian River County,Full Reporter,Urban,MB,PT,0,,,,"136,859",,,,"21,237",,,,,,
40105,4105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,PB,PT,,,,,,,,0,0,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"77,869",,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"579,646",,,,,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"148,499",,,,,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"57,201",,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"52,521",,,,,,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"7,582",,,,"73,215",,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"494,927",,,,"20,031",,,,,,
40120,4120,"City of Ocala, Florida",Full Reporter,Urban,DR,PT,,,,,,,,,"7,377",,,,,,
40120,4120,"City of Ocala, Florida",Full Reporter,Urban,MB,PT,0,,,,"127,441",,,,,,,,,,
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,DR,PT,0,,,,"5,075",,,,"116,725",,,,,,
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,MB,PT,0,,,,"3,440",,,,"79,123",,,,,,
40129,4129,Charlotte County Transit Division,Full Reporter,Urban,DR,PT,0,,,,"102,210",,,,"14,305",,,,,,
40129,4129,Charlotte County Transit Division,Full Reporter,Urban,VP,DO,,,,,,,,,"3,992",,,,,,
40135,4135,Georgia Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"1,231,769",,,,,,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,CB,PT,0,,0,,"277,264",,,,,,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,DR,PT,0,,,,"14,490",,,,"23,859",,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,MB,PT,0,,"22,634",,"268,330",,,,,,,,,,
40140,4140,Collier Area Transit,Full Reporter,Urban,DR,PT,0,,,,"97,222",,,,"12,052",,,,,,
40140,4140,Collier Area Transit,Full Reporter,Urban,MB,PT,0,,,,"281,605",,,,,,,,,,
40141,4141,Central Midlands Transit,Full Reporter,Urban,DR,PT,0,,,,0,,,,"2,997",,,,"73,420",,
40141,4141,Central Midlands Transit,Full Reporter,Urban,MB,PT,0,,,,"464,821",,,,,,,,"97,352",,
40147,4147,North Carolina State University Transportation Department,Full Reporter,Urban,MB,PT,"229,684",,,,0,,,,,,,,,,
40152,4152,"Miami Lakes - vRide, Inc.",Full Reporter,Urban,VP,DO,,,,,,,,,"180,365",,,,,,
40153,4153,"vRide, Inc. - Atlanta",Full Reporter,Urban,VP,DO,,,,,,,,,"116,686",,,,,,
40158,4158,Lake County Board of County Commissioners,Full Reporter,Urban,DR,PT,0,,,,425,,,,"195,853",,,,,,
40158,4158,Lake County Board of County Commissioners,Full Reporter,Urban,MB,PT,0,,,,"91,390",,,,0,,,,,,
40159,4159,Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"119,012",,,,,,,,,,
40159,4159,Regional Transportation Authority,Full Reporter,Urban,CR,PT,0,,,,"215,238",,,,,,,,,,
40159,4159,Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"42,291",,,,,,
40169,4169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,VP,PT,,,,,,,,,"44,098",,,,,,
40171,4171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,DR,DO,,,,,,,,,"214,874",,,,0,,
40172,4172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,DR,DO,0,,,,"25,706",,,,"71,959",,,,,,
40172,4172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,MB,DO,0,,,,"55,316",,,,"8,412",,,,,,
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,CB,PT,0,,,,"241,692",,,,,,,,,,
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,VP,DO,,,,,,,,,"96,536",,,,,,
40178,4178,The Transportation Management Association Group,Full Reporter,Urban,VP,DO,,,,,,,,,"31,350",,,,,,
40180,4180,University of Georgia Transit System,Full Reporter,Urban,DR,DO,,,,,,,,,"8,614",,,,,,
40180,4180,University of Georgia Transit System,Full Reporter,Urban,MB,DO,0,,,,"371,427",,,,,,,,,,
40185,4185,Bay County Transportation Planning Organization,Full Reporter,Urban,DR,PT,0,,,,"7,829",,,,"72,793",,,,,,
40185,4185,Bay County Transportation Planning Organization,Full Reporter,Urban,MB,PT,0,,,,"101,981",,,,,,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,DR,DO,,,,,,,,,"129,867",,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,MB,DO,0,,,,"7,011",,,,,,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,VP,DO,,,,,,,,,"18,348",,,,,,
40192,4192,Martin County,Full Reporter,Urban,CB,PT,0,,,,"5,642",,,,"16,198",,,,,,
40192,4192,Martin County,Full Reporter,Urban,DR,PT,,,,,,,,,"9,982",,,,,,
40192,4192,Martin County,Full Reporter,Urban,MB,PT,0,,,,"26,915",,,,"19,080",,,,,,
40196,4196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,VP,DO,,,,,,,,"1,355","95,060",,,,,,
40200,4200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"84,859",,,,,,
40203,4203,Enterprise Rideshare,Full Reporter,Urban,VP,DO,,,,,,,,,"107,920",,,,,,
40208,4208,City of Clemson/ Clemson Area Transit,Full Reporter,Urban,MB,DO,0,,,,"106,804","384,588",,,,,,,,,
40222,4R06-094,Wake County DSS,Full Reporter,Urban,DR,PT,,,,,,,,,"176,105",,,,,,
40224,4224,Buncombe County,Full Reporter,Urban,DR,PT,,,"11,945",,,,,,"95,534",,,,"21,775",,
40224,4224,Buncombe County,Full Reporter,Urban,MB,PT,,,"9,954",,,,,,"14,035",,,,0,,
40228,4228,Mecklenburg County DSS,Full Reporter,Urban,DR,DO,,,,,,,,,"70,385",,,,,,
40230,4230,City of Atlanta - Department of Public Works - Transit Division,Full Reporter,Urban,SR,DO,,,,,,,"1,111,198",,,,,,,,
40232,4232,Central Florida Commuter Rail,Full Reporter,Urban,CR,PT,0,,,,"518,181",,,,,,,,,,
40244,,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"197,991",,,,"33,773",,
40245,,"Clay County Council on Aging, Inc.",Full Reporter,Urban,DR,DO,0,,,,"16,395",,,,"104,782",,,,,,
40245,,"Clay County Council on Aging, Inc.",Full Reporter,Urban,MB,DO,0,,,,"4,098",,,,"26,196",,,,,,
40258,,"The Looper Group, Inc.",Full Reporter,Urban,MB,DO,0,,,,"5,423",,,,"4,202",,,,,,
40259,,"Jolley Trolley Transportation of Clearwater, Inc.",Full Reporter,Urban,MB,DO,0,,,,"24,465",,,,"51,080",,,,,,
40265,,North Central Alabama Regional Council of Governments,Full Reporter,Urban,DR,DO,,,,,,,,,"67,226",,,,,,
40928,4R01-005,Baldwin County Commission,Full Reporter,Urban,DR,DO,"2,270",,,,"6,438",,,,"208,134",,,,,,
41068,4R02-028,Flagler Co. Public Transportation,Full Reporter,Urban,DR,DO,,,,,,,,,"110,986",,,,,,
41105,4R04-020,"Audubon Area Community Services, Inc.",Full Reporter,Urban,DR,DO,0,,,,133,,,,"220,408",,,,,,
44929,,City of Fort Lauderdale,Full Reporter,Urban,FB,PT,0,,,,"22,707",,,,,,,,,,
44929,,City of Fort Lauderdale,Full Reporter,Urban,MB,PT,0,,,,"45,084",,,,"18,031",,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"129,897",,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter,Urban,MB,DO,0,,,,"185,670",,,,"9,035",,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter,Urban,MB,PT,0,,,,918,,,,"10,638",,,,,,
50002,5002,Green Bay Metro,Full Reporter,Urban,DR,PT,,,,,,,,,"41,551",,,,,,
50002,5002,Green Bay Metro,Full Reporter,Urban,MB,DO,0,,,,"252,608",,,,,,,,,,
50003,5003,Kenosha Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"31,101",,,,,,
50003,5003,Kenosha Transit,Full Reporter,Urban,MB,DO,0,,,,"223,341",,,,,,,,,,
50003,5003,Kenosha Transit,Full Reporter,Urban,SR,DO,,,,,,,"197,920",,,,,,,,
50004,5004,LaCrosse Municipal Transit Utility,Full Reporter,Urban,DR,PT,0,,,,"1,875",,,,"6,086",,,,,,
50004,5004,LaCrosse Municipal Transit Utility,Full Reporter,Urban,MB,DO,0,,,,"152,372",,,,,,,,,,
50005,5005,Metro Transit System,Full Reporter,Urban,DR,DO,0,,,,"35,376",,,,,,,,,,
50005,5005,Metro Transit System,Full Reporter,Urban,DR,PT,0,,,,366,,,,"177,816",,,,"18,944",,
50005,5005,Metro Transit System,Full Reporter,Urban,MB,DO,0,,,,"1,237,666",,,,,,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter,Urban,CB,PT,0,,,,"51,445",,,,,,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter,Urban,DR,DO,,,,,,,,,"21,049",,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter,Urban,MB,DO,0,,,,"251,139",,,,,,,,,,
50008,5008,Milwaukee County Transit System,Full Reporter,Urban,DR,PT,0,,,,"111,489",,,,"171,039",,,,,,
50008,5008,Milwaukee County Transit System,Full Reporter,Urban,MB,DO,0,,,,"3,707,729",,,,,,,,,,
50009,5009,GO Transit,Full Reporter,Urban,MB,DO,0,,,,"114,153",,,,,,,,,,
50009,5009,GO Transit,Full Reporter,Urban,MB,PT,0,,,,"8,046",,,,,,,,,,
50010,5010,METRO Regional Transit Authority ,Full Reporter,Urban,DR,DO,0,,"97,651",,"109,931",,,,,,,,,,
50010,5010,METRO Regional Transit Authority ,Full Reporter,Urban,MB,DO,0,,"823,857",,"420,284",,,,,,,,,,
50011,5011,Stark Area Regional Transit Authority,Full Reporter,Urban,DR,DO,"1,487",,"91,585",,"124,670",,,,,,,,,,
50011,5011,Stark Area Regional Transit Authority,Full Reporter,Urban,MB,DO,"2,887",,"177,782",,"242,006",,,,,"119,603",,,,,
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"189,080",,,,,,,,,,
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"2,664,755",,,,,,,,,,
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,SR,PT,,,,,,,"1,119,975",,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"178,231",,,,"43,068",,,,"118,913",,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"416,842",,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,HR,DO,,,,,,,"20,559,893",,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,LR,DO,,,,,,,"14,009,798",,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,"1,287,543",,"2,525,159",,,,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,RB,DO,0,,,,"259,598",,,,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"6,044",,,,,,
50016,5016,Central Ohio Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"345,694",,,,"33,162",,,,,,
50016,5016,Central Ohio Transit Authority,Full Reporter,Urban,MB,DO,0,,"1,723,464",,"1,949,993",,,,,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"97,440",,,,"227,347",,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"1,329,199",,,,,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,TB,DO,,,,,,,"3,052,298",,,,,,,,
50021,5021,Portage Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"72,899",,,,"28,426",,,,,,
50021,5021,Portage Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"172,523",,,,"14,640",,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,DO,"191,186",,,,0,,,,,,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"22,049",,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,MB,DO,"833,004",,,,0,,,,,,,,,,
50024,5024,Western Reserve Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"9,209",,,,"47,857",,,,,,
50024,5024,Western Reserve Transit Authority,Full Reporter,Urban,MB,DO,"6,751",,,,"253,008",,,,"10,986",,,,,,
50025,5025,Duluth Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"30,874",,,,,,
50025,5025,Duluth Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"423,389",,,,,,,,,,
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter,Urban,DR,PT,,,,,,,,,"5,402",,,,,,
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter,Urban,MB,PT,0,,,,"97,940",,,,,,,,,,
50027,5027,Metro Transit ,Full Reporter,Urban,CR,PT,0,,,,"441,148",,,,,,,,,,
50027,5027,Metro Transit ,Full Reporter,Urban,LR,DO,,,,,,,"38,691,828",,,,,,,,
50027,5027,Metro Transit ,Full Reporter,Urban,MB,DO,"6,824,834",,,,0,,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,CB,DO,0,,,,"36,479",,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,DR,DO,0,,"18,477",,"52,558",,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,MB,DO,0,,"234,248",,"70,036",,,,,,,,,,
50029,5029,Bay Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"39,579",,,,,,,,,,
50029,5029,Bay Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"128,393",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,DO,0,,,,"140,042",,,,,,,,"424,528",,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,PT,0,,,,"37,832",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,DO,0,,,,"2,258,728",,,,,,,,,,
50032,5032,Mass Transportation Authority ,Full Reporter,Urban,DR,DO,0,,,,83,,,,"24,330",,,,"858,945",,
50032,5032,Mass Transportation Authority ,Full Reporter,Urban,DR,PT,0,,,,"2,615",,,,,,,,"4,352",,
50032,5032,Mass Transportation Authority ,Full Reporter,Urban,MB,DO,0,,"138,244",,"620,344",,,,,585,,,"124,060",,
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,DR,PT,0,,,,"8,017",,,,"105,420",,,,"244,253",,
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,MB,DO,0,,"20,771",,"1,349,847",,,,,,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,RB,DO,0,,,,"79,495",,,,,,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,VP,DO,,,,,,,,,"31,499",,,,,,
50034,5034,City of Jackson Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"23,408",,,,"12,869",,,,,,
50034,5034,City of Jackson Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"70,915",,,,,,,,,,
50035,5035,Central County Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"50,048",,,,"105,486",,,,,,
50035,5035,Central County Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"402,577",,,,,,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"35,370",,,,"121,905",,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"13,811",,,,"197,564",,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"731,947",,,,,,,,,,
50039,5039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,DR,DO,,,,,,,,,"34,209",,,,,,
50039,5039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,MB,DO,0,,,,"119,856",,,,"1,023",,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,DO,"17,161",,,,0,,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"44,023",,,,,,,,,,
