5 Digit NTD ID,AgencyID,Agency Name,Reporter Type,Form Module Type,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
40021,4021,Albany Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"172,020",,,,,,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"696,213",,,,"361,658",,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Full Reporter,HR,DO,,,,,,,"92,323,391",,,,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,"5,342,847",,"2,103,448",,,,,,,,,,
40023,4023,Augusta Richmond County Transit Department,Full Reporter,Full Reporter,DR,PT,0,,,,"22,110",,,,,,,,,,
40023,4023,Augusta Richmond County Transit Department,Full Reporter,Full Reporter,MB,PT,0,,,,"144,900",,,,,,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"58,377",,,,"30,612",,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"3,730",,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Full Reporter,FB,DO,0,,,,"36,739",,,,,,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Full Reporter,MB,DO,"540,183",,,,0,,,,,,,,,,
40026,4026,Manatee County Area Transit,Full Reporter,Full Reporter,DR,DO,0,,,,"76,457",,,,887,,,,,,
40026,4026,Manatee County Area Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"323,312",,,,,,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Full Reporter,CB,DO,0,,,,"70,814",,,,,,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"167,122",,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"2,352,686",,,,"33,323",,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,"2,755",,"16,900",,,,"65,067",,,,,,
40028,4028,Lee County Transit,Full Reporter,Full Reporter,DR,DO,0,,,,"137,900",,,,"11,377",,,,"13,051",,
40028,4028,Lee County Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"606,928",,,,,,,,,,
40028,4028,Lee County Transit,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"13,948",,,,,,
40029,4029,Broward County Transit Division,Full Reporter,Full Reporter,DR,PT,0,,,,"2,719",,,,"367,110",,,,,"809,620",Propane
40029,4029,Broward County Transit Division,Full Reporter,Full Reporter,MB,DO,0,,,,"4,932,819",,,,,,,,,,
40029,4029,Broward County Transit Division,Full Reporter,Full Reporter,MB,PT,0,,,,"63,176",,,,,,,,,,
40030,4030,Gainesville Regional Transit System,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"105,456",,,,,,
40030,4030,Gainesville Regional Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"1,033,645",,,,,,,,,,
40031,4031,Lakeland Area Mass Transit District ,Full Reporter,Full Reporter,DR,DO,0,,,,"22,594",,,,"31,798",,,,,,
40031,4031,Lakeland Area Mass Transit District ,Full Reporter,Full Reporter,MB,DO,0,,,,"263,586",,,,"2,656",,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Full Reporter,DR,DO,0,,,,"235,689",,,,"235,689",,,,,745,Propane
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Full Reporter,DR,PT,,,,,,,,,"70,747",,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Full Reporter,MB,DO,0,,,,"661,644",,,,,,,,,,
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Full Reporter,VP,DO,,,,,,,,,"3,819",,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Full Reporter,CB,PT,0,,,,"266,929",,,,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"1,083,505",,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Full Reporter,HR,DO,,,,,,,"80,612,600",,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"10,467,488",,,,,,,,,,
40034,4034,Miami-Dade Transit,Full Reporter,Full Reporter,MG,DO,,,,,,,"10,950,000",,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"18,968",,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"1,058,027",,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,"3,408,022",,,,"538,760",,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,MB,PT,,,,,,,,,"122,327",,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,RB,DO,"89,411",,,,0,,,,,,,,,,
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"147,389",,,,,,
40036,4036,City of Tallahassee,Full Reporter,Full Reporter,DR,DO,,,"9,232",,,,,,"81,184",,,,,,
40036,4036,City of Tallahassee,Full Reporter,Full Reporter,MB,DO,0,,"5,120",,"600,661","165,951",,,,,,,,,
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter,Full Reporter,DR,PT,0,,,,"16,743",,,,"1,156,833",,,"277,898",,,
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter,Full Reporter,MB,DO,0,,,,"1,956,084",,,,,,,,,,
40038,4038,Escambia County Area Transit,Full Reporter,Full Reporter,DR,PT,0,,,,0,,,,"111,547",,,,,,
40038,4038,Escambia County Area Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"318,851",,,,,,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"64,225",,,,"514,715",,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"2,161,016",,,,,,,,,,
40040,4040,Jacksonville Transportation Authority,Full Reporter,Full Reporter,MG,DO,,,,,,,"592,336",,,,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,"115,560",,"24,290",,,,"53,935",,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,"249,040",,"2,255,205",,,,,,,,,,
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Full Reporter,SR,DO,,,,,,,"538,340",,,,,,,,
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter,Full Reporter,DR,DO,,,"176,632",,,,,,,,,,,,
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,"497,776",,"197,991",,,,,,,,,,
40043,4043,The Wave Transit System,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"119,867",,,,,,
40043,4043,The Wave Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"312,651",,,,,,,,,,
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter,Full Reporter,DR,DO,0,,,,"28,948",,,,"21,836",,,,,,
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"139,694",,,,"22,826",,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Full Reporter,CB,DO,,,,,"40,439",,,,,,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"31,931",,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Full Reporter,DR,PT,0,,,,0,,,,"135,070",,,,,,
40046,4046,Sarasota County Area Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"627,318",,,,,,,,,,
40047,4047,Athens Transit System,Full Reporter,Full Reporter,DR,DO,0,,,,"5,868",,,,"2,442",,,,,,
40047,4047,Athens Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"234,640",,,,,,,,,,
40051,4051,Chapel Hill Transit,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"50,914",,,,,,
40051,4051,Chapel Hill Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"580,000",,,,,,,,,,
40051,4051,Chapel Hill Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"18,824",,,,,,,,,,
40053,4053,Greenville Transit Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"16,506",,,,,,
40053,4053,Greenville Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"233,715",,,,"6,007",,,,,,
40057,4057,Jackson Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"4,869",,,,"30,248",,,,,,
40057,4057,Jackson Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"111,982",,,,,,,,,,
40058,4058,City of Rome Transit Department,Full Reporter,Full Reporter,DR,DO,0,,,,"13,271",,,,"5,215",,,,,,
40058,4058,City of Rome Transit Department,Full Reporter,Full Reporter,MB,DO,0,,,,"110,508",,,,,,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Full Reporter,DR,DO,0,,,,"116,551",,,,"862,253",,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"1,126",,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"586,017",,,,,,,,,,
40063,4063,Space Coast Area Transit,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"1,126",,,,,,
40068,4068,Northwest Alabama Council of Local Governments,Full Reporter,Full Reporter,DR,DO,0,,,,"3,778",,,,"61,238",,,,,,
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Full Reporter,DR,DO,,,,,,,,"71,586","71,370",,,,,,
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Full Reporter,MB,DO,0,,,,"116,027",,,,,,,,,,
40074,4074,Pasco County Public Transportation,Full Reporter,Full Reporter,DR,DO,0,,,,"18,332",,,,"18,332",,,,,,
40074,4074,Pasco County Public Transportation,Full Reporter,Full Reporter,MB,DO,0,,,,"283,954",,,,"7,220",,,,,,
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Full Reporter,CR,PT,0,,,,"3,162,496",,,,,,,,,,
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"89,717",,,,"76,564",,,,,,
40078,4078,Cobb County Department of Transportation Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"405,711",,,,,,,,,,
40078,4078,Cobb County Department of Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"89,209",,,,,,,,,,
40078,4078,Cobb County Department of Transportation Authority,Full Reporter,Full Reporter,MB,PT,0,,"35,131",,"565,038",,,,,,,,,,
40082,4082,Douglas County Rideshare,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"7,170",,,,,,
40082,4082,Douglas County Rideshare,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"72,297",,,,,,
40086,4086,Metropolitan Bus Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"63,556",,,,"13,513",,,,,,
40086,4086,Metropolitan Bus Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"1,188,812",,,,,,,,,,
40087,4087,Durham Area Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"243,768",,,,,,
40087,4087,Durham Area Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"699,363",,,,,,,,,,
40093,4093,Greensboro Transit Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"154,701",,,,"81,249",,,,,,
40093,4093,Greensboro Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"574,300",,,,,,,,,,
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Full Reporter,HR,PT,,,,,,,"36,989,304",,,,,,,,
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Full Reporter,MB,PT,0,,,,"308,900",,,,,,,,,,
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Full Reporter,DR,DO,0,,,,"80,429",,,,,,,,,,
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Full Reporter,MB,DO,0,,,,"68,062",,,,,,,,,,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Full Reporter,CB,DO,0,,,,"21,549",,,,"2,166",,,,,,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"52,647",,,,,,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"38,638",,,,"16,808",,,,,,
40102,4102,Waccamaw Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"24,793",,,,,,
40102,4102,Waccamaw Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"85,523",,,,"30,708",,,,,,
40103,4103,Wiregrass Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"48,879",,,,"1,928",,,,,,
40103,4103,Wiregrass Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"48,252",,,,,,
40104,4104,Indian River County,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"43,685",,,,,,
40104,4104,Indian River County,Full Reporter,Full Reporter,MB,PT,0,,,,"138,572",,,,"22,046",,,,,,
40105,4105,Puerto Rico Highway and Transportation Authority,Full Reporter,Full Reporter,PB,PT,,,,,,,,0,0,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"78,216",,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"592,563",,,,,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"120,009",,,,,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"71,268",,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"47,473",,,,,,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"41,238",,,,"98,971",,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"569,838",,,,,,,,,,
40120,4120,"City of Ocala, Florida",Full Reporter,Full Reporter,DR,PT,,,,,,,,,"8,690",,,,,,
40120,4120,"City of Ocala, Florida",Full Reporter,Full Reporter,MB,PT,0,,,,"126,979",,,,,,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Full Reporter,Full Reporter,DR,DO,0,,,,"22,536",,,,"146,420",,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"42,489",,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Full Reporter,Full Reporter,MB,DO,0,,,,"54,415",,,,"1,752",,,,,,
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter,Full Reporter,DR,PT,0,,,,"5,799",,,,"100,176",,,,,,
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter,Full Reporter,MB,PT,0,,,,"3,262",,,,"56,349",,,,,,
40129,4129,Charlotte County Transit Division,Full Reporter,Full Reporter,DR,PT,0,,,,"76,595",,,,"7,611",,,,,,
40129,4129,Charlotte County Transit Division,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"2,908",,,,,,
40135,4135,Georgia Regional Transportation Authority,Full Reporter,Full Reporter,CB,PT,0,,"47,009",,"977,139",,,,,,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Full Reporter,CB,PT,0,,"23,996",,"361,219",,,,,,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Full Reporter,DR,PT,0,,,,"30,467",,,,"5,484",,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Full Reporter,MB,PT,,,"463,921",,,,,,,,,,,,
40140,4140,Collier Area Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"98,994",,,,"9,656",,,,,,
40140,4140,Collier Area Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"291,832",,,,,,,,,,
40141,4141,Central Midlands Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"69,234",,,,,,,,,,
40141,4141,Central Midlands Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"365,990",,,,,,,,,"65,500",Propane
40147,4147,North Carolina State University Transportation Department,Full Reporter,Full Reporter,MB,PT,0,,,,"217,783",,,,,,,,,,
40152,4152,"Miami Lakes - vRide, Inc.",Full Reporter,Full Reporter,VP,DO,,,,,,,,,"250,710",,,,,,
40153,4153,"vRide, Inc. - Atlanta",Full Reporter,Full Reporter,VP,DO,,,,,,,,,"308,054",,,,,,
40158,4158,Lake County Board of County Commissioners,Full Reporter,Full Reporter,DR,PT,0,,,,"16,265",,,,"178,512",,,,,,
40158,4158,Lake County Board of County Commissioners,Full Reporter,Full Reporter,MB,PT,0,,,,"79,339",,,,"8,815",,,,,,
40159,4159,Regional Transportation Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"134,973",,,,,,,,,,
40159,4159,Regional Transportation Authority,Full Reporter,Full Reporter,CR,PT,0,,,,"206,416",,,,,,,,,,
40159,4159,Regional Transportation Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"63,220",,,,,,
40169,4169,Regional Planning Commission of Greater Birmingham,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"47,163",,,,,,
40171,4171,Knoxville-Knox County Community Action Committee,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"213,357",,,,,,
40172,4172,Western Piedmont Regional Transit Authority ,Full Reporter,Full Reporter,DR,DO,"8,007",,,,"13,628",,,,"71,011",,,,,,
40172,4172,Western Piedmont Regional Transit Authority ,Full Reporter,Full Reporter,MB,DO,"58,639",,,,"3,376",,,,"1,562",,,,,,
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Full Reporter,CB,PT,0,,,,"264,834",,,,,,,,,,
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"78,788",,,,,,
40175,4175,Puerto Rico Maritime Transport Authority ,Full Reporter,Full Reporter,FB,DO,0,,,,"1,635,645",,,,0,,,,,,
40178,4178,The Transportation Management Association Group,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"31,391",,,,,,
40179,4179,Broward County Community Bus Service,Full Reporter,Full Reporter,MB,PT,"25,200",,,,"181,963",,,,,,,,,,
40180,4180,University of Georgia Transit System,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"8,711",,,,,,
40180,4180,University of Georgia Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"335,607",,,,,,,,,,
40185,4185,Bay County Transportation Planning Organization,Full Reporter,Full Reporter,DR,PT,0,,,,"9,820",,,,"70,216",,,,,,
40185,4185,Bay County Transportation Planning Organization,Full Reporter,Full Reporter,MB,PT,0,,,,"98,421",,,,,,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"107,976",,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Full Reporter,MB,DO,0,,,,"7,357",,,,,,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"32,987",,,,,,
40192,4192,Martin County,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"11,947",,,,,,
40192,4192,Martin County,Full Reporter,Full Reporter,MB,PT,0,,,,"8,371",,,,"25,982",,,,,,
40196,4196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Full Reporter,VP,DO,,,,,,,,160,"108,532",,,,,,
40200,4200,Tampa Bay Area Regional Transportation Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"75,894",,,,,,
40203,4203,Enterprise Rideshare,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"67,249",,,,,,
40222,4R06-094,Wake County DSS,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"127,106",,,,,,
40224,4224,Buncombe County,Full Reporter,Full Reporter,DR,PT,0,,"4,168",,0,,,,"110,767",,,,"26,889",,
40224,4224,Buncombe County,Full Reporter,Full Reporter,MB,PT,0,,379,,"7,865",,,,"13,514",,,,0,,
40230,4230,City of Atlanta - Department of Public Works - Transit Division,Full Reporter,Full Reporter,SR,DO,,,,,,,"481,862",,,,,,,,
40232,4232,Central Florida Commuter Rail,Full Reporter,Full Reporter,CR,PT,0,,,,"563,565",,,,,,,,,,
40244,,"Spartanburg Regional Health Services, Inc.",Full Reporter,Full Reporter,DR,DO,0,,,,"14,159",,,,"342,339",,,,,,
40245,,"Clay County Council on Aging, Inc., dba Clay Transit",Full Reporter,Full Reporter,DR,DO,0,,,,"28,778",,,,"91,908",,,,,,
40245,,"Clay County Council on Aging, Inc., dba Clay Transit",Full Reporter,Full Reporter,MB,DO,0,,,,"3,197",,,,"16,219",,,,,,
41068,4R02-028,Flagler Co. Public Transportation,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"109,000",,,,,,
44929,,City of Fort Lauderdale,Full Reporter,Full Reporter,FB,PT,0,,,,"20,600",,,,,,,,,,
44929,,City of Fort Lauderdale,Full Reporter,Full Reporter,MB,PT,"3,300",,,,"2,000",,,,,,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"135,169",,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"184,898",,,,"11,954",,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"2,512",,,,"9,241",,,,,,
50002,5002,Green Bay Metro,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"50,786",,,,,,
50002,5002,Green Bay Metro,Full Reporter,Full Reporter,MB,DO,0,,,,"251,300",,,,,,,,,,
50003,5003,Kenosha Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"20,833",,,,,,
50003,5003,Kenosha Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"182,863",,,,,,,,,,
50003,5003,Kenosha Transit,Full Reporter,Full Reporter,SR,DO,,,,,,,"189,760",,,,,,,,
50004,5004,LaCrosse Municipal Transit Utility,Full Reporter,Full Reporter,DR,PT,0,,,,"14,751",,,,"12,495",,,,,,
50004,5004,LaCrosse Municipal Transit Utility,Full Reporter,Full Reporter,MB,DO,0,,,,"147,525",,,,,,,,,,
50005,5005,Metro Transit System,Full Reporter,Full Reporter,DR,DO,0,,,,"34,430",,,,,,,,,,
50005,5005,Metro Transit System,Full Reporter,Full Reporter,DR,PT,0,,,,"1,645",,,,"178,159",,,,"6,759",,
50005,5005,Metro Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"1,263,464",,,,,,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter,Full Reporter,CB,PT,0,,,,"54,983",,,,,,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"20,928",,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter,Full Reporter,MB,DO,0,,,,"234,448",,,,,,,,,,
50008,5008,Milwaukee County Transit System,Full Reporter,Full Reporter,DR,PT,0,,"37,532",,"281,890",,,,"13,540",,,,,,
50008,5008,Milwaukee County Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"4,000,772",,,,,,,,,,
50009,5009,GO Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"114,878",,,,,,,,,,
50009,5009,GO Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"8,868",,,,,,,,,,
50010,5010,METRO Regional Transit Authority ,Full Reporter,Full Reporter,CB,DO,0,,,,"83,178",,,,,,,,,,
50010,5010,METRO Regional Transit Authority ,Full Reporter,Full Reporter,DR,DO,0,,"99,535",,"115,474",,,,,,,,,,
50010,5010,METRO Regional Transit Authority ,Full Reporter,Full Reporter,MB,DO,0,,"582,687",,"480,238",,,,,,,,,,
50011,5011,Stark Area Regional Transit Authority,Full Reporter,Full Reporter,DR,DO,"4,821",,"79,546",,"132,487",,,,,,,,,,
50011,5011,Stark Area Regional Transit Authority,Full Reporter,Full Reporter,MB,DO,"9,357",,"154,413",,"257,182",,,,,,,,,,
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"177,871",,,,,,,,,,
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"2,733,474",,,,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"289,460",,,,"5,723",,,,"35,430",,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"150,438",,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Full Reporter,HR,DO,,,,,,,"22,660,795",,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Full Reporter,LR,DO,,,,,,,"12,157,153",,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,"304,409",,"3,188,219",,,,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Full Reporter,RB,DO,0,,,,"278,075",,,,,,,,,,
50016,5016,Central Ohio Transit Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"327,305",,,,"35,075",,,,,,
50016,5016,Central Ohio Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,"1,205,675",,"2,040,780",,,,,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"255,239",,,,,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"1,253,150",,,,,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Full Reporter,TB,DO,,,,,,,"3,542,827",,,,,,,,
50021,5021,Portage Area Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"132,471",,,,,,,,,,
50021,5021,Portage Area Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"160,607",,,,,,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Full Reporter,DR,DO,"221,216",,,,0,,,,,,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"10,325",,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Full Reporter,MB,DO,"800,432",,,,0,,,,,,,,,,
50024,5024,Western Reserve Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"31,545",,,,"24,524",,,,,,
50024,5024,Western Reserve Transit Authority,Full Reporter,Full Reporter,MB,DO,"15,510",,,,"263,023",,,,,,,,,,
50025,5025,Duluth Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"29,609",,,,,,
50025,5025,Duluth Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"400,697",,,,,,,,,,
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter,Full Reporter,DR,PT,,,,,,,,,"5,129",,,,,,
