AgencyID,Agency,SSW,Mode,TOS,Battery Charging,Propulsion power,Diesel fuel,Bio-diesel,Gasoline,Liquefied petroleum gas,Liquefied natural gas,Methanol,Ethanol,Compressed natural gas,Bunker fuel,Kerosene,Hydrogen,Other Fuel,Other Description
4172,Western Piedmont Regional Transit Authority dba: Greenway Public Transportation,N,DR,PT,,,,,"20,008",,,,,,,,,,
4172,Western Piedmont Regional Transit Authority dba: Greenway Public Transportation,N,MB,DO,,,,"47,242","4,672",,,,,,,,,,
4173,Piedmont Authority for Regional Transportation,N,MB,PT,,,"228,646",,,,,,,,,,,,
4173,Piedmont Authority for Regional Transportation,N,VP,DO,,,,,"88,657",,,,,,,,,,
4175,Puerto Rico Maritime Transport Authority ,N,FB,DO,,,"2,084,000",,,,,,,,,,,,
4177,Buckhead Community Improvement District,N,MB,PT,,,,,"31,841",,,,,,,,,,
4178,The Transportation Management Association Group,N,VP,DO,,,,,"33,584",,,,,,,,,,
4179,Broward County Community Bus Service,N,MB,DO,,,"70,823",,,,,,,,,,,,
4179,Broward County Community Bus Service,N,MB,PT,,,"202,547","28,493",,,,,,,,,,,
4180,University of Georgia Transit System,N,DR,DO,,,68,,"7,298",,,,,,,,,,
4180,University of Georgia Transit System,N,MB,DO,,,"318,788",,"5,412",,,,,,,,,,
4185,Bay County Transportation Planning Organization,N,MB,PT,,,"81,862",,,,,,,,,,,,
4190,"East Tennessee Human Resource Agency, Inc.",N,DR,DO,,,,,"478,161",,,,,,,,,,
4191,Transit Authority of Central Kentucky,N,DR,DO,0,,0,0,"121,320",0,0,0,0,0,0,0,0,0,
4191,Transit Authority of Central Kentucky,N,MB,DO,0,,"8,777",0,0,0,0,0,0,0,0,0,0,0,
4191,Transit Authority of Central Kentucky,N,VP,DO,0,,0,0,"26,794",0,0,0,0,0,0,0,0,0,
4192,Martin County,N,DR,PT,,,86,,"13,353",,,,,,,,,,
4192,Martin County,N,MB,PT,,,"8,799",,"11,393",,,,,,,,,,
4196,Kentuckiana Regional Planning and Development Agency,N,VP,DO,,,,,"65,817",,,,"38,855",,,,,,
4200,Tampa Bay Area Regional Transportation Authority,N,VP,PT,,,,,"85,763",,,,,,,,,,
4203,Enterprise Rideshare,N,VP,DO,,,,,"137,001",,,,,,,,,,
4224,Buncombe County,N,DR,PT,0,,0,0,"72,537","35,240",0,0,0,"27,900",0,0,0,0,
4224,Buncombe County,N,MB,PT,0,,"12,383",0,"9,620",0,0,0,0,"2,536",0,0,0,0,
4228,Mecklenburg County DSS,N,DR,DO,,,,,"61,956",,,,,,,,,,
5001,City of Appleton - Valley Transit,N,DR,PT,,,,,"116,724",,,,,,,,,,
5001,City of Appleton - Valley Transit,N,MB,DO,,,"192,873",,"8,831",,,,,,,,,,
5001,City of Appleton - Valley Transit,N,MB,PT,,,"7,149",,"25,428",,,,,,,,,,
5002,Green Bay Metro,N,DR,PT,,,,,"58,003",,,,,,,,,,
5002,Green Bay Metro,N,MB,DO,,,"246,864",,,,,,,,,,,,
5003,Kenosha Transit,N,DR,PT,,,,,"19,352",,,,,,,,,,
5003,Kenosha Transit,N,MB,DO,,,"182,086",,,,,,,,,,,,
5003,Kenosha Transit,N,SR,DO,,"186,080",,,,,,,,,,,,,
5004,LaCrosse Municipal Transit Utility,N,DR,PT,,,"39,701",,,,,,,,,,,,
5004,LaCrosse Municipal Transit Utility,N,MB,DO,,,"147,186",,,,,,,,,,,,
5005,Metro Transit System,N,DR,DO,,,"33,493",,,,,,,,,,,,
5005,Metro Transit System,N,DR,PT,,,"4,103",,"139,474",,,,,,,,,,
5005,Metro Transit System,N,MB,DO,,,"1,254,215",,,,,,,,,,,,
5006,Belle Urban System - Racine,N,CB,PT,,,"55,073",,,,,,,,,,,,
5006,Belle Urban System - Racine,N,DR,DO,,,,,"21,099",,,,,,,,,,
5006,Belle Urban System - Racine,N,MB,DO,,,"239,909",,,,,,,,,,,,
5008,Milwaukee County Transit System,N,DR,PT,,,"254,111",,,,,,,"2,981",,,,,
5008,Milwaukee County Transit System,N,MB,DO,,,"4,020,622",,,,,,,,,,,,
5009,GO Transit,N,MB,DO,,,"113,331",,,,,,,,,,,,
5009,GO Transit,N,MB,PT,,,"9,300",,,,,,,,,,,,
5010,METRO Regional Transit Authority ,N,CB,DO,,,"66,747",,,,,,,,,,,,
5010,METRO Regional Transit Authority ,N,DR,DO,,,"104,716",,,,,,,"117,717",,,,,
5010,METRO Regional Transit Authority ,N,MB,DO,,,"629,196",,,,,,,"371,673",,,,,
5011,Stark Area Regional Transit Authority,N,DR,DO,,,"129,897","7,462",,,,,,"58,819",,,,,
5011,Stark Area Regional Transit Authority,N,MB,DO,,,"252,152","14,484",,,,,,"114,178",,,,,
5012,Southwest Ohio Regional Transit Authority,N,DR,PT,,,"169,270",,,,,,,,,,,,
5012,Southwest Ohio Regional Transit Authority,N,MB,DO,,,"2,788,367",,,,,,,,,,,,
5015,The Greater Cleveland Regional Transit Authority,N,DR,DO,,,"340,557",,"5,969",,,,,,,,,,
5015,The Greater Cleveland Regional Transit Authority,N,DR,PT,,,,,"304,223",,,,,,,,,,
5015,The Greater Cleveland Regional Transit Authority,N,HR,DO,,"25,091,622",,,,,,,,,,,,,
5015,The Greater Cleveland Regional Transit Authority,N,LR,DO,,"12,982,816",,,,,,,,,,,,,
5015,The Greater Cleveland Regional Transit Authority,N,MB,DO,,,"3,992,940",,,,,,,,,,,,
5015,The Greater Cleveland Regional Transit Authority,N,RB,DO,,,"306,899",,,,,,,,,,,,
5016,Central Ohio Transit Authority,N,DR,PT,,,"311,805",,,,,,,,,,,,
5016,Central Ohio Transit Authority,N,MB,DO,,,"2,615,877",,,,,,,"205,874",,,,,
5017,Greater Dayton Regional Transit Authority,N,DR,DO,,,"268,408",,,,,,,,,,,,
5017,Greater Dayton Regional Transit Authority,N,MB,DO,,,"1,149,203",,,,,,,,,,,,
5017,Greater Dayton Regional Transit Authority,N,TB,DO,,"3,913,353",,,,,,,,,,,,,
5021,Portage Area Regional Transportation Authority,N,DR,DO,,,"135,931",,,,,,,,,,,,
5021,Portage Area Regional Transportation Authority,N,MB,DO,,,"160,216",,,,,,,,,,,,
5022,Toledo Area Regional Transit Authority,N,DR,DO,,,"35,707","197,626",,,,,,,,,,,
5022,Toledo Area Regional Transit Authority,N,MB,DO,,,"83,349","659,126",,,,,,,,,,,
5024,Western Reserve Transit Authority,N,DR,DO,,,"43,862",,"9,578",,,,,,,,,,
5024,Western Reserve Transit Authority,N,MB,DO,,,"256,154","12,730",,,,,,,,,,,
5025,Duluth Transit Authority,N,DR,PT,,,"20,324",,"2,157",,,,,,,,,,
5025,Duluth Transit Authority,N,MB,DO,,,"420,106",,,,,,,,,,,,
5026,"City of Moorhead, DBA: Metropolitan Area Transit",N,DR,PT,,,,,"3,711",,,,,,,,,,
5026,"City of Moorhead, DBA: Metropolitan Area Transit",N,MB,PT,,,"64,303","22,527",,,,,,,,,,,
5027,Metro Transit ,N,CR,PT,,,"393,974",,,,,,,,,,,,
5027,Metro Transit ,N,LR,DO,,"20,104,406",,,,,,,,,,,,,
5027,Metro Transit ,N,MB,DO,,,,"7,139,483",,,,,,,,,,,
5028,St. Cloud Metropolitan Transit Commission,N,CB,DO,,,"27,909",,,,,,,,,,,,Used cooking oil from St. Cloud State University food service.
5028,St. Cloud Metropolitan Transit Commission,N,DR,DO,,,"58,372",,,,,,,,,,,,Used cooking oil from St. Cloud State University food service.
5028,St. Cloud Metropolitan Transit Commission,N,MB,DO,,,"274,994",,,,,,,,,,,"1,376",Used cooking oil from St. Cloud State University food service.
5029,Bay Metropolitan Transit Authority,N,DR,DO,,,"65,121",,,,,,,,,,,,
5029,Bay Metropolitan Transit Authority,N,MB,DO,,,"138,383",,,,,,,,,,,,
5031,Suburban Mobility Authority for Regional Transportation,N,DR,DO,,,,"354,769",,,,,,,,,,,
5031,Suburban Mobility Authority for Regional Transportation,N,DR,PT,,,"97,937",,,,,,,,,,,,
5031,Suburban Mobility Authority for Regional Transportation,N,MB,DO,,,,"2,193,253",,,,,,,,,,,
5031,Suburban Mobility Authority for Regional Transportation,N,MB,PT,,,"81,237",,,,,,,,,,,,
5032,Mass Transportation Authority ,N,DR,DO,,,"287,783",,"16,330","248,429",,,,,,,,,
5032,Mass Transportation Authority ,N,DR,PT,,,"4,874",,,,,,,,,,,,
5032,Mass Transportation Authority ,N,MB,DO,"36,513",,"752,908",,,,,,,,,,"2,565",,
5033,Interurban Transit Partnership,N,DR,PT,,,,,"273,554",,,,,,,,,,
5033,Interurban Transit Partnership,N,MB,DO,,,"1,356,005",,,,,,,,,,,,
5033,Interurban Transit Partnership,N,VP,DO,,,,,"34,527",,,,,,,,,,
5034,City of Jackson Transportation Authority,N,DR,DO,,,"50,036",,"15,553",,,,,,,,,,
5034,City of Jackson Transportation Authority,N,MB,DO,,,"58,098",,,,,,,,,,,,
5035,Kalamazoo Metro Transit System,N,DR,PT,,,"146,269",,"72,537",,,,,,,,,,
5035,Kalamazoo Metro Transit System,N,MB,DO,,,"350,765",,,,,,,,,,,,
5035,Kalamazoo Metro Transit System,N,VP,DO,,,,,"2,985",,,,,,,,,,
5036,Capital Area Transportation Authority,N,DR,DO,,,"51,358",,"66,014",,,,,,,,,,
5036,Capital Area Transportation Authority,N,DR,PT,,,"46,182",,"143,161",,,,,,,,,,
5036,Capital Area Transportation Authority,N,MB,DO,,,"816,582",,,,,,,,,,,,
5039,Saginaw Transit Authority Regional Service,N,DR,DO,,,,"54,823",,,,,,,,,,,
5039,Saginaw Transit Authority Regional Service,N,MB,DO,,,,"131,368",,,,,,,,,,,
5040,Ann Arbor Transportation Authority,N,CB,DO,,,,"18,435",,,,,,,,,,,
5040,Ann Arbor Transportation Authority,N,CB,PT,,,"41,278",,,,,,,,,,,,
5040,Ann Arbor Transportation Authority,N,DR,PT,,,"33,117",,"28,571",,,,,,,,,,
5040,Ann Arbor Transportation Authority,N,MB,DO,,,,"610,791",,,,,,,,,,,
5042,East Chicago Transit,N,DR,DO,0,,0,0,"5,288",0,0,0,0,0,0,0,0,0,
5042,East Chicago Transit,N,MB,DO,0,,"32,261",0,0,0,0,0,0,0,0,0,0,0,
5043,Metropolitan Evansville Transit System,N,DR,DO,,,"73,714",,,,,,,"2,656",,,,,
5043,Metropolitan Evansville Transit System,N,MB,DO,,,"171,998",,,,,,,,,,,,
5044,Fort Wayne Public Transportation Corporation,N,DR,DO,,,,"37,500",,,,,,,,,,,
5044,Fort Wayne Public Transportation Corporation,N,MB,DO,,,,"307,786",,,,,,,,,,,
5045,Gary Public Transportation Corporation,N,DR,DO,,,,,"29,823",,,,,,,,,,
5045,Gary Public Transportation Corporation,N,MB,DO,,,"181,265",,"1,868",,,,,,,,,,
5047,Bloomington-Normal Public Transit System,N,DR,DO,,,"23,732",,"21,332",,,,,,,,,,
5047,Bloomington-Normal Public Transit System,N,MB,DO,,,"327,962",,0,,,,,,,,,,
5050,Indianapolis and Marion County Public Transportation,N,DR,PT,,,"346,073",,"7,120",,,,,,,,,,
5050,Indianapolis and Marion County Public Transportation,N,MB,DO,,,"1,797,762",,,,,,,,,,,,
5051,Greater Lafayette Public Transportation Corporation,N,DR,DO,,,"24,928",,,,,,,,,,,,
5051,Greater Lafayette Public Transportation Corporation,N,MB,DO,,,"430,461",,,,,,,,,,,,
5052,South Bend Public Transportation Corporation,N,DR,DO,,,,"35,201",,,,,,,,,,,
5052,South Bend Public Transportation Corporation,N,MB,DO,,,,"323,257",,,,,,,,,,,
5053,Terre Haute Transit Utility,N,DR,DO,,,"9,408",,800,,,,,,,,,,
5053,Terre Haute Transit Utility,N,MB,DO,,,"39,273",,"24,086",,,,,,,,,,
5054,Muncie Indiana Transit System,N,DR,DO,,,"28,120","7,030",,,,,,,,,,,
5054,Muncie Indiana Transit System,N,MB,DO,,,"148,542","37,136",,,,,,,,,,,
5056,Greater Peoria Mass Transit District,N,DR,PT,,,,"63,007","56,615",,,,,,,,,,
5056,Greater Peoria Mass Transit District,N,MB,DO,,,,"521,021",,,,,,,,,,,
5057,Rock Island County Metropolitan Mass Transit District,N,DR,DO,,,"1,393",,"25,792",,,,,,,,,,
5057,Rock Island County Metropolitan Mass Transit District,N,DR,PT,,,,,"13,583",,,,,,,,,,
5057,Rock Island County Metropolitan Mass Transit District,N,FB,PT,,,"5,952",,,,,,,,,,,,
5057,Rock Island County Metropolitan Mass Transit District,N,MB,DO,,,"147,782",,,,,,,"456,525",,,,,
5058,Rockford Mass Transit District,N,DR,DO,,,"72,858",,"12,495",,,,,,,,,,
5058,Rockford Mass Transit District,N,MB,DO,,,"347,556",,,,,,,,,,,,
5059,Springfield Mass Transit District,N,DR,DO,,,,"29,554","17,419",,,,,,,,,,
5059,Springfield Mass Transit District,N,MB,DO,,,,"204,730","4,730",,,,,"289,694",,,,,
5060,Champaign-Urbana Mass Transit District,N,DR,DO,,,"4,860","2,975","27,867",,,,,,,,,,
5060,Champaign-Urbana Mass Transit District,N,DR,PT,,,"20,551",,,,,,,,,,,,
5060,Champaign-Urbana Mass Transit District,N,MB,DO,,,"733,875","38,625",,,,,,,,,,,
5061,Decatur Public Transit System,N,DR,DO,,,,,"20,609",,,,,,,,,,
5061,Decatur Public Transit System,N,MB,DO,,,,"217,195",,,,,,,,,,,
5066,Chicago Transit Authority,N,HR,DO,,"464,071,459",,,,,,,,,,,,,
5066,Chicago Transit Authority,N,MB,DO,,,"18,832,000",,,,,,,,,,,,
5088,Shoreline Metro,N,DR,DO,,,"24,818",,,,,,,,,,,,
5088,Shoreline Metro,N,MB,DO,,,"119,658",,,,,,,,,,,,
5091,Wausau Area Transit System,N,DR,DO,,,"2,516",,,,,,,,,,,,
5091,Wausau Area Transit System,N,MB,DO,,,"105,685",,,,,,,,,,,,
5092,City of Rochester Public Transportation,N,DR,PT,,,,"14,127",,,,,,,,,,,
5092,City of Rochester Public Transportation,N,MB,PT,,,,"272,534",,,,,,,,,,,
5096,City of Waukesha Transit Commission,N,CB,PT,,,"121,418",,,,,,,,,,,,
5096,City of Waukesha Transit Commission,N,DR,DO,,,"18,476",,,,,,,,,,,,
5096,City of Waukesha Transit Commission,N,DR,PT,,,"4,798",,,,,,,,,,,,
5096,City of Waukesha Transit Commission,N,MB,DO,,,"214,271",,,,,,,,,,,,
5099,Eau Claire Transit,N,DR,PT,,,"9,835",,"34,474",,,,,,,,,,
5099,Eau Claire Transit,N,MB,DO,,,"133,260",,,,,,,,,,,,
5103,North Township of Lake County Dial-A-Ride,N,DR,DO,,,,,"20,020",,,,,,,,,,
5104,Northern Indiana Commuter Transportation District,N,CR,DO,,"25,772,250",,,,,,,,,,,,,
5110,Bloomington Public Transportation Corporation,N,DR,DO,,,142,,"20,803",,,,,,,,,,
5110,Bloomington Public Transportation Corporation,N,MB,DO,,,"274,676",,,,,,,,,,,,
5113,Pace - Suburban Bus Division,N,DR,DO,,,"11,827",,"6,463",,,,,,,,,,
5113,Pace - Suburban Bus Division,N,DR,PT,,,"482,067",,"121,531",,,,,,,,,,
5113,Pace - Suburban Bus Division,N,MB,DO,0,,"5,189,254",0,0,0,0,0,0,0,0,0,0,0,
5113,Pace - Suburban Bus Division,N,MB,PT,,,"439,421",,,,,,,,,,,,
5113,Pace - Suburban Bus Division,N,VP,DO,,,,,"888,011",,,,,,,,,,
5117,Laketran,N,CB,DO,,,"81,257",,,,,,,,,,,,
5117,Laketran,N,DR,DO,,,"174,380",,"4,815",,,,,,,,,,
5117,Laketran,N,DR,PT,,,"22,451",,"4,935",,,,,,,,,,
5117,Laketran,N,MB,DO,,,"101,092",,"3,805",,,,,,,,,,
5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,N,CR,DO,,"98,661,678","25,482,244",,,,,,,,,,,,
5119,City of Detroit Department of Transportation,N,DR,PT,,,,,"8,057",,,,,,,,,,
5119,City of Detroit Department of Transportation,N,MB,DO,,,"3,399,613",,,,,,,,,,,,
5131,"Opportunity Enterprises, Inc.",N,DR,DO,,,,,"45,915",,,,,,,,,,
5141,Detroit Transportation Corporation,N,MG,DO,,"5,104,531",,,,,,,,,,,,,
5143,Brunswick Transit Alternative,N,MB,DO,,,"11,514",,,,,,,,,,,,
5145,City of Kokomo,N,DR,DO,,,"35,061",,"5,363",,,,,,,,,,
5145,City of Kokomo,N,MB,DO,,,"18,640",,,,,,,,,,,,
5146,Madison County Transit District,N,DR,PT,,,,"92,143",,,,,,,,,,,
5146,Madison County Transit District,N,MB,PT,,,,"765,850",,,,,,,,,,,
5146,Madison County Transit District,N,VP,DO,,,,,"116,463",,,,,,,,,,
5148,Blue Water Area Transportation Commission,N,CB,DO,,,,,,,,,,"19,902",,,,,
5148,Blue Water Area Transportation Commission,N,DR,DO,,,"4,048",,,,,,,"238,709",,,,,
5148,Blue Water Area Transportation Commission,N,DR,PT,,,"1,952",,"95,641",,,,,"19,423",,,,,
5148,Blue Water Area Transportation Commission,N,MB,DO,,,"2,179",,,,,,,"85,756",,,,,
5149,Michiana Area Council of Governments,N,DR,PT,,,,"2,843",,,,,,,,,,,
5149,Michiana Area Council of Governments,N,MB,PT,,,,"112,556",,,,,,,,,,,
5154,Metropolitan Council,N,DR,PT,,,,,"439,072",,,,,,,,,,
5154,Metropolitan Council,N,MB,PT,,,,"2,166,453","17,553",,,,,,,,,,
5154,Metropolitan Council,N,VP,PT,,,,,"80,096",,,,,,,,,,
5155,Metro Mobility,N,DR,PT,,,,,"2,148,246",,,,,,,,,,
5157,Butler County Regional Transit Authority,N,CB,DO,,,"20,198",,"9,090",,,,,,,,,,
5157,Butler County Regional Transit Authority,N,DR,DO,,,"29,977",,"49,465",,,,,,,,,,
5157,Butler County Regional Transit Authority,N,MB,DO,,,"14,190",,325,,,,,,,,,,
5158,University of Michigan Parking and Transportation Services,N,MB,DO,,,,"292,820",,,,,,,,,,,
5159,River Valley Metro Mass Transit District,N,DR,PT,,,"3,736",,"12,070",,,,,,,,,,
5159,River Valley Metro Mass Transit District,N,MB,PT,,,"170,210",,,,,,,,,,,,
5160,Washington County Transit,N,CB,PT,,,"82,117",,,,,,,,,,,,
5160,Washington County Transit,N,DR,PT,,,"24,813",,"80,573",,,,,,,,,,
5161,Ozaukee County Transit Services,N,CB,DO,,,"57,288",,,,,,,,,,,,
5161,Ozaukee County Transit Services,N,DR,PT,,,,,"89,188",,,,,,,,,,
5163,Licking County Transit Board,N,DR,PT,,,"80,856",,"109,665",,,,,,,,,,
5165,Greene County Transit Board,N,DR,PT,,,"53,147",,"84,898",,,,,,,,,,
5166,Clermont Transportation Connection,N,DR,DO,,,"5,769","32,377","20,143",,,,,,,,,,
5166,Clermont Transportation Connection,N,DR,PT,,,300,,"58,474",,,,,,,,,,
5166,Clermont Transportation Connection,N,MB,DO,,,"8,654","16,383","10,193",,,,,,,,,,
5167,"South Lake County Community Services, Inc.",N,DR,DO,0,,0,0,"41,892",0,0,0,0,0,0,0,0,0,
5169,Miami County Public Transit,N,DR,PT,,,"9,418",,"41,018",,,,,,,,,,
5179,"Porter County Aging and Community Services, Inc.",N,DR,DO,,,,,"38,629",,,,,,,,,,
5182,"Pace-Suburban Bus Division, ADA Paratransit Services",N,DR,PT,,,"889,524",,"2,309,293",,,,,"55,433",,,,,
5183,City of Valparaiso,N,CB,PT,,,"31,142",,,,,,,,,,,,
5183,City of Valparaiso,N,MB,PT,,,,,"28,655",,,,,,,,,,
5184,Macatawa Area Express Transportation Authority,N,DR,DO,,,"30,427",,"33,215",,,,,,,,,,
5184,Macatawa Area Express Transportation Authority,N,MB,DO,,,"35,276",,"38,508",,,,,,,,,,
5191,Mid-Ohio Regional Planning Commision,N,VP,PT,,,,,"45,121",,,,,,,,,,
5193,"VRide, Inc. - Michigan",N,VP,DO,,,,,"522,761",,,,,,,,,,
5197,Trumbull County Transit Board,N,DR,PT,,,"9,033",,"43,072",,,,,,,,,,
5198,Medina County Public Transit,N,DR,DO,,,"51,452",,"1,780",,,,,,,,,,
5198,Medina County Public Transit,N,MB,DO,,,"6,056",,,,,,,,,,,,
5199,Delaware County Transit Board,N,DR,DO,,,"1,501",,"39,450",,,,,,,,,,
5199,Delaware County Transit Board,N,MB,DO,,,979,,"25,739",,,,,,,,,,
5211,Rides Mass Transit District,N,MB,DO,,,"216,720","26,786","179,810",,,,"19,979",,,,,,
6001,Amarillo City Transit,N,DR,DO,,,"62,911",,,,,,,,,,,,
6001,Amarillo City Transit,N,MB,DO,,,"96,215",,,,,,,,,,,,
6006,Mass Transit Department - City of El Paso,N,DR,DO,,,,,"15,937",,,,,"54,084",,,,,
6006,Mass Transit Department - City of El Paso,N,DR,PT,,,,,"39,042",,,,,"158,561",,,,,
6006,Mass Transit Department - City of El Paso,N,MB,DO,,,,,"10,284",,"259,991",,,"2,946,547",,,,,
6007,Fort Worth Transportation Authority,N,DR,DO,,,,,,,,,,"536,253",,,,,
6007,Fort Worth Transportation Authority,N,DR,PT,,,,,"48,505",,,,,"117,689",,,,,
6007,Fort Worth Transportation Authority,N,MB,DO,,,,,,,,,,"2,325,011",,,,,
6007,Fort Worth Transportation Authority,N,MB,PT,,,,,"9,345",,,,,,,,,,
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,CB,DO,,,"1,914,633",,,,,,,,,,,,
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,CB,PT,,,"548,998",,,,,,,,,,,,
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,DR,PT,,,"839,891",,"790,141",,,,,,,,,,
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,LR,DO,,"7,192,594",0,0,,0,0,,,,,,,0,
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,MB,DO,,,"7,545,693",,,,,,,"39,762",,,,,
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,MB,PT,,,"1,858,991",,"125,130",,,,,,,,,,
6008,"Metropolitan Transit Authority of Harris County, Texas ",N,VP,PT,,,,,"638,446",,,,,,,,,,
6009,"Laredo Transit Management, Inc.",N,DR,DO,,,"37,885",,,,,,,,,,,,
6009,"Laredo Transit Management, Inc.",N,MB,DO,,,"330,980",,,,,,,"280,783",,,,,
6010,"City Transit Management Company, Inc.",N,DR,DO,,,"48,529",,"67,063",,,,,,,,,,
6010,"City Transit Management Company, Inc.",N,MB,DO,,,"441,587",,,,,,,,,,,,
6011,VIA Metropolitan Transit,N,DR,DO,,,,,"845,513","40,233",,,,,,,,,
6011,VIA Metropolitan Transit,N,DR,PT,,,,,"373,743","44,187",,,,,,,,,
6011,VIA Metropolitan Transit,N,MB,DO,"68,640",,"6,215,260",,,"168,992",,,,"50,149",,,,,
6011,VIA Metropolitan Transit,N,VP,PT,0,,0,0,"202,347",0,0,0,0,0,0,0,0,0,
6012,"Waco Transit System, Inc.",N,DR,DO,,,"32,617",,"3,501",,,,,,,,,,
6012,"Waco Transit System, Inc.",N,MB,DO,,,"167,598",,,,,,,,,,,,
6014,City of Brownsville - Brownsville Metro,N,DR,DO,,,"4,161",,"25,171",,,,,,,,,,
6014,City of Brownsville - Brownsville Metro,N,MB,DO,,,"261,657",,"1,379",,,,,,,,,,
6016,Beaumont Municipal Transit System,N,DR,PT,,,"31,564",,,,,,,,,,,,
6016,Beaumont Municipal Transit System,N,MB,PT,,,703,,,,,,,"248,925",,,,,
6017,Central Oklahoma Transportation and Parking Authority,N,DR,DO,,,"73,275",,,,,,,,,,,,
6017,Central Oklahoma Transportation and Parking Authority,N,FB,PT,,,"6,940",,,,,,,,,,,,
6017,Central Oklahoma Transportation and Parking Authority,N,MB,DO,,,"515,998",,,,,,,"29,987",,,,,
6017,Central Oklahoma Transportation and Parking Authority,N,MB,PT,,,,,,,,,,"24,813",,,,,
6018,Metropolitan Tulsa Transit Authority,N,DR,PT,,,"8,415",,"11,442",,,,,"214,381",,,,,
6018,Metropolitan Tulsa Transit Authority,N,MB,DO,,,"407,440",,,,,,,"106,639",,,,,
6018,Metropolitan Tulsa Transit Authority,N,MB,PT,,,,,,,,,,"27,531",,,,,
6019,City of Albuquerque Transit Department,N,DR,DO,,,"99,310",,"181,346",,,,,0,,,,,
6019,City of Albuquerque Transit Department,N,MB,DO,,,"1,410,354",,,,0,,,"284,347",,,,,
6020,Louisiana Department of Transportation & Development,N,FB,DO,,,"398,829",,,,,,,,,,,,
6022,Capital Area Transit System,N,DR,PT,,,"27,317",,"24,971",,,,,,,,,,
6022,Capital Area Transit System,N,MB,DO,,,"522,649",,,,,,,,,,,,
6024,Shreveport Area Transit System,N,DR,DO,,,,,"60,716",,,,,"11,972",,,,,
6024,Shreveport Area Transit System,N,MB,DO,,,"415,850",,,,,,,"203,218",,,,,
6032,New Orleans Regional Transit Authority,N,DR,PT,,,,"84,112","68,707",,,,,,,,,,
6032,New Orleans Regional Transit Authority,N,MB,PT,,,,"1,320,468",,,,,,,,,,,
6032,New Orleans Regional Transit Authority,N,SR,PT,,"3,631,160",,,,,,,,,,,,,
6033,Central Arkansas Transit Authority,N,DR,DO,,,"85,643",,,,,,,,,,,,
6033,Central Arkansas Transit Authority,N,MB,DO,,,"647,754",,,,,,,,,,,,
6033,Central Arkansas Transit Authority,N,SR,DO,,"403,000",,,,,,,,,,,,,
6038,Lafayette Transit System,N,DR,PT,,,"2,831",,"14,987",,,,,,,,,,
6038,Lafayette Transit System,N,MB,DO,,,"97,227",,,,,,,"100,849",,,,,
6038,Lafayette Transit System,N,MB,PT,,,"10,120",,"4,925",,,,,,,,,,
6041,Handitran Special Transit Division - City of Arlington,N,DR,DO,,,"45,846",,,,,,,,,,,,
6048,Capital Metropolitan Transportation Authority,N,CB,PT,,,"301,255",,,,,,,,,,,,
6048,Capital Metropolitan Transportation Authority,N,DR,PT,,,"295,505",,"217,924",,,,,,,,,,
6048,Capital Metropolitan Transportation Authority,N,MB,PT,,,"1,342,898",,"9,362","5,910",,,,,,,,,
6048,Capital Metropolitan Transportation Authority,N,VP,DO,,,,,"83,910",,,,,,,,,,
6048,Capital Metropolitan Transportation Authority,N,YR,PT,,,"169,956",,,,,,,,,,,,
6051,Corpus Christi Regional Transportation Authority,N,DR,DO,,,"3,957",,"1,938",,,,,,,,,,
6051,Corpus Christi Regional Transportation Authority,N,DR,PT,,,,,"242,198",,,,,,,,,,
6051,Corpus Christi Regional Transportation Authority,N,FB,PT,,,"10,022",,,,,,,,,,,,
6051,Corpus Christi Regional Transportation Authority,N,MB,DO,,,"540,601",,"6,926",,,,,"166,533",,,,,
6051,Corpus Christi Regional Transportation Authority,N,MB,PT,,,"174,344",,,,,,,,,,,,
6056,Dallas Area Rapid Transit,N,CR,PT,,,,"1,236,665",,,,,,,,,,,
6056,Dallas Area Rapid Transit,N,DR,PT,,,"863,434",,,,,,,"479,790",,,,,
6056,Dallas Area Rapid Transit,N,LR,DO,,"114,712,182",,,,,,,,,,,,,
6056,Dallas Area Rapid Transit,N,MB,DO,,,"4,854,405",,,,"1,581,090",,,"1,439,547",,,,,
6056,Dallas Area Rapid Transit,N,VP,DO,,,,,"322,972",,,,,,,,,,
6059,Brazos Transit District,N,CB,PT,,,"94,177",,,,,,,,,,,,
6059,Brazos Transit District,N,DR,DO,,,,,"173,930",,,,,,,,,,
6059,Brazos Transit District,N,MB,DO,,,"40,128",,"74,708","20,693",,,,,,,,,
6072,Ozark Regional Transit,N,DR,DO,,,47,,"25,409",,,,,,,,,,
6072,Ozark Regional Transit,N,MB,DO,,,"47,150",,"25,716",,,,,,,,,,
6077,Santa Fe Trails - City of Santa Fe,N,DR,DO,0,,0,0,"13,690",0,0,0,0,"6,138",0,0,0,0,
6077,Santa Fe Trails - City of Santa Fe,N,MB,DO,0,,0,0,0,0,0,0,0,"202,187",0,0,0,0,
